Kabupaten/Kota,Tahun,Pengeluaran Perkapita Daging
Kota Solok,2022,10095.9
Kota Solok,2023,9146.76
Kota Solok,2024,8829.0
Kota Sorong,2018,5243.57
Kota Sorong,2019,3860.36
Kota Sorong,2020,5221.34
Kota Sorong,2021,6473.37
Kota Sorong,2022,6654.73
Kota Sorong,2023,6071.98
Kota Sorong,2024,6709.0
Kota Subulussalam,2018,2500.59
Kota Subulussalam,2019,2658.87
Kota Subulussalam,2020,2176.26
Kota Subulussalam,2021,2968.0
Kota Subulussalam,2022,4396.98
Kota Subulussalam,2023,3532.5
Kota Subulussalam,2024,3171.0
Kota Sukabumi,2018,7433.65
Kota Sukabumi,2019,9684.32
Kota Sukabumi,2020,8452.37
Kota Sukabumi,2021,9001.48
Kota Sukabumi,2022,12630.36
Kota Sukabumi,2023,13313.37
Kota Sukabumi,2024,13480.0
Kota Sungai Penuh,2018,7170.49
Kota Sungai Penuh,2019,6614.93
Kota Sungai Penuh,2020,7185.26
Kota Sungai Penuh,2021,7595.87
Kota Sungai Penuh,2022,6704.48
Kota Sungai Penuh,2023,8023.45
Kota Sungai Penuh,2024,6874.0
Kota Surabaya,2018,10288.31
Kota Surabaya,2019,9328.13
Kota Surabaya,2020,9673.07
Kota Surabaya,2021,11904.14
Kota Surabaya,2022,12790.37
Kota Surabaya,2023,15268.08
Kota Surabaya,2024,15755.0
Kota Surakarta,2018,5285.08
Kota Surakarta,2019,6024.26
Kota Surakarta,2020,6133.76
Kota Surakarta,2021,7122.48
Kota Surakarta,2022,9011.72
Kota Surakarta,2023,8843.14
Kota Surakarta,2024,9484.0
Kota Tangerang,2018,9967.9
Kota Tangerang,2019,10729.48
Kota Tangerang,2020,11903.92
Kota Tangerang,2021,11698.88
Kota Tangerang,2022,17521.29
Kota Tangerang,2023,18643.21
Kota Tangerang,2024,16041.0
Kota Tangerang Selatan,2018,12488.12
Kota Tangerang Selatan,2019,11682.02
Kota Tangerang Selatan,2020,10927.51
Kota Tangerang Selatan,2021,14337.42
Kota Tangerang Selatan,2022,14691.69
Kota Tangerang Selatan,2023,14649.45
Kota Tangerang Selatan,2024,17382.0
Kota Tanjung Balai,2018,3560.54
Kota Tanjung Balai,2019,3770.03
Kota Tanjung Balai,2020,3780.02
Kota Tanjung Balai,2021,3760.17
Kota Tanjung Balai,2022,5829.66
Kota Tanjung Balai,2023,5331.99
Kota Tanjung Balai,2024,5426.0
Kota Tanjung Pinang,2018,8789.24
Kota Tanjung Pinang,2019,8885.16
Kota Tanjung Pinang,2020,8478.28
Kota Tanjung Pinang,2021,9762.16
Kota Tanjung Pinang,2022,9811.3
Kota Tanjung Pinang,2023,11804.2
Kota Tanjung Pinang,2024,11338.0
Kota Tarakan,2018,6294.43
Kota Tarakan,2019,7839.84
Kota Tarakan,2020,7897.15
Kota Tarakan,2021,7680.79
Kota Tarakan,2022,9241.15
Kota Tarakan,2023,9443.07
Kota Tarakan,2024,10220.0
Kota Tasikmalaya,2018,4753.45
Kota Tasikmalaya,2019,5513.94
Kota Tasikmalaya,2020,5741.79
Kota Tasikmalaya,2021,8028.21
Kota Tasikmalaya,2022,8729.24
Kota Tasikmalaya,2023,10335.4
Kota Tasikmalaya,2024,9828.0
Kota Tebing Tinggi,2018,3748.94
Kota Tebing Tinggi,2019,4036.06
Kota Tebing Tinggi,2020,4651.59
Kota Tebing Tinggi,2021,5302.69
Kota Tebing Tinggi,2022,5359.74
Kota Tebing Tinggi,2023,6231.03
Kota Tebing Tinggi,2024,7135.0
Kota Tegal,2018,3479.81
Kota Tegal,2019,3584.79
Kota Tegal,2020,4990.77
Kota Tegal,2021,6889.95
Kota Tegal,2022,5588.29
Kota Tegal,2023,6590.03
Kota Tegal,2024,5812.0
Kota Ternate,2018,1265.66
Kota Ternate,2019,1379.2
Kota Ternate,2020,1483.63
Kota Ternate,2021,2556.4
Kota Ternate,2022,3285.11
Kota Ternate,2023,4076.77
Kota Ternate,2024,3917.0
Kota Tidore Kepulauan,2018,1068.99
Kota Tidore Kepulauan,2019,1011.05
Kota Tidore Kepulauan,2020,1983.12
Kota Tidore Kepulauan,2021,2213.64
Kota Tidore Kepulauan,2022,1421.95
Kota Tidore Kepulauan,2023,1885.25
Kota Tidore Kepulauan,2024,2285.0
Kota Tomohon,2018,6005.91
Kota Tomohon,2019,7512.21
Kota Tomohon,2020,7754.52
Kota Tomohon,2021,8539.43
Kota Tomohon,2022,9279.36
Kota Tomohon,2023,9391.09
Kota Tomohon,2024,9283.0
Kota Tual,2018,1167.79
Kota Tual,2019,1941.11
Kota Tual,2020,1950.95
Kota Tual,2021,1591.24
Kota Tual,2022,2634.9
Kota Tual,2023,2040.48
Kota Tual,2024,2813.0
Kota Yogyakarta,2018,6075.04
Kota Yogyakarta,2019,6522.54
Kota Yogyakarta,2020,8153.12
Kota Yogyakarta,2021,8190.59
Kota Yogyakarta,2022,10766.07
Kota Yogyakarta,2023,9384.2
Kota Yogyakarta,2024,10140.0
Kotawaringin Barat,2018,9287.71
Kotawaringin Barat,2019,9046.38
Kotawaringin Barat,2020,10434.07
Kotawaringin Barat,2021,11057.19
Kotawaringin Barat,2022,13553.91
Kotawaringin Barat,2023,11948.16
Kotawaringin Barat,2024,14901.0
Kotawaringin Timur,2018,6829.71
Kotawaringin Timur,2019,7233.75
Kotawaringin Timur,2020,7262.2
Kotawaringin Timur,2021,9353.97
Kotawaringin Timur,2022,10406.34
Kotawaringin Timur,2023,9653.3
Kotawaringin Timur,2024,10879.0
Kuantan Singingi,2018,5245.35
Kuantan Singingi,2019,5468.9
Kuantan Singingi,2020,5840.22
Kuantan Singingi,2021,7283.4
Kuantan Singingi,2022,8296.68
Kuantan Singingi,2023,7889.21
Kuantan Singingi,2024,8875.0
Kubu Raya,2018,4433.44
Kubu Raya,2019,4409.25
Kubu Raya,2020,4272.88
Kubu Raya,2021,3984.08
Kubu Raya,2022,4908.97
Kubu Raya,2023,4749.2
Kubu Raya,2024,7523.0
Kudus,2018,3342.15
Kudus,2019,3289.82
Kudus,2020,3629.99
Kudus,2021,4316.17
Kudus,2022,7090.67
Kudus,2023,5819.97
Kudus,2024,5777.0
Kulon Progo,2018,3928.91
Kulon Progo,2019,4062.23
Kulon Progo,2020,3814.71
Kulon Progo,2021,4453.24
Kulon Progo,2022,6190.94
Kulon Progo,2023,7068.6
Kulon Progo,2024,6285.0
Kuningan,2018,4671.31
Kuningan,2019,5496.64
Kuningan,2020,7101.75
Kuningan,2021,7342.22
Kuningan,2022,7954.52
Kuningan,2023,7619.77
Kuningan,2024,7566.0
Kupang,2018,3843.63
Kupang,2019,4085.52
Kupang,2020,6608.36
Kupang,2021,4866.6
Kupang,2022,6906.29
Kupang,2023,6975.88
Kupang,2024,9905.0
Kutai Barat,2018,8554.43
Kutai Barat,2019,11252.95
Kutai Barat,2020,10208.39
Kutai Barat,2021,10868.01
Kutai Barat,2022,12700.71
Kutai Barat,2023,13814.1
Kutai Barat,2024,13783.0
Kutai Kartanegara,2018,5735.46
Kutai Kartanegara,2019,5427.78
Kutai Kartanegara,2020,6510.73
Kutai Kartanegara,2021,6452.54
Kutai Kartanegara,2022,7702.97
Kutai Kartanegara,2023,9181.57
Kutai Kartanegara,2024,11002.0
Kutai Timur,2018,8694.21
Kutai Timur,2019,9882.59
Kutai Timur,2020,9762.29
Kutai Timur,2021,9423.8
Kutai Timur,2022,11137.43
Kutai Timur,2023,14036.64
Kutai Timur,2024,13292.0
Labuhan Batu,2018,4491.26
Labuhan Batu,2019,4632.49
Labuhan Batu,2020,3736.65
Labuhan Batu,2021,3657.64
Labuhan Batu,2022,5614.38
Labuhan Batu,2023,5789.76
Labuhan Batu,2024,5795.0
Labuhan Batu Selatan,2018,4937.81
Labuhan Batu Selatan,2019,3891.22
Labuhan Batu Selatan,2020,3996.16
Labuhan Batu Selatan,2021,5411.38
Labuhan Batu Selatan,2022,5405.28
Labuhan Batu Selatan,2023,5244.52
Labuhan Batu Selatan,2024,6366.0
Labuhan Batu Utara,2018,3555.59
Labuhan Batu Utara,2019,3746.49
Labuhan Batu Utara,2020,3960.23
Labuhan Batu Utara,2021,4327.88
Labuhan Batu Utara,2022,4938.39
Labuhan Batu Utara,2023,4518.05
Labuhan Batu Utara,2024,4301.0
Lahat,2018,4264.05
Lahat,2019,4732.44
Lahat,2020,5028.0
Lahat,2021,4835.75
Lahat,2022,6392.48
Lahat,2023,8200.51
Lahat,2024,7694.0
Lamandau,2018,11421.54
Lamandau,2019,14279.74
Lamandau,2020,14303.27
Lamandau,2021,17532.56
Lamandau,2022,22448.23
Lamandau,2023,18505.69
Lamandau,2024,18584.0
Lamongan,2018,4620.5
Lamongan,2019,4601.44
Lamongan,2020,4569.46
Lamongan,2021,5269.03
Lamongan,2022,6565.59
Lamongan,2023,7247.16
Lamongan,2024,7420.0
Lampung Barat,2018,3366.9
Lampung Barat,2019,4937.59
Lampung Barat,2020,5419.91
Lampung Barat,2021,4878.93
Lampung Barat,2022,5160.63
Lampung Barat,2023,4472.65
Lampung Barat,2024,4610.0
Lampung Selatan,2018,3782.29
Lampung Selatan,2019,4075.78
Lampung Selatan,2020,4145.97
Lampung Selatan,2021,4649.84
Lampung Selatan,2022,5843.2
Lampung Selatan,2023,6358.5
Lampung Selatan,2024,6156.0
Lampung Tengah,2018,3104.45
Lampung Tengah,2019,3591.91
Lampung Tengah,2020,3739.3
Lampung Tengah,2021,4538.75
Lampung Tengah,2022,5610.27
Lampung Tengah,2023,5359.0
Lampung Tengah,2024,7048.0
Lampung Timur,2018,2823.61
Lampung Timur,2019,3680.69
Lampung Timur,2020,3435.48
Lampung Timur,2021,5109.44
Lampung Timur,2022,5564.13
Lampung Timur,2023,5219.69
Lampung Timur,2024,5230.0
Lampung Utara,2018,3068.26
Lampung Utara,2019,3639.84
Lampung Utara,2020,3761.56
Lampung Utara,2021,3080.67
Lampung Utara,2022,4368.58
Lampung Utara,2023,4630.64
Lampung Utara,2024,4029.0
Landak,2018,7734.86
Landak,2019,8333.73
Landak,2020,7698.71
Landak,2021,9876.6
Landak,2022,11073.13
Landak,2023,12411.56
Landak,2024,11262.0
Langkat,2018,2893.08
Langkat,2019,3531.73
Langkat,2020,3130.67
Langkat,2021,3516.42
Langkat,2022,6102.69
Langkat,2023,6233.32
Langkat,2024,5454.0
Lanny Jaya,2018,1558.45
Lanny Jaya,2019,2750.24
Lanny Jaya,2020,7100.25
Lanny Jaya,2021,12480.12
Lanny Jaya,2022,11960.81
Lanny Jaya,2023,15228.55
Lanny Jaya,2024,20088.0
Lebak,2018,3701.43
Lebak,2019,3746.01
Lebak,2020,4956.95
Lebak,2021,6486.36
Lebak,2022,8376.02
Lebak,2023,7023.67
Lebak,2024,6120.0
Lebong,2018,4618.04
Lebong,2019,5366.97
Lebong,2020,5516.55
Lebong,2021,4653.44
Lebong,2022,6364.34
Lebong,2023,6754.82
Lebong,2024,6854.0
Lembata,2018,1702.66
Lembata,2019,1921.65
Lembata,2020,1694.16
Lembata,2021,2956.81
Lembata,2022,1423.59
Lembata,2023,2587.33
Lembata,2024,2467.0
Lima Puluh Kota,2018,4161.82
Lima Puluh Kota,2019,3972.65
Lima Puluh Kota,2020,4149.55
Lima Puluh Kota,2021,4548.08
Lima Puluh Kota,2022,7316.18
Lima Puluh Kota,2023,6167.99
Lima Puluh Kota,2024,6954.0
Lingga,2018,3701.86
Lingga,2019,2855.31
Lingga,2020,3672.81
Lingga,2021,4811.36
Lingga,2022,7138.84
Lingga,2023,5356.54
Lingga,2024,6520.0
Lombok Barat,2018,5172.82
Lombok Barat,2019,7533.02
Lombok Barat,2020,7020.72
Lombok Barat,2021,7042.5
Lombok Barat,2022,7701.69
Lombok Barat,2023,7578.13
Lombok Barat,2024,7265.0
Lombok Tengah,2018,4581.53
Lombok Tengah,2019,5550.34
Lombok Tengah,2020,6173.2
Lombok Tengah,2021,6771.43
Lombok Tengah,2022,6321.12
Lombok Tengah,2023,7018.05
Lombok Tengah,2024,6898.0
Lombok Timur,2018,4778.9
Lombok Timur,2019,5034.94
Lombok Timur,2020,6184.3
Lombok Timur,2021,8295.29
Lombok Timur,2022,9424.46
Lombok Timur,2023,9172.02
Lombok Timur,2024,7780.0
Lombok Utara,2018,6455.35
Lombok Utara,2019,6225.65
Lombok Utara,2020,7563.44
Lombok Utara,2021,7845.46
Lombok Utara,2022,8237.54
Lombok Utara,2023,9057.35
Lombok Utara,2024,11950.0
Lumajang,2018,3155.91
Lumajang,2019,4111.83
Lumajang,2020,3834.31
Lumajang,2021,8274.93
Lumajang,2022,8093.61
Lumajang,2023,9523.78
Lumajang,2024,7953.0
Luwu,2018,3031.58
Luwu,2019,3602.88
Luwu,2020,3062.75
Luwu,2021,4260.26
Luwu,2022,4257.09
Luwu,2023,4164.12
Luwu,2024,4627.0
Luwu Timur,2018,3191.82
Luwu Timur,2019,4021.87
Luwu Timur,2020,5357.31
Luwu Timur,2021,5949.75
Luwu Timur,2022,4745.95
Luwu Timur,2023,5094.08
Luwu Timur,2024,4959.0
Luwu Utara,2018,2368.56
Luwu Utara,2019,2273.18
Luwu Utara,2020,3864.52
Luwu Utara,2021,2667.81
Luwu Utara,2022,2928.29
Luwu Utara,2023,3544.45
Luwu Utara,2024,4409.0
Madiun,2018,3875.94
Madiun,2019,3671.54
Madiun,2020,4105.52
Madiun,2021,4193.32
Madiun,2022,5148.54
Madiun,2023,5258.84
Madiun,2024,5768.0
Magelang,2018,3204.18
Magelang,2019,3618.61
Magelang,2020,4350.19
Magelang,2021,5005.48
Magelang,2022,6876.66
Magelang,2023,6388.75
Magelang,2024,5813.0
Magetan,2018,4041.73
Magetan,2019,4705.48
Magetan,2020,5214.36
Magetan,2021,5479.05
Magetan,2022,6097.88
Magetan,2023,5856.93
Magetan,2024,6512.0
Mahakam Ulu,2018,10260.65
Mahakam Ulu,2019,14656.33
Mahakam Ulu,2020,20000.79
Mahakam Ulu,2021,19206.26
Mahakam Ulu,2022,15436.98
Mahakam Ulu,2023,19467.53
Mahakam Ulu,2024,22039.0
Majalengka,2018,5129.54
Majalengka,2019,5511.04
Majalengka,2020,6427.91
Majalengka,2021,7160.84
Majalengka,2022,6781.16
Majalengka,2023,6598.34
Majalengka,2024,7127.0
Majene,2018,425.24
Majene,2019,532.32
Majene,2020,699.05
Majene,2021,1127.51
Majene,2022,906.48
Majene,2023,1036.68
Majene,2024,807.0
Malaka,2018,8273.03
Malaka,2019,6277.15
Malaka,2020,7082.72
Malaka,2021,7833.14
Malaka,2022,7612.21
Malaka,2023,6749.13
Malaka,2024,9868.0
Malang,2018,3464.84
Malang,2019,4228.54
Malang,2020,4060.38
Malang,2021,5100.59
Malang,2022,5600.19
Malang,2023,6070.92
Malang,2024,6606.0
Malinau,2018,10231.02
Malinau,2019,14320.34
Malinau,2020,12662.4
Malinau,2021,16422.0
Malinau,2022,15594.96
Malinau,2023,15514.73
Malinau,2024,20174.0
Maluku Barat Daya,2018,4265.05
Maluku Barat Daya,2019,4854.23
Maluku Barat Daya,2020,3851.75
Maluku Barat Daya,2021,4975.05
Maluku Barat Daya,2022,6138.96
Maluku Barat Daya,2023,7762.51
Maluku Barat Daya,2024,8810.0
Maluku Tengah,2018,1613.91
Maluku Tengah,2019,2464.09
Maluku Tengah,2020,1862.15
Maluku Tengah,2021,2153.15
Maluku Tengah,2022,3208.75
Maluku Tengah,2023,2790.73
Maluku Tengah,2024,3423.0
Maluku Tenggara,2018,1095.92
Maluku Tenggara,2019,2318.14
Maluku Tenggara,2020,1906.97
Maluku Tenggara,2021,2303.85
Maluku Tenggara,2022,3011.93
Maluku Tenggara,2023,3173.32
Maluku Tenggara,2024,3247.0
Maluku Tenggara Barat,2018,3475.23
Maluku Tenggara Barat,2019,1993.68
Maluku Tenggara Barat,2020,2909.63
Maluku Tenggara Barat,2021,3007.84
Maluku Tenggara Barat,2022,1432.86
Maluku Tenggara Barat,2023,4523.72
Maluku Tenggara Barat,2024,2044.0
Mamasa,2018,4051.06
Mamasa,2019,2954.28
Mamasa,2020,3716.84
Mamasa,2021,5214.09
Mamasa,2022,5314.97
Mamasa,2023,5240.66
Mamasa,2024,4981.0
Mamberamo Raya,2018,5608.28
Mamberamo Raya,2019,12700.13
Mamberamo Raya,2020,3628.15
Mamberamo Raya,2021,8010.86
Mamberamo Raya,2022,7879.5
Mamberamo Raya,2023,8526.0
Mamberamo Raya,2024,16060.0
Mamberamo Tengah,2018,10519.06
Mamberamo Tengah,2019,15847.13
Mamberamo Tengah,2020,14635.46
Mamberamo Tengah,2021,17143.26
Mamberamo Tengah,2022,16364.75
Mamberamo Tengah,2023,19530.62
Mamberamo Tengah,2024,20343.0
Mamuju,2018,2032.31
Mamuju,2019,1733.71
Mamuju,2020,2238.65
Mamuju,2021,2142.13
Mamuju,2022,2649.92
Mamuju,2023,2311.16
Mamuju,2024,3805.0
Mamuju Tengah,2018,2050.25
Mamuju Tengah,2019,2792.89
Mamuju Tengah,2020,2886.47
Mamuju Tengah,2021,3679.28
Mamuju Tengah,2022,3035.09
Mamuju Tengah,2023,2851.08
Mamuju Tengah,2024,3605.0
Mamuju Utara,2018,3242.12
Mamuju Utara,2019,2484.99
Mamuju Utara,2020,3383.46
Mamuju Utara,2021,4182.54
Mamuju Utara,2022,3054.1
Mamuju Utara,2023,2665.83
Mamuju Utara,2024,3051.0
Mandailing Natal,2018,1793.95
Mandailing Natal,2019,2229.27
Mandailing Natal,2020,3372.35
Mandailing Natal,2021,2859.03
Mandailing Natal,2022,3794.89
Mandailing Natal,2023,3893.56
Mandailing Natal,2024,4567.0
Manggarai,2018,4105.43
Manggarai,2019,4897.7
Manggarai,2020,4967.84
Manggarai,2021,7756.71
Manggarai,2022,6677.72
Manggarai,2023,5633.18
Manggarai,2024,7321.0
Manggarai Barat,2018,3799.66
Manggarai Barat,2019,3757.84
Manggarai Barat,2020,3113.08
Manggarai Barat,2021,7204.55
Manggarai Barat,2022,4761.59
Manggarai Barat,2023,3712.59
Manggarai Barat,2024,4910.0
Manggarai Timur,2018,2057.65
Manggarai Timur,2019,2332.58
Manggarai Timur,2020,2346.45
Manggarai Timur,2021,5621.03
Manggarai Timur,2022,2807.25
Manggarai Timur,2023,3010.94
Manggarai Timur,2024,5803.0
Manokwari,2018,6922.27
Manokwari,2019,6030.35
Manokwari,2020,7232.25
Manokwari,2021,10084.21
Manokwari,2022,10597.89
Manokwari,2023,14803.06
Manokwari,2024,13111.0
Manokwari Selatan,2018,5956.33
Manokwari Selatan,2019,6748.18
Manokwari Selatan,2020,9023.31
Manokwari Selatan,2021,11277.55
Manokwari Selatan,2022,11193.73
Manokwari Selatan,2023,9849.01
Manokwari Selatan,2024,25019.0
Mappi,2018,8906.48
Mappi,2019,8821.05
Mappi,2020,6899.04
Mappi,2021,7363.99
Mappi,2022,9865.11
Mappi,2023,8658.56
Mappi,2024,11157.0
Maros,2018,2164.43
Maros,2019,2344.6
Maros,2020,3948.23
Maros,2021,3098.12
Maros,2022,4657.32
Maros,2023,4412.72
Maros,2024,4954.0
Maybrat,2018,13858.63
Maybrat,2019,17174.37
Maybrat,2020,16207.06
Maybrat,2021,13456.51
Maybrat,2022,13860.06
Maybrat,2023,12060.67
Maybrat,2024,6018.0
Melawi,2018,8634.49
Melawi,2019,9565.44
Melawi,2020,10883.84
Melawi,2021,11812.15
Melawi,2022,13309.77
Melawi,2023,14268.84
Melawi,2024,14519.0
Mempawah,2018,5643.96
Mempawah,2019,5894.67
Mempawah,2020,6015.01
Mempawah,2021,5502.07
Mempawah,2022,5210.28
Mempawah,2023,7414.32
Mempawah,2024,6644.0
Merangin,2018,6458.55
Merangin,2019,5827.01
Merangin,2020,5091.05
Merangin,2021,6349.98
Merangin,2022,7692.69
Merangin,2023,5516.22
Merangin,2024,7400.0
Merauke,2018,8522.93
Merauke,2019,11824.64
Merauke,2020,13388.41
Merauke,2021,15892.05
Merauke,2022,13317.19
Merauke,2023,14385.08
Merauke,2024,13923.0
Mesuji,2018,4751.97
Mesuji,2019,4756.04
Mesuji,2020,4309.27
Mesuji,2021,4702.11
Mesuji,2022,5114.59
Mesuji,2023,5571.8
Mesuji,2024,4573.0
Mimika,2018,12737.89
Mimika,2019,9709.57
Mimika,2020,8253.26
Mimika,2021,9493.09
Mimika,2022,11394.78
Mimika,2023,11892.41
Mimika,2024,10656.0
Minahasa,2018,5345.29
Minahasa,2019,5995.88
Minahasa,2020,5700.87
Minahasa,2021,8002.35
Minahasa,2022,10152.71
Minahasa,2023,8645.46
Minahasa,2024,9320.0
Minahasa Selatan,2018,5298.88
Minahasa Selatan,2019,6562.46
Minahasa Selatan,2020,6612.46
Minahasa Selatan,2021,7403.79
Minahasa Selatan,2022,9355.44
Minahasa Selatan,2023,8142.84
Minahasa Selatan,2024,5332.0
Minahasa Tenggara,2018,4259.07
Minahasa Tenggara,2019,4830.02
Minahasa Tenggara,2020,4387.42
Minahasa Tenggara,2021,6868.16
Minahasa Tenggara,2022,7836.86
Minahasa Tenggara,2023,7055.68
Minahasa Tenggara,2024,5754.0
Minahasa Utara,2018,4459.63
Minahasa Utara,2019,4985.18
Minahasa Utara,2020,6316.92
Minahasa Utara,2021,6838.59
Minahasa Utara,2022,7883.31
Minahasa Utara,2023,7678.3
Minahasa Utara,2024,7050.0
Mojokerto,2018,6598.29
Mojokerto,2019,6696.33
Mojokerto,2020,6378.74
Mojokerto,2021,6916.46
Mojokerto,2022,8107.83
Mojokerto,2023,8815.35
Mojokerto,2024,7832.0
Morowali,2018,4088.73
Morowali,2019,2986.18
Morowali,2020,2940.01
Morowali,2021,4622.17
Morowali,2022,5390.9
Morowali,2023,4673.48
Morowali,2024,4105.0
Morowali Utara,2018,3747.2
Morowali Utara,2019,3538.54
Morowali Utara,2020,4384.78
Morowali Utara,2021,6194.27
Morowali Utara,2022,8648.39
Morowali Utara,2023,6859.24
Morowali Utara,2024,8200.0
Muara Enim,2018,3705.38
Muara Enim,2019,4504.49
Muara Enim,2020,4643.95
Muara Enim,2021,5198.93
Muara Enim,2022,5912.72
Muara Enim,2023,5633.06
Muara Enim,2024,6990.0
Muaro Jambi,2018,5824.32
Muaro Jambi,2019,6571.49
Muaro Jambi,2020,7263.97
Muaro Jambi,2021,8514.25
Muaro Jambi,2022,9185.33
Muaro Jambi,2023,8595.89
Muaro Jambi,2024,9641.0
Mukomuko,2018,6860.43
Mukomuko,2019,5659.23
Mukomuko,2020,5681.87
Mukomuko,2021,6279.05
Mukomuko,2022,8486.96
Mukomuko,2023,6564.34
Mukomuko,2024,6707.0
Muna,2018,535.02
Muna,2019,1099.21
Muna,2020,1034.38
Muna,2021,699.7
Muna,2022,684.65
Muna,2023,1599.15
Muna,2024,1037.0
Muna Barat,2018,940.31
Muna Barat,2019,1080.69
Muna Barat,2020,1870.87
Muna Barat,2021,2255.49
Muna Barat,2022,1121.76
Muna Barat,2023,1750.13
Muna Barat,2024,2165.0
Murung Raya,2018,8582.69
Murung Raya,2019,10436.19
Murung Raya,2020,9135.5
Murung Raya,2021,10905.26
Murung Raya,2022,12654.56
Murung Raya,2023,13708.22
Murung Raya,2024,12242.0
Musi Banyuasin,2018,4517.4
Musi Banyuasin,2019,5759.48
Musi Banyuasin,2020,5718.39
Musi Banyuasin,2021,8131.3
Musi Banyuasin,2022,8055.75
Musi Banyuasin,2023,7366.72
Musi Banyuasin,2024,8798.0
Musi Rawas,2018,3673.52
Musi Rawas,2019,4430.37
Musi Rawas,2020,4809.85
Musi Rawas,2021,5012.58
Musi Rawas,2022,6971.06
Musi Rawas,2023,7428.29
Musi Rawas,2024,7413.0
Musi Rawas Utara,2018,4501.2
Musi Rawas Utara,2019,4641.12
Musi Rawas Utara,2020,5283.31
Musi Rawas Utara,2021,6643.99
Musi Rawas Utara,2022,7795.99
Musi Rawas Utara,2023,7672.13
Musi Rawas Utara,2024,8077.0
Nabire,2018,12166.93
Nabire,2019,16155.25
Nabire,2020,13472.67
Nabire,2021,15774.31
Nabire,2022,11123.78
Nabire,2023,10010.27
Nabire,2024,11303.0
Nagan Raya,2018,3251.77
Nagan Raya,2019,2975.88
Nagan Raya,2020,5450.5
Nagan Raya,2021,6655.92
Nagan Raya,2022,12288.39
Nagan Raya,2023,29600.14
Nagan Raya,2024,14209.0
Nagekeo,2018,4981.1
Nagekeo,2019,3297.48
Nagekeo,2020,4536.02
Nagekeo,2021,6612.67
Nagekeo,2022,4960.69
Nagekeo,2023,5786.83
Nagekeo,2024,5097.0
Natuna,2018,3572.94
Natuna,2019,2744.82
Natuna,2020,3889.75
Natuna,2021,4217.27
Natuna,2022,5685.75
Natuna,2023,7972.72
Natuna,2024,9135.0
Nduga,2018,6943.26
Nduga,2019,2708.56
Nduga,2020,17084.33
Nduga,2021,58085.36
Nduga,2022,43182.61
Nduga,2023,19712.53
Nduga,2024,52339.0
Ngada,2018,5669.1
Ngada,2019,7065.68
Ngada,2020,6502.18
Ngada,2021,8457.81
Ngada,2022,8739.09
Ngada,2023,10163.78
Ngada,2024,11584.0
Nganjuk,2018,3358.1
Nganjuk,2019,3336.89
Nganjuk,2020,4121.34
Nganjuk,2021,4711.41
Nganjuk,2022,4891.11
Nganjuk,2023,5445.28
Nganjuk,2024,5699.0
Ngawi,2018,2828.21
Ngawi,2019,3831.54
Ngawi,2020,4224.17
Ngawi,2021,5073.26
Ngawi,2022,4058.31
Ngawi,2023,4451.72
Ngawi,2024,6205.0
Nias,2018,6833.51
Nias,2019,8386.72
Nias,2020,8739.3
Nias,2021,6099.9
Nias,2022,9558.72
Nias,2023,9522.18
Nias,2024,9405.0
Nias Barat,2018,5398.27
Nias Barat,2019,7306.83
Nias Barat,2020,6512.46
Nias Barat,2021,3724.21
Nias Barat,2022,6146.12
Nias Barat,2023,6533.75
Nias Barat,2024,7982.0
Nias Selatan,2018,6220.35
Nias Selatan,2019,8075.53
Nias Selatan,2020,8193.6
Nias Selatan,2021,6200.38
Nias Selatan,2022,6766.43
Nias Selatan,2023,6596.99
Nias Selatan,2024,8361.0
Nias Utara,2018,6674.47
Nias Utara,2019,6993.57
Nias Utara,2020,5973.45
Nias Utara,2021,4707.88
Nias Utara,2022,7387.7
Nias Utara,2023,8601.31
Nias Utara,2024,6417.0
Nunukan,2018,4906.8
Nunukan,2019,7459.94
Nunukan,2020,6908.3
Nunukan,2021,8243.25
Nunukan,2022,10355.92
Nunukan,2023,8860.1
Nunukan,2024,10564.0
Ogan Ilir,2018,3619.02
Ogan Ilir,2019,3343.11
Ogan Ilir,2020,4192.2
Ogan Ilir,2021,4127.39
Ogan Ilir,2022,5135.87
Ogan Ilir,2023,3996.48
Ogan Ilir,2024,4935.0
Ogan Komering Ilir,2018,4056.49
Ogan Komering Ilir,2019,4145.65
Ogan Komering Ilir,2020,4690.54
Ogan Komering Ilir,2021,5877.73
Ogan Komering Ilir,2022,6433.12
Ogan Komering Ilir,2023,5991.33
Ogan Komering Ilir,2024,6851.0
Ogan Komering Ulu,2018,4399.88
Ogan Komering Ulu,2019,4484.34
Ogan Komering Ulu,2020,3876.43
Ogan Komering Ulu,2021,5288.14
Ogan Komering Ulu,2022,6037.57
Ogan Komering Ulu,2023,6241.09
Ogan Komering Ulu,2024,6326.0
Ogan Komering Ulu Selatan,2018,3206.65
Ogan Komering Ulu Selatan,2019,3369.39
Ogan Komering Ulu Selatan,2020,3769.98
Ogan Komering Ulu Selatan,2021,3597.68
Ogan Komering Ulu Selatan,2022,4118.8
Ogan Komering Ulu Selatan,2023,5381.25
Ogan Komering Ulu Selatan,2024,5139.0
Ogan Komering Ulu Timur,2018,3225.68
Ogan Komering Ulu Timur,2019,4248.26
Ogan Komering Ulu Timur,2020,3656.8
Ogan Komering Ulu Timur,2021,4855.31
