Kabupaten/Kota,Tahun,Garis Kemiskinan,Indeks Pembangunan Manusia,Jumlah Penduduk Miskin,Indeks Kedalaman Kemiskinan,Indeks Keparahan Kemiskinan,Pengeluaran Perkapita Bahan Makanan Lainnya,Pengeluaran Perkapita Bahan Minuman,Pengeluaran Perkapita Buah-Buahan,Pengeluaran Perkapita Daging,Pengeluaran Perkapita Kacang-Kacangan,Pengeluaran Perkapita Bahan Minyak dan Kelapa,Pengeluaran Perkapita Padi-Padian,Pengeluaran Perkapita Rokok dan Tembakau,Pengeluaran Perkapita Telur dan Susu,Pengeluaran Perkapita Umbi-Umbian,Persentase Penduduk Miskin,Prevalensi Konsumsi Pangan Tidak Cukup,Rata-rata Lama Sekolah_Laki-laki,Rata-rata Lama Sekolah_Perempuan,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Rasio Tenaga Kesehatan,Angka Harapan Hidup,Stunting (%),Kelompok IKP
Luwu Utara,2024,431980.0,72.07,36.46,2.1,0.58,2711.0,5080.0,14232.0,4409.0,2522.0,4077.0,24398.0,26885.0,8157.0,1434.0,11.24,4.16,8.52,8.2,0.26,12.66,17.99,0.05,20.67,4.12,69.36,15.5,6
Madiun,2018,327536.0,71.01,77.75,1.6,0.34,1981.58,4534.29,5475.0,3875.94,4555.19,3708.57,14555.18,11255.22,7812.55,801.83,11.42,7.71,8.41,6.95,0.33,12.28,34.45,0.15,31.28,0.78,70.77,20.7,6
Madiun,2019,344994.0,71.69,71.91,1.53,0.34,1604.04,3912.71,5906.0,3671.54,4022.92,3233.2,14371.83,12108.39,6482.89,1013.92,10.54,9.48,8.42,7.3,0.27,11.42,40.58,0.09,19.81,0.73,70.97,32.43,6
Madiun,2020,364638.0,71.73,78.3,1.63,0.35,1619.68,4329.33,5178.0,4105.52,3401.1,3383.94,11323.51,13040.85,7298.72,1152.16,11.46,10.71,8.43,7.31,0.27,10.54,31.25,0.05,15.48,0.75,71.22,0.0,6
Madiun,2021,380287.0,71.88,81.61,1.65,0.38,1822.75,4286.88,4834.0,4193.32,4129.55,3705.37,11271.75,11592.89,5952.99,1306.14,11.91,13.43,8.44,7.32,0.27,11.46,20.92,0.0,17.45,0.72,71.38,0.0,6
Madiun,2022,405127.0,72.39,74.07,1.67,0.37,2407.11,4080.96,5255.57,5148.54,4016.07,4477.57,11304.05,14735.34,6171.23,1099.86,10.79,14.09,8.46,7.53,0.28,11.91,29.8,0.12,22.86,0.65,71.5,15.9,6
Madiun,2023,437296.0,72.97,75.87,1.47,0.31,2496.68,4863.46,6664.93,5258.84,5118.71,4940.03,14773.31,15010.63,7493.94,1601.09,11.04,12.46,8.47,7.54,0.33,10.79,23.85,0.04,26.05,2.51,71.9,25.1,6
Madiun,2024,460205.0,73.74,73.15,1.4,0.25,2743.0,4864.0,7408.0,5768.0,4646.0,3924.0,19248.0,18771.0,7277.0,1362.0,10.63,10.97,8.61,7.8,0.3,11.04,26.33,0.07,20.54,0.65,72.28,16.5,6
Magelang,2018,296327.0,69.11,143.44,1.55,0.34,1673.22,3980.83,5269.0,3204.18,2741.89,2719.67,12177.33,10662.57,5615.7,635.09,11.23,14.13,8.0,7.17,0.75,12.42,28.32,0.17,47.73,0.91,73.39,37.6,6
Magelang,2019,325921.0,69.87,137.45,0.98,0.17,1929.77,4095.16,5855.0,3618.61,2718.48,2763.64,10197.44,10434.04,6421.27,816.92,10.67,14.54,8.3,7.28,0.85,11.23,27.21,0.32,30.15,0.81,73.47,33.95,6
Magelang,2020,342430.0,69.87,146.34,1.23,0.2,1956.62,4401.31,5457.0,4350.19,2677.62,2962.57,11584.43,11320.23,7434.26,988.44,11.27,13.75,8.31,7.29,0.92,10.67,19.38,0.0,23.57,0.76,73.56,31.01,6
Magelang,2021,353608.0,70.12,154.91,1.63,0.35,2529.98,4829.53,4482.0,5005.48,3734.95,3628.74,12358.7,13368.29,7216.54,1092.45,11.91,15.23,8.32,7.3,1.05,11.27,25.11,0.19,20.65,0.65,73.72,0.0,6
Magelang,2022,377497.0,70.85,145.33,1.66,0.41,2607.27,5049.03,5473.13,6876.66,3460.71,4222.35,12031.42,14322.0,6340.12,1069.31,11.09,15.84,8.34,7.32,1.13,11.91,24.25,0.0,24.14,0.59,73.88,22.3,6
Magelang,2023,411129.0,71.45,144.49,1.73,0.41,2795.02,5753.46,6759.74,6388.75,3788.47,3559.73,14468.46,17552.58,6191.8,1343.42,10.96,11.23,8.35,7.38,1.21,11.09,20.99,0.0,24.33,0.83,74.03,24.9,6
Magelang,2024,431289.0,71.99,143.8,1.23,0.23,2446.0,5414.0,7186.0,5813.0,3332.0,3186.0,16103.0,17778.0,6160.0,1065.0,10.83,11.24,8.36,7.43,1.22,10.96,18.81,0.04,26.04,0.48,74.2,25.8,6
Magetan,2018,319909.0,72.91,64.86,1.16,0.2,1601.65,4010.22,4785.0,4041.73,3176.28,3103.89,13431.99,10498.62,6492.88,970.7,10.31,8.74,8.57,7.3,0.35,10.48,26.3,0.0,27.15,0.43,72.16,24.8,6
Magetan,2019,336989.0,73.49,60.43,1.56,0.36,1770.3,3848.01,5404.0,4705.48,3419.15,3087.24,12933.5,10549.52,8016.68,1178.03,9.61,8.23,8.58,7.31,0.29,10.31,33.6,0.0,14.18,0.38,72.3,30.25,6
Magetan,2020,354936.0,73.92,65.09,1.2,0.21,1962.11,4152.75,5135.0,5214.36,3325.74,3629.71,13451.46,13148.55,7756.61,1296.55,10.35,9.05,8.79,7.63,0.35,9.61,25.7,0.0,9.08,0.45,72.49,0.0,6
Magetan,2021,371182.0,74.15,67.75,1.54,0.37,2765.32,4534.39,5383.0,5479.05,4092.27,4305.25,14685.78,12403.96,7530.11,1460.94,10.66,10.51,8.87,7.91,0.3,10.35,21.46,0.0,10.43,0.41,72.59,0.0,6
Magetan,2022,396696.0,74.85,62.65,1.55,0.34,2028.12,4665.67,6089.07,6097.88,3991.48,4749.31,13771.86,15591.33,7552.27,1538.63,9.84,9.67,9.09,8.23,0.32,10.66,33.84,0.0,10.88,0.36,72.65,17.2,6
Magetan,2023,431203.0,75.41,62.49,1.11,0.19,1908.33,4960.89,6215.13,5856.93,4204.46,4282.81,15451.97,16906.55,9164.08,1560.03,9.8,9.29,9.1,8.24,0.35,9.84,33.79,0.0,20.42,9.0,72.97,32.5,6
Magetan,2024,455119.0,75.87,59.51,1.09,0.2,2141.0,5350.0,7647.0,6512.0,4274.0,3984.0,17133.0,16219.0,8634.0,1662.0,9.32,11.19,9.11,8.35,0.35,9.8,19.18,0.0,17.53,0.38,73.29,19.2,6
Mahakam Hulu,2018,566944.0,66.67,3.25,0.33,0.02,4024.32,5817.76,14071.0,10260.65,1803.93,4071.23,19482.39,16027.77,8485.2,1060.3,11.62,9.98,8.89,7.33,1.61,11.29,53.94,6.16,21.45,85.49,71.25,30.5,5
Mahakam Hulu,2019,588756.0,67.58,3.19,1.94,0.55,4813.86,6738.23,10456.0,14656.33,2246.83,4279.05,23299.03,27014.34,13230.6,1915.54,11.25,5.48,8.9,7.57,3.61,11.62,25.51,0.49,24.87,81.03,71.56,32.84,3
Mahakam Hulu,2020,631517.0,67.09,3.26,1.46,0.29,4112.66,7052.0,10924.0,20000.79,2618.51,4500.57,24579.93,23170.01,12925.25,1959.51,11.44,8.2,8.91,7.9,2.93,11.25,31.44,3.31,23.82,71.9,71.9,0.0,4
Mahakam Hulu,2021,644910.0,67.95,3.18,1.77,0.37,4287.97,6743.11,4959.0,19206.26,2848.03,4315.69,25774.59,28375.5,9851.67,2452.46,11.9,10.76,8.92,8.11,5.0,11.44,18.13,4.22,18.17,55.25,72.1,0.0,3
Mahakam Hulu,2022,684644.0,68.75,3.1,2.08,0.58,4292.61,7523.61,3955.27,15436.98,3420.17,7800.72,24936.8,19116.21,11237.31,2758.96,11.55,18.22,8.94,8.31,5.0,11.9,20.18,0.26,25.2,52.85,72.33,20.3,3
Mahakam Hulu,2023,740683.0,69.59,3.06,1.02,0.14,5238.22,8577.65,8348.26,19467.53,3930.53,7174.58,28787.1,23315.35,13288.28,3147.36,11.38,13.82,8.95,8.45,5.0,11.55,15.13,0.5,14.06,4.11,72.35,27.0,3
Mahakam Hulu,2024,792742.0,70.35,2.9,1.64,0.43,5306.0,8991.0,8560.0,22039.0,4383.0,7337.0,33135.0,28930.0,12408.0,2866.0,10.75,8.18,8.96,8.46,5.0,11.38,22.33,1.04,12.76,47.25,72.46,0.0,3
Majalengka,2018,440776.0,66.72,129.29,1.96,0.51,2342.22,3911.25,5652.0,5129.54,3025.57,2231.53,18464.4,17845.02,6618.14,844.13,10.79,5.66,7.27,6.45,0.52,12.6,52.54,0.0,39.41,0.57,69.39,30.2,6
Majalengka,2019,445184.0,67.52,121.06,1.39,0.28,2483.58,4224.74,5555.0,5511.04,3466.53,2146.5,15926.5,18935.99,6995.14,1037.7,10.06,5.13,7.55,6.54,0.37,10.79,49.86,0.0,23.85,0.54,69.68,36.62,6
Majalengka,2020,453201.0,67.59,138.21,1.41,0.25,2755.22,4797.28,6179.0,6427.91,3522.54,2980.09,16361.63,17882.32,7526.64,1230.34,11.43,4.17,7.7,6.73,0.35,10.06,48.77,0.09,22.84,0.44,69.97,28.53,6
Majalengka,2021,466813.0,67.81,151.14,2.44,0.77,2995.07,5008.72,5725.0,7160.84,3246.68,2599.85,16072.86,20394.35,6278.97,1345.0,12.33,4.94,7.74,6.88,0.36,11.43,49.01,0.0,20.33,0.45,70.27,0.0,6
Majalengka,2022,483319.0,68.56,147.12,1.55,0.36,2992.47,4692.74,6373.28,6781.16,2997.67,3180.62,14152.72,21985.02,6499.43,1080.43,11.94,9.88,7.79,7.08,0.41,12.33,46.16,0.07,28.67,0.44,70.46,23.0,6
Majalengka,2023,520713.0,69.13,138.74,1.34,0.26,3351.05,4859.81,6352.91,6598.34,4342.34,3109.74,18047.03,22707.01,7319.65,1413.86,11.21,7.9,7.8,7.2,0.41,11.94,37.66,0.0,29.36,0.14,70.76,14.9,6
Majalengka,2024,547912.0,69.74,134.58,1.76,0.45,3584.0,5177.0,7398.0,7127.0,3751.0,3349.0,23301.0,21461.0,8137.0,1390.0,10.82,5.95,7.84,7.21,0.41,11.21,33.66,0.0,26.26,0.43,71.05,24.1,6
Majene,2018,349522.0,66.01,23.53,2.61,0.67,1529.27,3622.36,4458.0,425.24,858.65,3156.22,18802.45,11987.53,3160.31,473.49,13.79,9.63,8.53,8.1,1.73,13.94,41.94,6.17,39.63,2.33,60.79,43.9,4
Majene,2019,360362.0,66.59,23.76,1.99,0.48,1737.41,3571.15,5622.0,532.32,1150.89,2381.14,17900.09,11857.42,4633.21,411.02,13.72,5.37,8.77,8.39,3.01,13.79,39.2,0.53,31.59,3.21,61.05,45.89,3
Majene,2020,384344.0,66.91,24.12,2.21,0.53,1467.43,3810.01,5801.0,699.05,943.0,2525.19,18638.56,12595.44,3737.71,373.02,13.73,7.45,8.98,8.4,0.82,13.72,46.97,0.0,16.8,2.33,61.3,43.7,5
Majene,2021,399350.0,67.29,25.01,2.03,0.48,1812.75,4266.06,3230.0,1127.51,1654.88,3202.54,20691.37,12712.89,3957.87,1037.22,14.34,9.86,9.2,8.68,1.58,13.73,28.65,0.65,24.85,0.97,61.56,0.0,5
Majene,2022,433111.0,67.84,26.62,2.6,0.61,1864.8,3698.48,3406.09,906.48,1140.03,3394.61,18173.96,12813.86,4062.7,602.81,15.13,9.25,9.41,8.85,3.16,14.34,21.12,0.08,16.5,0.85,61.77,35.7,4
Majene,2023,461255.0,68.62,25.8,1.87,0.35,1939.01,3832.27,3845.85,1036.68,1802.12,3926.55,21672.77,11086.43,4600.28,956.75,14.54,6.66,9.58,9.04,2.55,15.13,23.22,0.07,11.76,0.1,62.16,15.7,4
Majene,2024,482173.0,69.42,24.41,1.82,0.41,1909.0,4112.0,7725.0,807.0,1703.0,3646.0,22766.0,10112.0,3956.0,1095.0,13.64,5.47,9.59,9.31,2.92,14.54,26.36,0.05,9.18,0.77,62.56,30.5,4
Malaka,2018,330899.0,59.66,30.79,2.05,0.43,1740.47,4134.9,1591.0,8273.03,1968.16,2684.15,24860.2,6291.83,3066.49,1056.59,16.34,13.79,7.08,6.21,2.07,16.52,51.93,23.81,70.22,1.96,64.29,44.6,3
Malaka,2019,348919.0,60.34,30.83,2.81,0.7,1546.87,4221.47,1005.0,6277.15,2112.82,2816.67,24804.28,11257.43,3714.58,513.94,16.12,15.55,7.19,6.47,0.48,16.34,47.81,15.71,49.96,1.72,64.52,42.97,5
Malaka,2020,371812.0,60.21,31.12,2.48,0.52,1360.38,4166.23,1870.0,7082.72,2152.67,2486.72,25024.67,8850.41,3556.52,763.13,16.04,15.42,7.2,6.48,0.48,16.12,58.73,9.86,45.59,1.61,64.89,51.0,5
Malaka,2021,378824.0,60.42,32.17,2.04,0.44,1545.18,4296.71,1349.0,7833.14,2406.2,2540.68,24565.65,8276.13,3871.7,763.95,16.33,13.77,7.45,6.68,0.41,16.04,49.28,9.87,59.88,1.62,64.97,0.0,4
Malaka,2022,419292.0,61.34,30.48,2.24,0.56,1529.5,4218.53,1918.25,7612.21,2397.93,3579.3,30001.85,10888.1,3531.31,1155.53,15.26,16.49,7.46,6.9,0.57,16.33,41.11,8.25,60.45,1.49,65.01,31.4,5
Malaka,2023,458399.0,62.06,29.19,2.3,0.48,2102.17,4418.28,2749.6,6749.13,2209.01,3294.18,28742.23,12838.49,3874.17,1365.32,14.42,15.13,7.47,6.91,0.49,15.26,36.06,4.77,46.82,0.79,65.34,32.1,5
Malaka,2024,474853.0,62.73,28.54,1.99,0.37,1997.0,4043.0,4185.0,9868.0,2804.0,2926.0,33670.0,11156.0,4749.0,1323.0,13.92,12.18,7.48,7.01,0.65,14.42,32.26,4.67,43.4,0.9,65.67,47.7,5
Malang,2018,314550.0,69.4,268.49,1.67,0.39,1945.91,4107.53,6135.0,3464.84,3666.95,2816.87,14416.54,13038.41,6617.21,881.92,10.37,8.52,7.59,6.78,0.84,11.04,37.61,0.16,50.38,1.1,72.12,28.3,6
Malang,2019,329512.0,70.35,246.6,1.57,0.4,1625.93,3854.15,4798.0,4228.54,3823.59,2523.16,13544.67,13739.23,6614.68,976.48,9.47,7.95,7.65,6.89,0.89,10.37,29.25,0.0,24.73,0.98,72.26,31.74,6
Malang,2020,338156.0,70.36,265.56,1.37,0.3,1780.48,4281.42,5736.0,4060.38,3525.64,3204.67,13766.91,13131.89,6217.2,934.22,10.15,10.59,7.76,7.09,0.95,9.47,27.91,0.0,17.41,0.95,72.45,25.56,6
Malang,2021,348695.0,70.6,276.58,1.41,0.3,2390.68,4492.45,4755.0,5100.59,3879.97,3695.23,14606.66,14788.63,6121.64,1347.78,10.5,11.05,7.77,7.1,1.0,10.15,23.07,0.0,26.64,0.73,72.55,0.0,6
Malang,2022,367579.0,71.38,252.88,0.92,0.18,2517.38,3982.83,5166.79,5600.19,3714.09,4285.55,14424.82,16151.39,7063.93,1265.5,9.55,13.2,7.92,7.42,1.0,10.5,29.76,0.0,24.98,0.59,72.61,25.7,6
Malang,2023,399647.0,72.16,251.36,0.98,0.17,2808.58,4863.52,7604.38,6070.92,4692.28,4372.24,17316.37,19650.36,7811.27,1631.06,9.45,8.47,8.08,7.45,1.08,9.55,28.37,0.0,30.38,0.6,72.95,35.3,6
Malang,2024,420334.0,72.68,240.14,0.98,0.16,2720.0,5311.0,8778.0,6606.0,4771.0,4088.0,18245.0,20661.0,8289.0,1254.0,8.98,9.42,8.15,7.46,1.06,9.45,27.48,0.0,28.02,0.53,73.26,19.5,6
Malinau,2018,539742.0,71.74,6.63,0.93,0.15,2732.79,6345.66,5740.0,10231.02,2467.46,3741.46,21168.23,17933.42,9522.22,1425.95,7.68,10.9,9.2,8.36,1.09,8.06,11.59,5.33,17.67,56.15,71.39,31.6,6
Malinau,2019,585654.0,72.06,6.23,0.85,0.14,3365.8,6169.99,5734.0,14320.34,2539.33,3351.7,21501.41,18651.49,10455.59,1693.57,6.96,11.28,9.21,8.37,1.36,7.68,9.05,0.85,27.01,61.74,71.4,24.63,6
Malinau,2020,616161.0,71.94,6.16,1.16,0.28,3183.16,6164.4,9773.0,12662.4,2724.06,3805.64,21020.0,23743.02,12067.27,1255.39,6.63,10.73,9.55,8.69,2.18,6.96,13.24,0.15,29.17,61.41,71.42,31.01,5
Malinau,2021,650444.0,72.32,6.39,0.85,0.23,2999.38,6373.45,4563.0,16422.0,2009.73,3746.85,21297.08,18722.95,7460.59,2324.09,7.3,16.35,9.56,8.7,2.07,6.63,13.31,0.17,18.5,54.16,71.45,0.0,5
Malinau,2022,692605.0,72.75,5.93,0.73,0.11,3762.94,7369.25,5831.09,15594.96,2398.74,5633.15,24655.38,23589.87,9691.1,2345.1,6.64,19.89,9.57,8.89,2.99,7.3,7.23,7.99,26.05,50.44,71.49,24.2,4
Malinau,2023,749933.0,73.19,5.95,0.37,0.06,3497.04,7605.8,4023.16,15514.73,2682.59,4664.45,23862.4,24497.7,9780.26,1822.77,6.54,16.44,9.63,8.9,2.28,6.64,10.47,3.14,28.8,6.97,71.5,25.7,5
Malinau,2024,791037.0,73.9,6.45,0.57,0.06,4314.0,7236.0,9173.0,20174.0,3065.0,5039.0,31135.0,29290.0,12268.0,2604.0,6.94,11.44,9.85,9.04,2.1,6.54,10.47,3.65,27.49,42.89,71.51,20.5,5
Maluku Barat Daya,2018,441211.0,60.64,21.98,5.81,1.53,1280.96,3516.2,3188.0,4265.05,1162.16,3196.26,21659.92,6009.68,3836.62,1097.12,30.2,44.64,8.14,7.89,2.76,30.18,45.79,23.88,72.53,15.19,61.62,34.8,2
Maluku Barat Daya,2019,468842.0,61.55,21.49,5.41,1.61,1233.93,4169.18,3807.0,4854.23,1193.41,3421.71,25719.24,8479.44,3737.81,1238.46,29.43,37.44,8.23,8.06,1.55,30.2,28.79,14.46,48.75,12.42,61.87,31.09,3
Maluku Barat Daya,2020,521899.0,61.9,21.37,5.46,1.49,1166.1,4281.43,5180.0,3851.75,813.99,3373.07,25651.32,10905.67,5811.95,1288.57,29.15,36.29,8.41,8.31,0.89,29.43,21.51,12.7,36.4,11.51,62.16,29.16,4
Maluku Barat Daya,2021,535594.0,62.37,21.74,5.7,1.72,1403.98,4733.02,4625.0,4975.05,1870.19,3374.38,27783.63,11551.36,7871.37,1930.87,29.55,25.98,8.56,8.64,1.13,29.15,8.49,7.49,29.0,8.28,62.38,0.0,4
Maluku Barat Daya,2022,586021.0,63.07,20.36,3.33,0.7,1820.55,4829.23,5005.82,6138.96,889.5,4011.27,28310.23,10451.06,5988.27,3104.73,27.64,27.22,8.8,8.72,1.34,29.55,2.46,5.28,31.28,9.62,62.55,29.6,4
Maluku Barat Daya,2023,658036.0,63.93,21.23,5.58,1.58,1860.38,5197.58,5841.53,7762.51,1458.83,5402.79,34257.4,9776.67,6762.27,4369.17,28.78,26.59,9.01,8.87,1.77,27.64,11.78,1.47,37.63,0.01,62.98,17.0,4
Maluku Barat Daya,2024,686428.0,64.86,20.63,3.52,0.63,2497.0,4602.0,9410.0,8810.0,1181.0,5085.0,39315.0,8891.0,7831.0,3028.0,27.95,30.33,9.23,9.03,1.31,28.78,21.31,4.16,39.73,5.56,63.39,29.9,4
Maluku Tengah,2018,431512.0,70.6,74.85,3.25,0.97,1618.19,4228.66,3654.0,1613.91,1335.12,3988.39,18661.48,14478.5,4693.1,2949.77,20.11,37.73,9.38,9.27,1.24,21.2,41.44,1.59,50.88,10.15,66.06,32.0,4
Maluku Tengah,2019,474224.0,71.25,74.8,3.67,0.95,1516.34,4118.97,4948.0,2464.09,1301.7,3682.53,19237.43,12327.02,4741.68,2928.73,20.04,42.08,9.66,9.63,1.96,20.11,24.59,2.83,36.61,10.09,66.19,42.79,4
Maluku Tengah,2020,503800.0,71.25,74.18,4.05,1.28,1437.27,4687.7,6198.0,1862.15,1379.45,3740.8,19709.73,13178.79,5397.61,4009.26,19.83,43.07,9.69,9.67,1.16,20.04,34.91,1.57,27.68,6.65,66.34,31.43,5
Maluku Tengah,2021,515582.0,71.32,74.59,4.03,1.28,1693.71,4841.93,4335.0,2153.15,1672.56,4322.54,19639.54,13430.93,5170.02,4847.64,19.84,35.1,9.7,9.68,1.15,19.83,21.73,1.28,35.15,5.19,66.42,0.0,5
Maluku Tengah,2022,542782.0,71.81,65.73,2.75,0.63,2297.5,5161.01,9781.15,3208.75,2027.81,5019.73,22140.26,14261.41,5425.88,3861.06,17.46,36.9,9.95,9.69,1.53,19.84,22.04,3.66,31.93,5.04,66.45,29.8,5
Maluku Tengah,2023,589125.0,72.45,67.22,2.78,0.74,2413.61,5889.34,8102.57,2790.73,2070.55,5242.26,22856.73,17534.83,6534.59,4217.02,17.84,34.62,10.12,9.71,1.71,17.46,22.03,1.93,25.14,0.01,66.73,14.4,5
Maluku Tengah,2024,614323.0,73.21,66.65,4.0,1.31,2168.0,5754.0,11952.0,3423.0,2078.0,4638.0,24744.0,19292.0,5895.0,4111.0,17.67,34.3,10.13,9.76,1.9,17.84,13.99,1.56,22.59,4.12,67.04,29.4,5
Maluku Tenggara,2018,436927.0,65.53,23.16,3.96,0.99,1398.37,3631.94,3877.0,1095.92,525.06,3112.89,18815.03,7777.91,4052.34,3806.99,23.27,35.4,10.09,9.29,2.08,23.87,9.15,16.53,53.25,8.03,64.61,26.6,4
Maluku Tenggara,2019,464649.0,65.85,22.69,3.78,0.96,1246.62,3278.08,4314.0,2318.14,714.91,3367.53,20123.3,11240.84,5968.34,4895.73,22.75,30.79,10.1,9.3,2.64,23.27,8.01,9.13,32.14,8.76,64.77,31.06,4
Maluku Tenggara,2020,517821.0,66.2,22.59,4.26,1.02,1157.64,3312.97,6273.0,1906.97,752.57,3581.11,20171.61,10094.57,5453.99,6644.04,22.57,36.42,10.11,9.7,5.0,22.75,13.21,4.88,24.27,1.6,64.95,35.21,2
Maluku Tenggara,2021,549047.0,66.33,22.89,3.23,0.78,1565.85,3745.07,5313.0,2303.85,830.84,3772.86,19612.62,9365.54,5343.3,8871.99,22.73,32.05,10.14,9.73,5.0,22.57,6.97,7.7,21.97,1.38,65.07,0.0,2
Maluku Tenggara,2022,595041.0,66.88,21.38,3.78,1.13,1546.87,3792.63,6649.6,3011.93,1129.1,4041.08,20774.39,12058.71,5451.2,6682.35,21.19,28.78,10.16,9.74,4.79,22.73,8.75,1.91,36.46,1.44,65.14,21.6,2
Maluku Tenggara,2023,669140.0,67.57,22.02,3.85,1.06,1891.55,4282.13,6078.89,3173.32,1223.75,4849.6,22376.03,14137.63,4815.8,7545.35,21.79,31.66,10.17,9.75,3.86,21.19,13.93,1.82,37.06,0.0,65.46,14.0,3
Maluku Tenggara,2024,695738.0,68.24,21.47,2.65,0.59,1981.0,4559.0,8988.0,3247.0,1198.0,4755.0,29083.0,16059.0,5745.0,5011.0,21.22,30.97,10.18,9.84,5.0,21.79,6.0,1.14,32.96,1.27,65.78,34.0,2
Mamasa,2018,249103.0,64.66,21.22,2.24,0.6,1135.5,4183.71,3274.0,4051.06,947.63,2326.54,17775.17,10719.36,3724.03,1145.17,13.38,14.41,7.81,7.03,0.6,13.51,53.96,5.67,80.88,7.24,70.48,44.1,4
Mamasa,2019,256544.0,65.32,21.64,2.19,0.5,1339.75,3916.77,3861.0,2954.28,1080.27,2512.51,20102.83,12219.69,4554.34,1022.39,13.42,13.25,7.96,7.24,0.39,13.38,38.09,1.77,76.1,7.51,70.62,43.16,5
Mamasa,2020,273513.0,66.02,21.86,1.71,0.31,1231.39,3935.99,3205.0,3716.84,1305.04,2499.86,17602.8,11696.15,3884.42,969.08,13.38,17.71,8.22,7.56,0.35,13.42,57.07,1.08,79.08,7.41,70.75,45.02,5
Mamasa,2021,283758.0,66.63,22.29,2.25,0.59,1389.66,4300.99,1937.0,5214.09,1162.03,2763.97,22183.45,11321.82,4292.69,1268.22,13.77,15.41,8.33,7.79,0.52,13.38,40.48,2.18,78.63,2.97,70.87,0.0,5
Mamasa,2022,312206.0,67.21,23.7,2.09,0.52,1428.63,4610.22,2073.98,5314.97,1138.17,3841.0,20464.44,10664.77,3268.65,1351.51,14.51,17.58,8.35,7.91,0.58,13.77,42.51,1.97,69.76,2.77,70.94,33.7,5
Mamasa,2023,329768.0,67.83,23.58,2.17,0.45,1254.78,4303.88,2325.04,5240.66,819.84,3646.56,20793.0,12247.14,4056.31,1079.97,14.31,14.95,8.36,8.09,0.51,14.51,33.61,1.06,69.26,0.07,71.2,12.9,5
Mamasa,2024,347008.0,68.37,23.61,1.75,0.33,1463.0,4484.0,7928.0,4981.0,914.0,3057.0,22018.0,12943.0,3591.0,1055.0,14.2,7.16,8.37,8.13,0.58,14.31,25.18,0.94,70.51,2.49,71.45,37.6,5
Mamberamo Raya,2018,666886.0,51.24,6.94,4.38,0.92,1307.84,1429.83,1964.0,5608.28,142.25,1791.91,7287.65,11458.19,1562.54,8647.38,30.1,59.93,5.73,3.93,5.0,29.88,71.73,56.12,60.32,100.0,56.9,29.0,1
Mamberamo Raya,2019,683779.0,52.2,6.96,6.87,2.39,1001.75,2006.03,6355.0,12700.13,120.69,2770.58,7342.07,11158.96,1068.94,14190.93,29.13,48.64,5.93,4.09,5.0,30.1,80.95,35.19,93.14,100.0,57.18,19.37,1
Mamberamo Raya,2020,727830.0,51.78,6.98,4.12,1.01,855.25,1521.85,3803.0,3628.15,7.58,2172.09,8090.07,12054.0,2074.18,11817.32,28.38,47.87,5.99,4.1,5.0,29.13,79.78,25.99,95.28,100.0,57.55,21.9,1
Mamberamo Raya,2021,769848.0,52.18,7.04,3.53,0.92,3854.41,3087.64,5326.0,8010.86,751.23,3314.66,8680.18,19990.6,5089.02,10747.15,28.78,38.99,6.18,4.31,5.0,28.38,80.7,13.04,79.59,100.0,57.77,0.0,1
Mamberamo Raya,2022,803286.0,53.1,7.68,5.66,2.09,1582.53,3440.5,4959.08,7879.5,289.17,2195.23,9248.27,21997.23,3295.14,8195.8,30.73,51.4,6.42,4.73,5.0,28.78,68.5,2.37,88.61,100.0,58.0,22.5,1
Mamberamo Raya,2023,834564.0,54.08,7.56,6.25,1.85,1816.15,3888.49,6845.68,8526.0,20.84,2647.5,11611.43,24149.71,3043.91,13087.46,29.63,48.03,6.57,4.9,5.0,30.73,73.64,9.08,95.48,0.02,58.29,22.4,1
Mamberamo Raya,2024,861147.0,55.0,7.89,3.37,0.55,5567.0,7667.0,2230.0,16060.0,1342.0,19208.0,6161.0,7179.0,8284.0,44482.0,30.29,52.1,6.78,5.09,5.0,29.63,55.64,6.95,98.98,86.82,58.54,40.0,1
Mamberamo Tengah,2018,375753.0,46.41,17.75,8.45,2.61,11308.17,8116.7,6903.0,10519.06,1018.76,3719.16,12926.09,10467.19,196.65,49394.09,37.02,46.6,4.65,1.59,5.0,36.38,22.34,61.08,100.0,34.97,62.92,26.0,1
Mamberamo Tengah,2019,388619.0,47.23,17.79,14.5,7.11,4946.77,6264.23,7098.0,15847.13,1108.13,3161.91,15385.3,15603.26,804.49,80517.27,36.93,39.53,4.84,1.7,5.0,37.02,41.66,95.92,100.0,36.42,63.14,34.77,1
Mamberamo Tengah,2020,412574.0,47.57,17.72,9.11,2.84,4370.4,8144.77,6018.0,14635.46,923.45,3066.45,16465.6,11553.71,2707.16,76145.94,36.41,35.51,5.05,1.95,5.0,36.93,82.71,19.44,100.0,82.56,63.44,14.26,1
Mamberamo Tengah,2021,449409.0,48.32,19.66,6.51,1.41,4164.35,6883.76,10569.0,17143.26,402.24,2578.45,11863.26,8202.9,4300.61,68622.28,36.76,51.0,5.06,2.15,5.0,36.41,75.66,1.59,97.6,50.61,63.59,0.0,1
