Kabupaten/Kota,Tahun,Pengeluaran Perkapita Umbi-Umbian
Kota Sungai Penuh,2018,2883.92
Kota Sungai Penuh,2019,2016.84
Kota Sungai Penuh,2020,2542.16
Kota Sungai Penuh,2021,2714.22
Kota Sungai Penuh,2022,2773.97
Kota Sungai Penuh,2023,3034.9
Kota Sungai Penuh,2024,2982.0
Kota Surabaya,2018,1150.17
Kota Surabaya,2019,1132.9
Kota Surabaya,2020,1298.34
Kota Surabaya,2021,1823.07
Kota Surabaya,2022,2068.36
Kota Surabaya,2023,2166.16
Kota Surabaya,2024,2375.0
Kota Surakarta,2018,482.12
Kota Surakarta,2019,719.52
Kota Surakarta,2020,871.51
Kota Surakarta,2021,1067.58
Kota Surakarta,2022,1499.18
Kota Surakarta,2023,1259.59
Kota Surakarta,2024,1243.0
Kota Tangerang,2018,1588.34
Kota Tangerang,2019,1565.82
Kota Tangerang,2020,2299.57
Kota Tangerang,2021,2076.87
Kota Tangerang,2022,2817.48
Kota Tangerang,2023,3345.91
Kota Tangerang,2024,2801.0
Kota Tangerang Selatan,2018,1848.72
Kota Tangerang Selatan,2019,1742.56
Kota Tangerang Selatan,2020,2107.51
Kota Tangerang Selatan,2021,2982.41
Kota Tangerang Selatan,2022,2756.19
Kota Tangerang Selatan,2023,2835.0
Kota Tangerang Selatan,2024,3231.0
Kota Tanjung Balai,2018,720.74
Kota Tanjung Balai,2019,731.81
Kota Tanjung Balai,2020,962.54
Kota Tanjung Balai,2021,871.28
Kota Tanjung Balai,2022,1295.84
Kota Tanjung Balai,2023,1191.85
Kota Tanjung Balai,2024,1762.0
Kota Tanjung Pinang,2018,1501.86
Kota Tanjung Pinang,2019,1305.07
Kota Tanjung Pinang,2020,1173.67
Kota Tanjung Pinang,2021,2138.61
Kota Tanjung Pinang,2022,1568.02
Kota Tanjung Pinang,2023,2132.14
Kota Tanjung Pinang,2024,2040.0
Kota Tarakan,2018,1328.4
Kota Tarakan,2019,1246.39
Kota Tarakan,2020,1579.63
Kota Tarakan,2021,1952.76
Kota Tarakan,2022,1602.35
Kota Tarakan,2023,1904.99
Kota Tarakan,2024,1673.0
Kota Tasikmalaya,2018,726.04
Kota Tasikmalaya,2019,1145.72
Kota Tasikmalaya,2020,1309.53
Kota Tasikmalaya,2021,1596.22
Kota Tasikmalaya,2022,1574.31
Kota Tasikmalaya,2023,2136.7
Kota Tasikmalaya,2024,2088.0
Kota Tebing Tinggi,2018,922.66
Kota Tebing Tinggi,2019,893.8
Kota Tebing Tinggi,2020,1214.75
Kota Tebing Tinggi,2021,1450.97
Kota Tebing Tinggi,2022,1146.89
Kota Tebing Tinggi,2023,1646.23
Kota Tebing Tinggi,2024,1714.0
Kota Tegal,2018,392.35
Kota Tegal,2019,361.74
Kota Tegal,2020,763.25
Kota Tegal,2021,758.46
Kota Tegal,2022,932.18
Kota Tegal,2023,1139.17
Kota Tegal,2024,756.0
Kota Ternate,2018,1715.72
Kota Ternate,2019,1046.37
Kota Ternate,2020,1032.1
Kota Ternate,2021,1289.13
Kota Ternate,2022,1565.34
Kota Ternate,2023,1380.66
Kota Ternate,2024,1532.0
Kota Tidore Kepulauan,2018,1958.16
Kota Tidore Kepulauan,2019,1869.09
Kota Tidore Kepulauan,2020,2408.18
Kota Tidore Kepulauan,2021,2695.15
Kota Tidore Kepulauan,2022,2193.58
Kota Tidore Kepulauan,2023,3103.0
Kota Tidore Kepulauan,2024,2785.0
Kota Tomohon,2018,1847.57
Kota Tomohon,2019,1660.23
Kota Tomohon,2020,1740.67
Kota Tomohon,2021,2162.45
Kota Tomohon,2022,2529.18
Kota Tomohon,2023,2102.54
Kota Tomohon,2024,1602.0
Kota Tual,2018,2572.78
Kota Tual,2019,2428.63
Kota Tual,2020,2714.51
Kota Tual,2021,4826.32
Kota Tual,2022,4513.93
Kota Tual,2023,4887.09
Kota Tual,2024,2622.0
Kota Yogyakarta,2018,739.62
Kota Yogyakarta,2019,1186.73
Kota Yogyakarta,2020,1100.54
Kota Yogyakarta,2021,1450.13
Kota Yogyakarta,2022,1592.05
Kota Yogyakarta,2023,1352.85
Kota Yogyakarta,2024,1245.0
Kotawaringin Barat,2018,1619.46
Kotawaringin Barat,2019,1465.46
Kotawaringin Barat,2020,1379.77
Kotawaringin Barat,2021,2275.57
Kotawaringin Barat,2022,2144.2
Kotawaringin Barat,2023,1799.94
Kotawaringin Barat,2024,2025.0
Kotawaringin Timur,2018,820.91
Kotawaringin Timur,2019,1018.87
Kotawaringin Timur,2020,1013.24
Kotawaringin Timur,2021,1542.95
Kotawaringin Timur,2022,1844.32
Kotawaringin Timur,2023,1782.62
Kotawaringin Timur,2024,1708.0
Kuantan Singingi,2018,1664.87
Kuantan Singingi,2019,1829.76
Kuantan Singingi,2020,1677.73
Kuantan Singingi,2021,1949.34
Kuantan Singingi,2022,2257.88
Kuantan Singingi,2023,2304.53
Kuantan Singingi,2024,2516.0
Kubu Raya,2018,798.77
Kubu Raya,2019,915.73
Kubu Raya,2020,1027.49
Kubu Raya,2021,864.49
Kubu Raya,2022,1022.49
Kubu Raya,2023,1135.26
Kubu Raya,2024,1164.0
Kudus,2018,677.12
Kudus,2019,661.2
Kudus,2020,903.12
Kudus,2021,1048.99
Kudus,2022,1251.58
Kudus,2023,1219.62
Kudus,2024,1067.0
Kulon Progo,2018,745.48
Kulon Progo,2019,1052.44
Kulon Progo,2020,1141.7
Kulon Progo,2021,1447.99
Kulon Progo,2022,1414.96
Kulon Progo,2023,1623.52
Kulon Progo,2024,1112.0
Kuningan,2018,1025.85
Kuningan,2019,917.43
Kuningan,2020,1248.31
Kuningan,2021,1872.33
Kuningan,2022,1466.88
Kuningan,2023,1890.95
Kuningan,2024,1355.0
Kupang,2018,488.48
Kupang,2019,232.17
Kupang,2020,375.39
Kupang,2021,566.07
Kupang,2022,808.39
Kupang,2023,1101.17
Kupang,2024,656.0
Kutai Barat,2018,1253.49
Kutai Barat,2019,1007.96
Kutai Barat,2020,1141.36
Kutai Barat,2021,1693.93
Kutai Barat,2022,942.69
Kutai Barat,2023,1688.63
Kutai Barat,2024,1729.0
Kutai Kartanegara,2018,743.98
Kutai Kartanegara,2019,927.12
Kutai Kartanegara,2020,1297.9
Kutai Kartanegara,2021,1164.13
Kutai Kartanegara,2022,1578.78
Kutai Kartanegara,2023,1833.02
Kutai Kartanegara,2024,1649.0
Kutai Timur,2018,1387.84
Kutai Timur,2019,1494.44
Kutai Timur,2020,1489.46
Kutai Timur,2021,1576.29
Kutai Timur,2022,1706.45
Kutai Timur,2023,2226.9
Kutai Timur,2024,1860.0
Labuhan Batu,2018,1474.69
Labuhan Batu,2019,1174.03
Labuhan Batu,2020,1399.42
Labuhan Batu,2021,1019.88
Labuhan Batu,2022,1548.29
Labuhan Batu,2023,1757.99
Labuhan Batu,2024,1697.0
Labuhan Batu Selatan,2018,1606.0
Labuhan Batu Selatan,2019,1359.39
Labuhan Batu Selatan,2020,1262.96
Labuhan Batu Selatan,2021,1564.48
Labuhan Batu Selatan,2022,1720.72
Labuhan Batu Selatan,2023,1787.48
Labuhan Batu Selatan,2024,1847.0
Labuhan Batu Utara,2018,947.61
Labuhan Batu Utara,2019,1127.51
Labuhan Batu Utara,2020,1432.71
Labuhan Batu Utara,2021,1593.47
Labuhan Batu Utara,2022,1584.82
Labuhan Batu Utara,2023,1781.99
Labuhan Batu Utara,2024,1606.0
Lahat,2018,796.23
Lahat,2019,1092.62
Lahat,2020,1137.6
Lahat,2021,1412.59
Lahat,2022,1673.45
Lahat,2023,1744.81
Lahat,2024,1195.0
Lamandau,2018,1271.34
Lamandau,2019,1810.77
Lamandau,2020,2341.98
Lamandau,2021,2987.53
Lamandau,2022,2733.3
Lamandau,2023,3152.14
Lamandau,2024,2150.0
Lamongan,2018,633.01
Lamongan,2019,784.15
Lamongan,2020,1010.61
Lamongan,2021,1061.87
Lamongan,2022,1232.72
Lamongan,2023,1365.36
Lamongan,2024,1052.0
Lampung Barat,2018,1178.6
Lampung Barat,2019,1085.55
Lampung Barat,2020,1064.58
Lampung Barat,2021,1871.76
Lampung Barat,2022,1475.49
Lampung Barat,2023,1408.6
Lampung Barat,2024,1303.0
Lampung Selatan,2018,688.97
Lampung Selatan,2019,635.31
Lampung Selatan,2020,931.13
Lampung Selatan,2021,1428.22
Lampung Selatan,2022,1270.56
Lampung Selatan,2023,1366.84
Lampung Selatan,2024,1142.0
Lampung Tengah,2018,527.89
Lampung Tengah,2019,764.35
Lampung Tengah,2020,852.82
Lampung Tengah,2021,1315.57
Lampung Tengah,2022,1291.07
Lampung Tengah,2023,1460.43
Lampung Tengah,2024,1426.0
Lampung Timur,2018,703.72
Lampung Timur,2019,632.73
Lampung Timur,2020,796.08
Lampung Timur,2021,1130.81
Lampung Timur,2022,1467.34
Lampung Timur,2023,1157.53
Lampung Timur,2024,783.0
Lampung Utara,2018,534.79
Lampung Utara,2019,814.71
Lampung Utara,2020,640.35
Lampung Utara,2021,1135.05
Lampung Utara,2022,938.86
Lampung Utara,2023,1099.73
Lampung Utara,2024,957.0
Landak,2018,793.84
Landak,2019,1077.71
Landak,2020,841.49
Landak,2021,1113.98
Landak,2022,1183.29
Landak,2023,1343.41
Landak,2024,850.0
Langkat,2018,813.66
Langkat,2019,1071.9
Langkat,2020,991.94
Langkat,2021,1335.33
Langkat,2022,1879.29
Langkat,2023,2108.32
Langkat,2024,1610.0
Lanny Jaya,2018,83562.22
Lanny Jaya,2019,86311.58
Lanny Jaya,2020,75971.16
Lanny Jaya,2021,117938.36
Lanny Jaya,2022,131451.2
Lanny Jaya,2023,112526.52
Lanny Jaya,2024,93349.0
Lebak,2018,807.04
Lebak,2019,1184.83
Lebak,2020,1130.56
Lebak,2021,1798.25
Lebak,2022,2060.89
Lebak,2023,2064.24
Lebak,2024,1653.0
Lebong,2018,1136.83
Lebong,2019,1147.73
Lebong,2020,1341.24
Lebong,2021,1624.91
Lebong,2022,1281.96
Lebong,2023,1883.63
Lebong,2024,1464.0
Lembata,2018,828.25
Lembata,2019,655.7
Lembata,2020,696.86
Lembata,2021,1198.32
Lembata,2022,1648.02
Lembata,2023,1438.13
Lembata,2024,819.0
Lima Puluh Kota,2018,1461.46
Lima Puluh Kota,2019,1313.24
Lima Puluh Kota,2020,1369.79
Lima Puluh Kota,2021,1548.32
Lima Puluh Kota,2022,1890.37
Lima Puluh Kota,2023,2293.66
Lima Puluh Kota,2024,2201.0
Lingga,2018,1079.64
Lingga,2019,957.58
Lingga,2020,1177.27
Lingga,2021,1298.72
Lingga,2022,1800.27
Lingga,2023,1631.88
Lingga,2024,1230.0
Lombok Barat,2018,834.75
Lombok Barat,2019,747.98
Lombok Barat,2020,1021.27
Lombok Barat,2021,902.61
Lombok Barat,2022,1005.47
Lombok Barat,2023,1014.16
Lombok Barat,2024,1015.0
Lombok Tengah,2018,452.33
Lombok Tengah,2019,419.09
Lombok Tengah,2020,687.8
Lombok Tengah,2021,1075.1
Lombok Tengah,2022,770.82
Lombok Tengah,2023,973.74
Lombok Tengah,2024,618.0
Lombok Timur,2018,603.03
Lombok Timur,2019,841.83
Lombok Timur,2020,1006.52
Lombok Timur,2021,1661.87
Lombok Timur,2022,1607.87
Lombok Timur,2023,2166.08
Lombok Timur,2024,1692.0
Lombok Utara,2018,1104.2
Lombok Utara,2019,872.93
Lombok Utara,2020,1046.98
Lombok Utara,2021,1318.45
Lombok Utara,2022,1971.93
Lombok Utara,2023,1811.93
Lombok Utara,2024,1268.0
Lumajang,2018,883.01
Lumajang,2019,1111.53
Lumajang,2020,1296.41
Lumajang,2021,1817.89
Lumajang,2022,1985.03
Lumajang,2023,2420.52
Lumajang,2024,2211.0
Luwu,2018,1275.19
Luwu,2019,1152.51
Luwu,2020,1038.35
Luwu,2021,1500.83
Luwu,2022,1432.63
Luwu,2023,1418.16
Luwu,2024,1504.0
Luwu Timur,2018,1299.83
Luwu Timur,2019,1004.57
Luwu Timur,2020,1154.13
Luwu Timur,2021,1280.85
Luwu Timur,2022,1320.81
Luwu Timur,2023,1270.34
Luwu Timur,2024,1174.0
Luwu Utara,2018,1308.98
Luwu Utara,2019,1152.09
Luwu Utara,2020,1191.93
Luwu Utara,2021,1335.08
Luwu Utara,2022,1310.65
Luwu Utara,2023,1250.3
Luwu Utara,2024,1434.0
Madiun,2018,801.83
Madiun,2019,1013.92
Madiun,2020,1152.16
Madiun,2021,1306.14
Madiun,2022,1099.86
Madiun,2023,1601.09
Madiun,2024,1362.0
Magelang,2018,635.09
Magelang,2019,816.92
Magelang,2020,988.44
Magelang,2021,1092.45
Magelang,2022,1069.31
Magelang,2023,1343.42
Magelang,2024,1065.0
Magetan,2018,970.7
Magetan,2019,1178.03
Magetan,2020,1296.55
Magetan,2021,1460.94
Magetan,2022,1538.63
Magetan,2023,1560.03
Magetan,2024,1662.0
Mahakam Ulu,2018,1060.3
Mahakam Ulu,2019,1915.54
Mahakam Ulu,2020,1959.51
Mahakam Ulu,2021,2452.46
Mahakam Ulu,2022,2758.96
Mahakam Ulu,2023,3147.36
Mahakam Ulu,2024,2866.0
Majalengka,2018,844.13
Majalengka,2019,1037.7
Majalengka,2020,1230.34
Majalengka,2021,1345.0
Majalengka,2022,1080.43
Majalengka,2023,1413.86
Majalengka,2024,1390.0
Majene,2018,473.49
Majene,2019,411.02
Majene,2020,373.02
Majene,2021,1037.22
Majene,2022,602.81
Majene,2023,956.75
Majene,2024,1095.0
Malaka,2018,1056.59
Malaka,2019,513.94
Malaka,2020,763.13
Malaka,2021,763.95
Malaka,2022,1155.53
Malaka,2023,1365.32
Malaka,2024,1323.0
Malang,2018,881.92
Malang,2019,976.48
Malang,2020,934.22
Malang,2021,1347.78
Malang,2022,1265.5
Malang,2023,1631.06
Malang,2024,1254.0
Malinau,2018,1425.95
Malinau,2019,1693.57
Malinau,2020,1255.39
Malinau,2021,2324.09
Malinau,2022,2345.1
Malinau,2023,1822.77
Malinau,2024,2604.0
Maluku Barat Daya,2018,1097.12
Maluku Barat Daya,2019,1238.46
Maluku Barat Daya,2020,1288.57
Maluku Barat Daya,2021,1930.87
Maluku Barat Daya,2022,3104.73
Maluku Barat Daya,2023,4369.17
Maluku Barat Daya,2024,3028.0
Maluku Tengah,2018,2949.77
Maluku Tengah,2019,2928.73
Maluku Tengah,2020,4009.26
Maluku Tengah,2021,4847.64
Maluku Tengah,2022,3861.06
Maluku Tengah,2023,4217.02
Maluku Tengah,2024,4111.0
Maluku Tenggara,2018,3806.99
Maluku Tenggara,2019,4895.73
Maluku Tenggara,2020,6644.04
Maluku Tenggara,2021,8871.99
Maluku Tenggara,2022,6682.35
Maluku Tenggara,2023,7545.35
Maluku Tenggara,2024,5011.0
Maluku Tenggara Barat,2018,4104.62
Maluku Tenggara Barat,2019,2148.94
Maluku Tenggara Barat,2020,2869.06
Maluku Tenggara Barat,2021,2944.75
Maluku Tenggara Barat,2022,4573.87
Maluku Tenggara Barat,2023,2909.59
Maluku Tenggara Barat,2024,2519.0
Mamasa,2018,1145.17
Mamasa,2019,1022.39
Mamasa,2020,969.08
Mamasa,2021,1268.22
Mamasa,2022,1351.51
Mamasa,2023,1079.97
Mamasa,2024,1055.0
Mamberamo Raya,2018,8647.38
Mamberamo Raya,2019,14190.93
Mamberamo Raya,2020,11817.32
Mamberamo Raya,2021,10747.15
Mamberamo Raya,2022,8195.8
Mamberamo Raya,2023,13087.46
Mamberamo Raya,2024,44482.0
Mamberamo Tengah,2018,49394.09
Mamberamo Tengah,2019,80517.27
Mamberamo Tengah,2020,76145.94
Mamberamo Tengah,2021,68622.28
Mamberamo Tengah,2022,91085.44
Mamberamo Tengah,2023,89507.41
Mamberamo Tengah,2024,42405.0
Mamuju,2018,880.82
Mamuju,2019,628.34
Mamuju,2020,965.17
Mamuju,2021,760.7
Mamuju,2022,557.13
Mamuju,2023,1251.49
Mamuju,2024,1322.0
Mamuju Tengah,2018,735.99
Mamuju Tengah,2019,811.8
Mamuju Tengah,2020,930.1
Mamuju Tengah,2021,1081.44
Mamuju Tengah,2022,932.19
Mamuju Tengah,2023,1114.61
Mamuju Tengah,2024,1223.0
Mamuju Utara,2018,1312.01
Mamuju Utara,2019,1050.38
Mamuju Utara,2020,950.26
Mamuju Utara,2021,1386.07
Mamuju Utara,2022,1160.89
Mamuju Utara,2023,1412.63
Mamuju Utara,2024,1348.0
Mandailing Natal,2018,1202.55
Mandailing Natal,2019,1165.34
Mandailing Natal,2020,1405.39
Mandailing Natal,2021,1474.8
Mandailing Natal,2022,1432.26
Mandailing Natal,2023,2049.23
Mandailing Natal,2024,1815.0
Manggarai,2018,1460.84
Manggarai,2019,1253.0
Manggarai,2020,914.71
Manggarai,2021,1812.34
Manggarai,2022,2025.24
Manggarai,2023,2301.63
Manggarai,2024,1345.0
Manggarai Barat,2018,1030.04
Manggarai Barat,2019,622.5
Manggarai Barat,2020,511.14
Manggarai Barat,2021,1018.24
Manggarai Barat,2022,1345.71
Manggarai Barat,2023,820.11
Manggarai Barat,2024,838.0
Manggarai Timur,2018,2334.59
Manggarai Timur,2019,1699.93
Manggarai Timur,2020,1189.94
Manggarai Timur,2021,1720.09
Manggarai Timur,2022,2088.89
Manggarai Timur,2023,2217.1
Manggarai Timur,2024,1303.0
Manokwari,2018,3694.21
Manokwari,2019,4147.84
Manokwari,2020,3529.76
Manokwari,2021,3225.13
Manokwari,2022,4795.09
Manokwari,2023,5784.05
Manokwari,2024,5147.0
Manokwari Selatan,2018,3218.81
Manokwari Selatan,2019,4067.14
Manokwari Selatan,2020,3788.28
Manokwari Selatan,2021,4887.49
Manokwari Selatan,2022,6807.22
Manokwari Selatan,2023,5639.76
Manokwari Selatan,2024,22140.0
Mappi,2018,13412.47
Mappi,2019,9773.35
Mappi,2020,8893.52
Mappi,2021,10532.34
Mappi,2022,11050.3
Mappi,2023,11518.36
Mappi,2024,8851.0
Maros,2018,747.88
Maros,2019,521.85
Maros,2020,582.04
Maros,2021,937.81
Maros,2022,1344.58
Maros,2023,931.85
Maros,2024,628.0
Maybrat,2018,11611.49
Maybrat,2019,13631.89
Maybrat,2020,15234.38
Maybrat,2021,14315.32
Maybrat,2022,16044.3
Maybrat,2023,17432.41
Maybrat,2024,17658.0
Melawi,2018,1192.18
Melawi,2019,1139.9
Melawi,2020,1074.55
Melawi,2021,1100.18
Melawi,2022,1520.97
Melawi,2023,1476.89
Melawi,2024,1070.0
Mempawah,2018,756.87
Mempawah,2019,830.21
Mempawah,2020,838.17
Mempawah,2021,901.76
Mempawah,2022,859.93
Mempawah,2023,1194.65
Mempawah,2024,984.0
Merangin,2018,1633.18
Merangin,2019,1543.39
Merangin,2020,1312.04
Merangin,2021,1872.53
Merangin,2022,1896.9
Merangin,2023,2004.38
Merangin,2024,1899.0
Merauke,2018,2081.58
Merauke,2019,2680.02
Merauke,2020,3267.48
Merauke,2021,3635.88
Merauke,2022,4140.18
Merauke,2023,3866.86
Merauke,2024,9254.0
Mesuji,2018,671.25
Mesuji,2019,620.17
Mesuji,2020,723.49
Mesuji,2021,1140.32
Mesuji,2022,933.29
Mesuji,2023,1160.81
Mesuji,2024,965.0
Mimika,2018,3451.78
Mimika,2019,3499.2
Mimika,2020,3408.98
Mimika,2021,6279.8
Mimika,2022,4909.22
Mimika,2023,3620.22
Mimika,2024,4188.0
Minahasa,2018,1481.04
Minahasa,2019,1314.49
Minahasa,2020,1059.77
Minahasa,2021,1771.75
Minahasa,2022,2244.4
Minahasa,2023,2464.88
Minahasa,2024,2252.0
Minahasa Selatan,2018,1555.06
Minahasa Selatan,2019,1656.26
Minahasa Selatan,2020,1597.53
Minahasa Selatan,2021,2237.17
Minahasa Selatan,2022,2479.76
Minahasa Selatan,2023,2051.04
Minahasa Selatan,2024,1816.0
Minahasa Tenggara,2018,1469.51
Minahasa Tenggara,2019,1025.96
Minahasa Tenggara,2020,1103.42
Minahasa Tenggara,2021,1303.29
Minahasa Tenggara,2022,1691.59
Minahasa Tenggara,2023,1947.82
Minahasa Tenggara,2024,1286.0
Minahasa Utara,2018,1471.77
Minahasa Utara,2019,1796.95
Minahasa Utara,2020,1925.2
Minahasa Utara,2021,2306.94
Minahasa Utara,2022,2316.73
Minahasa Utara,2023,2041.26
Minahasa Utara,2024,1581.0
Mojokerto,2018,1043.63
Mojokerto,2019,1454.22
Mojokerto,2020,1303.76
Mojokerto,2021,1727.69
Mojokerto,2022,1636.66
Mojokerto,2023,1803.85
Mojokerto,2024,1570.0
Morowali,2018,2239.94
Morowali,2019,2209.48
Morowali,2020,2509.75
Morowali,2021,2180.41
Morowali,2022,2025.78
Morowali,2023,2489.58
Morowali,2024,1946.0
Morowali Utara,2018,1587.44
Morowali Utara,2019,1508.9
Morowali Utara,2020,1800.7
Morowali Utara,2021,2074.62
Morowali Utara,2022,2155.7
Morowali Utara,2023,2242.29
Morowali Utara,2024,2622.0
Muara Enim,2018,989.97
Muara Enim,2019,1112.36
Muara Enim,2020,1490.18
Muara Enim,2021,1389.29
Muara Enim,2022,1529.25
Muara Enim,2023,1812.63
Muara Enim,2024,1655.0
Muaro Jambi,2018,1766.65
Muaro Jambi,2019,1598.6
Muaro Jambi,2020,1949.06
Muaro Jambi,2021,2349.02
Muaro Jambi,2022,2172.8
Muaro Jambi,2023,2369.97
Muaro Jambi,2024,2314.0
Mukomuko,2018,1561.76
Mukomuko,2019,1380.96
Mukomuko,2020,1660.32
Mukomuko,2021,1502.46
Mukomuko,2022,1480.91
Mukomuko,2023,1830.5
Mukomuko,2024,1570.0
Muna,2018,449.62
Muna,2019,538.79
Muna,2020,503.43
Muna,2021,904.95
Muna,2022,910.72
Muna,2023,1051.53
Muna,2024,515.0
Muna Barat,2018,395.51
Muna Barat,2019,447.68
Muna Barat,2020,559.81
Muna Barat,2021,1116.55
Muna Barat,2022,789.5
Muna Barat,2023,985.63
Muna Barat,2024,698.0
Murung Raya,2018,879.39
Murung Raya,2019,891.29
Murung Raya,2020,827.04
Murung Raya,2021,1227.12
Murung Raya,2022,1227.18
Murung Raya,2023,1437.84
Murung Raya,2024,1277.0
Musi Banyuasin,2018,1238.77
Musi Banyuasin,2019,1127.38
Musi Banyuasin,2020,1489.88
Musi Banyuasin,2021,2220.34
Musi Banyuasin,2022,2255.28
Musi Banyuasin,2023,2061.53
Musi Banyuasin,2024,1942.0
Musi Rawas,2018,966.96
Musi Rawas,2019,1376.27
Musi Rawas,2020,1198.25
Musi Rawas,2021,1335.89
Musi Rawas,2022,1759.33
Musi Rawas,2023,1837.7
Musi Rawas,2024,1821.0
Musi Rawas Utara,2018,1216.87
Musi Rawas Utara,2019,1005.18
Musi Rawas Utara,2020,1368.93
Musi Rawas Utara,2021,1854.79
Musi Rawas Utara,2022,1773.85
Musi Rawas Utara,2023,1966.99
Musi Rawas Utara,2024,1560.0
Nabire,2018,3753.97
Nabire,2019,3655.68
Nabire,2020,3409.49
Nabire,2021,4144.31
Nabire,2022,3268.62
Nabire,2023,3987.17
Nabire,2024,7310.0
Nagan Raya,2018,781.64
Nagan Raya,2019,1000.24
Nagan Raya,2020,1188.5
Nagan Raya,2021,2088.69
Nagan Raya,2022,3121.83
Nagan Raya,2023,4766.72
Nagan Raya,2024,4293.0
Nagekeo,2018,1346.78
Nagekeo,2019,1068.11
Nagekeo,2020,940.92
Nagekeo,2021,1512.27
Nagekeo,2022,1792.07
Nagekeo,2023,2169.97
Nagekeo,2024,1471.0
Natuna,2018,1819.56
Natuna,2019,1474.33
Natuna,2020,1492.99
Natuna,2021,2233.0
Natuna,2022,1971.55
Natuna,2023,2167.57
Natuna,2024,2169.0
Nduga,2018,73380.05
Nduga,2019,87378.0
Nduga,2020,92180.5
Nduga,2021,143211.09
Nduga,2022,118438.8
Nduga,2023,105806.74
Nduga,2024,59163.0
Ngada,2018,1543.17
Ngada,2019,1103.13
Ngada,2020,2014.86
Ngada,2021,1523.92
Ngada,2022,2843.28
Ngada,2023,2899.63
Ngada,2024,2664.0
Nganjuk,2018,595.56
Nganjuk,2019,764.91
Nganjuk,2020,986.69
Nganjuk,2021,1245.58
Nganjuk,2022,1043.45
Nganjuk,2023,1492.39
Nganjuk,2024,2066.0
Ngawi,2018,954.49
Ngawi,2019,1096.59
Ngawi,2020,1169.33
Ngawi,2021,1479.33
Ngawi,2022,1345.74
Ngawi,2023,1481.23
Ngawi,2024,1691.0
Nias,2018,1156.83
Nias,2019,1127.45
Nias,2020,614.46
Nias,2021,783.69
Nias,2022,1512.85
Nias,2023,914.11
Nias,2024,717.0
Nias Barat,2018,1142.51
Nias Barat,2019,1353.86
Nias Barat,2020,762.88
Nias Barat,2021,1129.28
Nias Barat,2022,1301.03
Nias Barat,2023,1310.34
Nias Barat,2024,1164.0
Nias Selatan,2018,2445.1
Nias Selatan,2019,2592.23
Nias Selatan,2020,2343.74
Nias Selatan,2021,2503.73
Nias Selatan,2022,1998.4
Nias Selatan,2023,2028.78
Nias Selatan,2024,2605.0
Nias Utara,2018,1783.13
Nias Utara,2019,1606.98
Nias Utara,2020,1400.53
Nias Utara,2021,1644.9
Nias Utara,2022,1636.57
Nias Utara,2023,1702.98
Nias Utara,2024,1889.0
Nunukan,2018,1348.7
Nunukan,2019,2485.37
Nunukan,2020,1563.93
Nunukan,2021,2521.34
Nunukan,2022,2461.5
Nunukan,2023,2197.53
Nunukan,2024,1852.0
Ogan Ilir,2018,995.86
Ogan Ilir,2019,1235.67
Ogan Ilir,2020,1275.51
Ogan Ilir,2021,1706.62
Ogan Ilir,2022,1648.77
Ogan Ilir,2023,1542.39
Ogan Ilir,2024,1812.0
Ogan Komering Ilir,2018,883.76
Ogan Komering Ilir,2019,955.57
Ogan Komering Ilir,2020,1057.99
Ogan Komering Ilir,2021,1548.62
Ogan Komering Ilir,2022,1734.78
Ogan Komering Ilir,2023,1860.96
Ogan Komering Ilir,2024,1848.0
Ogan Komering Ulu,2018,945.53
Ogan Komering Ulu,2019,875.72
Ogan Komering Ulu,2020,1087.27
Ogan Komering Ulu,2021,1377.88
Ogan Komering Ulu,2022,1635.86
Ogan Komering Ulu,2023,1666.03
Ogan Komering Ulu,2024,989.0
Ogan Komering Ulu Selatan,2018,812.34
Ogan Komering Ulu Selatan,2019,780.05
Ogan Komering Ulu Selatan,2020,584.9
Ogan Komering Ulu Selatan,2021,775.9
Ogan Komering Ulu Selatan,2022,725.38
Ogan Komering Ulu Selatan,2023,1142.12
Ogan Komering Ulu Selatan,2024,914.0
Ogan Komering Ulu Timur,2018,553.42
Ogan Komering Ulu Timur,2019,716.77
Ogan Komering Ulu Timur,2020,834.69
Ogan Komering Ulu Timur,2021,1090.03
Ogan Komering Ulu Timur,2022,1048.96
Ogan Komering Ulu Timur,2023,1002.2
Ogan Komering Ulu Timur,2024,851.0
Pacitan,2018,766.65
Pacitan,2019,811.99
Pacitan,2020,1398.13
Pacitan,2021,1164.02
Pacitan,2022,1310.0
Pacitan,2023,1603.13
Pacitan,2024,1223.0
Padang Lawas,2018,1412.79
Padang Lawas,2019,1392.53
Padang Lawas,2020,1503.64
Padang Lawas,2021,1552.81
Padang Lawas,2022,2073.05
Padang Lawas,2023,2001.93
Padang Lawas,2024,1962.0
Padang Lawas Utara,2018,1225.79
Padang Lawas Utara,2019,1283.08
Padang Lawas Utara,2020,1368.81
Padang Lawas Utara,2021,1483.29
Padang Lawas Utara,2022,1700.26
Padang Lawas Utara,2023,1685.61
Padang Lawas Utara,2024,1852.0
Padang Pariaman,2018,1476.98
Padang Pariaman,2019,1262.36
Padang Pariaman,2020,1369.11
Padang Pariaman,2021,1453.68
Padang Pariaman,2022,1701.59
Padang Pariaman,2023,1710.29
Padang Pariaman,2024,1699.0
Pakpak Bharat,2018,863.12
Pakpak Bharat,2019,1137.31
