Kabupaten/Kota,Tahun,Pengeluaran Perkapita Telur dan Susu
Tuban,2019,4969.81
Tuban,2020,4847.59
Tuban,2021,5032.35
Tuban,2022,5737.25
Tuban,2023,6163.15
Tuban,2024,5655.0
Tulang Bawang Barat,2018,5101.56
Tulang Bawang Barat,2019,5102.93
Tulang Bawang Barat,2020,5450.54
Tulang Bawang Barat,2021,6039.53
Tulang Bawang Barat,2022,5718.99
Tulang Bawang Barat,2023,5955.27
Tulang Bawang Barat,2024,5832.0
Tulangbawang,2018,6772.24
Tulangbawang,2019,6640.41
Tulangbawang,2020,5831.31
Tulangbawang,2021,5897.12
Tulangbawang,2022,6780.22
Tulangbawang,2023,6583.1
Tulangbawang,2024,7369.0
Tulungagung,2018,7322.06
Tulungagung,2019,6966.98
Tulungagung,2020,7382.22
Tulungagung,2021,8087.25
Tulungagung,2022,11378.14
Tulungagung,2023,9629.85
Tulungagung,2024,8148.0
Wajo,2018,6374.99
Wajo,2019,6066.04
Wajo,2020,5717.44
Wajo,2021,6443.71
Wajo,2022,6240.62
Wajo,2023,7877.58
Wajo,2024,6169.0
Wakatobi,2018,5545.78
Wakatobi,2019,4656.03
Wakatobi,2020,5764.48
Wakatobi,2021,6373.09
Wakatobi,2022,3965.25
Wakatobi,2023,5800.4
Wakatobi,2024,5769.0
Waropen,2018,10002.28
Waropen,2019,6383.68
Waropen,2020,9685.79
Waropen,2021,8333.25
Waropen,2022,4843.74
Waropen,2023,4376.73
Waropen,2024,5251.0
Way Kanan,2018,6146.12
Way Kanan,2019,6218.26
Way Kanan,2020,6708.17
Way Kanan,2021,6664.04
Way Kanan,2022,7749.96
Way Kanan,2023,7655.39
Way Kanan,2024,7793.0
Wonogiri,2018,6262.72
Wonogiri,2019,6182.04
Wonogiri,2020,5861.9
Wonogiri,2021,6484.97
Wonogiri,2022,6783.24
Wonogiri,2023,7597.27
Wonogiri,2024,7755.0
Wonosobo,2018,6077.33
Wonosobo,2019,6197.91
Wonosobo,2020,6123.89
Wonosobo,2021,5905.65
Wonosobo,2022,6490.22
Wonosobo,2023,7294.72
Wonosobo,2024,5865.0
Yahukimo,2018,1410.7
Yahukimo,2019,2406.94
Yahukimo,2020,2734.64
Yahukimo,2021,3424.12
Yahukimo,2022,2923.12
Yahukimo,2023,2057.37
Yahukimo,2024,4758.0
Yalimo,2018,1692.8
Yalimo,2019,3146.02
Yalimo,2020,7934.47
Yalimo,2021,10774.34
Yalimo,2022,8517.53
Yalimo,2023,15634.79
Yalimo,2024,15967.0
