Kabupaten/Kota,Tahun,Pengeluaran Perkapita Telur dan Susu
Kota Solok,2023,10640.26
Kota Solok,2024,9411.0
Kota Sorong,2018,10827.3
Kota Sorong,2019,11034.28
Kota Sorong,2020,10162.36
Kota Sorong,2021,11651.37
Kota Sorong,2022,10501.28
Kota Sorong,2023,10434.69
Kota Sorong,2024,11858.0
Kota Subulussalam,2018,4113.81
Kota Subulussalam,2019,5185.97
Kota Subulussalam,2020,4594.01
Kota Subulussalam,2021,4677.2
Kota Subulussalam,2022,5830.18
Kota Subulussalam,2023,6157.91
Kota Subulussalam,2024,4752.0
Kota Sukabumi,2018,8830.83
Kota Sukabumi,2019,12026.77
Kota Sukabumi,2020,11237.34
Kota Sukabumi,2021,9929.76
Kota Sukabumi,2022,10809.56
Kota Sukabumi,2023,11980.01
Kota Sukabumi,2024,12818.0
Kota Sungai Penuh,2018,8188.6
Kota Sungai Penuh,2019,7540.46
Kota Sungai Penuh,2020,7205.48
Kota Sungai Penuh,2021,7054.23
Kota Sungai Penuh,2022,5643.26
Kota Sungai Penuh,2023,7586.5
Kota Sungai Penuh,2024,8035.0
Kota Surabaya,2018,12410.99
Kota Surabaya,2019,11403.27
Kota Surabaya,2020,11212.43
Kota Surabaya,2021,13977.99
Kota Surabaya,2022,13400.58
Kota Surabaya,2023,14756.89
Kota Surabaya,2024,17786.0
Kota Surakarta,2018,8581.81
Kota Surakarta,2019,8175.83
Kota Surakarta,2020,11007.41
Kota Surakarta,2021,10642.82
Kota Surakarta,2022,12192.01
Kota Surakarta,2023,10016.28
Kota Surakarta,2024,11313.0
Kota Tangerang,2018,14168.88
Kota Tangerang,2019,14014.01
Kota Tangerang,2020,16367.07
Kota Tangerang,2021,12881.16
Kota Tangerang,2022,15091.51
Kota Tangerang,2023,16143.49
Kota Tangerang,2024,14846.0
Kota Tangerang Selatan,2018,13272.68
Kota Tangerang Selatan,2019,11956.34
Kota Tangerang Selatan,2020,12006.42
Kota Tangerang Selatan,2021,12465.07
Kota Tangerang Selatan,2022,11392.09
Kota Tangerang Selatan,2023,12581.76
Kota Tangerang Selatan,2024,13377.0
Kota Tanjung Balai,2018,7968.78
Kota Tanjung Balai,2019,7840.27
Kota Tanjung Balai,2020,7629.61
Kota Tanjung Balai,2021,8348.95
Kota Tanjung Balai,2022,8035.35
Kota Tanjung Balai,2023,8860.07
Kota Tanjung Balai,2024,6623.0
Kota Tanjung Pinang,2018,9847.51
Kota Tanjung Pinang,2019,11140.37
Kota Tanjung Pinang,2020,12611.99
Kota Tanjung Pinang,2021,12455.71
Kota Tanjung Pinang,2022,9386.96
Kota Tanjung Pinang,2023,11793.31
Kota Tanjung Pinang,2024,10902.0
Kota Tarakan,2018,11564.37
Kota Tarakan,2019,10401.96
Kota Tarakan,2020,10791.62
Kota Tarakan,2021,11766.17
Kota Tarakan,2022,10156.78
Kota Tarakan,2023,10800.57
Kota Tarakan,2024,10404.0
Kota Tasikmalaya,2018,7524.55
Kota Tasikmalaya,2019,8042.51
Kota Tasikmalaya,2020,7790.07
Kota Tasikmalaya,2021,8782.16
Kota Tasikmalaya,2022,8748.31
Kota Tasikmalaya,2023,11316.58
Kota Tasikmalaya,2024,10047.0
Kota Tebing Tinggi,2018,9257.81
Kota Tebing Tinggi,2019,9012.25
Kota Tebing Tinggi,2020,10251.22
Kota Tebing Tinggi,2021,9684.32
Kota Tebing Tinggi,2022,10635.8
Kota Tebing Tinggi,2023,10635.82
Kota Tebing Tinggi,2024,11046.0
Kota Tegal,2018,7219.09
Kota Tegal,2019,6472.15
Kota Tegal,2020,7775.56
Kota Tegal,2021,7590.82
Kota Tegal,2022,7717.1
Kota Tegal,2023,9712.89
Kota Tegal,2024,9281.0
Kota Ternate,2018,7453.96
Kota Ternate,2019,6489.73
Kota Ternate,2020,7289.01
Kota Ternate,2021,8215.86
Kota Ternate,2022,7286.09
Kota Ternate,2023,7611.02
Kota Ternate,2024,7165.0
Kota Tidore Kepulauan,2018,6471.61
Kota Tidore Kepulauan,2019,4823.5
Kota Tidore Kepulauan,2020,6284.67
Kota Tidore Kepulauan,2021,6951.35
Kota Tidore Kepulauan,2022,5486.05
Kota Tidore Kepulauan,2023,8146.73
Kota Tidore Kepulauan,2024,5940.0
Kota Tomohon,2018,8158.53
Kota Tomohon,2019,8846.22
Kota Tomohon,2020,9327.66
Kota Tomohon,2021,8496.13
Kota Tomohon,2022,10924.01
Kota Tomohon,2023,10426.63
Kota Tomohon,2024,10870.0
Kota Tual,2018,5221.69
Kota Tual,2019,6021.77
Kota Tual,2020,6335.15
Kota Tual,2021,5222.35
Kota Tual,2022,4705.78
Kota Tual,2023,6546.3
Kota Tual,2024,6064.0
Kota Yogyakarta,2018,10061.15
Kota Yogyakarta,2019,9213.72
Kota Yogyakarta,2020,9538.88
Kota Yogyakarta,2021,9075.94
Kota Yogyakarta,2022,10363.3
Kota Yogyakarta,2023,10171.25
Kota Yogyakarta,2024,13169.0
Kotawaringin Barat,2018,12179.55
Kotawaringin Barat,2019,12412.01
Kotawaringin Barat,2020,11448.91
Kotawaringin Barat,2021,12041.82
Kotawaringin Barat,2022,11132.82
Kotawaringin Barat,2023,10616.08
Kotawaringin Barat,2024,11404.0
Kotawaringin Timur,2018,9925.6
Kotawaringin Timur,2019,8613.23
Kotawaringin Timur,2020,10052.02
Kotawaringin Timur,2021,10446.53
Kotawaringin Timur,2022,10771.49
Kotawaringin Timur,2023,10580.24
Kotawaringin Timur,2024,11160.0
Kuantan Singingi,2018,7340.98
Kuantan Singingi,2019,7106.44
Kuantan Singingi,2020,7863.46
Kuantan Singingi,2021,7774.76
Kuantan Singingi,2022,8084.28
Kuantan Singingi,2023,8469.71
Kuantan Singingi,2024,7264.0
Kubu Raya,2018,6825.78
Kubu Raya,2019,7120.6
Kubu Raya,2020,7500.15
Kubu Raya,2021,7031.01
Kubu Raya,2022,8028.81
Kubu Raya,2023,8076.87
Kubu Raya,2024,7764.0
Kudus,2018,7062.47
Kudus,2019,6552.08
Kudus,2020,7573.18
Kudus,2021,7947.3
Kudus,2022,8637.53
Kudus,2023,8939.9
Kudus,2024,8100.0
Kulon Progo,2018,5763.39
Kulon Progo,2019,6056.77
Kulon Progo,2020,6780.85
Kulon Progo,2021,6396.3
Kulon Progo,2022,7186.63
Kulon Progo,2023,8607.9
Kulon Progo,2024,7139.0
Kuningan,2018,5309.37
Kuningan,2019,5990.58
Kuningan,2020,8215.17
Kuningan,2021,7363.64
Kuningan,2022,7033.06
Kuningan,2023,7046.39
Kuningan,2024,7883.0
Kupang,2018,2510.27
Kupang,2019,3103.47
Kupang,2020,3812.93
Kupang,2021,4006.22
Kupang,2022,3614.45
Kupang,2023,3872.58
Kupang,2024,4187.0
Kutai Barat,2018,8908.13
Kutai Barat,2019,12775.36
Kutai Barat,2020,12357.8
Kutai Barat,2021,10273.78
Kutai Barat,2022,11949.93
Kutai Barat,2023,12604.23
Kutai Barat,2024,12318.0
Kutai Kartanegara,2018,9481.6
Kutai Kartanegara,2019,9055.24
Kutai Kartanegara,2020,9891.17
Kutai Kartanegara,2021,9251.77
Kutai Kartanegara,2022,10240.91
Kutai Kartanegara,2023,10288.42
Kutai Kartanegara,2024,9486.0
Kutai Timur,2018,11948.18
Kutai Timur,2019,12092.31
Kutai Timur,2020,13591.66
Kutai Timur,2021,12914.24
Kutai Timur,2022,11632.08
Kutai Timur,2023,14152.67
Kutai Timur,2024,11391.0
Labuhan Batu,2018,6787.98
Labuhan Batu,2019,8040.33
Labuhan Batu,2020,7180.97
Labuhan Batu,2021,6578.33
Labuhan Batu,2022,6973.9
Labuhan Batu,2023,6421.28
Labuhan Batu,2024,8851.0
Labuhan Batu Selatan,2018,7504.71
Labuhan Batu Selatan,2019,6859.35
Labuhan Batu Selatan,2020,7081.69
Labuhan Batu Selatan,2021,7289.6
Labuhan Batu Selatan,2022,7130.33
Labuhan Batu Selatan,2023,7252.49
Labuhan Batu Selatan,2024,8599.0
Labuhan Batu Utara,2018,6341.74
Labuhan Batu Utara,2019,5967.65
Labuhan Batu Utara,2020,7108.17
Labuhan Batu Utara,2021,7018.02
Labuhan Batu Utara,2022,6546.62
Labuhan Batu Utara,2023,6834.51
Labuhan Batu Utara,2024,6467.0
Lahat,2018,5980.47
Lahat,2019,7381.28
Lahat,2020,6955.26
Lahat,2021,6946.75
Lahat,2022,8032.44
Lahat,2023,9038.81
Lahat,2024,8306.0
Lamandau,2018,10471.35
Lamandau,2019,12238.19
Lamandau,2020,14344.11
Lamandau,2021,14236.98
Lamandau,2022,18184.12
Lamandau,2023,14970.66
Lamandau,2024,14125.0
Lamongan,2018,5517.34
Lamongan,2019,5657.19
Lamongan,2020,5955.45
Lamongan,2021,7107.73
Lamongan,2022,6590.96
Lamongan,2023,7098.42
Lamongan,2024,6201.0
Lampung Barat,2018,5070.77
Lampung Barat,2019,5421.49
Lampung Barat,2020,5512.07
Lampung Barat,2021,6611.75
Lampung Barat,2022,6538.74
Lampung Barat,2023,5970.36
Lampung Barat,2024,5985.0
Lampung Selatan,2018,6322.46
Lampung Selatan,2019,6274.22
Lampung Selatan,2020,6459.92
Lampung Selatan,2021,6858.46
Lampung Selatan,2022,6739.59
Lampung Selatan,2023,8080.03
Lampung Selatan,2024,6814.0
Lampung Tengah,2018,6237.25
Lampung Tengah,2019,7048.13
Lampung Tengah,2020,6206.13
Lampung Tengah,2021,6501.45
Lampung Tengah,2022,7080.29
Lampung Tengah,2023,7071.45
Lampung Tengah,2024,8346.0
Lampung Timur,2018,6041.05
Lampung Timur,2019,5623.84
Lampung Timur,2020,6168.85
Lampung Timur,2021,6753.02
Lampung Timur,2022,7626.89
Lampung Timur,2023,6392.93
Lampung Timur,2024,6178.0
Lampung Utara,2018,7199.37
Lampung Utara,2019,6820.22
Lampung Utara,2020,6706.62
Lampung Utara,2021,6436.33
Lampung Utara,2022,6410.77
Lampung Utara,2023,7518.65
Lampung Utara,2024,7727.0
Landak,2018,6140.9
Landak,2019,6476.29
Landak,2020,6904.2
Landak,2021,6947.19
Landak,2022,7763.89
Landak,2023,7724.86
Landak,2024,7159.0
Langkat,2018,5728.85
Langkat,2019,6981.74
Langkat,2020,6462.71
Langkat,2021,6624.75
Langkat,2022,7460.74
Langkat,2023,8040.57
Langkat,2024,7788.0
Lanny Jaya,2018,3038.27
Lanny Jaya,2019,2997.65
Lanny Jaya,2020,4453.0
Lanny Jaya,2021,8429.96
Lanny Jaya,2022,10661.14
Lanny Jaya,2023,10808.16
Lanny Jaya,2024,8755.0
Lebak,2018,4767.41
Lebak,2019,5489.06
Lebak,2020,5102.48
Lebak,2021,5693.36
Lebak,2022,6695.19
Lebak,2023,5678.53
Lebak,2024,6119.0
Lebong,2018,5458.23
Lebong,2019,5063.1
Lebong,2020,6611.17
Lebong,2021,5740.34
Lebong,2022,6278.79
Lebong,2023,6896.91
Lebong,2024,6557.0
Lembata,2018,2694.4
Lembata,2019,3582.37
Lembata,2020,4594.53
Lembata,2021,3640.68
Lembata,2022,3807.6
Lembata,2023,4956.67
Lembata,2024,5384.0
Lima Puluh Kota,2018,5903.19
Lima Puluh Kota,2019,5622.99
Lima Puluh Kota,2020,5510.69
Lima Puluh Kota,2021,6538.46
Lima Puluh Kota,2022,6318.78
Lima Puluh Kota,2023,6871.92
Lima Puluh Kota,2024,6113.0
Lingga,2018,7747.88
Lingga,2019,8187.23
Lingga,2020,8311.46
Lingga,2021,9074.55
Lingga,2022,9304.27
Lingga,2023,8607.76
Lingga,2024,7519.0
Lombok Barat,2018,4711.13
Lombok Barat,2019,6060.98
Lombok Barat,2020,5001.67
Lombok Barat,2021,4384.86
Lombok Barat,2022,5448.26
Lombok Barat,2023,5360.52
Lombok Barat,2024,6503.0
Lombok Tengah,2018,4153.2
Lombok Tengah,2019,3950.91
Lombok Tengah,2020,5609.98
Lombok Tengah,2021,4458.7
Lombok Tengah,2022,4478.51
Lombok Tengah,2023,4628.09
Lombok Tengah,2024,5248.0
Lombok Timur,2018,4620.1
Lombok Timur,2019,4542.72
Lombok Timur,2020,5040.9
Lombok Timur,2021,6071.11
Lombok Timur,2022,6350.38
Lombok Timur,2023,6545.06
Lombok Timur,2024,6625.0
Lombok Utara,2018,5576.48
Lombok Utara,2019,4439.37
Lombok Utara,2020,4899.14
Lombok Utara,2021,4789.65
Lombok Utara,2022,5133.53
Lombok Utara,2023,5162.35
Lombok Utara,2024,5422.0
Lumajang,2018,4754.45
Lumajang,2019,4390.92
Lumajang,2020,4548.45
Lumajang,2021,6008.56
Lumajang,2022,6248.43
Lumajang,2023,6781.77
Lumajang,2024,7983.0
Luwu,2018,6143.15
Luwu,2019,4825.03
Luwu,2020,5870.51
Luwu,2021,6144.12
Luwu,2022,6321.97
Luwu,2023,6470.66
Luwu,2024,6622.0
Luwu Timur,2018,8003.89
Luwu Timur,2019,7596.56
Luwu Timur,2020,8450.94
Luwu Timur,2021,7745.3
Luwu Timur,2022,7331.09
Luwu Timur,2023,9299.9
Luwu Timur,2024,8975.0
Luwu Utara,2018,5299.01
Luwu Utara,2019,5665.69
Luwu Utara,2020,5833.89
Luwu Utara,2021,6307.87
Luwu Utara,2022,5833.84
Luwu Utara,2023,7466.41
Luwu Utara,2024,8157.0
Madiun,2018,7812.55
Madiun,2019,6482.89
Madiun,2020,7298.72
Madiun,2021,5952.99
Madiun,2022,6171.23
Madiun,2023,7493.94
Madiun,2024,7277.0
Magelang,2018,5615.7
Magelang,2019,6421.27
Magelang,2020,7434.26
Magelang,2021,7216.54
Magelang,2022,6340.12
Magelang,2023,6191.8
Magelang,2024,6160.0
Magetan,2018,6492.88
Magetan,2019,8016.68
Magetan,2020,7756.61
Magetan,2021,7530.11
Magetan,2022,7552.27
Magetan,2023,9164.08
Magetan,2024,8634.0
Mahakam Ulu,2018,8485.2
Mahakam Ulu,2019,13230.6
Mahakam Ulu,2020,12925.25
Mahakam Ulu,2021,9851.67
Mahakam Ulu,2022,11237.31
Mahakam Ulu,2023,13288.28
Mahakam Ulu,2024,12408.0
Majalengka,2018,6618.14
Majalengka,2019,6995.14
Majalengka,2020,7526.64
Majalengka,2021,6278.97
Majalengka,2022,6499.43
Majalengka,2023,7319.65
Majalengka,2024,8137.0
Majene,2018,3160.31
Majene,2019,4633.21
Majene,2020,3737.71
Majene,2021,3957.87
Majene,2022,4062.7
Majene,2023,4600.28
Majene,2024,3956.0
Malaka,2018,3066.49
Malaka,2019,3714.58
Malaka,2020,3556.52
Malaka,2021,3871.7
Malaka,2022,3531.31
Malaka,2023,3874.17
Malaka,2024,4749.0
Malang,2018,6617.21
Malang,2019,6614.68
Malang,2020,6217.2
Malang,2021,6121.64
Malang,2022,7063.93
Malang,2023,7811.27
Malang,2024,8289.0
Malinau,2018,9522.22
Malinau,2019,10455.59
Malinau,2020,12067.27
Malinau,2021,7460.59
Malinau,2022,9691.1
Malinau,2023,9780.26
Malinau,2024,12268.0
Maluku Barat Daya,2018,3836.62
Maluku Barat Daya,2019,3737.81
Maluku Barat Daya,2020,5811.95
Maluku Barat Daya,2021,7871.37
Maluku Barat Daya,2022,5988.27
Maluku Barat Daya,2023,6762.27
Maluku Barat Daya,2024,7831.0
Maluku Tengah,2018,4693.1
Maluku Tengah,2019,4741.68
Maluku Tengah,2020,5397.61
Maluku Tengah,2021,5170.02
Maluku Tengah,2022,5425.88
Maluku Tengah,2023,6534.59
Maluku Tengah,2024,5895.0
Maluku Tenggara,2018,4052.34
Maluku Tenggara,2019,5968.34
Maluku Tenggara,2020,5453.99
Maluku Tenggara,2021,5343.3
Maluku Tenggara,2022,5451.2
Maluku Tenggara,2023,4815.8
Maluku Tenggara,2024,5745.0
Maluku Tenggara Barat,2018,5826.35
Maluku Tenggara Barat,2019,4784.9
Maluku Tenggara Barat,2020,5366.03
Maluku Tenggara Barat,2021,6144.35
Maluku Tenggara Barat,2022,5420.81
Maluku Tenggara Barat,2023,6158.27
Maluku Tenggara Barat,2024,5271.0
Mamasa,2018,3724.03
Mamasa,2019,4554.34
Mamasa,2020,3884.42
Mamasa,2021,4292.69
Mamasa,2022,3268.65
Mamasa,2023,4056.31
Mamasa,2024,3591.0
Mamberamo Raya,2018,1562.54
Mamberamo Raya,2019,1068.94
Mamberamo Raya,2020,2074.18
Mamberamo Raya,2021,5089.02
Mamberamo Raya,2022,3295.14
Mamberamo Raya,2023,3043.91
Mamberamo Raya,2024,8284.0
Mamberamo Tengah,2018,196.65
Mamberamo Tengah,2019,804.49
Mamberamo Tengah,2020,2707.16
Mamberamo Tengah,2021,4300.61
Mamberamo Tengah,2022,2509.92
Mamberamo Tengah,2023,1357.81
Mamberamo Tengah,2024,6817.0
Mamuju,2018,4309.53
Mamuju,2019,4025.39
Mamuju,2020,4642.46
Mamuju,2021,3758.44
Mamuju,2022,5050.07
Mamuju,2023,5000.19
Mamuju,2024,5613.0
Mamuju Tengah,2018,4120.8
Mamuju Tengah,2019,5117.21
Mamuju Tengah,2020,4694.45
Mamuju Tengah,2021,5410.16
Mamuju Tengah,2022,7081.68
Mamuju Tengah,2023,5013.62
Mamuju Tengah,2024,6547.0
Mamuju Utara,2018,7115.01
Mamuju Utara,2019,6312.67
Mamuju Utara,2020,5536.58
Mamuju Utara,2021,6278.93
Mamuju Utara,2022,7866.1
Mamuju Utara,2023,6603.02
Mamuju Utara,2024,6425.0
Mandailing Natal,2018,4661.27
Mandailing Natal,2019,4732.28
Mandailing Natal,2020,5235.53
Mandailing Natal,2021,4837.05
Mandailing Natal,2022,4965.44
Mandailing Natal,2023,5119.11
Mandailing Natal,2024,5551.0
Manggarai,2018,3395.08
Manggarai,2019,4827.11
Manggarai,2020,5170.91
Manggarai,2021,5663.82
Manggarai,2022,5366.58
Manggarai,2023,4346.76
Manggarai,2024,5511.0
Manggarai Barat,2018,4396.66
Manggarai Barat,2019,4050.68
Manggarai Barat,2020,5321.44
Manggarai Barat,2021,6503.27
Manggarai Barat,2022,5851.85
Manggarai Barat,2023,4839.24
Manggarai Barat,2024,5024.0
Manggarai Timur,2018,2010.92
Manggarai Timur,2019,3300.48
Manggarai Timur,2020,2672.81
Manggarai Timur,2021,3699.91
Manggarai Timur,2022,3653.98
Manggarai Timur,2023,3703.23
Manggarai Timur,2024,3100.0
Manokwari,2018,8708.87
Manokwari,2019,10315.14
Manokwari,2020,9250.44
Manokwari,2021,8877.75
Manokwari,2022,9784.27
Manokwari,2023,8344.34
Manokwari,2024,10073.0
Manokwari Selatan,2018,6995.98
Manokwari Selatan,2019,6714.02
Manokwari Selatan,2020,9257.56
Manokwari Selatan,2021,6968.66
Manokwari Selatan,2022,9379.87
Manokwari Selatan,2023,6373.99
Manokwari Selatan,2024,10682.0
Mappi,2018,4651.96
Mappi,2019,3137.83
Mappi,2020,3014.32
Mappi,2021,3073.02
Mappi,2022,4440.87
Mappi,2023,5062.56
Mappi,2024,7174.0
Maros,2018,6040.46
Maros,2019,6643.99
Maros,2020,8492.88
Maros,2021,8342.67
Maros,2022,7264.0
Maros,2023,8891.2
Maros,2024,7716.0
Maybrat,2018,5574.73
Maybrat,2019,5689.56
Maybrat,2020,6536.13
Maybrat,2021,6657.34
Maybrat,2022,6113.29
Maybrat,2023,6989.12
Maybrat,2024,4134.0
Melawi,2018,6419.44
Melawi,2019,5487.01
Melawi,2020,6208.23
Melawi,2021,7434.89
Melawi,2022,8219.29
Melawi,2023,7821.53
Melawi,2024,7655.0
Mempawah,2018,7897.32
Mempawah,2019,7345.69
Mempawah,2020,7739.73
Mempawah,2021,6703.47
Mempawah,2022,6497.22
Mempawah,2023,7014.76
Mempawah,2024,7096.0
Merangin,2018,6482.34
Merangin,2019,5621.32
Merangin,2020,5824.09
Merangin,2021,6294.63
Merangin,2022,6156.07
Merangin,2023,6932.17
Merangin,2024,5657.0
Merauke,2018,8421.01
Merauke,2019,10191.92
Merauke,2020,10454.82
Merauke,2021,10016.14
Merauke,2022,10732.37
Merauke,2023,10082.09
Merauke,2024,9440.0
Mesuji,2018,6454.12
Mesuji,2019,6496.71
Mesuji,2020,6579.64
Mesuji,2021,6510.95
Mesuji,2022,7173.43
Mesuji,2023,7112.43
Mesuji,2024,6645.0
Mimika,2018,12631.38
Mimika,2019,8705.03
Mimika,2020,7598.18
Mimika,2021,10307.21
Mimika,2022,9428.91
Mimika,2023,10719.97
Mimika,2024,13251.0
Minahasa,2018,6704.43
Minahasa,2019,6777.99
Minahasa,2020,6606.16
Minahasa,2021,6999.67
Minahasa,2022,7310.49
Minahasa,2023,8624.2
Minahasa,2024,9345.0
Minahasa Selatan,2018,5890.94
Minahasa Selatan,2019,5812.77
Minahasa Selatan,2020,6520.69
Minahasa Selatan,2021,8295.15
Minahasa Selatan,2022,7054.43
Minahasa Selatan,2023,8003.18
Minahasa Selatan,2024,8331.0
Minahasa Tenggara,2018,6478.03
Minahasa Tenggara,2019,5522.24
Minahasa Tenggara,2020,6508.17
Minahasa Tenggara,2021,6672.73
Minahasa Tenggara,2022,7535.09
Minahasa Tenggara,2023,7545.19
Minahasa Tenggara,2024,6698.0
Minahasa Utara,2018,7281.78
Minahasa Utara,2019,8042.18
Minahasa Utara,2020,9626.47
Minahasa Utara,2021,8128.86
Minahasa Utara,2022,9705.85
Minahasa Utara,2023,9145.06
Minahasa Utara,2024,9281.0
Mojokerto,2018,7771.65
Mojokerto,2019,7871.21
Mojokerto,2020,8729.17
Mojokerto,2021,7706.17
Mojokerto,2022,8001.32
Mojokerto,2023,9357.09
Mojokerto,2024,8312.0
Morowali,2018,9073.86
Morowali,2019,7375.55
Morowali,2020,7501.39
Morowali,2021,8106.93
Morowali,2022,7566.84
Morowali,2023,8881.85
Morowali,2024,10541.0
Morowali Utara,2018,6862.44
Morowali Utara,2019,6309.97
Morowali Utara,2020,7060.82
Morowali Utara,2021,7301.74
Morowali Utara,2022,7651.12
Morowali Utara,2023,7953.44
Morowali Utara,2024,9065.0
Muara Enim,2018,6559.84
Muara Enim,2019,7124.75
Muara Enim,2020,7641.37
Muara Enim,2021,8385.3
Muara Enim,2022,8744.44
Muara Enim,2023,7339.31
Muara Enim,2024,9473.0
Muaro Jambi,2018,6070.78
Muaro Jambi,2019,6295.73
Muaro Jambi,2020,6492.53
Muaro Jambi,2021,6690.27
Muaro Jambi,2022,6507.36
Muaro Jambi,2023,8608.15
Muaro Jambi,2024,8507.0
Mukomuko,2018,7257.46
Mukomuko,2019,6790.65
Mukomuko,2020,7551.01
Mukomuko,2021,6351.05
Mukomuko,2022,6870.76
Mukomuko,2023,7925.45
Mukomuko,2024,7915.0
Muna,2018,4078.71
Muna,2019,4963.82
Muna,2020,5263.56
Muna,2021,5517.34
Muna,2022,4343.83
Muna,2023,4070.18
Muna,2024,4038.0
Muna Barat,2018,1944.21
Muna Barat,2019,3531.57
Muna Barat,2020,4405.03
Muna Barat,2021,5908.52
Muna Barat,2022,4362.35
Muna Barat,2023,4029.82
Muna Barat,2024,3936.0
Murung Raya,2018,9545.58
Murung Raya,2019,8470.21
Murung Raya,2020,8916.71
Murung Raya,2021,10071.41
Murung Raya,2022,8336.12
Murung Raya,2023,10689.51
Murung Raya,2024,9959.0
Musi Banyuasin,2018,6836.83
Musi Banyuasin,2019,6844.85
Musi Banyuasin,2020,6991.36
Musi Banyuasin,2021,8090.8
Musi Banyuasin,2022,8737.74
Musi Banyuasin,2023,9221.95
Musi Banyuasin,2024,9948.0
Musi Rawas,2018,4794.22
Musi Rawas,2019,5150.85
Musi Rawas,2020,6581.73
Musi Rawas,2021,5568.83
Musi Rawas,2022,5662.25
Musi Rawas,2023,6361.54
Musi Rawas,2024,7325.0
Musi Rawas Utara,2018,5316.35
Musi Rawas Utara,2019,5966.64
Musi Rawas Utara,2020,5652.68
Musi Rawas Utara,2021,6530.43
Musi Rawas Utara,2022,5459.09
Musi Rawas Utara,2023,8218.24
Musi Rawas Utara,2024,7020.0
Nabire,2018,6454.48
Nabire,2019,9586.62
Nabire,2020,11673.75
Nabire,2021,12255.59
Nabire,2022,9990.96
Nabire,2023,9807.4
Nabire,2024,7084.0
Nagan Raya,2018,4747.34
Nagan Raya,2019,4427.61
Nagan Raya,2020,6230.0
Nagan Raya,2021,6813.9
Nagan Raya,2022,7435.36
Nagan Raya,2023,11366.06
Nagan Raya,2024,8878.0
Nagekeo,2018,3814.77
Nagekeo,2019,3418.68
Nagekeo,2020,4545.99
Nagekeo,2021,4632.47
Nagekeo,2022,3760.53
Nagekeo,2023,4637.74
Nagekeo,2024,4198.0
Natuna,2018,10486.87
Natuna,2019,8297.52
Natuna,2020,9703.36
Natuna,2021,11217.03
Natuna,2022,11102.94
Natuna,2023,12914.81
Natuna,2024,10505.0
Nduga,2018,2617.06
Nduga,2019,3123.91
Nduga,2020,4303.53
Nduga,2021,20393.61
Nduga,2022,13458.97
Nduga,2023,9002.47
Nduga,2024,15791.0
Ngada,2018,5759.71
Ngada,2019,4697.17
Ngada,2020,5842.88
Ngada,2021,5640.1
Ngada,2022,5070.58
Ngada,2023,6011.86
Ngada,2024,7386.0
Nganjuk,2018,6327.15
Nganjuk,2019,6176.45
Nganjuk,2020,6654.73
Nganjuk,2021,8012.23
Nganjuk,2022,6300.43
Nganjuk,2023,7292.22
Nganjuk,2024,8324.0
Ngawi,2018,6022.02
Ngawi,2019,6686.71
Ngawi,2020,5861.3
Ngawi,2021,6325.4
Ngawi,2022,5152.37
Ngawi,2023,6427.2
Ngawi,2024,7947.0
Nias,2018,3612.2
Nias,2019,3893.57
Nias,2020,3263.27
Nias,2021,5728.15
Nias,2022,5580.3
Nias,2023,6222.21
Nias,2024,5730.0
Nias Barat,2018,4091.26
Nias Barat,2019,4660.41
Nias Barat,2020,4510.24
Nias Barat,2021,5291.67
Nias Barat,2022,4401.43
Nias Barat,2023,5394.6
Nias Barat,2024,5355.0
Nias Selatan,2018,4452.27
Nias Selatan,2019,5887.91
Nias Selatan,2020,5316.39
Nias Selatan,2021,6030.14
Nias Selatan,2022,5405.34
Nias Selatan,2023,5283.48
Nias Selatan,2024,6247.0
Nias Utara,2018,4127.04
Nias Utara,2019,4913.07
Nias Utara,2020,4855.7
Nias Utara,2021,5985.17
Nias Utara,2022,4762.32
Nias Utara,2023,6972.14
Nias Utara,2024,5731.0
Nunukan,2018,8672.55
Nunukan,2019,9365.74
Nunukan,2020,9705.29
Nunukan,2021,10465.2
Nunukan,2022,11508.79
Nunukan,2023,12754.64
Nunukan,2024,14396.0
Ogan Ilir,2018,6922.22
Ogan Ilir,2019,6251.12
Ogan Ilir,2020,7615.08
Ogan Ilir,2021,6755.96
Ogan Ilir,2022,6227.74
Ogan Ilir,2023,6129.65
Ogan Ilir,2024,8244.0
Ogan Komering Ilir,2018,7406.54
Ogan Komering Ilir,2019,7095.97
Ogan Komering Ilir,2020,6941.46
Ogan Komering Ilir,2021,8260.98
Ogan Komering Ilir,2022,7874.61
Ogan Komering Ilir,2023,7642.53
Ogan Komering Ilir,2024,8581.0
Ogan Komering Ulu,2018,7562.03
Ogan Komering Ulu,2019,7382.34
Ogan Komering Ulu,2020,7187.4
Ogan Komering Ulu,2021,8894.96
Ogan Komering Ulu,2022,7560.87
Ogan Komering Ulu,2023,8511.54
Ogan Komering Ulu,2024,9030.0
Ogan Komering Ulu Selatan,2018,6159.66
Ogan Komering Ulu Selatan,2019,6208.48
Ogan Komering Ulu Selatan,2020,6149.18
Ogan Komering Ulu Selatan,2021,5297.49
Ogan Komering Ulu Selatan,2022,5195.35
Ogan Komering Ulu Selatan,2023,6043.19
Ogan Komering Ulu Selatan,2024,5147.0
Ogan Komering Ulu Timur,2018,6047.91
Ogan Komering Ulu Timur,2019,6956.59
Ogan Komering Ulu Timur,2020,6579.24
Ogan Komering Ulu Timur,2021,6954.66
