Kabupaten/Kota,Tahun,Rata-rata Lama Sekolah_Laki-laki,Rata-rata Lama Sekolah_Perempuan
Kota Lubuklinggau,2018,9.9,9.32
Kota Lubuklinggau,2019,10.18,9.63
Kota Lubuklinggau,2020,10.26,9.64
Kota Lubuklinggau,2021,10.27,9.65
Kota Lubuklinggau,2022,10.28,9.67
Kota Lubuklinggau,2023,10.31,9.68
Kota Lubuklinggau,2024,10.32,9.69
Kota Madiun,2018,11.66,10.61
Kota Madiun,2019,11.67,10.66
Kota Madiun,2020,11.68,10.67
Kota Madiun,2021,11.83,10.92
Kota Madiun,2022,12.08,11.23
Kota Madiun,2023,12.09,11.39
Kota Madiun,2024,12.38,11.74
Kota Magelang,2018,10.93,9.95
Kota Magelang,2019,11.05,9.96
Kota Magelang,2020,11.11,10.16
Kota Magelang,2021,11.32,10.42
Kota Magelang,2022,11.42,10.75
Kota Magelang,2023,11.43,11.06
Kota Magelang,2024,11.72,11.29
Kota Makasar,2018,11.37,10.84
Kota Makasar,2019,11.52,10.89
Kota Makasar,2020,11.53,10.9
Kota Makasar,2021,11.65,11.15
Kota Makasar,2022,11.76,11.28
Kota Makasar,2023,11.77,11.29
Kota Makasar,2024,11.78,11.53
Kota Malang,2018,10.96,9.97
Kota Malang,2019,10.97,9.98
Kota Malang,2020,10.98,9.99
Kota Malang,2021,11.18,10.26
Kota Malang,2022,11.29,10.56
Kota Malang,2023,11.38,10.9
Kota Malang,2024,11.46,11.14
Kota Manado,2018,11.46,10.77
Kota Manado,2019,11.6,11.12
Kota Manado,2020,11.61,11.13
Kota Manado,2021,11.62,11.35
Kota Manado,2022,11.64,11.36
Kota Manado,2023,11.65,11.37
Kota Manado,2024,11.66,11.39
Kota Mataram,2018,10.48,9.12
Kota Mataram,2019,10.49,9.16
Kota Mataram,2020,10.5,9.17
Kota Mataram,2021,10.57,9.25
Kota Mataram,2022,10.58,9.26
Kota Mataram,2023,10.59,9.27
Kota Mataram,2024,10.61,9.29
Kota Medan,2018,11.6,11.21
Kota Medan,2019,11.61,11.23
Kota Medan,2020,11.62,11.24
Kota Medan,2021,11.78,11.25
Kota Medan,2022,11.79,11.27
Kota Medan,2023,11.8,11.49
Kota Medan,2024,11.86,11.73
Kota Metro,2018,11.11,10.54
Kota Metro,2019,11.14,10.57
Kota Metro,2020,11.15,10.9
Kota Metro,2021,11.16,10.91
Kota Metro,2022,11.18,10.92
Kota Metro,2023,11.19,10.94
Kota Metro,2024,11.2,10.96
Kota Mojokerto,2018,10.74,9.44
Kota Mojokerto,2019,10.98,9.7
Kota Mojokerto,2020,10.99,9.72
Kota Mojokerto,2021,11.13,9.96
Kota Mojokerto,2022,11.43,10.31
Kota Mojokerto,2023,11.44,10.56
Kota Mojokerto,2024,11.73,10.9
Kota Padang,2018,11.63,11.27
Kota Padang,2019,11.64,11.28
Kota Padang,2020,11.67,11.52
Kota Padang,2021,11.68,11.53
Kota Padang,2022,11.69,11.55
Kota Padang,2023,11.71,11.56
Kota Padang,2024,11.72,11.62
Kota Padang Panjang,2018,11.5,11.43
Kota Padang Panjang,2019,11.51,11.44
Kota Padang Panjang,2020,11.52,11.68
Kota Padang Panjang,2021,11.53,11.69
Kota Padang Panjang,2022,11.55,12.0
Kota Padang Panjang,2023,11.56,12.18
Kota Padang Panjang,2024,11.65,12.23
Kota Padangsidimpuan,2018,10.96,10.55
Kota Padangsidimpuan,2019,11.09,10.56
Kota Padangsidimpuan,2020,11.22,10.87
Kota Padangsidimpuan,2021,11.23,10.99
Kota Padangsidimpuan,2022,11.25,11.01
Kota Padangsidimpuan,2023,11.26,11.02
Kota Padangsidimpuan,2024,11.27,11.05
Kota Pagar Alam,2018,9.35,8.96
Kota Pagar Alam,2019,9.42,8.97
Kota Pagar Alam,2020,9.53,9.24
Kota Pagar Alam,2021,9.54,9.25
Kota Pagar Alam,2022,9.55,9.26
Kota Pagar Alam,2023,9.57,9.37
Kota Pagar Alam,2024,9.58,9.38
Kota Palangka Raya,2018,11.63,11.19
Kota Palangka Raya,2019,11.64,11.39
Kota Palangka Raya,2020,11.65,11.4
Kota Palangka Raya,2021,11.66,11.41
Kota Palangka Raya,2022,11.68,11.43
Kota Palangka Raya,2023,11.75,11.55
Kota Palangka Raya,2024,11.85,11.56
Kota Palembang,2018,10.61,9.85
Kota Palembang,2019,10.82,9.96
Kota Palembang,2020,10.83,10.03
Kota Palembang,2021,10.99,10.29
Kota Palembang,2022,11.06,10.45
Kota Palembang,2023,11.07,10.68
Kota Palembang,2024,11.08,10.77
Kota Palopo,2018,10.58,10.48
Kota Palopo,2019,10.9,10.49
Kota Palopo,2020,10.91,10.5
Kota Palopo,2021,11.06,10.7
Kota Palopo,2022,11.14,10.97
Kota Palopo,2023,11.25,11.01
Kota Palopo,2024,11.3,11.02
Kota Palu,2018,11.74,10.94
Kota Palu,2019,11.91,11.22
Kota Palu,2020,11.94,11.23
Kota Palu,2021,12.08,11.32
Kota Palu,2022,12.09,11.33
Kota Palu,2023,12.1,11.38
Kota Palu,2024,12.11,11.39
Kota Pangkal Pinang,2018,10.23,9.41
Kota Pangkal Pinang,2019,10.25,9.42
Kota Pangkal Pinang,2020,10.37,9.61
Kota Pangkal Pinang,2021,10.46,9.82
Kota Pangkal Pinang,2022,10.6,9.93
Kota Pangkal Pinang,2023,10.84,10.08
Kota Pangkal Pinang,2024,11.01,10.4
Kota Parepare,2018,10.65,9.91
Kota Parepare,2019,10.66,9.92
Kota Parepare,2020,10.73,10.08
Kota Parepare,2021,11.01,10.27
Kota Parepare,2022,11.02,10.28
Kota Parepare,2023,11.03,10.5
Kota Parepare,2024,11.19,10.78
Kota Pariaman,2018,10.45,10.27
Kota Pariaman,2019,10.46,10.28
Kota Pariaman,2020,10.47,10.59
Kota Pariaman,2021,10.54,10.73
Kota Pariaman,2022,10.65,10.89
Kota Pariaman,2023,10.7,10.9
Kota Pariaman,2024,10.9,11.19
Kota Pasuruan,2018,9.97,8.35
Kota Pasuruan,2019,9.98,8.45
Kota Pasuruan,2020,9.99,8.46
Kota Pasuruan,2021,10.16,8.71
Kota Pasuruan,2022,10.18,9.07
Kota Pasuruan,2023,10.19,9.18
Kota Pasuruan,2024,10.25,9.34
Kota Payakumbuh,2018,10.38,10.53
Kota Payakumbuh,2019,10.53,10.8
Kota Payakumbuh,2020,10.57,10.81
Kota Payakumbuh,2021,10.59,10.93
Kota Payakumbuh,2022,10.6,10.94
Kota Payakumbuh,2023,10.61,11.06
Kota Payakumbuh,2024,10.62,11.07
Kota Pekalongan,2018,8.94,8.22
Kota Pekalongan,2019,8.95,8.5
Kota Pekalongan,2020,9.06,8.78
Kota Pekalongan,2021,9.28,8.97
Kota Pekalongan,2022,9.45,8.98
Kota Pekalongan,2023,9.46,9.21
Kota Pekalongan,2024,9.55,9.22
Kota Pekanbaru,2018,11.47,11.13
Kota Pekanbaru,2019,11.68,11.22
Kota Pekanbaru,2020,11.93,11.41
Kota Pekanbaru,2021,11.94,11.69
Kota Pekanbaru,2022,11.95,11.92
Kota Pekanbaru,2023,11.97,11.93
Kota Pekanbaru,2024,11.99,11.95
Kota Pematang Siantar,2018,11.29,10.98
Kota Pematang Siantar,2019,11.48,10.99
Kota Pematang Siantar,2020,11.49,11.0
Kota Pematang Siantar,2021,11.6,11.19
Kota Pematang Siantar,2022,11.62,11.23
Kota Pematang Siantar,2023,11.89,11.48
Kota Pematang Siantar,2024,11.9,11.75
Kota Pontianak,2018,10.43,9.59
Kota Pontianak,2019,10.44,9.84
Kota Pontianak,2020,10.5,9.85
Kota Pontianak,2021,10.69,10.13
Kota Pontianak,2022,10.7,10.14
Kota Pontianak,2023,10.71,10.15
Kota Pontianak,2024,10.73,10.17
Kota Prabumulih,2018,10.13,9.41
Kota Prabumulih,2019,10.14,9.42
Kota Prabumulih,2020,10.18,9.73
Kota Prabumulih,2021,10.19,9.74
Kota Prabumulih,2022,10.4,10.01
Kota Prabumulih,2023,10.64,10.02
Kota Prabumulih,2024,10.65,10.03
Kota Probolinggo,2018,9.26,7.93
Kota Probolinggo,2019,9.46,8.11
Kota Probolinggo,2020,9.47,8.12
Kota Probolinggo,2021,9.69,8.38
Kota Probolinggo,2022,9.99,8.73
Kota Probolinggo,2023,10.01,9.05
Kota Probolinggo,2024,10.17,9.4
Kota Sabang,2018,11.02,10.97
Kota Sabang,2019,11.21,10.98
Kota Sabang,2020,11.22,10.99
Kota Sabang,2021,11.3,11.03
Kota Sabang,2022,11.31,11.04
Kota Sabang,2023,11.32,11.05
Kota Sabang,2024,11.34,11.21
Kota Salatiga,2018,10.91,9.93
Kota Salatiga,2019,10.99,9.94
Kota Salatiga,2020,11.0,10.06
Kota Salatiga,2021,11.19,10.32
Kota Salatiga,2022,11.47,10.64
Kota Salatiga,2023,11.67,10.94
Kota Salatiga,2024,11.88,11.22
Kota Samarinda,2018,10.78,9.96
Kota Samarinda,2019,10.85,9.97
Kota Samarinda,2020,10.89,9.98
Kota Samarinda,2021,10.9,9.99
Kota Samarinda,2022,11.1,10.35
Kota Samarinda,2023,11.32,10.6
Kota Samarinda,2024,11.38,10.62
Kota Sawah Lunto,2018,9.9,10.11
Kota Sawah Lunto,2019,9.91,10.14
Kota Sawah Lunto,2020,10.12,10.34
Kota Sawah Lunto,2021,10.13,10.57
Kota Sawah Lunto,2022,10.39,10.58
Kota Sawah Lunto,2023,10.4,10.59
Kota Sawah Lunto,2024,10.41,10.68
Kota Semarang,2018,11.29,10.14
Kota Semarang,2019,11.41,10.15
Kota Semarang,2020,11.42,10.16
Kota Semarang,2021,11.51,10.44
Kota Semarang,2022,11.53,10.46
Kota Semarang,2023,11.54,10.47
Kota Semarang,2024,11.55,10.76
Kota Serang,2018,9.36,7.87
Kota Serang,2019,9.41,8.17
Kota Serang,2020,9.5,8.35
Kota Serang,2021,9.56,8.48
Kota Serang,2022,9.57,8.49
Kota Serang,2023,9.58,8.5
Kota Serang,2024,9.6,8.52
Kota Sibolga,2018,10.07,9.85
Kota Sibolga,2019,10.23,10.13
Kota Sibolga,2020,10.35,10.41
Kota Sibolga,2021,10.36,10.42
Kota Sibolga,2022,10.41,10.43
Kota Sibolga,2023,10.42,10.45
Kota Sibolga,2024,10.43,10.46
Kota Singkawang,2018,8.07,7.25
Kota Singkawang,2019,8.08,7.46
Kota Singkawang,2020,8.3,7.53
Kota Singkawang,2021,8.31,7.54
Kota Singkawang,2022,8.32,7.91
Kota Singkawang,2023,8.34,8.06
Kota Singkawang,2024,8.35,8.07
Kota Solok,2018,10.79,11.46
Kota Solok,2019,10.8,11.47
Kota Solok,2020,10.9,11.48
Kota Solok,2021,10.91,11.49
Kota Solok,2022,11.23,11.51
Kota Solok,2023,11.24,11.52
Kota Solok,2024,11.25,11.53
Kota Sorong,2018,11.31,10.72
Kota Sorong,2019,11.32,10.96
Kota Sorong,2020,11.46,10.97
Kota Sorong,2021,11.47,11.07
Kota Sorong,2022,11.57,11.24
Kota Sorong,2023,11.58,11.47
Kota Sorong,2024,11.6,11.54
Kota Subulussalam,2018,8.26,7.12
Kota Subulussalam,2019,8.27,7.31
Kota Subulussalam,2020,8.53,7.57
Kota Subulussalam,2021,8.67,7.81
Kota Subulussalam,2022,8.87,7.83
Kota Subulussalam,2023,8.88,7.94
Kota Subulussalam,2024,8.99,7.95
Kota Sukabumi,2018,10.07,8.99
Kota Sukabumi,2019,10.1,9.22
Kota Sukabumi,2020,10.11,9.23
Kota Sukabumi,2021,10.36,9.44
Kota Sukabumi,2022,10.62,9.79
Kota Sukabumi,2023,10.7,10.09
Kota Sukabumi,2024,10.71,10.1
Kota Sungai Penuh,2018,10.63,9.83
Kota Sungai Penuh,2019,10.87,9.99
Kota Sungai Penuh,2020,11.11,10.17
Kota Sungai Penuh,2021,11.12,10.18
Kota Sungai Penuh,2022,11.13,10.2
Kota Sungai Penuh,2023,11.15,10.21
Kota Sungai Penuh,2024,11.27,10.33
Kota Surabaya,2018,10.99,9.86
Kota Surabaya,2019,11.0,9.87
Kota Surabaya,2020,11.02,9.89
Kota Surabaya,2021,11.03,9.96
Kota Surabaya,2022,11.04,10.16
Kota Surabaya,2023,11.06,10.35
Kota Surabaya,2024,11.25,10.62
Kota Surakarta,2018,11.09,10.01
Kota Surakarta,2019,11.1,10.09
Kota Surakarta,2020,11.25,10.3
Kota Surakarta,2021,11.42,10.54
Kota Surakarta,2022,11.44,10.56
Kota Surakarta,2023,11.45,10.81
Kota Surakarta,2024,11.66,11.08
Kota Tangerang,2018,10.97,10.03
Kota Tangerang,2019,11.01,10.27
Kota Tangerang,2020,11.02,10.41
Kota Tangerang,2021,11.22,10.42
Kota Tangerang,2022,11.23,10.43
Kota Tangerang,2023,11.3,10.53
Kota Tangerang,2024,11.52,10.81
Kota Tangerang Selatan,2018,12.06,10.79
Kota Tangerang Selatan,2019,12.07,11.09
Kota Tangerang Selatan,2020,12.08,11.1
Kota Tangerang Selatan,2021,12.09,11.11
Kota Tangerang Selatan,2022,12.11,11.23
Kota Tangerang Selatan,2023,12.12,11.28
Kota Tangerang Selatan,2024,12.13,11.29
Kota Tanjung Balai,2018,9.47,9.21
Kota Tanjung Balai,2019,9.48,9.23
Kota Tanjung Balai,2020,9.49,9.43
Kota Tanjung Balai,2021,9.5,9.44
Kota Tanjung Balai,2022,9.52,9.73
Kota Tanjung Balai,2023,9.53,9.86
Kota Tanjung Balai,2024,9.54,9.87
Kota Tanjung Pinang,2018,10.23,9.77
Kota Tanjung Pinang,2019,10.24,9.96
Kota Tanjung Pinang,2020,10.43,10.25
Kota Tanjung Pinang,2021,10.44,10.26
Kota Tanjung Pinang,2022,10.68,10.48
Kota Tanjung Pinang,2023,10.84,10.64
Kota Tanjung Pinang,2024,10.85,10.66
Kota Tarakan,2018,10.45,9.88
Kota Tarakan,2019,10.52,9.89
Kota Tarakan,2020,10.53,9.9
Kota Tarakan,2021,10.54,9.91
Kota Tarakan,2022,10.64,9.99
Kota Tarakan,2023,10.65,10.29
Kota Tarakan,2024,10.66,10.3
Kota Tasikmalaya,2018,9.44,8.65
Kota Tasikmalaya,2019,9.48,8.74
Kota Tasikmalaya,2020,9.53,9.0
Kota Tasikmalaya,2021,9.64,9.29
Kota Tasikmalaya,2022,9.65,9.3
Kota Tasikmalaya,2023,9.66,9.31
Kota Tasikmalaya,2024,9.78,9.4
Kota Tebing Tinggi,2018,10.66,10.18
Kota Tebing Tinggi,2019,10.7,10.22
Kota Tebing Tinggi,2020,10.71,10.26
Kota Tebing Tinggi,2021,10.88,10.29
Kota Tebing Tinggi,2022,10.89,10.53
Kota Tebing Tinggi,2023,11.11,10.73
Kota Tebing Tinggi,2024,11.12,10.86
Kota Tegal,2018,8.69,7.71
Kota Tegal,2019,8.7,7.82
Kota Tegal,2020,8.88,8.02
Kota Tegal,2021,9.06,8.28
Kota Tegal,2022,9.31,8.57
Kota Tegal,2023,9.53,8.83
Kota Tegal,2024,9.57,9.08
Kota Ternate,2018,11.75,10.93
Kota Ternate,2019,12.02,11.26
Kota Ternate,2020,12.15,11.27
Kota Ternate,2021,12.26,11.35
Kota Ternate,2022,12.33,11.69
Kota Ternate,2023,12.34,11.7
Kota Ternate,2024,12.35,11.71
Kota Tidore Kepulauan,2018,10.27,9.41
Kota Tidore Kepulauan,2019,10.28,9.42
Kota Tidore Kepulauan,2020,10.29,9.56
Kota Tidore Kepulauan,2021,10.46,9.78
Kota Tidore Kepulauan,2022,10.47,9.79
Kota Tidore Kepulauan,2023,10.48,9.81
Kota Tidore Kepulauan,2024,10.5,10.01
Kota Tomohon,2018,10.1,10.53
Kota Tomohon,2019,10.41,10.68
Kota Tomohon,2020,10.65,10.94
Kota Tomohon,2021,10.66,10.95
Kota Tomohon,2022,10.67,10.96
Kota Tomohon,2023,10.73,11.2
Kota Tomohon,2024,10.91,11.21
Kota Tual,2018,10.79,9.9
Kota Tual,2019,10.87,9.98
Kota Tual,2020,10.89,10.32
Kota Tual,2021,10.9,10.33
Kota Tual,2022,10.92,10.34
Kota Tual,2023,11.1,10.43
Kota Tual,2024,11.11,10.44
Kota Yogyakarta,2018,11.86,10.92
Kota Yogyakarta,2019,11.87,10.95
Kota Yogyakarta,2020,11.88,11.03
Kota Yogyakarta,2021,11.91,11.34
Kota Yogyakarta,2022,12.02,11.59
Kota Yogyakarta,2023,12.24,11.75
Kota Yogyakarta,2024,12.25,11.92
Kotabaru,2018,7.74,6.67
Kotabaru,2019,7.97,6.91
Kotabaru,2020,7.98,6.92
Kotabaru,2021,7.99,7.14
Kotabaru,2022,8.01,7.15
Kotabaru,2023,8.09,7.23
Kotabaru,2024,8.1,7.24
Kotawaringin Barat,2018,8.75,7.87
Kotawaringin Barat,2019,8.84,7.88
Kotawaringin Barat,2020,8.85,7.89
Kotawaringin Barat,2021,8.93,8.0
Kotawaringin Barat,2022,8.94,8.06
Kotawaringin Barat,2023,8.95,8.32
Kotawaringin Barat,2024,8.98,8.49
Kotawaringin Timur,2018,8.31,7.45
Kotawaringin Timur,2019,8.51,7.67
Kotawaringin Timur,2020,8.52,7.68
Kotawaringin Timur,2021,8.53,7.71
Kotawaringin Timur,2022,8.55,7.72
Kotawaringin Timur,2023,8.56,7.73
Kotawaringin Timur,2024,8.57,7.74
Kuantan Singingi,2018,8.7,8.01
Kuantan Singingi,2019,8.82,8.34
Kuantan Singingi,2020,8.83,8.35
Kuantan Singingi,2021,9.0,8.36
Kuantan Singingi,2022,9.01,8.54
Kuantan Singingi,2023,9.16,8.63
Kuantan Singingi,2024,9.4,8.98
Kubu Raya,2018,7.53,6.62
Kubu Raya,2019,7.54,6.63
Kubu Raya,2020,7.55,6.64
Kubu Raya,2021,7.72,6.81
Kubu Raya,2022,7.74,6.83
Kubu Raya,2023,7.76,6.85
Kubu Raya,2024,7.77,6.86
Kudus,2018,9.19,8.09
Kudus,2019,9.2,8.1
Kudus,2020,9.38,8.18
Kudus,2021,9.39,8.27
Kudus,2022,9.4,8.59
Kudus,2023,9.64,8.87
Kudus,2024,9.65,8.88
Kulon Progo,2018,9.13,8.23
Kulon Progo,2019,9.14,8.24
Kulon Progo,2020,9.28,8.47
Kulon Progo,2021,9.44,8.62
Kulon Progo,2022,9.45,8.89
Kulon Progo,2023,9.46,8.9
Kulon Progo,2024,9.48,8.92
Kuningan,2018,7.79,7.08
Kuningan,2019,7.81,7.1
Kuningan,2020,8.01,7.28
Kuningan,2021,8.11,7.54
Kuningan,2022,8.15,7.62
Kuningan,2023,8.16,7.63
Kuningan,2024,8.17,7.64
Kupang,2018,7.46,7.05
Kupang,2019,7.76,7.22
Kupang,2020,7.77,7.23
Kupang,2021,7.78,7.24
Kupang,2022,7.8,7.26
Kupang,2023,7.81,7.27
Kupang,2024,7.84,7.48
Kutai Barat,2018,8.82,7.6
Kutai Barat,2019,9.06,7.87
Kutai Barat,2020,9.07,8.05
Kutai Barat,2021,9.34,8.14
Kutai Barat,2022,9.4,8.23
Kutai Barat,2023,9.41,8.36
Kutai Barat,2024,9.42,8.5
Kutai Kartanegara,2018,9.19,8.18
Kutai Kartanegara,2019,9.43,8.52
Kutai Kartanegara,2020,9.57,8.63
Kutai Kartanegara,2021,9.58,8.64
Kutai Kartanegara,2022,9.59,8.81
Kutai Kartanegara,2023,9.61,8.82
Kutai Kartanegara,2024,9.62,8.83
Kutai Timur,2018,9.29,8.67
Kutai Timur,2019,9.62,8.68
Kutai Timur,2020,9.63,8.69
Kutai Timur,2021,9.89,8.78
Kutai Timur,2022,9.9,8.91
Kutai Timur,2023,9.91,8.98
Kutai Timur,2024,9.92,9.01
Labuhan Batu,2018,9.39,8.87
Labuhan Batu,2019,9.45,9.06
Labuhan Batu,2020,9.46,9.07
Labuhan Batu,2021,9.47,9.1
Labuhan Batu,2022,9.55,9.25
Labuhan Batu,2023,9.71,9.27
Labuhan Batu,2024,9.73,9.28
Labuhan Batu Selatan,2018,9.26,8.54
Labuhan Batu Selatan,2019,9.27,8.57
Labuhan Batu Selatan,2020,9.28,8.59
Labuhan Batu Selatan,2021,9.41,8.79
Labuhan Batu Selatan,2022,9.43,8.81
Labuhan Batu Selatan,2023,9.44,8.82
Labuhan Batu Selatan,2024,9.45,9.11
Labuhan Batu Utara,2018,8.74,8.13
Labuhan Batu Utara,2019,8.75,8.15
Labuhan Batu Utara,2020,8.79,8.16
Labuhan Batu Utara,2021,8.8,8.17
Labuhan Batu Utara,2022,8.99,8.45
Labuhan Batu Utara,2023,9.2,8.71
Labuhan Batu Utara,2024,9.41,8.98
Lahat,2018,8.87,8.04
Lahat,2019,8.88,8.05
Lahat,2020,8.89,8.11
Lahat,2021,8.9,8.22
Lahat,2022,8.92,8.23
Lahat,2023,8.93,8.31
Lahat,2024,8.94,8.45
Lamandau,2018,8.25,7.61
Lamandau,2019,8.68,8.0
Lamandau,2020,8.69,8.09
Lamandau,2021,8.73,8.1
Lamandau,2022,8.82,8.23
Lamandau,2023,9.02,8.24
Lamandau,2024,9.03,8.42
Lamongan,2018,8.48,7.25
Lamongan,2019,8.49,7.42
Lamongan,2020,8.5,7.58
Lamongan,2021,8.63,7.59
Lamongan,2022,8.85,7.88
Lamongan,2023,8.86,7.89
Lamongan,2024,8.99,8.03
Lampung Barat,2018,7.94,7.34
Lampung Barat,2019,8.25,7.48
Lampung Barat,2020,8.26,7.71
Lampung Barat,2021,8.27,7.72
Lampung Barat,2022,8.37,8.01
Lampung Barat,2023,8.53,8.16
Lampung Barat,2024,8.73,8.34
Lampung Selatan,2018,7.96,7.37
Lampung Selatan,2019,8.0,7.38
Lampung Selatan,2020,8.06,7.39
Lampung Selatan,2021,8.07,7.4
Lampung Selatan,2022,8.08,7.42
Lampung Selatan,2023,8.13,7.47
Lampung Selatan,2024,8.14,7.48
Lampung Tengah,2018,8.03,7.09
Lampung Tengah,2019,8.04,7.32
Lampung Tengah,2020,8.05,7.33
Lampung Tengah,2021,8.06,7.34
Lampung Tengah,2022,8.11,7.39
Lampung Tengah,2023,8.28,7.52
Lampung Tengah,2024,8.46,7.57
Lampung Timur,2018,7.97,7.16
Lampung Timur,2019,7.99,7.18
Lampung Timur,2020,8.0,7.22
Lampung Timur,2021,8.18,7.34
Lampung Timur,2022,8.37,7.62
Lampung Timur,2023,8.38,7.91
Lampung Timur,2024,8.55,7.92
Lampung Utara,2018,8.39,7.99
Lampung Utara,2019,8.4,8.0
Lampung Utara,2020,8.41,8.01
Lampung Utara,2021,8.5,8.18
Lampung Utara,2022,8.51,8.19
Lampung Utara,2023,8.57,8.2
Lampung Utara,2024,8.58,8.22
Landak,2018,7.97,6.55
Landak,2019,7.98,6.56
Landak,2020,7.99,6.65
Landak,2021,8.0,6.66
Landak,2022,8.03,6.69
Landak,2023,8.04,6.96
Landak,2024,8.2,7.18
Langkat,2018,8.79,8.15
Langkat,2019,8.91,8.17
Langkat,2020,8.92,8.18
Langkat,2021,8.93,8.19
Langkat,2022,8.95,8.28
Langkat,2023,9.04,8.32
Langkat,2024,9.05,8.33
Lanny Jaya,2018,4.42,1.55
Lanny Jaya,2019,4.43,1.56
Lanny Jaya,2020,4.44,1.57
Lanny Jaya,2021,4.68,1.74
Lanny Jaya,2022,4.76,1.99
Lanny Jaya,2023,4.87,2.21
Lanny Jaya,2024,4.97,2.5
Lebak,2018,6.61,5.71
Lebak,2019,6.76,5.76
Lebak,2020,6.77,5.98
Lebak,2021,6.78,5.99
Lebak,2022,7.06,6.09
Lebak,2023,7.07,6.26
Lebak,2024,7.08,6.27
Lebong,2018,8.31,7.49
Lebong,2019,8.32,7.5
Lebong,2020,8.42,7.56
Lebong,2021,8.54,7.79
Lebong,2022,8.55,8.1
Lebong,2023,8.57,8.12
Lebong,2024,8.73,8.25
Lembata,2018,8.8,7.31
Lembata,2019,9.06,7.56
Lembata,2020,9.07,7.57
Lembata,2021,9.08,7.58
Lembata,2022,9.1,7.6
Lembata,2023,9.11,7.61
Lembata,2024,9.12,7.62
Lima Puluh Kota,2018,8.25,7.97
Lima Puluh Kota,2019,8.26,7.98
Lima Puluh Kota,2020,8.27,7.99
Lima Puluh Kota,2021,8.4,8.06
Lima Puluh Kota,2022,8.41,8.07
Lima Puluh Kota,2023,8.45,8.11
Lima Puluh Kota,2024,8.46,8.12
Lingga,2018,6.8,6.02
Lingga,2019,7.04,6.28
Lingga,2020,7.2,6.42
Lingga,2021,7.38,6.67
Lingga,2022,7.44,6.93
Lingga,2023,7.59,7.16
Lingga,2024,7.65,7.45
Lombok Barat,2018,7.07,5.35
Lombok Barat,2019,7.22,5.58
Lombok Barat,2020,7.25,5.68
Lombok Barat,2021,7.26,5.69
Lombok Barat,2022,7.31,6.06
Lombok Barat,2023,7.58,6.31
Lombok Barat,2024,7.62,6.32
Lombok Tengah,2018,6.79,5.26
Lombok Tengah,2019,7.1,5.4
Lombok Tengah,2020,7.11,5.41
Lombok Tengah,2021,7.12,5.54
Lombok Tengah,2022,7.14,5.88
Lombok Tengah,2023,7.15,6.15
Lombok Tengah,2024,7.35,6.17
Lombok Timur,2018,7.17,5.88
Lombok Timur,2019,7.43,6.04
Lombok Timur,2020,7.44,6.17
Lombok Timur,2021,7.5,6.18
Lombok Timur,2022,7.51,6.62
Lombok Timur,2023,7.55,6.76
Lombok Timur,2024,7.8,6.98
Lombok Utara,2018,6.66,5.04
Lombok Utara,2019,6.67,5.09
Lombok Utara,2020,6.73,5.25
Lombok Utara,2021,6.88,5.26
Lombok Utara,2022,6.94,5.52
Lombok Utara,2023,7.13,5.53
Lombok Utara,2024,7.21,5.54
Lumajang,2018,6.82,5.65
Lumajang,2019,6.83,5.66
Lumajang,2020,7.01,5.87
Lumajang,2021,7.23,6.16
Lumajang,2022,7.41,6.42
Lumajang,2023,7.66,6.69
Lumajang,2024,7.68,6.82
Luwu,2018,8.21,7.76
Luwu,2019,8.56,7.91
Luwu,2020,8.57,8.05
Luwu,2021,8.58,8.22
Luwu,2022,8.6,8.47
Luwu,2023,8.86,8.61
Luwu,2024,9.0,8.68
Luwu Timur,2018,8.87,8.11
Luwu Timur,2019,8.88,8.2
Luwu Timur,2020,9.11,8.49
Luwu Timur,2021,9.12,8.5
Luwu Timur,2022,9.13,8.67
Luwu Timur,2023,9.15,8.68
Luwu Timur,2024,9.16,8.79
Luwu Utara,2018,7.68,7.08
Luwu Utara,2019,7.92,7.34
Luwu Utara,2020,7.93,7.35
Luwu Utara,2021,8.12,7.39
Luwu Utara,2022,8.13,7.65
Luwu Utara,2023,8.29,7.94
Luwu Utara,2024,8.52,8.2
Madiun,2018,8.41,6.95
Madiun,2019,8.42,7.3
Madiun,2020,8.43,7.31
Madiun,2021,8.44,7.32
Madiun,2022,8.46,7.53
Madiun,2023,8.47,7.54
Madiun,2024,8.61,7.8
Magelang,2018,8.0,7.17
Magelang,2019,8.3,7.28
Magelang,2020,8.31,7.29
Magelang,2021,8.32,7.3
Magelang,2022,8.34,7.32
Magelang,2023,8.35,7.38
Magelang,2024,8.36,7.43
Magetan,2018,8.57,7.3
Magetan,2019,8.58,7.31
Magetan,2020,8.79,7.63
Magetan,2021,8.87,7.91
Magetan,2022,9.09,8.23
Magetan,2023,9.1,8.24
Magetan,2024,9.11,8.35
Mahakam Ulu,2018,8.89,7.33
Mahakam Ulu,2019,8.9,7.57
Mahakam Ulu,2020,8.91,7.9
Mahakam Ulu,2021,8.92,8.11
Mahakam Ulu,2022,8.94,8.31
Mahakam Ulu,2023,8.95,8.45
Mahakam Ulu,2024,8.96,8.46
Majalengka,2018,7.27,6.45
Majalengka,2019,7.55,6.54
Majalengka,2020,7.7,6.73
Majalengka,2021,7.74,6.88
Majalengka,2022,7.79,7.08
Majalengka,2023,7.8,7.2
Majalengka,2024,7.84,7.21
Majene,2018,8.53,8.1
Majene,2019,8.77,8.39
