Kabupaten/Kota,Tahun,Garis Kemiskinan
Kota Sorong,2020,765183.0
Kota Sorong,2021,791155.0
Kota Sorong,2022,827339.0
Kota Sorong,2023,889486.0
Kota Sorong,2024,902534.0
Kota Subulussalam,2018,315453.0
Kota Subulussalam,2019,351093.0
Kota Subulussalam,2020,400517.0
Kota Subulussalam,2021,418643.0
Kota Subulussalam,2022,444818.0
Kota Subulussalam,2023,487777.0
Kota Subulussalam,2024,504372.0
Kota Sukabumi,2018,497995.0
Kota Sukabumi,2019,520742.0
Kota Sukabumi,2020,547415.0
Kota Sukabumi,2021,567734.0
Kota Sukabumi,2022,594118.0
Kota Sukabumi,2023,644276.0
Kota Sukabumi,2024,678258.0
Kota Sungai Penuh,2018,351391.0
Kota Sungai Penuh,2019,373673.0
Kota Sungai Penuh,2020,401966.0
Kota Sungai Penuh,2021,426380.0
Kota Sungai Penuh,2022,450708.0
Kota Sungai Penuh,2023,491568.0
Kota Sungai Penuh,2024,610141.0
Kota Surabaya,2018,530178.0
Kota Surabaya,2019,567474.0
Kota Surabaya,2020,592137.0
Kota Surabaya,2021,611466.0
Kota Surabaya,2022,652540.0
Kota Surabaya,2023,718370.0
Kota Surabaya,2024,742678.0
Kota Surakarta,2018,464063.0
Kota Surakarta,2019,473516.0
Kota Surakarta,2020,487445.0
Kota Surakarta,2021,511216.0
Kota Surakarta,2022,538441.0
Kota Surakarta,2023,600953.0
Kota Surakarta,2024,638102.0
Kota Tangerang,2018,556782.0
Kota Tangerang,2019,584318.0
Kota Tangerang,2020,632835.0
Kota Tangerang,2021,655061.0
Kota Tangerang,2022,695225.0
Kota Tangerang,2023,746468.0
Kota Tangerang,2024,785113.0
Kota Tangerang Selatan,2018,549150.0
Kota Tangerang Selatan,2019,593781.0
Kota Tangerang Selatan,2020,643083.0
Kota Tangerang Selatan,2021,665610.0
Kota Tangerang Selatan,2022,712717.0
Kota Tangerang Selatan,2023,782543.0
Kota Tangerang Selatan,2024,828278.0
Kota Tanjung Balai,2018,397647.0
Kota Tanjung Balai,2019,421671.0
Kota Tanjung Balai,2020,444125.0
Kota Tanjung Balai,2021,482602.0
Kota Tanjung Balai,2022,515456.0
Kota Tanjung Balai,2023,554065.0
Kota Tanjung Balai,2024,592573.0
Kota Tanjung Pinang,2018,625473.0
Kota Tanjung Pinang,2019,659170.0
Kota Tanjung Pinang,2020,691738.0
Kota Tanjung Pinang,2021,719776.0
Kota Tanjung Pinang,2022,764410.0
Kota Tanjung Pinang,2023,771584.0
Kota Tanjung Pinang,2024,798218.0
Kota Tarakan,2018,613593.0
Kota Tarakan,2019,654308.0
Kota Tarakan,2020,696585.0
Kota Tarakan,2021,711268.0
Kota Tarakan,2022,773446.0
Kota Tarakan,2023,819621.0
Kota Tarakan,2024,854967.0
Kota Tasikmalaya,2018,447008.0
Kota Tasikmalaya,2019,457899.0
Kota Tasikmalaya,2020,470150.0
Kota Tasikmalaya,2021,480341.0
Kota Tasikmalaya,2022,498711.0
Kota Tasikmalaya,2023,537497.0
Kota Tasikmalaya,2024,565377.0
Kota Tebing Tinggi,2018,426469.0
Kota Tebing Tinggi,2019,460533.0
Kota Tebing Tinggi,2020,493227.0
Kota Tebing Tinggi,2021,536531.0
Kota Tebing Tinggi,2022,578512.0
Kota Tebing Tinggi,2023,623531.0
Kota Tebing Tinggi,2024,665016.0
Kota Tegal,2018,455488.0
Kota Tegal,2019,465047.0
Kota Tegal,2020,502031.0
Kota Tegal,2021,523413.0
Kota Tegal,2022,565826.0
Kota Tegal,2023,623617.0
Kota Tegal,2024,664922.0
Kota Ternate,2018,537524.0
Kota Ternate,2019,578185.0
Kota Ternate,2020,595553.0
Kota Ternate,2021,629463.0
Kota Ternate,2022,661459.0
Kota Ternate,2023,668074.0
Kota Ternate,2024,701354.0
Kota Tidore Kepulauan,2018,404721.0
Kota Tidore Kepulauan,2019,435277.0
Kota Tidore Kepulauan,2020,448352.0
Kota Tidore Kepulauan,2021,472651.0
Kota Tidore Kepulauan,2022,484983.0
Kota Tidore Kepulauan,2023,540752.0
Kota Tidore Kepulauan,2024,581193.0
Kota Tomohon,2018,363856.0
Kota Tomohon,2019,394584.0
Kota Tomohon,2020,422746.0
Kota Tomohon,2021,440680.0
Kota Tomohon,2022,461424.0
Kota Tomohon,2023,508251.0
Kota Tomohon,2024,530321.0
Kota Tual,2018,510231.0
Kota Tual,2019,535425.0
Kota Tual,2020,574105.0
Kota Tual,2021,600172.0
Kota Tual,2022,640542.0
Kota Tual,2023,722498.0
Kota Tual,2024,746967.0
Kota Yogyakarta,2018,467061.0
Kota Yogyakarta,2019,495562.0
Kota Yogyakarta,2020,533423.0
Kota Yogyakarta,2021,556674.0
Kota Yogyakarta,2022,601905.0
Kota Yogyakarta,2023,662267.0
Kota Yogyakarta,2024,686973.0
Kotawaringin Barat,2018,344337.0
Kotawaringin Barat,2019,360942.0
Kotawaringin Barat,2020,397883.0
Kotawaringin Barat,2021,418388.0
Kotawaringin Barat,2022,476297.0
Kotawaringin Barat,2023,513949.0
Kotawaringin Barat,2024,536747.0
Kotawaringin Timur,2018,393474.0
Kotawaringin Timur,2019,416777.0
Kotawaringin Timur,2020,446039.0
Kotawaringin Timur,2021,467551.0
Kotawaringin Timur,2022,510290.0
Kotawaringin Timur,2023,547170.0
Kotawaringin Timur,2024,572827.0
Kuantan Singingi,2018,521591.0
Kuantan Singingi,2019,545403.0
Kuantan Singingi,2020,580453.0
Kuantan Singingi,2021,599163.0
Kuantan Singingi,2022,638678.0
Kuantan Singingi,2023,693493.0
Kuantan Singingi,2024,736050.0
Kubu Raya,2018,377302.0
Kubu Raya,2019,401586.0
Kubu Raya,2020,423430.0
Kubu Raya,2021,431211.0
Kubu Raya,2022,457367.0
Kubu Raya,2023,492642.0
Kubu Raya,2024,511815.0
Kudus,2018,393078.0
Kudus,2019,406470.0
Kudus,2020,429666.0
Kudus,2021,450992.0
Kudus,2022,482806.0
Kudus,2023,520830.0
Kudus,2024,550075.0
Kulon Progo,2018,323105.0
Kulon Progo,2019,333781.0
Kulon Progo,2020,353807.0
Kulon Progo,2021,360202.0
Kulon Progo,2022,381666.0
Kulon Progo,2023,416870.0
Kulon Progo,2024,438007.0
Kuningan,2018,332483.0
Kuningan,2019,340775.0
Kuningan,2020,352358.0
Kuningan,2021,358069.0
Kuningan,2022,371665.0
Kuningan,2023,402767.0
Kuningan,2024,420867.0
Kupang,2018,336984.0
Kupang,2019,356463.0
Kupang,2020,379600.0
Kupang,2021,386577.0
Kupang,2022,425750.0
Kupang,2023,471901.0
Kupang,2024,486458.0
Kutai Barat,2018,517621.0
Kutai Barat,2019,542393.0
Kutai Barat,2020,583532.0
Kutai Barat,2021,598037.0
Kutai Barat,2022,635478.0
Kutai Barat,2023,679660.0
Kutai Barat,2024,716440.0
Kutai Kartanegara,2018,485435.0
Kutai Kartanegara,2019,503968.0
Kutai Kartanegara,2020,548423.0
Kutai Kartanegara,2021,569640.0
Kutai Kartanegara,2022,605321.0
Kutai Kartanegara,2023,644570.0
Kutai Kartanegara,2024,682490.0
Kutai Timur,2018,543442.0
Kutai Timur,2019,569449.0
Kutai Timur,2020,610858.0
Kutai Timur,2021,626492.0
Kutai Timur,2022,659136.0
Kutai Timur,2023,714241.0
Kutai Timur,2024,753332.0
Labuhan Batu,2018,368357.0
Labuhan Batu,2019,389402.0
Labuhan Batu,2020,425035.0
Labuhan Batu,2021,457021.0
Labuhan Batu,2022,489503.0
Labuhan Batu,2023,524240.0
Labuhan Batu,2024,556900.0
Labuhan Batu Selatan,2018,355517.0
Labuhan Batu Selatan,2019,368205.0
Labuhan Batu Selatan,2020,404819.0
Labuhan Batu Selatan,2021,426574.0
Labuhan Batu Selatan,2022,448994.0
Labuhan Batu Selatan,2023,486275.0
Labuhan Batu Selatan,2024,533535.0
Labuhan Batu Utara,2018,395696.0
Labuhan Batu Utara,2019,422063.0
Labuhan Batu Utara,2020,471678.0
Labuhan Batu Utara,2021,497922.0
Labuhan Batu Utara,2022,527922.0
Labuhan Batu Utara,2023,573783.0
Labuhan Batu Utara,2024,607292.0
Lahat,2018,419658.0
Lahat,2019,428309.0
Lahat,2020,457569.0
Lahat,2021,485142.0
Lahat,2022,513085.0
Lahat,2023,547203.0
Lahat,2024,582041.0
Lamandau,2018,411088.0
Lamandau,2019,430656.0
Lamandau,2020,479514.0
Lamandau,2021,539744.0
Lamandau,2022,588591.0
Lamandau,2023,634710.0
Lamandau,2024,673768.0
Lamongan,2018,360444.0
Lamongan,2019,380220.0
Lamongan,2020,397980.0
Lamongan,2021,419309.0
Lamongan,2022,446601.0
Lamongan,2023,481969.0
Lamongan,2024,524636.0
Lampung Barat,2018,391444.0
Lampung Barat,2019,400662.0
Lampung Barat,2020,443313.0
Lampung Barat,2021,457478.0
Lampung Barat,2022,495283.0
Lampung Barat,2023,530803.0
Lampung Barat,2024,563531.0
Lampung Selatan,2018,375868.0
Lampung Selatan,2019,389236.0
Lampung Selatan,2020,422328.0
Lampung Selatan,2021,439421.0
Lampung Selatan,2022,470857.0
Lampung Selatan,2023,508494.0
Lampung Selatan,2024,528226.0
Lampung Tengah,2018,385132.0
Lampung Tengah,2019,394338.0
Lampung Tengah,2020,436777.0
Lampung Tengah,2021,450232.0
Lampung Tengah,2022,474289.0
Lampung Tengah,2023,503645.0
Lampung Tengah,2024,526313.0
Lampung Timur,2018,352173.0
Lampung Timur,2019,360610.0
Lampung Timur,2020,398298.0
Lampung Timur,2021,411200.0
Lampung Timur,2022,433965.0
Lampung Timur,2023,465856.0
Lampung Timur,2024,497183.0
Lampung Utara,2018,390927.0
Lampung Utara,2019,400248.0
Lampung Utara,2020,441045.0
Lampung Utara,2021,451876.0
Lampung Utara,2022,475290.0
Lampung Utara,2023,510098.0
Lampung Utara,2024,544994.0
Landak,2018,351942.0
Landak,2019,374117.0
Landak,2020,385314.0
Landak,2021,395486.0
Landak,2022,414536.0
Landak,2023,451681.0
Landak,2024,473797.0
Langkat,2018,382536.0
Langkat,2019,392050.0
Langkat,2020,412422.0
Langkat,2021,432371.0
Langkat,2022,453383.0
Langkat,2023,483543.0
Langkat,2024,507996.0
Lanny Jaya,2018,451802.0
Lanny Jaya,2019,464328.0
Lanny Jaya,2020,490508.0
Lanny Jaya,2021,537322.0
Lanny Jaya,2022,564670.0
Lanny Jaya,2023,625677.0
Lanny Jaya,2024,816044.0
Lebak,2018,283901.0
Lebak,2019,298201.0
Lebak,2020,334509.0
Lebak,2021,358479.0
Lebak,2022,380681.0
Lebak,2023,419066.0
Lebak,2024,440705.0
Lebong,2018,389973.0
Lebong,2019,404368.0
Lebong,2020,424637.0
Lebong,2021,440127.0
Lebong,2022,472738.0
Lebong,2023,507046.0
Lebong,2024,532432.0
Lembata,2018,353957.0
Lembata,2019,359792.0
Lembata,2020,388577.0
Lembata,2021,421901.0
Lembata,2022,464542.0
Lembata,2023,508575.0
Lembata,2024,517948.0
Lima Puluh Kota,2018,388689.0
Lima Puluh Kota,2019,403030.0
Lima Puluh Kota,2020,451295.0
Lima Puluh Kota,2021,475123.0
Lima Puluh Kota,2022,504670.0
Lima Puluh Kota,2023,553068.0
Lima Puluh Kota,2024,582794.0
Lingga,2018,411387.0
Lingga,2019,429764.0
Lingga,2020,472384.0
Lingga,2021,484088.0
Lingga,2022,507223.0
Lingga,2023,540936.0
Lingga,2024,562906.0
Lombok Barat,2018,412487.0
Lombok Barat,2019,431862.0
Lombok Barat,2020,439595.0
Lombok Barat,2021,466495.0
Lombok Barat,2022,503509.0
Lombok Barat,2023,546421.0
Lombok Barat,2024,576478.0
Lombok Tengah,2018,386676.0
Lombok Tengah,2019,404633.0
Lombok Tengah,2020,421439.0
Lombok Tengah,2021,447200.0
Lombok Tengah,2022,480657.0
Lombok Tengah,2023,520852.0
Lombok Tengah,2024,549400.0
Lombok Timur,2018,414721.0
Lombok Timur,2019,430727.0
Lombok Timur,2020,447263.0
Lombok Timur,2021,472304.0
Lombok Timur,2022,503525.0
Lombok Timur,2023,546404.0
Lombok Timur,2024,583957.0
Lombok Utara,2018,416705.0
Lombok Utara,2019,437543.0
Lombok Utara,2020,451721.0
Lombok Utara,2021,478906.0
Lombok Utara,2022,514755.0
Lombok Utara,2023,556462.0
Lombok Utara,2024,594789.0
Lumajang,2018,281461.0
Lumajang,2019,296633.0
Lumajang,2020,318196.0
Lumajang,2021,334906.0
Lumajang,2022,352776.0
Lumajang,2023,386995.0
Lumajang,2024,405136.0
Luwu,2018,305722.0
Luwu,2019,318911.0
Luwu,2020,347539.0
Luwu,2021,359925.0
Luwu,2022,381015.0
Luwu,2023,414118.0
Luwu,2024,433898.0
Luwu Timur,2018,315478.0
Luwu Timur,2019,333739.0
Luwu Timur,2020,350576.0
Luwu Timur,2021,371947.0
Luwu Timur,2022,394158.0
Luwu Timur,2023,438178.0
Luwu Timur,2024,460356.0
Luwu Utara,2018,329967.0
Luwu Utara,2019,342277.0
Luwu Utara,2020,354669.0
Luwu Utara,2021,368716.0
Luwu Utara,2022,382251.0
Luwu Utara,2023,414548.0
Luwu Utara,2024,431980.0
Madiun,2018,327536.0
Madiun,2019,344994.0
Madiun,2020,364638.0
Madiun,2021,380287.0
Madiun,2022,405127.0
Madiun,2023,437296.0
Madiun,2024,460205.0
Magelang,2018,296327.0
Magelang,2019,325921.0
Magelang,2020,342430.0
Magelang,2021,353608.0
Magelang,2022,377497.0
Magelang,2023,411129.0
Magelang,2024,431289.0
Magetan,2018,319909.0
Magetan,2019,336989.0
Magetan,2020,354936.0
Magetan,2021,371182.0
Magetan,2022,396696.0
Magetan,2023,431203.0
Magetan,2024,455119.0
Mahakam Hulu,2018,566944.0
Mahakam Hulu,2019,588756.0
Mahakam Hulu,2020,631517.0
Mahakam Hulu,2021,644910.0
Mahakam Hulu,2022,684644.0
Mahakam Hulu,2023,740683.0
Mahakam Hulu,2024,792742.0
Majalengka,2018,440776.0
Majalengka,2019,445184.0
Majalengka,2020,453201.0
Majalengka,2021,466813.0
Majalengka,2022,483319.0
Majalengka,2023,520713.0
Majalengka,2024,547912.0
Majene,2018,349522.0
Majene,2019,360362.0
Majene,2020,384344.0
Majene,2021,399350.0
Majene,2022,433111.0
Majene,2023,461255.0
Majene,2024,482173.0
Malaka,2018,330899.0
Malaka,2019,348919.0
Malaka,2020,371812.0
Malaka,2021,378824.0
Malaka,2022,419292.0
Malaka,2023,458399.0
Malaka,2024,474853.0
Malang,2018,314550.0
Malang,2019,329512.0
Malang,2020,338156.0
Malang,2021,348695.0
Malang,2022,367579.0
Malang,2023,399647.0
Malang,2024,420334.0
Malinau,2018,539742.0
Malinau,2019,585654.0
Malinau,2020,616161.0
Malinau,2021,650444.0
Malinau,2022,692605.0
Malinau,2023,749933.0
Malinau,2024,791037.0
Maluku Barat Daya,2018,441211.0
Maluku Barat Daya,2019,468842.0
Maluku Barat Daya,2020,521899.0
Maluku Barat Daya,2021,535594.0
Maluku Barat Daya,2022,586021.0
Maluku Barat Daya,2023,658036.0
Maluku Barat Daya,2024,686428.0
Maluku Tengah,2018,431512.0
Maluku Tengah,2019,474224.0
Maluku Tengah,2020,503800.0
Maluku Tengah,2021,515582.0
Maluku Tengah,2022,542782.0
Maluku Tengah,2023,589125.0
Maluku Tengah,2024,614323.0
Maluku Tenggara,2018,436927.0
Maluku Tenggara,2019,464649.0
Maluku Tenggara,2020,517821.0
Maluku Tenggara,2021,549047.0
Maluku Tenggara,2022,595041.0
Maluku Tenggara,2023,669140.0
Maluku Tenggara,2024,695738.0
Maluku Tenggara Barat,2018,398729.0
Maluku Tenggara Barat,2019,423823.0
Maluku Tenggara Barat,2020,479402.0
Maluku Tenggara Barat,2021,506106.0
Maluku Tenggara Barat,2022,546300.0
Maluku Tenggara Barat,2023,615768.0
Maluku Tenggara Barat,2024,645956.0
Mamasa,2018,249103.0
Mamasa,2019,256544.0
Mamasa,2020,273513.0
Mamasa,2021,283758.0
Mamasa,2022,312206.0
Mamasa,2023,329768.0
Mamasa,2024,347008.0
Mamberamo Raya,2018,666886.0
Mamberamo Raya,2019,683779.0
Mamberamo Raya,2020,727830.0
Mamberamo Raya,2021,769848.0
Mamberamo Raya,2022,803286.0
Mamberamo Raya,2023,834564.0
Mamberamo Raya,2024,861147.0
Mamberamo Tengah,2018,375753.0
Mamberamo Tengah,2019,388619.0
Mamberamo Tengah,2020,412574.0
Mamberamo Tengah,2021,449409.0
Mamberamo Tengah,2022,475436.0
Mamberamo Tengah,2023,526584.0
Mamberamo Tengah,2024,713489.0
Mamuju,2018,252429.0
Mamuju,2019,259969.0
Mamuju,2020,277078.0
Mamuju,2021,287896.0
Mamuju,2022,319586.0
Mamuju,2023,340795.0
Mamuju,2024,356903.0
Mamuju Tengah,2018,236699.0
Mamuju Tengah,2019,239592.0
Mamuju Tengah,2020,255440.0
Mamuju Tengah,2021,265413.0
Mamuju Tengah,2022,290030.0
Mamuju Tengah,2023,309227.0
Mamuju Tengah,2024,324888.0
Mamuju Utara,2018,330226.0
Mamuju Utara,2019,332145.0
Mamuju Utara,2020,354115.0
Mamuju Utara,2021,367941.0
Mamuju Utara,2022,404318.0
Mamuju Utara,2023,432269.0
Mamuju Utara,2024,453038.0
Mandailing Natal,2018,336820.0
Mandailing Natal,2019,356058.0
Mandailing Natal,2020,400721.0
Mandailing Natal,2021,423017.0
Mandailing Natal,2022,450345.0
Mandailing Natal,2023,487436.0
Mandailing Natal,2024,519553.0
Manggarai,2018,311833.0
Manggarai,2019,316910.0
Manggarai,2020,340633.0
Manggarai,2021,371531.0
Manggarai,2022,407261.0
Manggarai,2023,443908.0
Manggarai,2024,454625.0
Manggarai Barat,2018,313380.0
Manggarai Barat,2019,318546.0
Manggarai Barat,2020,340094.0
Manggarai Barat,2021,370943.0
Manggarai Barat,2022,405746.0
Manggarai Barat,2023,444474.0
Manggarai Barat,2024,458834.0
Manggarai Timur,2018,313593.0
Manggarai Timur,2019,318762.0
Manggarai Timur,2020,344642.0
Manggarai Timur,2021,373972.0
Manggarai Timur,2022,411670.0
Manggarai Timur,2023,446504.0
Manggarai Timur,2024,458116.0
Manokwari,2018,575114.0
Manokwari,2019,629074.0
Manokwari,2020,651032.0
Manokwari,2021,663438.0
Manokwari,2022,690028.0
Manokwari,2023,752635.0
Manokwari,2024,802749.0
Manokwari Selatan,2018,578734.0
Manokwari Selatan,2019,635595.0
Manokwari Selatan,2020,678494.0
Manokwari Selatan,2021,686235.0
Manokwari Selatan,2022,702674.0
Manokwari Selatan,2023,719773.0
Manokwari Selatan,2024,734246.0
Mappi,2018,301237.0
Mappi,2019,330427.0
Mappi,2020,351801.0
Mappi,2021,375922.0
Mappi,2022,402212.0
Mappi,2023,427352.0
Mappi,2024,480727.0
Maros,2018,376749.0
Maros,2019,405944.0
Maros,2020,414324.0
Maros,2021,424637.0
Maros,2022,450275.0
Maros,2023,510040.0
Maros,2024,530070.0
Maybrat,2018,335912.0
Maybrat,2019,359500.0
Maybrat,2020,383715.0
Maybrat,2021,396386.0
Maybrat,2022,479977.0
Maybrat,2023,515069.0
Maybrat,2024,565725.0
Melawi,2018,509138.0
Melawi,2019,534933.0
Melawi,2020,550535.0
Melawi,2021,570434.0
Melawi,2022,602209.0
Melawi,2023,640608.0
Melawi,2024,666972.0
Merangin,2018,374250.0
Merangin,2019,406466.0
Merangin,2020,440156.0
Merangin,2021,453696.0
Merangin,2022,489880.0
Merangin,2023,537492.0
Merangin,2024,617011.0
Merauke,2018,345965.0
Merauke,2019,346502.0
Merauke,2020,366296.0
Merauke,2021,387443.0
Merauke,2022,408710.0
Merauke,2023,434596.0
Merauke,2024,484224.0
Mesuji,2018,370497.0
Mesuji,2019,382020.0
Mesuji,2020,423133.0
Mesuji,2021,436653.0
Mesuji,2022,459977.0
Mesuji,2023,525183.0
Mesuji,2024,555729.0
Mimika,2018,762184.0
Mimika,2019,836301.0
Mimika,2020,870355.0
Mimika,2021,936862.0
Mimika,2022,1002327.0
Mimika,2023,1056252.0
Mimika,2024,1099143.0
Minahasa,2018,261388.0
Minahasa,2019,275444.0
Minahasa,2020,285596.0
Minahasa,2021,299072.0
Minahasa,2022,308634.0
Minahasa,2023,338802.0
Minahasa,2024,352693.0
Minahasa Selatan,2018,303738.0
Minahasa Selatan,2019,324860.0
Minahasa Selatan,2020,336715.0
Minahasa Selatan,2021,352603.0
Minahasa Selatan,2022,365119.0
Minahasa Selatan,2023,394739.0
Minahasa Selatan,2024,435428.0
Minahasa Tenggara,2018,305919.0
Minahasa Tenggara,2019,325896.0
Minahasa Tenggara,2020,332966.0
Minahasa Tenggara,2021,346746.0
Minahasa Tenggara,2022,356988.0
Minahasa Tenggara,2023,385636.0
Minahasa Tenggara,2024,402654.0
Minahasa Utara,2018,300764.0
Minahasa Utara,2019,321679.0
Minahasa Utara,2020,333535.0
Minahasa Utara,2021,347938.0
Minahasa Utara,2022,362428.0
Minahasa Utara,2023,391699.0
Minahasa Utara,2024,427412.0
Mojokerto,2018,370610.0
Mojokerto,2019,394003.0
Mojokerto,2020,406043.0
Mojokerto,2021,417784.0
Mojokerto,2022,445608.0
Mojokerto,2023,486520.0
Mojokerto,2024,508618.0
Morowali,2018,402292.0
Morowali,2019,428744.0
Morowali,2020,463140.0
Morowali,2021,478409.0
Morowali,2022,507523.0
Morowali,2023,553185.0
Morowali,2024,590027.0
Morowali Utara,2018,412942.0
Morowali Utara,2019,441554.0
Morowali Utara,2020,474170.0
Morowali Utara,2021,486511.0
Morowali Utara,2022,519441.0
Morowali Utara,2023,556204.0
Morowali Utara,2024,594137.0
Muara Enim,2018,353012.0
Muara Enim,2019,367761.0
Muara Enim,2020,390342.0
Muara Enim,2021,405782.0
Muara Enim,2022,426216.0
Muara Enim,2023,467396.0
Muara Enim,2024,491107.0
Muaro Jambi,2018,353583.0
Muaro Jambi,2019,375372.0
Muaro Jambi,2020,409104.0
Muaro Jambi,2021,425294.0
Muaro Jambi,2022,462035.0
Muaro Jambi,2023,535244.0
Muaro Jambi,2024,617948.0
Mukomuko,2018,411795.0
Mukomuko,2019,426737.0
Mukomuko,2020,448127.0
Mukomuko,2021,464473.0
Mukomuko,2022,494426.0
Mukomuko,2023,534660.0
Mukomuko,2024,566069.0
Muna,2018,314928.0
Muna,2019,342948.0
Muna,2020,358333.0
Muna,2021,368922.0
Muna,2022,387114.0
Muna,2023,419071.0
Muna,2024,434750.0
Muna Barat,2018,315009.0
Muna Barat,2019,342811.0
Muna Barat,2020,357477.0
Muna Barat,2021,367868.0
Muna Barat,2022,382129.0
Muna Barat,2023,412697.0
Muna Barat,2024,428282.0
Murung Raya,2018,442639.0
Murung Raya,2019,462334.0
Murung Raya,2020,492693.0
Murung Raya,2021,510939.0
Murung Raya,2022,550105.0
Murung Raya,2023,607650.0
Murung Raya,2024,646759.0
Musi Banyuasin,2018,466822.0
Musi Banyuasin,2019,486476.0
Musi Banyuasin,2020,519797.0
Musi Banyuasin,2021,537774.0
Musi Banyuasin,2022,566393.0
Musi Banyuasin,2023,593258.0
Musi Banyuasin,2024,594355.0
Musi Rawas,2018,427595.0
Musi Rawas,2019,437854.0
Musi Rawas,2020,467766.0
Musi Rawas,2021,493675.0
Musi Rawas,2022,524110.0
Musi Rawas,2023,564151.0
Musi Rawas,2024,589926.0
Musi Rawas Utara,2018,456844.0
Musi Rawas Utara,2019,470485.0
Musi Rawas Utara,2020,504598.0
Musi Rawas Utara,2021,532273.0
Musi Rawas Utara,2022,565070.0
Musi Rawas Utara,2023,604903.0
Musi Rawas Utara,2024,638089.0
Nabire,2018,579470.0
Nabire,2019,579753.0
Nabire,2020,612872.0
Nabire,2021,665325.0
Nabire,2022,705953.0
Nabire,2023,771751.0
Nabire,2024,833652.0
Nagan Raya,2018,426827.0
Nagan Raya,2019,446144.0
Nagan Raya,2020,493121.0
Nagan Raya,2021,508801.0
Nagan Raya,2022,544300.0
Nagan Raya,2023,594374.0
Nagan Raya,2024,635820.0
Nagekeo,2018,323316.0
Nagekeo,2019,328646.0
Nagekeo,2020,353481.0
Nagekeo,2021,386027.0
Nagekeo,2022,422982.0
Nagekeo,2023,472041.0
Nagekeo,2024,487814.0
Natuna,2018,362519.0
Natuna,2019,378573.0
Natuna,2020,408164.0
Natuna,2021,420503.0
Natuna,2022,449302.0
Natuna,2023,480103.0
Natuna,2024,501927.0
Nduga,2018,331445.0
Nduga,2019,341566.0
Nduga,2020,360779.0
Nduga,2021,392990.0
Nduga,2022,420185.0
Nduga,2023,475682.0
Nduga,2024,654456.0
Ngada,2018,331266.0
Ngada,2019,336601.0
Ngada,2020,363531.0
Ngada,2021,396506.0
Ngada,2022,435916.0
Ngada,2023,477840.0
Ngada,2024,489139.0
Nganjuk,2018,388186.0
Nganjuk,2019,408160.0
Nganjuk,2020,428882.0
Nganjuk,2021,446232.0
Nganjuk,2022,474429.0
Nganjuk,2023,513565.0
Nganjuk,2024,539714.0
Ngawi,2018,301158.0
Ngawi,2019,325235.0
Ngawi,2020,342556.0
Ngawi,2021,358663.0
Ngawi,2022,382301.0
Ngawi,2023,413947.0
Ngawi,2024,445865.0
Nias,2018,353141.0
Nias,2019,361698.0
Nias,2020,405355.0
Nias,2021,428739.0
Nias,2022,454570.0
Nias,2023,485533.0
Nias,2024,520024.0
Nias Barat,2018,386431.0
Nias Barat,2019,393450.0
Nias Barat,2020,433249.0
Nias Barat,2021,458533.0
Nias Barat,2022,487469.0
Nias Barat,2023,520543.0
Nias Barat,2024,556919.0
Nias Selatan,2018,261104.0
Nias Selatan,2019,279468.0
Nias Selatan,2020,312453.0
Nias Selatan,2021,329308.0
Nias Selatan,2022,350452.0
Nias Selatan,2023,379929.0
Nias Selatan,2024,406429.0
Nias Utara,2018,383552.0
Nias Utara,2019,390564.0
Nias Utara,2020,429836.0
Nias Utara,2021,455118.0
Nias Utara,2022,474533.0
Nias Utara,2023,501443.0
Nias Utara,2024,535575.0
Nunukan,2018,403045.0
Nunukan,2019,430630.0
Nunukan,2020,450718.0
Nunukan,2021,479712.0
Nunukan,2022,519231.0
Nunukan,2023,556342.0
Nunukan,2024,597431.0
Ogan Ilir,2018,416098.0
Ogan Ilir,2019,433616.0
Ogan Ilir,2020,469746.0
Ogan Ilir,2021,492537.0
Ogan Ilir,2022,523864.0
Ogan Ilir,2023,571657.0
Ogan Ilir,2024,589012.0
Ogan Komering Ilir,2018,333505.0
Ogan Komering Ilir,2019,347121.0
Ogan Komering Ilir,2020,375837.0
Ogan Komering Ilir,2021,393240.0
Ogan Komering Ilir,2022,416417.0
Ogan Komering Ilir,2023,444881.0
Ogan Komering Ilir,2024,473057.0
Ogan Komering Ulu,2018,415785.0
Ogan Komering Ulu,2019,428200.0
Ogan Komering Ulu,2020,457452.0
Ogan Komering Ulu,2021,481139.0
Ogan Komering Ulu,2022,511887.0
Ogan Komering Ulu,2023,548200.0
Ogan Komering Ulu,2024,563523.0
Ogan Komering Ulu Selatan,2018,310717.0
Ogan Komering Ulu Selatan,2019,319333.0
Ogan Komering Ulu Selatan,2020,341148.0
Ogan Komering Ulu Selatan,2021,359859.0
Ogan Komering Ulu Selatan,2022,379854.0
Ogan Komering Ulu Selatan,2023,413228.0
Ogan Komering Ulu Selatan,2024,436420.0
Ogan Komering Ulu Timur,2018,312340.0
Ogan Komering Ulu Timur,2019,321629.0
Ogan Komering Ulu Timur,2020,343601.0
Ogan Komering Ulu Timur,2021,362446.0
Ogan Komering Ulu Timur,2022,383463.0
Ogan Komering Ulu Timur,2023,410548.0
Ogan Komering Ulu Timur,2024,434534.0
Pacitan,2018,268592.0
Pacitan,2019,283321.0
Pacitan,2020,296271.0
Pacitan,2021,309655.0
Pacitan,2022,327758.0
Pacitan,2023,352606.0
Pacitan,2024,370643.0
