Kabupaten/Kota,Tahun,Garis Kemiskinan
Tuban,2024,488131.0
Tulang Bawang Barat,2018,384933.0
Tulang Bawang Barat,2019,391096.0
Tulang Bawang Barat,2020,432693.0
Tulang Bawang Barat,2021,447327.0
Tulang Bawang Barat,2022,476712.0
Tulang Bawang Barat,2023,511418.0
Tulang Bawang Barat,2024,544020.0
Tulangbawang,2018,384465.0
Tulangbawang,2019,393676.0
Tulangbawang,2020,438744.0
Tulangbawang,2021,456567.0
Tulangbawang,2022,486739.0
Tulangbawang,2023,522396.0
Tulangbawang,2024,560324.0
Tulungagung,2018,328640.0
Tulungagung,2019,341651.0
Tulungagung,2020,362213.0
Tulungagung,2021,374183.0
Tulungagung,2022,391888.0
Tulungagung,2023,423875.0
Tulungagung,2024,447793.0
Wajo,2018,297121.0
Wajo,2019,311017.0
Wajo,2020,350765.0
Wajo,2021,361181.0
Wajo,2022,375022.0
Wajo,2023,402351.0
Wajo,2024,431291.0
Wakatobi,2018,256308.0
Wakatobi,2019,278929.0
Wakatobi,2020,294440.0
Wakatobi,2021,302511.0
Wakatobi,2022,319981.0
Wakatobi,2023,340151.0
Wakatobi,2024,355748.0
Waropen,2018,632478.0
Waropen,2019,655060.0
Waropen,2020,691544.0
Waropen,2021,731467.0
Waropen,2022,769979.0
Waropen,2023,810167.0
Waropen,2024,835594.0
Way Kanan,2018,333033.0
Way Kanan,2019,341012.0
Way Kanan,2020,377712.0
Way Kanan,2021,389088.0
Way Kanan,2022,409522.0
Way Kanan,2023,433471.0
Way Kanan,2024,464717.0
Wonogiri,2018,293357.0
Wonogiri,2019,327364.0
Wonogiri,2020,341643.0
Wonogiri,2021,356728.0
Wonogiri,2022,376763.0
Wonogiri,2023,414901.0
Wonogiri,2024,443563.0
Wonosobo,2018,323490.0
Wonosobo,2019,340827.0
Wonosobo,2020,362683.0
Wonosobo,2021,373474.0
Wonosobo,2022,399180.0
Wonosobo,2023,425105.0
Wonosobo,2024,456351.0
Yahukimo,2018,379628.0
Yahukimo,2019,414936.0
Yahukimo,2020,428433.0
Yahukimo,2021,466113.0
Yahukimo,2022,496222.0
Yahukimo,2023,549772.0
Yahukimo,2024,718084.0
Yalimo,2018,320971.0
Yalimo,2019,330040.0
Yalimo,2020,347171.0
Yalimo,2021,378167.0
Yalimo,2022,395868.0
Yalimo,2023,434256.0
Yalimo,2024,600536.0
