Kabupaten/Kota,Tahun,Pengeluaran Perkapita Buah-Buahan
Tulang Bawang Barat,2018,4312.0
Tulang Bawang Barat,2019,3616.0
Tulang Bawang Barat,2020,3715.0
Tulang Bawang Barat,2021,3370.0
Tulang Bawang Barat,2022,3984.26
Tulang Bawang Barat,2023,4276.44
Tulang Bawang Barat,2024,6347.0
Tulangbawang,2018,5640.0
Tulangbawang,2019,4146.0
Tulangbawang,2020,4752.0
Tulangbawang,2021,3634.0
Tulangbawang,2022,4912.76
Tulangbawang,2023,4689.73
Tulangbawang,2024,7215.0
Tulungagung,2018,7752.0
Tulungagung,2019,6178.0
Tulungagung,2020,7990.0
Tulungagung,2021,6467.0
Tulungagung,2022,9386.08
Tulungagung,2023,7091.38
Tulungagung,2024,7650.0
Wajo,2018,4974.0
Wajo,2019,7589.0
Wajo,2020,9243.0
Wajo,2021,3573.0
Wajo,2022,5536.81
Wajo,2023,9444.19
Wajo,2024,9300.0
Wakatobi,2018,4714.0
Wakatobi,2019,4576.0
Wakatobi,2020,6343.0
Wakatobi,2021,3465.0
Wakatobi,2022,4829.91
Wakatobi,2023,6380.19
Wakatobi,2024,7320.0
Waropen,2018,8766.0
Waropen,2019,2615.0
Waropen,2020,14597.0
Waropen,2021,4976.0
Waropen,2022,3466.09
Waropen,2023,5914.29
Waropen,2024,1879.0
Way Kanan,2018,5268.0
Way Kanan,2019,4049.0
Way Kanan,2020,4483.0
Way Kanan,2021,5310.0
Way Kanan,2022,5853.99
Way Kanan,2023,9108.78
Way Kanan,2024,8584.0
Wonogiri,2018,5134.0
Wonogiri,2019,4100.0
Wonogiri,2020,4075.0
Wonogiri,2021,5158.0
Wonogiri,2022,6212.1
Wonogiri,2023,6344.2
Wonogiri,2024,6870.0
Wonosobo,2018,10769.0
Wonosobo,2019,9402.0
Wonosobo,2020,7068.0
Wonosobo,2021,5307.0
Wonosobo,2022,6028.31
Wonosobo,2023,7468.52
Wonosobo,2024,6803.0
Yahukimo,2018,4255.0
Yahukimo,2019,5036.0
Yahukimo,2020,8554.0
Yahukimo,2021,9063.0
Yahukimo,2022,10535.55
Yahukimo,2023,9732.61
Yahukimo,2024,6519.0
Yalimo,2018,6538.0
Yalimo,2019,3381.0
Yalimo,2020,3660.0
Yalimo,2021,8033.0
Yalimo,2022,7903.15
Yalimo,2023,11369.67
Yalimo,2024,13414.0
