Kabupaten/Kota,Tahun,Pengeluaran Perkapita Buah-Buahan
Kota Sorong,2021,7500.0
Kota Sorong,2022,7141.83
Kota Sorong,2023,7954.97
Kota Sorong,2024,7888.0
Kota Subulussalam,2018,4423.0
Kota Subulussalam,2019,5284.0
Kota Subulussalam,2020,5139.0
Kota Subulussalam,2021,5094.0
Kota Subulussalam,2022,7958.76
Kota Subulussalam,2023,7786.62
Kota Subulussalam,2024,6226.0
Kota Sukabumi,2018,8840.0
Kota Sukabumi,2019,8891.0
Kota Sukabumi,2020,8923.0
Kota Sukabumi,2021,7466.0
Kota Sukabumi,2022,8589.65
Kota Sukabumi,2023,10470.56
Kota Sukabumi,2024,13078.0
Kota Sungai Penuh,2018,8607.0
Kota Sungai Penuh,2019,6032.0
Kota Sungai Penuh,2020,8290.0
Kota Sungai Penuh,2021,6424.0
Kota Sungai Penuh,2022,6543.18
Kota Sungai Penuh,2023,6769.98
Kota Sungai Penuh,2024,9230.0
Kota Surabaya,2018,8425.0
Kota Surabaya,2019,7690.0
Kota Surabaya,2020,8107.0
Kota Surabaya,2021,7880.0
Kota Surabaya,2022,8433.74
Kota Surabaya,2023,11105.57
Kota Surabaya,2024,15153.0
Kota Surakarta,2018,7141.0
Kota Surakarta,2019,6844.0
Kota Surakarta,2020,7171.0
Kota Surakarta,2021,7649.0
Kota Surakarta,2022,10253.12
Kota Surakarta,2023,8393.16
Kota Surakarta,2024,9502.0
Kota Tangerang,2018,10563.0
Kota Tangerang,2019,11093.0
Kota Tangerang,2020,12344.0
Kota Tangerang,2021,10017.0
Kota Tangerang,2022,12731.59
Kota Tangerang,2023,15419.53
Kota Tangerang,2024,15713.0
Kota Tangerang Selatan,2018,11854.0
Kota Tangerang Selatan,2019,10041.0
Kota Tangerang Selatan,2020,11302.0
Kota Tangerang Selatan,2021,11525.0
Kota Tangerang Selatan,2022,12071.8
Kota Tangerang Selatan,2023,11308.21
Kota Tangerang Selatan,2024,14047.0
Kota Tanjung Balai,2018,5429.0
Kota Tanjung Balai,2019,6003.0
Kota Tanjung Balai,2020,6501.0
Kota Tanjung Balai,2021,6351.0
Kota Tanjung Balai,2022,9094.64
Kota Tanjung Balai,2023,7770.85
Kota Tanjung Balai,2024,9501.0
Kota Tanjung Pinang,2018,6838.0
Kota Tanjung Pinang,2019,7845.0
Kota Tanjung Pinang,2020,8949.0
Kota Tanjung Pinang,2021,9225.0
Kota Tanjung Pinang,2022,7110.48
Kota Tanjung Pinang,2023,9335.34
Kota Tanjung Pinang,2024,11005.0
Kota Tarakan,2018,6160.0
Kota Tarakan,2019,8356.0
Kota Tarakan,2020,7394.0
Kota Tarakan,2021,7869.0
Kota Tarakan,2022,6648.26
Kota Tarakan,2023,8577.0
Kota Tarakan,2024,8685.0
Kota Tasikmalaya,2018,9695.0
Kota Tasikmalaya,2019,7788.0
Kota Tasikmalaya,2020,7158.0
Kota Tasikmalaya,2021,7744.0
Kota Tasikmalaya,2022,8737.47
Kota Tasikmalaya,2023,9073.81
Kota Tasikmalaya,2024,13430.0
Kota Tebing Tinggi,2018,4624.0
Kota Tebing Tinggi,2019,5492.0
Kota Tebing Tinggi,2020,6759.0
Kota Tebing Tinggi,2021,6962.0
Kota Tebing Tinggi,2022,6866.54
Kota Tebing Tinggi,2023,7832.01
Kota Tebing Tinggi,2024,9095.0
Kota Tegal,2018,5958.0
Kota Tegal,2019,6339.0
Kota Tegal,2020,7487.0
Kota Tegal,2021,7173.0
Kota Tegal,2022,7150.27
Kota Tegal,2023,8629.57
Kota Tegal,2024,7366.0
Kota Ternate,2018,7379.0
Kota Ternate,2019,10343.0
Kota Ternate,2020,10729.0
Kota Ternate,2021,6671.0
Kota Ternate,2022,9895.49
Kota Ternate,2023,7453.53
Kota Ternate,2024,19293.0
Kota Tidore Kepulauan,2018,6553.0
Kota Tidore Kepulauan,2019,11227.0
Kota Tidore Kepulauan,2020,11585.0
Kota Tidore Kepulauan,2021,5941.0
Kota Tidore Kepulauan,2022,9403.27
Kota Tidore Kepulauan,2023,9348.07
Kota Tidore Kepulauan,2024,15130.0
Kota Tomohon,2018,7383.0
Kota Tomohon,2019,8889.0
Kota Tomohon,2020,10825.0
Kota Tomohon,2021,7561.0
Kota Tomohon,2022,8099.46
Kota Tomohon,2023,6832.0
Kota Tomohon,2024,13280.0
Kota Tual,2018,4658.0
Kota Tual,2019,5379.0
Kota Tual,2020,5503.0
Kota Tual,2021,3580.0
Kota Tual,2022,5372.88
Kota Tual,2023,5531.12
Kota Tual,2024,8913.0
Kota Yogyakarta,2018,8340.0
Kota Yogyakarta,2019,9010.0
Kota Yogyakarta,2020,8141.0
Kota Yogyakarta,2021,7722.0
Kota Yogyakarta,2022,9798.91
Kota Yogyakarta,2023,8617.19
Kota Yogyakarta,2024,10971.0
Kotawaringin Barat,2018,6785.0
Kotawaringin Barat,2019,8084.0
Kotawaringin Barat,2020,6969.0
Kotawaringin Barat,2021,6844.0
Kotawaringin Barat,2022,9862.95
Kotawaringin Barat,2023,9619.59
Kotawaringin Barat,2024,12232.0
Kotawaringin Timur,2018,5981.0
Kotawaringin Timur,2019,5890.0
Kotawaringin Timur,2020,7495.0
Kotawaringin Timur,2021,6501.0
Kotawaringin Timur,2022,6620.56
Kotawaringin Timur,2023,7455.72
Kotawaringin Timur,2024,9253.0
Kuantan Singingi,2018,6106.0
Kuantan Singingi,2019,5710.0
Kuantan Singingi,2020,5350.0
Kuantan Singingi,2021,6456.0
Kuantan Singingi,2022,7049.48
Kuantan Singingi,2023,6451.75
Kuantan Singingi,2024,8118.0
Kubu Raya,2018,3298.0
Kubu Raya,2019,3726.0
Kubu Raya,2020,3708.0
Kubu Raya,2021,3079.0
Kubu Raya,2022,3976.75
Kubu Raya,2023,3477.08
Kubu Raya,2024,5931.0
Kudus,2018,5163.0
Kudus,2019,5225.0
Kudus,2020,5287.0
Kudus,2021,5463.0
Kudus,2022,8240.77
Kudus,2023,6509.44
Kudus,2024,7844.0
Kulon Progo,2018,5827.0
Kulon Progo,2019,5706.0
Kulon Progo,2020,5191.0
Kulon Progo,2021,4592.0
Kulon Progo,2022,7151.16
Kulon Progo,2023,6660.1
Kulon Progo,2024,7333.0
Kuningan,2018,6237.0
Kuningan,2019,4578.0
Kuningan,2020,6853.0
Kuningan,2021,6210.0
Kuningan,2022,5804.3
Kuningan,2023,6644.12
Kuningan,2024,6396.0
Kupang,2018,1712.0
Kupang,2019,1611.0
Kupang,2020,2174.0
Kupang,2021,1651.0
Kupang,2022,2171.36
Kupang,2023,2919.0
Kupang,2024,3543.0
Kutai Barat,2018,14582.0
Kutai Barat,2019,10627.0
Kutai Barat,2020,11377.0
Kutai Barat,2021,6513.0
Kutai Barat,2022,6401.1
Kutai Barat,2023,12156.65
Kutai Barat,2024,13134.0
Kutai Kartanegara,2018,7049.0
Kutai Kartanegara,2019,6723.0
Kutai Kartanegara,2020,7799.0
Kutai Kartanegara,2021,5523.0
Kutai Kartanegara,2022,6787.57
Kutai Kartanegara,2023,8482.65
Kutai Kartanegara,2024,13568.0
Kutai Timur,2018,8086.0
Kutai Timur,2019,10271.0
Kutai Timur,2020,11498.0
Kutai Timur,2021,8044.0
Kutai Timur,2022,7801.99
Kutai Timur,2023,11693.15
Kutai Timur,2024,14032.0
Labuhan Batu,2018,5053.0
Labuhan Batu,2019,5276.0
Labuhan Batu,2020,5363.0
Labuhan Batu,2021,4073.0
Labuhan Batu,2022,5694.2
Labuhan Batu,2023,5750.68
Labuhan Batu,2024,6041.0
Labuhan Batu Selatan,2018,4594.0
Labuhan Batu Selatan,2019,5072.0
Labuhan Batu Selatan,2020,4814.0
Labuhan Batu Selatan,2021,5327.0
Labuhan Batu Selatan,2022,5934.33
Labuhan Batu Selatan,2023,5638.77
Labuhan Batu Selatan,2024,5672.0
Labuhan Batu Utara,2018,4773.0
Labuhan Batu Utara,2019,5064.0
Labuhan Batu Utara,2020,6859.0
Labuhan Batu Utara,2021,5604.0
Labuhan Batu Utara,2022,6995.81
Labuhan Batu Utara,2023,6433.78
Labuhan Batu Utara,2024,6464.0
Lahat,2018,4902.0
Lahat,2019,4698.0
Lahat,2020,6450.0
Lahat,2021,3930.0
Lahat,2022,5253.01
Lahat,2023,6708.79
Lahat,2024,10984.0
Lamandau,2018,7989.0
Lamandau,2019,10521.0
Lamandau,2020,10680.0
Lamandau,2021,8441.0
Lamandau,2022,10423.88
Lamandau,2023,9996.01
Lamandau,2024,14142.0
Lamongan,2018,6031.0
Lamongan,2019,5284.0
Lamongan,2020,6558.0
Lamongan,2021,5447.0
Lamongan,2022,7293.41
Lamongan,2023,7971.02
Lamongan,2024,7178.0
Lampung Barat,2018,6097.0
Lampung Barat,2019,4163.0
Lampung Barat,2020,8051.0
Lampung Barat,2021,4794.0
Lampung Barat,2022,4960.26
Lampung Barat,2023,4933.77
Lampung Barat,2024,10689.0
Lampung Selatan,2018,7319.0
Lampung Selatan,2019,4533.0
Lampung Selatan,2020,5268.0
Lampung Selatan,2021,5263.0
Lampung Selatan,2022,5742.0
Lampung Selatan,2023,6813.94
Lampung Selatan,2024,10673.0
Lampung Tengah,2018,5382.0
Lampung Tengah,2019,4227.0
Lampung Tengah,2020,4948.0
Lampung Tengah,2021,4233.0
Lampung Tengah,2022,5066.77
Lampung Tengah,2023,6059.52
Lampung Tengah,2024,8609.0
Lampung Timur,2018,5856.0
Lampung Timur,2019,4059.0
Lampung Timur,2020,4561.0
Lampung Timur,2021,4519.0
Lampung Timur,2022,5040.33
Lampung Timur,2023,5557.57
Lampung Timur,2024,6330.0
Lampung Utara,2018,4593.0
Lampung Utara,2019,4129.0
Lampung Utara,2020,3714.0
Lampung Utara,2021,3398.0
Lampung Utara,2022,3927.95
Lampung Utara,2023,5270.1
Lampung Utara,2024,5834.0
Landak,2018,2343.0
Landak,2019,2670.0
Landak,2020,4470.0
Landak,2021,2905.0
Landak,2022,5463.19
Landak,2023,5298.36
Landak,2024,9331.0
Langkat,2018,3551.0
Langkat,2019,4429.0
Langkat,2020,4496.0
Langkat,2021,4411.0
Langkat,2022,7111.17
Langkat,2023,6546.19
Langkat,2024,5939.0
Lanny Jaya,2018,2971.0
Lanny Jaya,2019,6293.0
Lanny Jaya,2020,5476.0
Lanny Jaya,2021,9451.0
Lanny Jaya,2022,10543.06
Lanny Jaya,2023,8873.54
Lanny Jaya,2024,4550.0
Lebak,2018,6646.0
Lebak,2019,6879.0
Lebak,2020,6903.0
Lebak,2021,5270.0
Lebak,2022,7372.43
Lebak,2023,6130.86
Lebak,2024,11484.0
Lebong,2018,4625.0
Lebong,2019,4546.0
Lebong,2020,7799.0
Lebong,2021,4974.0
Lebong,2022,5088.94
Lebong,2023,5612.78
Lebong,2024,11058.0
Lembata,2018,2146.0
Lembata,2019,3179.0
Lembata,2020,3612.0
Lembata,2021,3493.0
Lembata,2022,4731.97
Lembata,2023,5853.51
Lembata,2024,5232.0
Lima Puluh Kota,2018,5075.0
Lima Puluh Kota,2019,5331.0
Lima Puluh Kota,2020,7519.0
Lima Puluh Kota,2021,5343.0
Lima Puluh Kota,2022,7082.3
Lima Puluh Kota,2023,5713.53
Lima Puluh Kota,2024,7591.0
Lingga,2018,5164.0
Lingga,2019,5230.0
Lingga,2020,5090.0
Lingga,2021,6195.0
Lingga,2022,6854.41
Lingga,2023,6383.42
Lingga,2024,8812.0
Lombok Barat,2018,9201.0
Lombok Barat,2019,8083.0
Lombok Barat,2020,9633.0
Lombok Barat,2021,5747.0
Lombok Barat,2022,6252.8
Lombok Barat,2023,8412.24
Lombok Barat,2024,10901.0
Lombok Tengah,2018,7973.0
Lombok Tengah,2019,5842.0
Lombok Tengah,2020,7830.0
Lombok Tengah,2021,5144.0
Lombok Tengah,2022,5440.91
Lombok Tengah,2023,7971.54
Lombok Tengah,2024,8423.0
Lombok Timur,2018,8317.0
Lombok Timur,2019,5067.0
Lombok Timur,2020,7022.0
Lombok Timur,2021,8037.0
Lombok Timur,2022,8660.84
Lombok Timur,2023,11053.4
Lombok Timur,2024,15474.0
Lombok Utara,2018,12353.0
Lombok Utara,2019,9341.0
Lombok Utara,2020,11229.0
Lombok Utara,2021,5918.0
Lombok Utara,2022,11102.94
Lombok Utara,2023,13338.92
Lombok Utara,2024,10737.0
Lumajang,2018,4887.0
Lumajang,2019,5101.0
Lumajang,2020,4679.0
Lumajang,2021,6158.0
Lumajang,2022,6643.44
Lumajang,2023,8678.06
Lumajang,2024,10299.0
Luwu,2018,7924.0
Luwu,2019,10579.0
Luwu,2020,10357.0
Luwu,2021,3376.0
Luwu,2022,6335.87
Luwu,2023,8888.74
Luwu,2024,10017.0
Luwu Timur,2018,6869.0
Luwu Timur,2019,12168.0
Luwu Timur,2020,9619.0
Luwu Timur,2021,4866.0
Luwu Timur,2022,9865.74
Luwu Timur,2023,14675.26
Luwu Timur,2024,12204.0
Luwu Utara,2018,5575.0
Luwu Utara,2019,8365.0
Luwu Utara,2020,8380.0
Luwu Utara,2021,3689.0
Luwu Utara,2022,9052.36
Luwu Utara,2023,11685.99
Luwu Utara,2024,14232.0
Madiun,2018,5475.0
Madiun,2019,5906.0
Madiun,2020,5178.0
Madiun,2021,4834.0
Madiun,2022,5255.57
Madiun,2023,6664.93
Madiun,2024,7408.0
Magelang,2018,5269.0
Magelang,2019,5855.0
Magelang,2020,5457.0
Magelang,2021,4482.0
Magelang,2022,5473.13
Magelang,2023,6759.74
Magelang,2024,7186.0
Magetan,2018,4785.0
Magetan,2019,5404.0
Magetan,2020,5135.0
Magetan,2021,5383.0
Magetan,2022,6089.07
Magetan,2023,6215.13
Magetan,2024,7647.0
Mahakam Ulu,2018,14071.0
Mahakam Ulu,2019,10456.0
Mahakam Ulu,2020,10924.0
Mahakam Ulu,2021,4959.0
Mahakam Ulu,2022,3955.27
Mahakam Ulu,2023,8348.26
Mahakam Ulu,2024,8560.0
Majalengka,2018,5652.0
Majalengka,2019,5555.0
Majalengka,2020,6179.0
Majalengka,2021,5725.0
Majalengka,2022,6373.28
Majalengka,2023,6352.91
Majalengka,2024,7398.0
Majene,2018,4458.0
Majene,2019,5622.0
Majene,2020,5801.0
Majene,2021,3230.0
Majene,2022,3406.09
Majene,2023,3845.85
Majene,2024,7725.0
Malaka,2018,1591.0
Malaka,2019,1005.0
Malaka,2020,1870.0
Malaka,2021,1349.0
Malaka,2022,1918.25
Malaka,2023,2749.6
Malaka,2024,4185.0
Malang,2018,6135.0
Malang,2019,4798.0
Malang,2020,5736.0
Malang,2021,4755.0
Malang,2022,5166.79
Malang,2023,7604.38
Malang,2024,8778.0
Malinau,2018,5740.0
Malinau,2019,5734.0
Malinau,2020,9773.0
Malinau,2021,4563.0
Malinau,2022,5831.09
Malinau,2023,4023.16
Malinau,2024,9173.0
Maluku Barat Daya,2018,3188.0
Maluku Barat Daya,2019,3807.0
Maluku Barat Daya,2020,5180.0
Maluku Barat Daya,2021,4625.0
Maluku Barat Daya,2022,5005.82
Maluku Barat Daya,2023,5841.53
Maluku Barat Daya,2024,9410.0
Maluku Tengah,2018,3654.0
Maluku Tengah,2019,4948.0
Maluku Tengah,2020,6198.0
Maluku Tengah,2021,4335.0
Maluku Tengah,2022,9781.15
Maluku Tengah,2023,8102.57
Maluku Tengah,2024,11952.0
Maluku Tenggara,2018,3877.0
Maluku Tenggara,2019,4314.0
Maluku Tenggara,2020,6273.0
Maluku Tenggara,2021,5313.0
Maluku Tenggara,2022,6649.6
Maluku Tenggara,2023,6078.89
Maluku Tenggara,2024,8988.0
Maluku Tenggara Barat,2018,3302.0
Maluku Tenggara Barat,2019,3143.0
Maluku Tenggara Barat,2020,2746.0
Maluku Tenggara Barat,2021,2429.0
Maluku Tenggara Barat,2022,3312.63
Maluku Tenggara Barat,2023,3862.34
Maluku Tenggara Barat,2024,4993.0
Mamasa,2018,3274.0
Mamasa,2019,3861.0
Mamasa,2020,3205.0
Mamasa,2021,1937.0
Mamasa,2022,2073.98
Mamasa,2023,2325.04
Mamasa,2024,7928.0
Mamberamo Raya,2018,1964.0
Mamberamo Raya,2019,6355.0
Mamberamo Raya,2020,3803.0
Mamberamo Raya,2021,5326.0
Mamberamo Raya,2022,4959.08
Mamberamo Raya,2023,6845.68
Mamberamo Raya,2024,2230.0
Mamberamo Tengah,2018,6903.0
Mamberamo Tengah,2019,7098.0
Mamberamo Tengah,2020,6018.0
Mamberamo Tengah,2021,10569.0
Mamberamo Tengah,2022,17661.2
Mamberamo Tengah,2023,18892.63
Mamberamo Tengah,2024,10107.0
Mamuju,2018,4119.0
Mamuju,2019,5454.0
Mamuju,2020,7353.0
Mamuju,2021,2763.0
Mamuju,2022,2888.85
Mamuju,2023,4666.41
Mamuju,2024,8338.0
Mamuju Tengah,2018,3962.0
Mamuju Tengah,2019,4569.0
Mamuju Tengah,2020,8666.0
Mamuju Tengah,2021,4305.0
Mamuju Tengah,2022,4934.87
Mamuju Tengah,2023,4604.14
Mamuju Tengah,2024,7534.0
Mamuju Utara,2018,5087.0
Mamuju Utara,2019,6676.0
Mamuju Utara,2020,8873.0
Mamuju Utara,2021,5234.0
Mamuju Utara,2022,4878.21
Mamuju Utara,2023,5305.94
Mamuju Utara,2024,7689.0
Mandailing Natal,2018,2797.0
Mandailing Natal,2019,4406.0
Mandailing Natal,2020,5563.0
Mandailing Natal,2021,3499.0
Mandailing Natal,2022,4236.97
Mandailing Natal,2023,4462.03
Mandailing Natal,2024,3689.0
Manggarai,2018,2635.0
Manggarai,2019,3276.0
Manggarai,2020,3039.0
Manggarai,2021,3615.0
Manggarai,2022,4678.89
Manggarai,2023,3687.44
Manggarai,2024,3564.0
Manggarai Barat,2018,4701.0
Manggarai Barat,2019,3256.0
Manggarai Barat,2020,3121.0
Manggarai Barat,2021,4199.0
Manggarai Barat,2022,4263.67
Manggarai Barat,2023,4982.79
Manggarai Barat,2024,4436.0
Manggarai Timur,2018,3157.0
Manggarai Timur,2019,2681.0
Manggarai Timur,2020,2637.0
Manggarai Timur,2021,3137.0
Manggarai Timur,2022,3708.4
Manggarai Timur,2023,2805.13
Manggarai Timur,2024,4025.0
Manokwari,2018,9101.0
Manokwari,2019,9517.0
Manokwari,2020,14274.0
Manokwari,2021,6111.0
Manokwari,2022,11331.3
Manokwari,2023,12624.46
Manokwari,2024,7462.0
Manokwari Selatan,2018,6694.0
Manokwari Selatan,2019,11398.0
Manokwari Selatan,2020,11247.0
Manokwari Selatan,2021,5451.0
Manokwari Selatan,2022,13186.63
Manokwari Selatan,2023,12965.84
Manokwari Selatan,2024,12679.0
Mappi,2018,4981.0
Mappi,2019,6528.0
Mappi,2020,3705.0
Mappi,2021,2897.0
Mappi,2022,8979.92
Mappi,2023,5091.83
Mappi,2024,9331.0
Maros,2018,6250.0
Maros,2019,7214.0
Maros,2020,6284.0
Maros,2021,5232.0
Maros,2022,6057.79
Maros,2023,5905.42
Maros,2024,8613.0
Maybrat,2018,6902.0
Maybrat,2019,6036.0
Maybrat,2020,10376.0
Maybrat,2021,5360.0
Maybrat,2022,5845.56
Maybrat,2023,7765.84
Maybrat,2024,7157.0
Melawi,2018,2530.0
Melawi,2019,3945.0
Melawi,2020,4531.0
Melawi,2021,2875.0
Melawi,2022,5203.94
Melawi,2023,4079.59
Melawi,2024,6920.0
Mempawah,2018,3320.0
Mempawah,2019,3343.0
Mempawah,2020,3835.0
Mempawah,2021,3149.0
Mempawah,2022,3713.42
Mempawah,2023,3977.97
Mempawah,2024,7330.0
Merangin,2018,6694.0
Merangin,2019,4303.0
Merangin,2020,5199.0
Merangin,2021,4182.0
Merangin,2022,5729.8
Merangin,2023,5132.42
Merangin,2024,17034.0
Merauke,2018,6723.0
Merauke,2019,12039.0
Merauke,2020,11672.0
Merauke,2021,7153.0
Merauke,2022,13325.35
Merauke,2023,8922.69
Merauke,2024,12140.0
Mesuji,2018,5860.0
Mesuji,2019,4478.0
Mesuji,2020,4117.0
Mesuji,2021,3994.0
Mesuji,2022,5197.69
Mesuji,2023,4887.73
Mesuji,2024,7528.0
Mimika,2018,9894.0
Mimika,2019,7406.0
Mimika,2020,7566.0
Mimika,2021,7295.0
Mimika,2022,7237.18
Mimika,2023,8065.1
Mimika,2024,8201.0
Minahasa,2018,5906.0
Minahasa,2019,8099.0
Minahasa,2020,8403.0
Minahasa,2021,6929.0
Minahasa,2022,7361.48
Minahasa,2023,7528.79
Minahasa,2024,13267.0
Minahasa Selatan,2018,4794.0
Minahasa Selatan,2019,6375.0
Minahasa Selatan,2020,9349.0
Minahasa Selatan,2021,7038.0
Minahasa Selatan,2022,7508.74
Minahasa Selatan,2023,6078.36
Minahasa Selatan,2024,9956.0
Minahasa Tenggara,2018,6404.0
Minahasa Tenggara,2019,7634.0
Minahasa Tenggara,2020,10139.0
Minahasa Tenggara,2021,6487.0
Minahasa Tenggara,2022,6235.94
Minahasa Tenggara,2023,6448.79
Minahasa Tenggara,2024,10581.0
Minahasa Utara,2018,6190.0
Minahasa Utara,2019,8128.0
Minahasa Utara,2020,9849.0
Minahasa Utara,2021,6472.0
Minahasa Utara,2022,8402.01
Minahasa Utara,2023,7666.87
Minahasa Utara,2024,10470.0
Mojokerto,2018,6876.0
Mojokerto,2019,7466.0
Mojokerto,2020,7292.0
Mojokerto,2021,7381.0
Mojokerto,2022,8011.92
Mojokerto,2023,8650.64
Mojokerto,2024,8499.0
Morowali,2018,11669.0
Morowali,2019,15829.0
Morowali,2020,12139.0
Morowali,2021,5080.0
Morowali,2022,9911.41
Morowali,2023,11146.34
Morowali,2024,15223.0
Morowali Utara,2018,6602.0
Morowali Utara,2019,9844.0
Morowali Utara,2020,10476.0
Morowali Utara,2021,5375.0
Morowali Utara,2022,7569.38
Morowali Utara,2023,11296.26
Morowali Utara,2024,12148.0
Muara Enim,2018,4923.0
Muara Enim,2019,3636.0
Muara Enim,2020,5498.0
Muara Enim,2021,4126.0
Muara Enim,2022,4627.09
Muara Enim,2023,4674.91
Muara Enim,2024,9338.0
Muaro Jambi,2018,5922.0
Muaro Jambi,2019,4930.0
Muaro Jambi,2020,7587.0
Muaro Jambi,2021,6629.0
Muaro Jambi,2022,7966.52
Muaro Jambi,2023,8186.23
Muaro Jambi,2024,13088.0
Mukomuko,2018,6440.0
Mukomuko,2019,5796.0
Mukomuko,2020,9160.0
Mukomuko,2021,5989.0
Mukomuko,2022,7254.31
Mukomuko,2023,7094.5
Mukomuko,2024,12522.0
Muna,2018,3614.0
Muna,2019,5996.0
Muna,2020,5431.0
Muna,2021,3650.0
Muna,2022,3992.07
Muna,2023,4109.47
Muna,2024,5785.0
Muna Barat,2018,2586.0
Muna Barat,2019,5263.0
Muna Barat,2020,5274.0
Muna Barat,2021,3295.0
Muna Barat,2022,2894.81
Muna Barat,2023,4307.33
Muna Barat,2024,9091.0
Murung Raya,2018,5715.0
Murung Raya,2019,5247.0
Murung Raya,2020,5079.0
Murung Raya,2021,2945.0
Murung Raya,2022,3925.14
Murung Raya,2023,5581.57
Murung Raya,2024,5908.0
Musi Banyuasin,2018,5311.0
Musi Banyuasin,2019,4863.0
Musi Banyuasin,2020,5480.0
Musi Banyuasin,2021,5753.0
Musi Banyuasin,2022,6499.29
Musi Banyuasin,2023,6725.41
Musi Banyuasin,2024,11793.0
Musi Rawas,2018,3925.0
Musi Rawas,2019,4837.0
Musi Rawas,2020,5242.0
Musi Rawas,2021,3558.0
Musi Rawas,2022,5103.69
Musi Rawas,2023,5884.62
Musi Rawas,2024,11758.0
Musi Rawas Utara,2018,4029.0
Musi Rawas Utara,2019,6305.0
Musi Rawas Utara,2020,5521.0
Musi Rawas Utara,2021,4619.0
Musi Rawas Utara,2022,6041.93
Musi Rawas Utara,2023,5674.12
Musi Rawas Utara,2024,9497.0
Nabire,2018,5805.0
Nabire,2019,4720.0
Nabire,2020,10112.0
Nabire,2021,7882.0
Nabire,2022,4809.2
Nabire,2023,7121.78
Nabire,2024,7545.0
Nagan Raya,2018,4349.0
Nagan Raya,2019,4533.0
Nagan Raya,2020,5704.0
Nagan Raya,2021,7409.0
Nagan Raya,2022,9710.62
Nagan Raya,2023,17231.33
Nagan Raya,2024,12722.0
Nagekeo,2018,3963.0
Nagekeo,2019,2863.0
Nagekeo,2020,3744.0
Nagekeo,2021,3222.0
Nagekeo,2022,3708.98
Nagekeo,2023,5039.24
Nagekeo,2024,4959.0
Natuna,2018,5062.0
Natuna,2019,6338.0
Natuna,2020,5984.0
Natuna,2021,5420.0
Natuna,2022,7771.07
Natuna,2023,6106.24
Natuna,2024,10534.0
Nduga,2018,1920.0
Nduga,2019,2516.0
Nduga,2020,3723.0
Nduga,2021,8939.0
Nduga,2022,7680.16
Nduga,2023,5107.47
Nduga,2024,25802.0
Ngada,2018,4781.0
Ngada,2019,4234.0
Ngada,2020,4182.0
Ngada,2021,4231.0
Ngada,2022,5470.37
Ngada,2023,5195.23
Ngada,2024,7096.0
Nganjuk,2018,4143.0
Nganjuk,2019,4506.0
Nganjuk,2020,4868.0
Nganjuk,2021,5396.0
Nganjuk,2022,5057.32
Nganjuk,2023,6506.08
Nganjuk,2024,6365.0
Ngawi,2018,4301.0
Ngawi,2019,4622.0
Ngawi,2020,4052.0
Ngawi,2021,4689.0
Ngawi,2022,5434.7
Ngawi,2023,6197.41
Ngawi,2024,9985.0
Nias,2018,2093.0
Nias,2019,2367.0
Nias,2020,3197.0
Nias,2021,2203.0
Nias,2022,3572.98
Nias,2023,3446.42
Nias,2024,3706.0
Nias Barat,2018,2310.0
Nias Barat,2019,2426.0
Nias Barat,2020,3059.0
Nias Barat,2021,1863.0
Nias Barat,2022,2292.66
Nias Barat,2023,2171.9
Nias Barat,2024,2411.0
Nias Selatan,2018,1912.0
Nias Selatan,2019,2835.0
Nias Selatan,2020,3488.0
Nias Selatan,2021,1602.0
Nias Selatan,2022,1605.31
Nias Selatan,2023,1980.7
Nias Selatan,2024,2389.0
Nias Utara,2018,1376.0
Nias Utara,2019,1843.0
Nias Utara,2020,1746.0
Nias Utara,2021,1526.0
Nias Utara,2022,2066.17
Nias Utara,2023,2335.84
Nias Utara,2024,2789.0
Nunukan,2018,4501.0
Nunukan,2019,5179.0
Nunukan,2020,3624.0
Nunukan,2021,5045.0
Nunukan,2022,6725.49
Nunukan,2023,5945.19
Nunukan,2024,7455.0
Ogan Ilir,2018,6250.0
Ogan Ilir,2019,4804.0
Ogan Ilir,2020,6389.0
Ogan Ilir,2021,5017.0
Ogan Ilir,2022,5368.56
Ogan Ilir,2023,4338.93
Ogan Ilir,2024,10733.0
Ogan Komering Ilir,2018,6629.0
Ogan Komering Ilir,2019,4620.0
Ogan Komering Ilir,2020,6009.0
Ogan Komering Ilir,2021,5630.0
Ogan Komering Ilir,2022,7104.35
Ogan Komering Ilir,2023,6866.01
Ogan Komering Ilir,2024,12015.0
Ogan Komering Ulu,2018,6329.0
Ogan Komering Ulu,2019,4458.0
Ogan Komering Ulu,2020,4500.0
Ogan Komering Ulu,2021,4675.0
Ogan Komering Ulu,2022,5122.55
Ogan Komering Ulu,2023,5872.46
Ogan Komering Ulu,2024,7359.0
Ogan Komering Ulu Selatan,2018,4794.0
Ogan Komering Ulu Selatan,2019,2943.0
Ogan Komering Ulu Selatan,2020,2753.0
Ogan Komering Ulu Selatan,2021,4076.0
Ogan Komering Ulu Selatan,2022,2595.49
Ogan Komering Ulu Selatan,2023,4932.03
Ogan Komering Ulu Selatan,2024,9845.0
Ogan Komering Ulu Timur,2018,4343.0
Ogan Komering Ulu Timur,2019,4492.0
Ogan Komering Ulu Timur,2020,4662.0
Ogan Komering Ulu Timur,2021,5113.0
Ogan Komering Ulu Timur,2022,5191.19
Ogan Komering Ulu Timur,2023,4323.61
Ogan Komering Ulu Timur,2024,9149.0
Pacitan,2018,4881.0
