Kabupaten/Kota,Tahun,Pengeluaran Perkapita Kacang-Kacangan
Tulangbawang,2018,2666.18
Tulangbawang,2019,2494.47
Tulangbawang,2020,2298.09
Tulangbawang,2021,2396.42
Tulangbawang,2022,2910.05
Tulangbawang,2023,3078.94
Tulangbawang,2024,3631.0
Tulungagung,2018,2889.3
Tulungagung,2019,3113.56
Tulungagung,2020,3299.45
Tulungagung,2021,3612.54
Tulungagung,2022,3858.99
Tulungagung,2023,3501.4
Tulungagung,2024,3301.0
Wajo,2018,1292.91
Wajo,2019,1594.62
Wajo,2020,1437.41
Wajo,2021,1547.67
Wajo,2022,1385.11
Wajo,2023,1880.45
Wajo,2024,1593.0
Wakatobi,2018,394.97
Wakatobi,2019,337.15
Wakatobi,2020,660.94
Wakatobi,2021,611.06
Wakatobi,2022,510.94
Wakatobi,2023,515.6
Wakatobi,2024,512.0
Waropen,2018,4397.21
Waropen,2019,2112.87
Waropen,2020,3398.08
Waropen,2021,2426.79
Waropen,2022,1497.27
Waropen,2023,2046.65
Waropen,2024,2512.0
Way Kanan,2018,2714.67
Way Kanan,2019,2671.85
Way Kanan,2020,2947.13
Way Kanan,2021,2969.79
Way Kanan,2022,2955.51
Way Kanan,2023,3386.03
Way Kanan,2024,3462.0
Wonogiri,2018,4168.61
Wonogiri,2019,3734.77
Wonogiri,2020,3972.11
Wonogiri,2021,4513.29
Wonogiri,2022,4800.53
Wonogiri,2023,5285.96
Wonogiri,2024,5088.0
Wonosobo,2018,2852.92
Wonosobo,2019,2701.73
Wonosobo,2020,2664.91
Wonosobo,2021,3394.89
Wonosobo,2022,3648.19
Wonosobo,2023,4581.14
Wonosobo,2024,3518.0
Yahukimo,2018,646.99
Yahukimo,2019,779.93
Yahukimo,2020,2104.05
Yahukimo,2021,613.03
Yahukimo,2022,2608.82
Yahukimo,2023,2507.18
Yahukimo,2024,641.0
Yalimo,2018,558.3
Yalimo,2019,790.33
Yalimo,2020,3786.2
Yalimo,2021,2949.47
Yalimo,2022,2499.19
Yalimo,2023,3175.15
Yalimo,2024,307.0
