Kabupaten/Kota,Tahun,Pengeluaran Perkapita Kacang-Kacangan
Kota Sorong,2021,2664.93
Kota Sorong,2022,2756.13
Kota Sorong,2023,2782.21
Kota Sorong,2024,3029.0
Kota Subulussalam,2018,1459.08
Kota Subulussalam,2019,1516.14
Kota Subulussalam,2020,1603.27
Kota Subulussalam,2021,2061.25
Kota Subulussalam,2022,2417.13
Kota Subulussalam,2023,2197.39
Kota Subulussalam,2024,1956.0
Kota Sukabumi,2018,2688.27
Kota Sukabumi,2019,3149.32
Kota Sukabumi,2020,2991.43
Kota Sukabumi,2021,3032.92
Kota Sukabumi,2022,3073.96
Kota Sukabumi,2023,3999.57
Kota Sukabumi,2024,3993.0
Kota Sungai Penuh,2018,1848.9
Kota Sungai Penuh,2019,1787.73
Kota Sungai Penuh,2020,1967.23
Kota Sungai Penuh,2021,2004.74
Kota Sungai Penuh,2022,1767.4
Kota Sungai Penuh,2023,2380.27
Kota Sungai Penuh,2024,2139.0
Kota Surabaya,2018,3571.34
Kota Surabaya,2019,3441.69
Kota Surabaya,2020,3907.01
Kota Surabaya,2021,4506.76
Kota Surabaya,2022,4485.05
Kota Surabaya,2023,5288.3
Kota Surabaya,2024,6086.0
Kota Surakarta,2018,2579.31
Kota Surakarta,2019,2860.28
Kota Surakarta,2020,2972.8
Kota Surakarta,2021,3632.25
Kota Surakarta,2022,4593.37
Kota Surakarta,2023,3809.16
Kota Surakarta,2024,4208.0
Kota Tangerang,2018,3285.63
Kota Tangerang,2019,3321.64
Kota Tangerang,2020,3507.19
Kota Tangerang,2021,4078.7
Kota Tangerang,2022,4583.65
Kota Tangerang,2023,5280.97
Kota Tangerang,2024,4320.0
Kota Tangerang Selatan,2018,3950.58
Kota Tangerang Selatan,2019,3870.28
Kota Tangerang Selatan,2020,4053.53
Kota Tangerang Selatan,2021,4585.94
Kota Tangerang Selatan,2022,4209.54
Kota Tangerang Selatan,2023,4348.58
Kota Tangerang Selatan,2024,4356.0
Kota Tanjung Balai,2018,1066.93
Kota Tanjung Balai,2019,1120.01
Kota Tanjung Balai,2020,1131.13
Kota Tanjung Balai,2021,1304.77
Kota Tanjung Balai,2022,1547.06
Kota Tanjung Balai,2023,1613.8
Kota Tanjung Balai,2024,1780.0
Kota Tanjung Pinang,2018,2638.28
Kota Tanjung Pinang,2019,2905.02
Kota Tanjung Pinang,2020,2590.63
Kota Tanjung Pinang,2021,2881.96
Kota Tanjung Pinang,2022,2518.47
Kota Tanjung Pinang,2023,3317.89
Kota Tanjung Pinang,2024,2651.0
Kota Tarakan,2018,2844.35
Kota Tarakan,2019,3038.38
Kota Tarakan,2020,2638.12
Kota Tarakan,2021,3370.15
Kota Tarakan,2022,3639.29
Kota Tarakan,2023,3651.21
Kota Tarakan,2024,3664.0
Kota Tasikmalaya,2018,2186.8
Kota Tasikmalaya,2019,2713.13
Kota Tasikmalaya,2020,2582.8
Kota Tasikmalaya,2021,2594.42
Kota Tasikmalaya,2022,2750.73
Kota Tasikmalaya,2023,3543.38
Kota Tasikmalaya,2024,3702.0
Kota Tebing Tinggi,2018,1320.31
Kota Tebing Tinggi,2019,1584.29
Kota Tebing Tinggi,2020,1989.6
Kota Tebing Tinggi,2021,1917.72
Kota Tebing Tinggi,2022,2067.83
Kota Tebing Tinggi,2023,2255.64
Kota Tebing Tinggi,2024,2777.0
Kota Tegal,2018,2521.93
Kota Tegal,2019,2730.83
Kota Tegal,2020,2977.3
Kota Tegal,2021,3218.76
Kota Tegal,2022,3061.19
Kota Tegal,2023,3778.85
Kota Tegal,2024,3726.0
Kota Ternate,2018,1422.99
Kota Ternate,2019,1191.11
Kota Ternate,2020,1180.9
Kota Ternate,2021,1539.66
Kota Ternate,2022,1944.75
Kota Ternate,2023,2269.73
Kota Ternate,2024,2921.0
Kota Tidore Kepulauan,2018,1342.45
Kota Tidore Kepulauan,2019,1210.73
Kota Tidore Kepulauan,2020,1569.12
Kota Tidore Kepulauan,2021,1923.18
Kota Tidore Kepulauan,2022,1276.42
Kota Tidore Kepulauan,2023,1673.94
Kota Tidore Kepulauan,2024,1603.0
Kota Tomohon,2018,1875.34
Kota Tomohon,2019,1841.96
Kota Tomohon,2020,2122.7
Kota Tomohon,2021,2529.37
Kota Tomohon,2022,2496.62
Kota Tomohon,2023,2583.87
Kota Tomohon,2024,2571.0
Kota Tual,2018,570.24
Kota Tual,2019,812.25
Kota Tual,2020,926.89
Kota Tual,2021,790.32
Kota Tual,2022,1240.64
Kota Tual,2023,1131.79
Kota Tual,2024,1104.0
Kota Yogyakarta,2018,2516.51
Kota Yogyakarta,2019,2627.24
Kota Yogyakarta,2020,2782.89
Kota Yogyakarta,2021,3114.27
Kota Yogyakarta,2022,3237.57
Kota Yogyakarta,2023,3358.15
Kota Yogyakarta,2024,3739.0
Kotawaringin Barat,2018,3896.74
Kotawaringin Barat,2019,3697.35
Kotawaringin Barat,2020,4227.7
Kotawaringin Barat,2021,4251.58
Kotawaringin Barat,2022,4855.17
Kotawaringin Barat,2023,4508.81
Kotawaringin Barat,2024,4412.0
Kotawaringin Timur,2018,2703.01
Kotawaringin Timur,2019,2460.41
Kotawaringin Timur,2020,3074.87
Kotawaringin Timur,2021,3492.38
Kotawaringin Timur,2022,3475.02
Kotawaringin Timur,2023,3372.9
Kotawaringin Timur,2024,3272.0
Kuantan Singingi,2018,2161.24
Kuantan Singingi,2019,2013.57
Kuantan Singingi,2020,2014.16
Kuantan Singingi,2021,2188.06
Kuantan Singingi,2022,2304.07
Kuantan Singingi,2023,2503.45
Kuantan Singingi,2024,2376.0
Kubu Raya,2018,1954.02
Kubu Raya,2019,1764.33
Kubu Raya,2020,2079.96
Kubu Raya,2021,2179.76
Kubu Raya,2022,2122.13
Kubu Raya,2023,2187.1
Kubu Raya,2024,2122.0
Kudus,2018,2570.26
Kudus,2019,2854.72
Kudus,2020,2716.74
Kudus,2021,3277.96
Kudus,2022,3547.96
Kudus,2023,3345.96
Kudus,2024,3467.0
Kulon Progo,2018,2642.74
Kulon Progo,2019,2521.67
Kulon Progo,2020,2508.81
Kulon Progo,2021,2916.85
Kulon Progo,2022,3203.58
Kulon Progo,2023,4689.34
Kulon Progo,2024,4070.0
Kuningan,2018,4198.91
Kuningan,2019,4037.35
Kuningan,2020,4642.53
Kuningan,2021,4791.54
Kuningan,2022,4186.72
Kuningan,2023,4196.56
Kuningan,2024,4435.0
Kupang,2018,1169.93
Kupang,2019,1293.24
Kupang,2020,1520.88
Kupang,2021,1874.42
Kupang,2022,2336.19
Kupang,2023,1895.07
Kupang,2024,1982.0
Kutai Barat,2018,2604.31
Kutai Barat,2019,2366.57
Kutai Barat,2020,2720.42
Kutai Barat,2021,2787.23
Kutai Barat,2022,2680.69
Kutai Barat,2023,3209.77
Kutai Barat,2024,3183.0
Kutai Kartanegara,2018,3097.36
Kutai Kartanegara,2019,2755.64
Kutai Kartanegara,2020,3373.94
Kutai Kartanegara,2021,3186.06
Kutai Kartanegara,2022,3246.47
Kutai Kartanegara,2023,3644.44
Kutai Kartanegara,2024,3778.0
Kutai Timur,2018,3375.13
Kutai Timur,2019,3678.39
Kutai Timur,2020,3584.81
Kutai Timur,2021,4045.19
Kutai Timur,2022,3977.5
Kutai Timur,2023,4335.49
Kutai Timur,2024,3883.0
Labuhan Batu,2018,1755.35
Labuhan Batu,2019,1802.8
Labuhan Batu,2020,1745.84
Labuhan Batu,2021,1682.83
Labuhan Batu,2022,2037.68
Labuhan Batu,2023,2112.58
Labuhan Batu,2024,2280.0
Labuhan Batu Selatan,2018,2157.41
Labuhan Batu Selatan,2019,2133.21
Labuhan Batu Selatan,2020,1961.19
Labuhan Batu Selatan,2021,2407.77
Labuhan Batu Selatan,2022,2541.14
Labuhan Batu Selatan,2023,2457.96
Labuhan Batu Selatan,2024,2404.0
Labuhan Batu Utara,2018,1571.46
Labuhan Batu Utara,2019,1528.05
Labuhan Batu Utara,2020,1750.45
Labuhan Batu Utara,2021,1944.44
Labuhan Batu Utara,2022,1997.11
Labuhan Batu Utara,2023,1927.29
Labuhan Batu Utara,2024,2254.0
Lahat,2018,1956.97
Lahat,2019,2022.26
Lahat,2020,2104.45
Lahat,2021,2022.27
Lahat,2022,2345.85
Lahat,2023,2897.41
Lahat,2024,2672.0
Lamandau,2018,3518.67
Lamandau,2019,3790.77
Lamandau,2020,3831.11
Lamandau,2021,4619.37
Lamandau,2022,4346.25
Lamandau,2023,4608.98
Lamandau,2024,4233.0
Lamongan,2018,2991.66
Lamongan,2019,2688.33
Lamongan,2020,2968.26
Lamongan,2021,2951.29
Lamongan,2022,3086.48
Lamongan,2023,3523.66
Lamongan,2024,3726.0
Lampung Barat,2018,2692.57
Lampung Barat,2019,2504.99
Lampung Barat,2020,2762.41
Lampung Barat,2021,2993.72
Lampung Barat,2022,2885.5
Lampung Barat,2023,3804.45
Lampung Barat,2024,3363.0
Lampung Selatan,2018,3182.99
Lampung Selatan,2019,3077.61
Lampung Selatan,2020,3117.82
Lampung Selatan,2021,3898.25
Lampung Selatan,2022,3968.65
Lampung Selatan,2023,4553.06
Lampung Selatan,2024,3800.0
Lampung Tengah,2018,2639.16
Lampung Tengah,2019,3042.59
Lampung Tengah,2020,3102.24
Lampung Tengah,2021,3522.69
Lampung Tengah,2022,3716.68
Lampung Tengah,2023,4229.74
Lampung Tengah,2024,4380.0
Lampung Timur,2018,3035.9
Lampung Timur,2019,2913.94
Lampung Timur,2020,2972.69
Lampung Timur,2021,3062.57
Lampung Timur,2022,3525.65
Lampung Timur,2023,3783.67
Lampung Timur,2024,3354.0
Lampung Utara,2018,2592.87
Lampung Utara,2019,3069.36
Lampung Utara,2020,3159.03
Lampung Utara,2021,3125.41
Lampung Utara,2022,2671.91
Lampung Utara,2023,3234.57
Lampung Utara,2024,3609.0
Landak,2018,1772.8
Landak,2019,1655.33
Landak,2020,1505.63
Landak,2021,2140.91
Landak,2022,2509.64
Landak,2023,2358.18
Landak,2024,2369.0
Langkat,2018,1852.54
Langkat,2019,2029.16
Langkat,2020,1811.2
Langkat,2021,2275.45
Langkat,2022,2747.81
Langkat,2023,2730.37
Langkat,2024,2581.0
Lanny Jaya,2018,14.55
Lanny Jaya,2019,46.32
Lanny Jaya,2020,273.52
Lanny Jaya,2021,92.58
Lanny Jaya,2022,510.56
Lanny Jaya,2023,431.15
Lanny Jaya,2024,1197.0
Lebak,2018,3162.97
Lebak,2019,2609.44
Lebak,2020,2755.03
Lebak,2021,3368.47
Lebak,2022,3720.13
Lebak,2023,3902.14
Lebak,2024,3487.0
Lebong,2018,1829.94
Lebong,2019,2243.44
Lebong,2020,2211.23
Lebong,2021,2204.3
Lebong,2022,2345.18
Lebong,2023,2580.25
Lebong,2024,2580.0
Lembata,2018,953.66
Lembata,2019,1200.55
Lembata,2020,1215.82
Lembata,2021,1209.92
Lembata,2022,1831.18
Lembata,2023,1715.34
Lembata,2024,1059.0
Lima Puluh Kota,2018,1494.48
Lima Puluh Kota,2019,1558.57
Lima Puluh Kota,2020,1421.48
Lima Puluh Kota,2021,1556.4
Lima Puluh Kota,2022,1979.88
Lima Puluh Kota,2023,2366.17
Lima Puluh Kota,2024,2117.0
Lingga,2018,1609.62
Lingga,2019,1454.65
Lingga,2020,1693.23
Lingga,2021,1780.18
Lingga,2022,2064.18
Lingga,2023,1918.56
Lingga,2024,2041.0
Lombok Barat,2018,3303.25
Lombok Barat,2019,3349.01
Lombok Barat,2020,3300.85
Lombok Barat,2021,3155.46
Lombok Barat,2022,3579.84
Lombok Barat,2023,3939.68
Lombok Barat,2024,3004.0
Lombok Tengah,2018,2838.42
Lombok Tengah,2019,2982.28
Lombok Tengah,2020,2967.18
Lombok Tengah,2021,3191.85
Lombok Tengah,2022,3529.21
Lombok Tengah,2023,3886.55
Lombok Tengah,2024,3401.0
Lombok Timur,2018,2870.84
Lombok Timur,2019,2920.66
Lombok Timur,2020,3074.36
Lombok Timur,2021,4609.19
Lombok Timur,2022,4330.57
Lombok Timur,2023,4385.68
Lombok Timur,2024,3519.0
Lombok Utara,2018,3105.41
Lombok Utara,2019,2574.65
Lombok Utara,2020,2982.11
Lombok Utara,2021,3064.82
Lombok Utara,2022,4037.56
Lombok Utara,2023,3451.86
Lombok Utara,2024,3487.0
Lumajang,2018,3181.56
Lumajang,2019,3858.77
Lumajang,2020,3551.34
Lumajang,2021,4300.22
Lumajang,2022,4521.32
Lumajang,2023,5310.74
Lumajang,2024,4721.0
Luwu,2018,1462.46
Luwu,2019,1383.67
Luwu,2020,1327.66
Luwu,2021,1501.83
Luwu,2022,1526.75
Luwu,2023,1791.61
Luwu,2024,1668.0
Luwu Timur,2018,1943.35
Luwu Timur,2019,1854.19
Luwu Timur,2020,2117.86
Luwu Timur,2021,2144.24
Luwu Timur,2022,1895.76
Luwu Timur,2023,2306.27
Luwu Timur,2024,2226.0
Luwu Utara,2018,1394.24
Luwu Utara,2019,1356.04
Luwu Utara,2020,1650.42
Luwu Utara,2021,2117.47
Luwu Utara,2022,1859.74
Luwu Utara,2023,2147.15
Luwu Utara,2024,2522.0
Madiun,2018,4555.19
Madiun,2019,4022.92
Madiun,2020,3401.1
Madiun,2021,4129.55
Madiun,2022,4016.07
Madiun,2023,5118.71
Madiun,2024,4646.0
Magelang,2018,2741.89
Magelang,2019,2718.48
Magelang,2020,2677.62
Magelang,2021,3734.95
Magelang,2022,3460.71
Magelang,2023,3788.47
Magelang,2024,3332.0
Magetan,2018,3176.28
Magetan,2019,3419.15
Magetan,2020,3325.74
Magetan,2021,4092.27
Magetan,2022,3991.48
Magetan,2023,4204.46
Magetan,2024,4274.0
Mahakam Ulu,2018,1803.93
Mahakam Ulu,2019,2246.83
Mahakam Ulu,2020,2618.51
Mahakam Ulu,2021,2848.03
Mahakam Ulu,2022,3420.17
Mahakam Ulu,2023,3930.53
Mahakam Ulu,2024,4383.0
Majalengka,2018,3025.57
Majalengka,2019,3466.53
Majalengka,2020,3522.54
Majalengka,2021,3246.68
Majalengka,2022,2997.67
Majalengka,2023,4342.34
Majalengka,2024,3751.0
Majene,2018,858.65
Majene,2019,1150.89
Majene,2020,943.0
Majene,2021,1654.88
Majene,2022,1140.03
Majene,2023,1802.12
Majene,2024,1703.0
Malaka,2018,1968.16
Malaka,2019,2112.82
Malaka,2020,2152.67
Malaka,2021,2406.2
Malaka,2022,2397.93
Malaka,2023,2209.01
Malaka,2024,2804.0
Malang,2018,3666.95
Malang,2019,3823.59
Malang,2020,3525.64
Malang,2021,3879.97
Malang,2022,3714.09
Malang,2023,4692.28
Malang,2024,4771.0
Malinau,2018,2467.46
Malinau,2019,2539.33
Malinau,2020,2724.06
Malinau,2021,2009.73
Malinau,2022,2398.74
Malinau,2023,2682.59
Malinau,2024,3065.0
Maluku Barat Daya,2018,1162.16
Maluku Barat Daya,2019,1193.41
Maluku Barat Daya,2020,813.99
Maluku Barat Daya,2021,1870.19
Maluku Barat Daya,2022,889.5
Maluku Barat Daya,2023,1458.83
Maluku Barat Daya,2024,1181.0
Maluku Tengah,2018,1335.12
Maluku Tengah,2019,1301.7
Maluku Tengah,2020,1379.45
Maluku Tengah,2021,1672.56
Maluku Tengah,2022,2027.81
Maluku Tengah,2023,2070.55
Maluku Tengah,2024,2078.0
Maluku Tenggara,2018,525.06
Maluku Tenggara,2019,714.91
Maluku Tenggara,2020,752.57
Maluku Tenggara,2021,830.84
Maluku Tenggara,2022,1129.1
Maluku Tenggara,2023,1223.75
Maluku Tenggara,2024,1198.0
Maluku Tenggara Barat,2018,843.54
Maluku Tenggara Barat,2019,602.43
Maluku Tenggara Barat,2020,820.6
Maluku Tenggara Barat,2021,1121.31
Maluku Tenggara Barat,2022,926.14
Maluku Tenggara Barat,2023,1082.16
Maluku Tenggara Barat,2024,591.0
Mamasa,2018,947.63
Mamasa,2019,1080.27
Mamasa,2020,1305.04
Mamasa,2021,1162.03
Mamasa,2022,1138.17
Mamasa,2023,819.84
Mamasa,2024,914.0
Mamberamo Raya,2018,142.25
Mamberamo Raya,2019,120.69
Mamberamo Raya,2020,7.58
Mamberamo Raya,2021,751.23
Mamberamo Raya,2022,289.17
Mamberamo Raya,2023,20.84
Mamberamo Raya,2024,1342.0
Mamberamo Tengah,2018,1018.76
Mamberamo Tengah,2019,1108.13
Mamberamo Tengah,2020,923.45
Mamberamo Tengah,2021,402.24
Mamberamo Tengah,2022,725.0
Mamberamo Tengah,2023,273.75
Mamberamo Tengah,2024,4185.0
Mamuju,2018,1374.94
Mamuju,2019,1568.09
Mamuju,2020,1597.32
Mamuju,2021,1542.86
Mamuju,2022,1497.88
Mamuju,2023,1810.71
Mamuju,2024,1850.0
Mamuju Tengah,2018,1912.93
Mamuju Tengah,2019,1851.56
Mamuju Tengah,2020,1609.92
Mamuju Tengah,2021,2359.24
Mamuju Tengah,2022,1906.09
Mamuju Tengah,2023,1990.11
Mamuju Tengah,2024,2430.0
Mamuju Utara,2018,2257.26
Mamuju Utara,2019,1921.01
Mamuju Utara,2020,1822.7
Mamuju Utara,2021,2417.51
Mamuju Utara,2022,2763.78
Mamuju Utara,2023,2722.43
Mamuju Utara,2024,2702.0
Mandailing Natal,2018,1467.33
Mandailing Natal,2019,1558.63
Mandailing Natal,2020,1943.65
Mandailing Natal,2021,1823.56
Mandailing Natal,2022,1948.82
Mandailing Natal,2023,2358.98
Mandailing Natal,2024,2313.0
Manggarai,2018,1673.51
Manggarai,2019,2440.97
Manggarai,2020,2371.67
Manggarai,2021,2785.72
Manggarai,2022,2531.6
Manggarai,2023,2568.99
Manggarai,2024,2547.0
Manggarai Barat,2018,1332.47
Manggarai Barat,2019,959.47
Manggarai Barat,2020,1088.9
Manggarai Barat,2021,1618.05
Manggarai Barat,2022,1372.46
Manggarai Barat,2023,1726.79
Manggarai Barat,2024,1520.0
Manggarai Timur,2018,668.21
Manggarai Timur,2019,904.56
Manggarai Timur,2020,837.97
Manggarai Timur,2021,1621.33
Manggarai Timur,2022,1806.36
Manggarai Timur,2023,1624.84
Manggarai Timur,2024,1398.0
Manokwari,2018,3039.19
Manokwari,2019,3094.9
Manokwari,2020,2842.21
Manokwari,2021,3059.31
Manokwari,2022,3969.15
Manokwari,2023,3760.98
Manokwari,2024,3956.0
Manokwari Selatan,2018,2164.78
Manokwari Selatan,2019,2878.61
Manokwari Selatan,2020,2745.23
Manokwari Selatan,2021,2851.35
Manokwari Selatan,2022,3341.68
Manokwari Selatan,2023,3252.56
Manokwari Selatan,2024,9141.0
Mappi,2018,880.22
Mappi,2019,1088.57
Mappi,2020,421.25
Mappi,2021,577.39
Mappi,2022,809.16
Mappi,2023,1073.34
Mappi,2024,2097.0
Maros,2018,1474.14
Maros,2019,1469.11
Maros,2020,1612.01
Maros,2021,1750.12
Maros,2022,2038.1
Maros,2023,2316.43
Maros,2024,1902.0
Maybrat,2018,4428.49
Maybrat,2019,1935.17
Maybrat,2020,2750.59
Maybrat,2021,1855.14
Maybrat,2022,2916.33
Maybrat,2023,2881.78
Maybrat,2024,990.0
Melawi,2018,1579.6
Melawi,2019,1672.31
Melawi,2020,1742.05
Melawi,2021,2050.06
Melawi,2022,2275.94
Melawi,2023,2286.67
Melawi,2024,2103.0
Mempawah,2018,1930.56
Mempawah,2019,1882.84
Mempawah,2020,1999.42
Mempawah,2021,1845.73
Mempawah,2022,1946.7
Mempawah,2023,2073.83
Mempawah,2024,1914.0
Merangin,2018,1986.55
Merangin,2019,2042.89
Merangin,2020,1943.02
Merangin,2021,1883.01
Merangin,2022,2038.48
Merangin,2023,1896.34
Merangin,2024,2019.0
Merauke,2018,2943.25
Merauke,2019,3558.52
Merauke,2020,4222.43
Merauke,2021,4416.12
Merauke,2022,4819.56
Merauke,2023,4341.98
Merauke,2024,4512.0
Mesuji,2018,2921.61
Mesuji,2019,2805.85
Mesuji,2020,2774.12
Mesuji,2021,3166.67
Mesuji,2022,3631.72
Mesuji,2023,3837.43
Mesuji,2024,3945.0
Mimika,2018,3582.72
Mimika,2019,2887.4
Mimika,2020,2438.45
Mimika,2021,2914.89
Mimika,2022,2732.45
Mimika,2023,3534.69
Mimika,2024,3642.0
Minahasa,2018,1663.31
Minahasa,2019,1641.86
Minahasa,2020,1639.97
Minahasa,2021,1762.71
Minahasa,2022,2218.35
Minahasa,2023,2644.17
Minahasa,2024,2437.0
Minahasa Selatan,2018,1317.75
Minahasa Selatan,2019,1189.85
Minahasa Selatan,2020,1516.24
Minahasa Selatan,2021,1983.25
Minahasa Selatan,2022,2132.6
Minahasa Selatan,2023,1725.87
Minahasa Selatan,2024,2255.0
Minahasa Tenggara,2018,1540.79
Minahasa Tenggara,2019,1104.12
Minahasa Tenggara,2020,1453.42
Minahasa Tenggara,2021,1558.68
Minahasa Tenggara,2022,1764.26
Minahasa Tenggara,2023,1893.49
Minahasa Tenggara,2024,1951.0
Minahasa Utara,2018,1937.1
Minahasa Utara,2019,1718.05
Minahasa Utara,2020,1874.17
Minahasa Utara,2021,2058.43
Minahasa Utara,2022,2812.56
Minahasa Utara,2023,2343.79
Minahasa Utara,2024,2109.0
Mojokerto,2018,4090.9
Mojokerto,2019,4579.55
Mojokerto,2020,4032.02
Mojokerto,2021,4209.12
Mojokerto,2022,4757.95
Mojokerto,2023,5208.86
Mojokerto,2024,4653.0
Morowali,2018,1627.31
Morowali,2019,1526.58
Morowali,2020,1972.87
Morowali,2021,2253.69
Morowali,2022,2056.25
Morowali,2023,2876.77
Morowali,2024,2635.0
Morowali Utara,2018,2441.2
Morowali Utara,2019,1847.43
Morowali Utara,2020,2096.46
Morowali Utara,2021,2494.22
Morowali Utara,2022,2760.19
Morowali Utara,2023,2821.68
Morowali Utara,2024,3283.0
Muara Enim,2018,1994.18
Muara Enim,2019,2023.58
Muara Enim,2020,2274.23
Muara Enim,2021,2297.56
Muara Enim,2022,2251.13
Muara Enim,2023,2513.62
Muara Enim,2024,2733.0
Muaro Jambi,2018,2504.34
Muaro Jambi,2019,2361.6
Muaro Jambi,2020,2537.69
Muaro Jambi,2021,2857.59
Muaro Jambi,2022,2719.62
Muaro Jambi,2023,3320.22
Muaro Jambi,2024,3185.0
Mukomuko,2018,2506.67
Mukomuko,2019,2144.43
Mukomuko,2020,2604.55
Mukomuko,2021,2281.42
Mukomuko,2022,2249.4
Mukomuko,2023,2487.71
Mukomuko,2024,2724.0
Muna,2018,922.78
Muna,2019,980.74
Muna,2020,925.01
Muna,2021,1422.7
Muna,2022,1329.52
Muna,2023,1366.4
Muna,2024,1023.0
Muna Barat,2018,647.09
Muna Barat,2019,986.7
Muna Barat,2020,928.15
Muna Barat,2021,1327.42
Muna Barat,2022,1348.33
Muna Barat,2023,1767.31
Muna Barat,2024,1575.0
Murung Raya,2018,2193.18
Murung Raya,2019,2476.59
Murung Raya,2020,1789.38
Murung Raya,2021,2099.06
Murung Raya,2022,2250.93
Murung Raya,2023,2346.72
Murung Raya,2024,2509.0
Musi Banyuasin,2018,2289.47
Musi Banyuasin,2019,2051.48
Musi Banyuasin,2020,2378.57
Musi Banyuasin,2021,3001.3
Musi Banyuasin,2022,2831.28
Musi Banyuasin,2023,2998.65
Musi Banyuasin,2024,2926.0
Musi Rawas,2018,1849.62
Musi Rawas,2019,2164.2
Musi Rawas,2020,2485.08
Musi Rawas,2021,2477.74
Musi Rawas,2022,2546.18
Musi Rawas,2023,2818.85
Musi Rawas,2024,2994.0
Musi Rawas Utara,2018,1604.93
Musi Rawas Utara,2019,1695.8
Musi Rawas Utara,2020,1856.42
Musi Rawas Utara,2021,1877.67
Musi Rawas Utara,2022,1975.81
Musi Rawas Utara,2023,2043.52
Musi Rawas Utara,2024,1906.0
Nabire,2018,2836.92
Nabire,2019,3448.15
Nabire,2020,4166.85
Nabire,2021,4651.47
Nabire,2022,3714.65
Nabire,2023,4222.99
Nabire,2024,2032.0
Nagan Raya,2018,1863.8
Nagan Raya,2019,2010.84
Nagan Raya,2020,2388.24
Nagan Raya,2021,2614.43
Nagan Raya,2022,2965.64
Nagan Raya,2023,4445.54
Nagan Raya,2024,4090.0
Nagekeo,2018,1353.13
Nagekeo,2019,1008.42
Nagekeo,2020,1302.89
Nagekeo,2021,1247.49
Nagekeo,2022,1216.35
Nagekeo,2023,1215.57
Nagekeo,2024,1116.0
Natuna,2018,2400.25
Natuna,2019,1801.94
Natuna,2020,2089.86
Natuna,2021,2227.16
Natuna,2022,1651.8
Natuna,2023,2594.07
Natuna,2024,2565.0
Nduga,2018,48.66
Nduga,2019,122.06
Nduga,2020,71.26
Nduga,2021,4635.43
Nduga,2022,2793.99
Nduga,2023,1527.59
Nduga,2024,4588.0
Ngada,2018,1792.81
Ngada,2019,2041.5
Ngada,2020,2120.11
Ngada,2021,1871.44
Ngada,2022,2431.89
Ngada,2023,2486.02
Ngada,2024,2966.0
Nganjuk,2018,4440.31
Nganjuk,2019,4923.85
Nganjuk,2020,4831.45
Nganjuk,2021,5393.17
Nganjuk,2022,5120.25
Nganjuk,2023,5529.6
Nganjuk,2024,5480.0
Ngawi,2018,3093.4
Ngawi,2019,3268.59
Ngawi,2020,3227.22
Ngawi,2021,3571.1
Ngawi,2022,3231.18
Ngawi,2023,4273.41
Ngawi,2024,5329.0
Nias,2018,212.7
Nias,2019,327.26
Nias,2020,205.08
Nias,2021,727.19
Nias,2022,659.86
Nias,2023,868.81
Nias,2024,873.0
Nias Barat,2018,270.7
Nias Barat,2019,551.79
Nias Barat,2020,536.14
Nias Barat,2021,801.93
Nias Barat,2022,896.72
Nias Barat,2023,1056.63
Nias Barat,2024,1098.0
Nias Selatan,2018,294.22
Nias Selatan,2019,566.43
Nias Selatan,2020,516.93
Nias Selatan,2021,664.9
Nias Selatan,2022,892.77
Nias Selatan,2023,560.44
Nias Selatan,2024,997.0
Nias Utara,2018,211.56
Nias Utara,2019,359.42
Nias Utara,2020,363.7
Nias Utara,2021,573.72
Nias Utara,2022,688.28
Nias Utara,2023,684.75
Nias Utara,2024,637.0
Nunukan,2018,2223.02
Nunukan,2019,1901.96
Nunukan,2020,2165.98
Nunukan,2021,2278.81
Nunukan,2022,2441.48
Nunukan,2023,2635.87
Nunukan,2024,2955.0
Ogan Ilir,2018,1654.6
Ogan Ilir,2019,1541.3
Ogan Ilir,2020,1723.29
Ogan Ilir,2021,1830.46
Ogan Ilir,2022,2138.48
Ogan Ilir,2023,1966.54
Ogan Ilir,2024,2219.0
Ogan Komering Ilir,2018,2081.26
Ogan Komering Ilir,2019,2000.79
Ogan Komering Ilir,2020,2236.35
Ogan Komering Ilir,2021,2641.71
Ogan Komering Ilir,2022,2465.0
Ogan Komering Ilir,2023,2993.08
Ogan Komering Ilir,2024,3310.0
Ogan Komering Ulu,2018,2366.83
Ogan Komering Ulu,2019,2120.66
Ogan Komering Ulu,2020,2014.55
Ogan Komering Ulu,2021,2279.47
Ogan Komering Ulu,2022,2621.58
Ogan Komering Ulu,2023,3044.3
Ogan Komering Ulu,2024,2649.0
Ogan Komering Ulu Selatan,2018,2138.87
Ogan Komering Ulu Selatan,2019,2130.37
Ogan Komering Ulu Selatan,2020,2034.15
Ogan Komering Ulu Selatan,2021,2064.37
Ogan Komering Ulu Selatan,2022,2076.76
Ogan Komering Ulu Selatan,2023,2970.29
Ogan Komering Ulu Selatan,2024,2329.0
Ogan Komering Ulu Timur,2018,2489.29
Ogan Komering Ulu Timur,2019,2717.27
Ogan Komering Ulu Timur,2020,2647.5
Ogan Komering Ulu Timur,2021,3203.07
Ogan Komering Ulu Timur,2022,2917.88
Ogan Komering Ulu Timur,2023,3140.53
Ogan Komering Ulu Timur,2024,3286.0
Pacitan,2018,4238.47
Pacitan,2019,3872.79
Pacitan,2020,3501.16
Pacitan,2021,3710.2
Pacitan,2022,3371.71
Pacitan,2023,3983.51
