Kabupaten/Kota,Tahun,Pengeluaran Perkapita Padi-Padian
Kota Solok,2021,17279.91
Kota Solok,2022,18627.43
Kota Solok,2023,21070.06
Kota Solok,2024,22268.0
Kota Sorong,2018,16607.71
Kota Sorong,2019,15666.66
Kota Sorong,2020,16217.17
Kota Sorong,2021,16022.11
Kota Sorong,2022,18366.16
Kota Sorong,2023,18552.48
Kota Sorong,2024,21190.0
Kota Subulussalam,2018,19883.57
Kota Subulussalam,2019,21128.9
Kota Subulussalam,2020,18179.8
Kota Subulussalam,2021,17903.75
Kota Subulussalam,2022,18420.74
Kota Subulussalam,2023,22312.01
Kota Subulussalam,2024,25399.0
Kota Sukabumi,2018,17749.34
Kota Sukabumi,2019,15786.35
Kota Sukabumi,2020,14580.84
Kota Sukabumi,2021,14473.52
Kota Sukabumi,2022,15928.07
Kota Sukabumi,2023,19260.77
Kota Sukabumi,2024,21862.0
Kota Sungai Penuh,2018,16221.12
Kota Sungai Penuh,2019,18613.47
Kota Sungai Penuh,2020,18111.63
Kota Sungai Penuh,2021,16849.83
Kota Sungai Penuh,2022,15861.3
Kota Sungai Penuh,2023,19125.71
Kota Sungai Penuh,2024,25438.0
Kota Surabaya,2018,13708.51
Kota Surabaya,2019,11823.82
Kota Surabaya,2020,12849.92
Kota Surabaya,2021,14548.66
Kota Surabaya,2022,14487.75
Kota Surabaya,2023,16929.26
Kota Surabaya,2024,22726.0
Kota Surakarta,2018,11057.57
Kota Surakarta,2019,11578.72
Kota Surakarta,2020,11323.24
Kota Surakarta,2021,13053.88
Kota Surakarta,2022,14383.14
Kota Surakarta,2023,16514.98
Kota Surakarta,2024,18298.0
Kota Tangerang,2018,14586.85
Kota Tangerang,2019,14621.63
Kota Tangerang,2020,14240.74
Kota Tangerang,2021,15606.74
Kota Tangerang,2022,16802.15
Kota Tangerang,2023,18088.71
Kota Tangerang,2024,20885.0
Kota Tangerang Selatan,2018,14564.46
Kota Tangerang Selatan,2019,12524.93
Kota Tangerang Selatan,2020,13450.46
Kota Tangerang Selatan,2021,15465.66
Kota Tangerang Selatan,2022,14403.15
Kota Tangerang Selatan,2023,16049.71
Kota Tangerang Selatan,2024,20076.0
Kota Tanjung Balai,2018,15423.87
Kota Tanjung Balai,2019,14882.04
Kota Tanjung Balai,2020,15907.94
Kota Tanjung Balai,2021,15278.85
Kota Tanjung Balai,2022,16326.12
Kota Tanjung Balai,2023,18918.24
Kota Tanjung Balai,2024,21308.0
Kota Tanjung Pinang,2018,13185.77
Kota Tanjung Pinang,2019,12820.01
Kota Tanjung Pinang,2020,12161.32
Kota Tanjung Pinang,2021,13506.99
Kota Tanjung Pinang,2022,11552.04
Kota Tanjung Pinang,2023,14279.04
Kota Tanjung Pinang,2024,14498.0
Kota Tarakan,2018,16503.97
Kota Tarakan,2019,16194.11
Kota Tarakan,2020,16291.59
Kota Tarakan,2021,18787.6
Kota Tarakan,2022,18358.43
Kota Tarakan,2023,19500.2
Kota Tarakan,2024,21477.0
Kota Tasikmalaya,2018,16919.52
Kota Tasikmalaya,2019,16941.89
Kota Tasikmalaya,2020,18417.09
Kota Tasikmalaya,2021,18827.9
Kota Tasikmalaya,2022,17047.18
Kota Tasikmalaya,2023,21317.35
Kota Tasikmalaya,2024,24721.0
Kota Tebing Tinggi,2018,13503.67
Kota Tebing Tinggi,2019,13707.16
Kota Tebing Tinggi,2020,14711.05
Kota Tebing Tinggi,2021,13892.65
Kota Tebing Tinggi,2022,15430.11
Kota Tebing Tinggi,2023,18243.72
Kota Tebing Tinggi,2024,21585.0
Kota Tegal,2018,13203.29
Kota Tegal,2019,11920.99
Kota Tegal,2020,12081.86
Kota Tegal,2021,13787.39
Kota Tegal,2022,12739.3
Kota Tegal,2023,14917.43
Kota Tegal,2024,18317.0
Kota Ternate,2018,17561.99
Kota Ternate,2019,17521.66
Kota Ternate,2020,17569.93
Kota Ternate,2021,17793.72
Kota Ternate,2022,19272.73
Kota Ternate,2023,19579.69
Kota Ternate,2024,24042.0
Kota Tidore Kepulauan,2018,18070.21
Kota Tidore Kepulauan,2019,17683.91
Kota Tidore Kepulauan,2020,19830.34
Kota Tidore Kepulauan,2021,20185.14
Kota Tidore Kepulauan,2022,17580.64
Kota Tidore Kepulauan,2023,21244.86
Kota Tidore Kepulauan,2024,22791.0
Kota Tomohon,2018,17222.06
Kota Tomohon,2019,16686.85
Kota Tomohon,2020,15978.18
Kota Tomohon,2021,18021.67
Kota Tomohon,2022,20612.4
Kota Tomohon,2023,24754.31
Kota Tomohon,2024,22535.0
Kota Tual,2018,19922.49
Kota Tual,2019,21022.97
Kota Tual,2020,20748.17
Kota Tual,2021,20582.7
Kota Tual,2022,21596.14
Kota Tual,2023,25077.57
Kota Tual,2024,30663.0
Kota Yogyakarta,2018,9838.2
Kota Yogyakarta,2019,9371.56
Kota Yogyakarta,2020,10082.44
Kota Yogyakarta,2021,10903.72
Kota Yogyakarta,2022,11125.8
Kota Yogyakarta,2023,12883.09
Kota Yogyakarta,2024,15640.0
Kotawaringin Barat,2018,19606.35
Kotawaringin Barat,2019,18026.53
Kotawaringin Barat,2020,18443.12
Kotawaringin Barat,2021,19582.52
Kotawaringin Barat,2022,22566.11
Kotawaringin Barat,2023,20471.78
Kotawaringin Barat,2024,24064.0
Kotawaringin Timur,2018,17502.55
Kotawaringin Timur,2019,16784.96
Kotawaringin Timur,2020,16942.72
Kotawaringin Timur,2021,18777.99
Kotawaringin Timur,2022,19773.32
Kotawaringin Timur,2023,21298.72
Kotawaringin Timur,2024,26785.0
Kuantan Singingi,2018,18064.39
Kuantan Singingi,2019,16736.08
Kuantan Singingi,2020,16986.01
Kuantan Singingi,2021,17782.24
Kuantan Singingi,2022,17121.86
Kuantan Singingi,2023,19570.27
Kuantan Singingi,2024,22328.0
Kubu Raya,2018,15213.9
Kubu Raya,2019,15751.8
Kubu Raya,2020,16766.09
Kubu Raya,2021,16567.34
Kubu Raya,2022,15993.21
Kubu Raya,2023,18634.12
Kubu Raya,2024,19943.0
Kudus,2018,10593.02
Kudus,2019,9903.35
Kudus,2020,9451.52
Kudus,2021,10699.47
Kudus,2022,11585.48
Kudus,2023,14485.57
Kudus,2024,17591.0
Kulon Progo,2018,11443.25
Kulon Progo,2019,12818.84
Kulon Progo,2020,13339.83
Kulon Progo,2021,13873.01
Kulon Progo,2022,13813.15
Kulon Progo,2023,17270.2
Kulon Progo,2024,17752.0
Kuningan,2018,15400.59
Kuningan,2019,14773.45
Kuningan,2020,15205.69
Kuningan,2021,15671.72
Kuningan,2022,14647.06
Kuningan,2023,17426.08
Kuningan,2024,19668.0
Kupang,2018,21089.38
Kupang,2019,25635.6
Kupang,2020,26374.4
Kupang,2021,28848.74
Kupang,2022,27066.76
Kupang,2023,28772.91
Kupang,2024,32786.0
Kutai Barat,2018,18812.08
Kutai Barat,2019,18656.1
Kutai Barat,2020,17870.72
Kutai Barat,2021,18347.1
Kutai Barat,2022,18083.3
Kutai Barat,2023,21400.2
Kutai Barat,2024,22146.0
Kutai Kartanegara,2018,15381.48
Kutai Kartanegara,2019,15918.08
Kutai Kartanegara,2020,16681.63
Kutai Kartanegara,2021,16058.41
Kutai Kartanegara,2022,16717.08
Kutai Kartanegara,2023,18450.42
Kutai Kartanegara,2024,23103.0
Kutai Timur,2018,18201.04
Kutai Timur,2019,17761.54
Kutai Timur,2020,19581.81
Kutai Timur,2021,19665.09
Kutai Timur,2022,19405.05
Kutai Timur,2023,21960.09
Kutai Timur,2024,25187.0
Labuhan Batu,2018,18814.34
Labuhan Batu,2019,18283.49
Labuhan Batu,2020,18489.95
Labuhan Batu,2021,17467.86
Labuhan Batu,2022,20280.75
Labuhan Batu,2023,22648.57
Labuhan Batu,2024,26022.0
Labuhan Batu Selatan,2018,20388.07
Labuhan Batu Selatan,2019,19612.53
Labuhan Batu Selatan,2020,20197.39
Labuhan Batu Selatan,2021,20156.33
Labuhan Batu Selatan,2022,19788.48
Labuhan Batu Selatan,2023,22615.64
Labuhan Batu Selatan,2024,26265.0
Labuhan Batu Utara,2018,19305.57
Labuhan Batu Utara,2019,20382.64
Labuhan Batu Utara,2020,18641.05
Labuhan Batu Utara,2021,19366.44
Labuhan Batu Utara,2022,18683.87
Labuhan Batu Utara,2023,22416.91
Labuhan Batu Utara,2024,25441.0
Lahat,2018,16738.4
Lahat,2019,18453.37
Lahat,2020,18859.13
Lahat,2021,18029.49
Lahat,2022,17051.3
Lahat,2023,22315.96
Lahat,2024,24629.0
Lamandau,2018,23041.61
Lamandau,2019,21962.47
Lamandau,2020,21649.08
Lamandau,2021,22659.59
Lamandau,2022,23788.37
Lamandau,2023,25317.15
Lamandau,2024,26865.0
Lamongan,2018,13813.1
Lamongan,2019,14469.11
Lamongan,2020,14606.44
Lamongan,2021,14542.52
Lamongan,2022,14700.73
Lamongan,2023,18454.05
Lamongan,2024,21857.0
Lampung Barat,2018,21090.33
Lampung Barat,2019,19220.61
Lampung Barat,2020,18957.4
Lampung Barat,2021,19805.1
Lampung Barat,2022,19866.27
Lampung Barat,2023,20628.66
Lampung Barat,2024,25498.0
Lampung Selatan,2018,15529.04
Lampung Selatan,2019,14642.6
Lampung Selatan,2020,15667.62
Lampung Selatan,2021,16458.23
Lampung Selatan,2022,17374.18
Lampung Selatan,2023,19261.35
Lampung Selatan,2024,22328.0
Lampung Tengah,2018,15532.58
Lampung Tengah,2019,15080.94
Lampung Tengah,2020,13998.65
Lampung Tengah,2021,14651.94
Lampung Tengah,2022,15128.01
Lampung Tengah,2023,18610.27
Lampung Tengah,2024,22231.0
Lampung Timur,2018,14728.35
Lampung Timur,2019,12463.74
Lampung Timur,2020,14487.63
Lampung Timur,2021,14911.9
Lampung Timur,2022,16026.04
Lampung Timur,2023,16914.83
Lampung Timur,2024,21269.0
Lampung Utara,2018,17599.32
Lampung Utara,2019,17001.27
Lampung Utara,2020,15604.62
Lampung Utara,2021,16495.6
Lampung Utara,2022,15740.65
Lampung Utara,2023,18079.3
Lampung Utara,2024,20772.0
Landak,2018,21331.89
Landak,2019,22370.38
Landak,2020,21838.28
Landak,2021,21700.73
Landak,2022,21283.6
Landak,2023,24208.62
Landak,2024,27664.0
Langkat,2018,15863.09
Langkat,2019,15690.54
Langkat,2020,16260.33
Langkat,2021,17374.81
Langkat,2022,17766.77
Langkat,2023,20527.32
Langkat,2024,23056.0
Lanny Jaya,2018,15904.78
Lanny Jaya,2019,26915.94
Lanny Jaya,2020,27407.4
Lanny Jaya,2021,40486.29
Lanny Jaya,2022,46366.52
Lanny Jaya,2023,41589.01
Lanny Jaya,2024,16530.0
Lebak,2018,19606.12
Lebak,2019,17485.81
Lebak,2020,16448.54
Lebak,2021,17045.98
Lebak,2022,19381.39
Lebak,2023,20919.02
Lebak,2024,27035.0
Lebong,2018,18461.08
Lebong,2019,17090.68
Lebong,2020,18783.1
Lebong,2021,17388.4
Lebong,2022,17506.81
Lebong,2023,21694.27
Lebong,2024,27441.0
Lembata,2018,22869.79
Lembata,2019,22742.13
Lembata,2020,23106.48
Lembata,2021,23863.33
Lembata,2022,22805.91
Lembata,2023,27852.09
Lembata,2024,30145.0
Lima Puluh Kota,2018,18886.75
Lima Puluh Kota,2019,21247.02
Lima Puluh Kota,2020,20181.18
Lima Puluh Kota,2021,20717.3
Lima Puluh Kota,2022,21484.45
Lima Puluh Kota,2023,27119.07
Lima Puluh Kota,2024,28950.0
Lingga,2018,17856.96
Lingga,2019,18123.9
Lingga,2020,18541.35
Lingga,2021,17443.27
Lingga,2022,16305.74
Lingga,2023,17389.83
Lingga,2024,19193.0
Lombok Barat,2018,20408.13
Lombok Barat,2019,17838.4
Lombok Barat,2020,16750.1
Lombok Barat,2021,15539.22
Lombok Barat,2022,18999.73
Lombok Barat,2023,22390.55
Lombok Barat,2024,29162.0
Lombok Tengah,2018,18072.67
Lombok Tengah,2019,17397.01
Lombok Tengah,2020,16269.35
Lombok Tengah,2021,16117.25
Lombok Tengah,2022,16859.09
Lombok Tengah,2023,19020.87
Lombok Tengah,2024,25584.0
Lombok Timur,2018,16890.87
Lombok Timur,2019,15467.92
Lombok Timur,2020,16571.8
Lombok Timur,2021,19205.38
Lombok Timur,2022,19493.03
Lombok Timur,2023,23325.17
Lombok Timur,2024,32343.0
Lombok Utara,2018,18389.29
Lombok Utara,2019,16609.42
Lombok Utara,2020,17364.5
Lombok Utara,2021,16802.7
Lombok Utara,2022,21998.27
Lombok Utara,2023,24189.49
Lombok Utara,2024,30603.0
Lumajang,2018,16541.47
Lumajang,2019,14181.83
Lumajang,2020,14163.73
Lumajang,2021,16415.78
Lumajang,2022,19122.51
Lumajang,2023,20038.88
Lumajang,2024,25530.0
Luwu,2018,16177.41
Luwu,2019,14095.76
Luwu,2020,17639.09
Luwu,2021,18283.47
Luwu,2022,17799.13
Luwu,2023,20014.52
Luwu,2024,21760.0
Luwu Timur,2018,17528.08
Luwu Timur,2019,16575.19
Luwu Timur,2020,18270.45
Luwu Timur,2021,20105.8
Luwu Timur,2022,19726.63
Luwu Timur,2023,21578.06
Luwu Timur,2024,23627.0
Luwu Utara,2018,16776.02
Luwu Utara,2019,14562.82
Luwu Utara,2020,15865.99
Luwu Utara,2021,15575.47
Luwu Utara,2022,16188.29
Luwu Utara,2023,21863.25
Luwu Utara,2024,24398.0
Madiun,2018,14555.18
Madiun,2019,14371.83
Madiun,2020,11323.51
Madiun,2021,11271.75
Madiun,2022,11304.05
Madiun,2023,14773.31
Madiun,2024,19248.0
Magelang,2018,12177.33
Magelang,2019,10197.44
Magelang,2020,11584.43
Magelang,2021,12358.7
Magelang,2022,12031.42
Magelang,2023,14468.46
Magelang,2024,16103.0
Magetan,2018,13431.99
Magetan,2019,12933.5
Magetan,2020,13451.46
Magetan,2021,14685.78
Magetan,2022,13771.86
Magetan,2023,15451.97
Magetan,2024,17133.0
Mahakam Ulu,2018,19482.39
Mahakam Ulu,2019,23299.03
Mahakam Ulu,2020,24579.93
Mahakam Ulu,2021,25774.59
Mahakam Ulu,2022,24936.8
Mahakam Ulu,2023,28787.1
Mahakam Ulu,2024,33135.0
Majalengka,2018,18464.4
Majalengka,2019,15926.5
Majalengka,2020,16361.63
Majalengka,2021,16072.86
Majalengka,2022,14152.72
Majalengka,2023,18047.03
Majalengka,2024,23301.0
Majene,2018,18802.45
Majene,2019,17900.09
Majene,2020,18638.56
Majene,2021,20691.37
Majene,2022,18173.96
Majene,2023,21672.77
Majene,2024,22766.0
Malaka,2018,24860.2
Malaka,2019,24804.28
Malaka,2020,25024.67
Malaka,2021,24565.65
Malaka,2022,30001.85
Malaka,2023,28742.23
Malaka,2024,33670.0
Malang,2018,14416.54
Malang,2019,13544.67
Malang,2020,13766.91
Malang,2021,14606.66
Malang,2022,14424.82
Malang,2023,17316.37
Malang,2024,18245.0
Malinau,2018,21168.23
Malinau,2019,21501.41
Malinau,2020,21020.0
Malinau,2021,21297.08
Malinau,2022,24655.38
Malinau,2023,23862.4
Malinau,2024,31135.0
Maluku Barat Daya,2018,21659.92
Maluku Barat Daya,2019,25719.24
Maluku Barat Daya,2020,25651.32
Maluku Barat Daya,2021,27783.63
Maluku Barat Daya,2022,28310.23
Maluku Barat Daya,2023,34257.4
Maluku Barat Daya,2024,39315.0
Maluku Tengah,2018,18661.48
Maluku Tengah,2019,19237.43
Maluku Tengah,2020,19709.73
Maluku Tengah,2021,19639.54
Maluku Tengah,2022,22140.26
Maluku Tengah,2023,22856.73
Maluku Tengah,2024,24744.0
Maluku Tenggara,2018,18815.03
Maluku Tenggara,2019,20123.3
Maluku Tenggara,2020,20171.61
Maluku Tenggara,2021,19612.62
Maluku Tenggara,2022,20774.39
Maluku Tenggara,2023,22376.03
Maluku Tenggara,2024,29083.0
Maluku Tenggara Barat,2018,20176.04
Maluku Tenggara Barat,2019,26133.78
Maluku Tenggara Barat,2020,25536.19
Maluku Tenggara Barat,2021,24290.06
Maluku Tenggara Barat,2022,25292.54
Maluku Tenggara Barat,2023,25562.99
Maluku Tenggara Barat,2024,32567.0
Mamasa,2018,17775.17
Mamasa,2019,20102.83
Mamasa,2020,17602.8
Mamasa,2021,22183.45
Mamasa,2022,20464.44
Mamasa,2023,20793.0
Mamasa,2024,22018.0
Mamberamo Raya,2018,7287.65
Mamberamo Raya,2019,7342.07
Mamberamo Raya,2020,8090.07
Mamberamo Raya,2021,8680.18
Mamberamo Raya,2022,9248.27
Mamberamo Raya,2023,11611.43
Mamberamo Raya,2024,6161.0
Mamberamo Tengah,2018,12926.09
Mamberamo Tengah,2019,15385.3
Mamberamo Tengah,2020,16465.6
Mamberamo Tengah,2021,11863.26
Mamberamo Tengah,2022,20574.17
Mamberamo Tengah,2023,19340.85
Mamberamo Tengah,2024,28676.0
Mamuju,2018,18788.91
Mamuju,2019,19695.93
Mamuju,2020,19741.79
Mamuju,2021,20481.47
Mamuju,2022,20381.12
Mamuju,2023,22857.27
Mamuju,2024,25236.0
Mamuju Tengah,2018,20146.21
Mamuju Tengah,2019,19763.56
Mamuju Tengah,2020,20328.69
Mamuju Tengah,2021,21694.94
Mamuju Tengah,2022,20090.96
Mamuju Tengah,2023,22643.99
Mamuju Tengah,2024,24653.0
Mamuju Utara,2018,20687.84
Mamuju Utara,2019,19782.49
Mamuju Utara,2020,20934.11
Mamuju Utara,2021,21691.82
Mamuju Utara,2022,19346.96
Mamuju Utara,2023,25491.94
Mamuju Utara,2024,25574.0
Mandailing Natal,2018,23420.78
Mandailing Natal,2019,22723.4
Mandailing Natal,2020,22619.79
Mandailing Natal,2021,21245.62
Mandailing Natal,2022,22897.0
Mandailing Natal,2023,29151.25
Mandailing Natal,2024,29717.0
Manggarai,2018,21115.25
Manggarai,2019,24981.84
Manggarai,2020,24154.92
Manggarai,2021,24687.84
Manggarai,2022,26628.13
Manggarai,2023,31946.24
Manggarai,2024,35033.0
Manggarai Barat,2018,27212.15
Manggarai Barat,2019,26972.88
Manggarai Barat,2020,27138.72
Manggarai Barat,2021,25766.19
Manggarai Barat,2022,28108.76
Manggarai Barat,2023,27995.08
Manggarai Barat,2024,33221.0
Manggarai Timur,2018,31760.31
Manggarai Timur,2019,29392.99
Manggarai Timur,2020,32448.69
Manggarai Timur,2021,30361.36
Manggarai Timur,2022,31839.24
Manggarai Timur,2023,38461.77
Manggarai Timur,2024,39536.0
Manokwari,2018,16413.69
Manokwari,2019,15443.07
Manokwari,2020,17010.44
Manokwari,2021,19073.82
Manokwari,2022,19421.88
Manokwari,2023,20163.58
Manokwari,2024,26214.0
Manokwari Selatan,2018,17198.97
Manokwari Selatan,2019,15607.47
Manokwari Selatan,2020,17658.08
Manokwari Selatan,2021,17876.43
Manokwari Selatan,2022,18063.68
Manokwari Selatan,2023,20600.94
Manokwari Selatan,2024,20273.0
Mappi,2018,8615.97
Mappi,2019,8717.17
Mappi,2020,8483.52
Mappi,2021,9387.69
Mappi,2022,11550.14
Mappi,2023,10659.68
Mappi,2024,14766.0
Maros,2018,14430.13
Maros,2019,13638.09
Maros,2020,16734.88
Maros,2021,17619.51
Maros,2022,17589.96
Maros,2023,19395.7
Maros,2024,22243.0
Maybrat,2018,16115.65
Maybrat,2019,13745.12
Maybrat,2020,18482.31
Maybrat,2021,18847.81
Maybrat,2022,20161.76
Maybrat,2023,20180.93
Maybrat,2024,10522.0
Melawi,2018,22278.18
Melawi,2019,22668.33
Melawi,2020,23086.35
Melawi,2021,22450.21
Melawi,2022,21466.29
Melawi,2023,22012.85
Melawi,2024,22678.0
Mempawah,2018,15262.36
Mempawah,2019,16270.13
Mempawah,2020,15501.09
Mempawah,2021,17229.72
Mempawah,2022,16353.99
Mempawah,2023,19129.67
Mempawah,2024,21338.0
Merangin,2018,18017.74
Merangin,2019,17422.62
Merangin,2020,17934.27
Merangin,2021,19193.99
Merangin,2022,17106.85
Merangin,2023,18257.45
Merangin,2024,23045.0
Merauke,2018,12877.12
Merauke,2019,17058.2
Merauke,2020,14038.26
Merauke,2021,13229.7
Merauke,2022,14997.93
Merauke,2023,15244.97
Merauke,2024,20797.0
Mesuji,2018,18910.19
Mesuji,2019,14444.74
Mesuji,2020,15091.83
Mesuji,2021,14570.4
Mesuji,2022,16491.41
Mesuji,2023,18885.21
Mesuji,2024,22818.0
Mimika,2018,16522.52
Mimika,2019,17058.38
Mimika,2020,17635.27
Mimika,2021,16295.78
Mimika,2022,16865.16
Mimika,2023,18204.41
Mimika,2024,17205.0
Minahasa,2018,17240.63
Minahasa,2019,15283.78
Minahasa,2020,16869.68
Minahasa,2021,18758.16
Minahasa,2022,18390.25
Minahasa,2023,22203.98
Minahasa,2024,23692.0
Minahasa Selatan,2018,17183.37
Minahasa Selatan,2019,16721.32
Minahasa Selatan,2020,17817.51
Minahasa Selatan,2021,17117.78
Minahasa Selatan,2022,21084.39
Minahasa Selatan,2023,23339.23
Minahasa Selatan,2024,28117.0
Minahasa Tenggara,2018,18582.79
Minahasa Tenggara,2019,16952.65
Minahasa Tenggara,2020,18578.1
Minahasa Tenggara,2021,19582.88
Minahasa Tenggara,2022,19718.97
Minahasa Tenggara,2023,23898.72
Minahasa Tenggara,2024,25403.0
Minahasa Utara,2018,17175.07
Minahasa Utara,2019,17256.23
Minahasa Utara,2020,17626.92
Minahasa Utara,2021,18326.85
Minahasa Utara,2022,19978.69
Minahasa Utara,2023,21287.7
Minahasa Utara,2024,22655.0
Mojokerto,2018,14433.04
Mojokerto,2019,14032.75
Mojokerto,2020,14245.87
Mojokerto,2021,16266.42
Mojokerto,2022,15854.7
Mojokerto,2023,17327.28
Mojokerto,2024,20790.0
Morowali,2018,17589.96
Morowali,2019,17128.67
Morowali,2020,18575.91
Morowali,2021,18771.77
Morowali,2022,18543.68
Morowali,2023,22212.67
Morowali,2024,29332.0
Morowali Utara,2018,19576.59
Morowali Utara,2019,18053.07
Morowali Utara,2020,18978.44
Morowali Utara,2021,20028.64
Morowali Utara,2022,20378.19
Morowali Utara,2023,24000.64
Morowali Utara,2024,28958.0
Muara Enim,2018,15729.9
Muara Enim,2019,19110.68
Muara Enim,2020,17076.26
Muara Enim,2021,16997.09
Muara Enim,2022,16647.43
Muara Enim,2023,19804.62
Muara Enim,2024,22813.0
Muaro Jambi,2018,16401.39
Muaro Jambi,2019,14671.28
Muaro Jambi,2020,16751.86
Muaro Jambi,2021,16570.91
Muaro Jambi,2022,16773.66
Muaro Jambi,2023,17853.19
Muaro Jambi,2024,22417.0
Mukomuko,2018,21851.17
Mukomuko,2019,19599.4
Mukomuko,2020,19918.72
Mukomuko,2021,17824.27
Mukomuko,2022,19768.3
Mukomuko,2023,22827.66
Mukomuko,2024,25138.0
Muna,2018,15097.47
Muna,2019,15031.33
Muna,2020,18426.65
Muna,2021,18972.36
Muna,2022,19350.39
Muna,2023,21468.39
Muna,2024,21933.0
Muna Barat,2018,15651.94
Muna Barat,2019,15234.85
Muna Barat,2020,18559.68
Muna Barat,2021,21663.77
Muna Barat,2022,20470.79
Muna Barat,2023,20043.67
Muna Barat,2024,22960.0
Murung Raya,2018,20675.23
Murung Raya,2019,20192.68
Murung Raya,2020,20652.74
Murung Raya,2021,19625.71
Murung Raya,2022,22297.62
Murung Raya,2023,24790.2
Murung Raya,2024,25618.0
Musi Banyuasin,2018,17134.79
Musi Banyuasin,2019,14616.98
Musi Banyuasin,2020,17389.07
Musi Banyuasin,2021,17200.08
Musi Banyuasin,2022,16284.11
Musi Banyuasin,2023,20836.15
Musi Banyuasin,2024,21409.0
Musi Rawas,2018,17219.45
Musi Rawas,2019,17590.28
Musi Rawas,2020,17285.92
Musi Rawas,2021,17352.62
Musi Rawas,2022,16240.42
Musi Rawas,2023,19395.65
Musi Rawas,2024,25555.0
Musi Rawas Utara,2018,20548.25
Musi Rawas Utara,2019,18104.18
Musi Rawas Utara,2020,17955.21
Musi Rawas Utara,2021,17996.39
Musi Rawas Utara,2022,18576.8
Musi Rawas Utara,2023,20821.99
Musi Rawas Utara,2024,24962.0
Nabire,2018,13750.38
Nabire,2019,15949.46
Nabire,2020,16143.76
Nabire,2021,17932.78
Nabire,2022,16471.53
Nabire,2023,19524.89
Nabire,2024,16043.0
Nagan Raya,2018,17941.99
Nagan Raya,2019,18687.96
Nagan Raya,2020,16428.39
Nagan Raya,2021,19906.68
Nagan Raya,2022,20249.34
Nagan Raya,2023,24054.5
Nagan Raya,2024,24439.0
Nagekeo,2018,23877.85
Nagekeo,2019,19574.09
Nagekeo,2020,21417.49
Nagekeo,2021,21329.58
Nagekeo,2022,20984.34
Nagekeo,2023,26544.4
Nagekeo,2024,28948.0
Natuna,2018,18950.08
Natuna,2019,16406.33
Natuna,2020,16745.03
Natuna,2021,16617.58
Natuna,2022,14514.07
Natuna,2023,18186.54
Natuna,2024,18145.0
Nduga,2018,12362.8
Nduga,2019,10786.78
Nduga,2020,15882.36
Nduga,2021,38023.35
Nduga,2022,27063.25
Nduga,2023,18795.6
Nduga,2024,45433.0
Ngada,2018,26217.39
Ngada,2019,25366.19
Ngada,2020,24630.36
Ngada,2021,25347.23
Ngada,2022,24486.21
Ngada,2023,27838.16
Ngada,2024,35383.0
Nganjuk,2018,13002.41
Nganjuk,2019,14063.63
Nganjuk,2020,14620.27
Nganjuk,2021,15286.77
Nganjuk,2022,14784.42
Nganjuk,2023,18293.94
Nganjuk,2024,24146.0
Ngawi,2018,12637.27
Ngawi,2019,11967.45
Ngawi,2020,11958.13
Ngawi,2021,13171.13
Ngawi,2022,12622.3
Ngawi,2023,15353.03
Ngawi,2024,23275.0
Nias,2018,22375.78
Nias,2019,26770.2
Nias,2020,25179.31
Nias,2021,26086.72
Nias,2022,27907.99
Nias,2023,32926.72
Nias,2024,35660.0
Nias Barat,2018,24388.65
Nias Barat,2019,28460.69
Nias Barat,2020,27713.18
Nias Barat,2021,25905.58
Nias Barat,2022,27298.65
Nias Barat,2023,31795.83
Nias Barat,2024,33465.0
Nias Selatan,2018,23602.62
Nias Selatan,2019,24192.39
Nias Selatan,2020,26137.97
Nias Selatan,2021,27477.87
Nias Selatan,2022,30104.27
Nias Selatan,2023,32029.99
Nias Selatan,2024,35738.0
Nias Utara,2018,22978.33
Nias Utara,2019,26331.58
Nias Utara,2020,25318.16
Nias Utara,2021,25926.33
Nias Utara,2022,29162.61
Nias Utara,2023,33024.64
Nias Utara,2024,35662.0
Nunukan,2018,17269.18
Nunukan,2019,17827.5
Nunukan,2020,17506.11
Nunukan,2021,20920.5
Nunukan,2022,20738.03
Nunukan,2023,21191.63
Nunukan,2024,22146.0
Ogan Ilir,2018,14173.97
Ogan Ilir,2019,13763.07
Ogan Ilir,2020,14853.47
Ogan Ilir,2021,14778.66
Ogan Ilir,2022,15488.36
Ogan Ilir,2023,17526.25
Ogan Ilir,2024,20680.0
Ogan Komering Ilir,2018,15157.21
Ogan Komering Ilir,2019,16548.99
Ogan Komering Ilir,2020,15682.2
Ogan Komering Ilir,2021,17233.24
Ogan Komering Ilir,2022,17733.86
Ogan Komering Ilir,2023,18701.32
Ogan Komering Ilir,2024,26399.0
Ogan Komering Ulu,2018,17885.74
Ogan Komering Ulu,2019,16314.22
Ogan Komering Ulu,2020,16750.81
Ogan Komering Ulu,2021,17392.7
Ogan Komering Ulu,2022,17513.29
Ogan Komering Ulu,2023,20382.35
Ogan Komering Ulu,2024,22257.0
Ogan Komering Ulu Selatan,2018,19045.5
Ogan Komering Ulu Selatan,2019,20608.4
Ogan Komering Ulu Selatan,2020,19029.87
Ogan Komering Ulu Selatan,2021,20655.65
Ogan Komering Ulu Selatan,2022,18696.35
Ogan Komering Ulu Selatan,2023,21009.76
Ogan Komering Ulu Selatan,2024,19576.0
Ogan Komering Ulu Timur,2018,18085.13
Ogan Komering Ulu Timur,2019,14672.41
Ogan Komering Ulu Timur,2020,16782.03
