Kabupaten/Kota,Tahun,Pengeluaran Perkapita Padi-Padian
Trenggalek,2024,19155.0
Tuban,2018,15147.56
Tuban,2019,14666.33
Tuban,2020,14616.24
Tuban,2021,13903.51
Tuban,2022,16329.14
Tuban,2023,18987.26
Tuban,2024,24014.0
Tulang Bawang Barat,2018,14952.57
Tulang Bawang Barat,2019,14697.8
Tulang Bawang Barat,2020,15595.53
Tulang Bawang Barat,2021,15907.11
Tulang Bawang Barat,2022,16331.72
Tulang Bawang Barat,2023,17531.84
Tulang Bawang Barat,2024,22590.0
Tulangbawang,2018,17424.22
Tulangbawang,2019,15584.65
Tulangbawang,2020,15357.55
Tulangbawang,2021,14018.95
Tulangbawang,2022,15668.98
Tulangbawang,2023,17429.1
Tulangbawang,2024,22444.0
Tulungagung,2018,12722.32
Tulungagung,2019,12767.97
Tulungagung,2020,13049.49
Tulungagung,2021,13591.23
Tulungagung,2022,16580.53
Tulungagung,2023,16476.49
Tulungagung,2024,17683.0
Wajo,2018,14472.32
Wajo,2019,14054.91
Wajo,2020,16147.37
Wajo,2021,16616.01
Wajo,2022,15931.07
Wajo,2023,17809.03
Wajo,2024,19351.0
Wakatobi,2018,16151.18
Wakatobi,2019,14878.25
Wakatobi,2020,17621.98
Wakatobi,2021,19067.69
Wakatobi,2022,19172.75
Wakatobi,2023,20625.41
Wakatobi,2024,27847.0
Waropen,2018,17411.29
Waropen,2019,11951.86
Waropen,2020,19847.11
Waropen,2021,17853.0
Waropen,2022,14742.99
Waropen,2023,15390.47
Waropen,2024,12038.0
Way Kanan,2018,20421.24
Way Kanan,2019,17400.41
Way Kanan,2020,19437.87
Way Kanan,2021,18292.21
Way Kanan,2022,17581.34
Way Kanan,2023,20792.99
Way Kanan,2024,25824.0
Wonogiri,2018,11980.04
Wonogiri,2019,11178.72
Wonogiri,2020,11076.52
Wonogiri,2021,11621.78
Wonogiri,2022,11805.34
Wonogiri,2023,15698.55
Wonogiri,2024,21437.0
Wonosobo,2018,11946.77
Wonosobo,2019,11827.83
Wonosobo,2020,11167.07
Wonosobo,2021,11799.74
Wonosobo,2022,12397.91
Wonosobo,2023,15228.65
Wonosobo,2024,15739.0
Yahukimo,2018,9408.6
Yahukimo,2019,6260.88
Yahukimo,2020,10667.99
Yahukimo,2021,5531.31
Yahukimo,2022,7764.84
Yahukimo,2023,11396.69
Yahukimo,2024,11002.0
Yalimo,2018,12293.18
Yalimo,2019,19999.61
Yalimo,2020,29316.95
Yalimo,2021,29876.77
Yalimo,2022,24917.04
Yalimo,2023,38772.5
Yalimo,2024,52498.0
