Kabupaten/Kota,Tahun,Pengeluaran Perkapita Bahan Minyak dan Kelapa
Kota Sibolga,2024,4392.0
Kota Singkawang,2018,2786.23
Kota Singkawang,2019,2711.36
Kota Singkawang,2020,3115.07
Kota Singkawang,2021,3734.16
Kota Singkawang,2022,4892.76
Kota Singkawang,2023,3846.63
Kota Singkawang,2024,3873.0
Kota Solok,2018,4502.28
Kota Solok,2019,4449.04
Kota Solok,2020,4775.05
Kota Solok,2021,4861.58
Kota Solok,2022,7522.78
Kota Solok,2023,6099.71
Kota Solok,2024,6508.0
Kota Sorong,2018,4275.96
Kota Sorong,2019,3556.41
Kota Sorong,2020,3738.91
Kota Sorong,2021,4904.01
Kota Sorong,2022,6591.35
Kota Sorong,2023,4966.22
Kota Sorong,2024,5074.0
Kota Subulussalam,2018,3635.29
Kota Subulussalam,2019,3673.04
Kota Subulussalam,2020,3621.73
Kota Subulussalam,2021,4612.9
Kota Subulussalam,2022,5915.81
Kota Subulussalam,2023,5127.73
Kota Subulussalam,2024,5412.0
Kota Sukabumi,2018,2733.47
Kota Sukabumi,2019,3470.67
Kota Sukabumi,2020,2696.81
Kota Sukabumi,2021,3090.27
Kota Sukabumi,2022,4569.05
Kota Sukabumi,2023,3973.26
Kota Sukabumi,2024,3693.0
Kota Sungai Penuh,2018,5235.38
Kota Sungai Penuh,2019,5457.71
Kota Sungai Penuh,2020,5795.18
Kota Sungai Penuh,2021,5810.64
Kota Sungai Penuh,2022,8198.44
Kota Sungai Penuh,2023,7038.92
Kota Sungai Penuh,2024,6758.0
Kota Surabaya,2018,3356.29
Kota Surabaya,2019,2906.28
Kota Surabaya,2020,3284.73
Kota Surabaya,2021,4119.61
Kota Surabaya,2022,5538.08
Kota Surabaya,2023,5323.24
Kota Surabaya,2024,4873.0
Kota Surakarta,2018,2718.18
Kota Surakarta,2019,2308.89
Kota Surakarta,2020,2321.99
Kota Surakarta,2021,3045.44
Kota Surakarta,2022,4975.03
Kota Surakarta,2023,3584.82
Kota Surakarta,2024,3662.0
Kota Tangerang,2018,3394.89
Kota Tangerang,2019,3687.17
Kota Tangerang,2020,4292.48
Kota Tangerang,2021,4654.9
Kota Tangerang,2022,6730.55
Kota Tangerang,2023,5827.14
Kota Tangerang,2024,4478.0
Kota Tangerang Selatan,2018,3475.09
Kota Tangerang Selatan,2019,3183.5
Kota Tangerang Selatan,2020,3462.64
Kota Tangerang Selatan,2021,4437.85
Kota Tangerang Selatan,2022,6312.34
Kota Tangerang Selatan,2023,4630.14
Kota Tangerang Selatan,2024,5250.0
Kota Tanjung Balai,2018,3502.37
Kota Tanjung Balai,2019,3329.13
Kota Tanjung Balai,2020,3555.03
Kota Tanjung Balai,2021,3919.86
Kota Tanjung Balai,2022,5258.1
Kota Tanjung Balai,2023,4176.22
Kota Tanjung Balai,2024,5097.0
Kota Tanjung Pinang,2018,3752.15
Kota Tanjung Pinang,2019,3205.2
Kota Tanjung Pinang,2020,3857.76
Kota Tanjung Pinang,2021,4399.37
Kota Tanjung Pinang,2022,5424.3
Kota Tanjung Pinang,2023,4629.87
Kota Tanjung Pinang,2024,4044.0
Kota Tarakan,2018,3039.22
Kota Tarakan,2019,2908.21
Kota Tarakan,2020,2935.53
Kota Tarakan,2021,3603.18
Kota Tarakan,2022,5092.36
Kota Tarakan,2023,3734.65
Kota Tarakan,2024,3846.0
Kota Tasikmalaya,2018,2101.99
Kota Tasikmalaya,2019,2137.06
Kota Tasikmalaya,2020,2490.71
Kota Tasikmalaya,2021,3124.41
Kota Tasikmalaya,2022,3568.92
Kota Tasikmalaya,2023,3771.6
Kota Tasikmalaya,2024,3557.0
Kota Tebing Tinggi,2018,3198.55
Kota Tebing Tinggi,2019,3322.38
Kota Tebing Tinggi,2020,3880.48
Kota Tebing Tinggi,2021,3884.95
Kota Tebing Tinggi,2022,5350.64
Kota Tebing Tinggi,2023,4949.42
Kota Tebing Tinggi,2024,5355.0
Kota Tegal,2018,1982.79
Kota Tegal,2019,1976.51
Kota Tegal,2020,2210.9
Kota Tegal,2021,2697.44
Kota Tegal,2022,3359.35
Kota Tegal,2023,3379.94
Kota Tegal,2024,2933.0
Kota Ternate,2018,3137.65
Kota Ternate,2019,3409.02
Kota Ternate,2020,3803.19
Kota Ternate,2021,3916.44
Kota Ternate,2022,5402.95
Kota Ternate,2023,4374.54
Kota Ternate,2024,5383.0
Kota Tidore Kepulauan,2018,3817.52
Kota Tidore Kepulauan,2019,3574.85
Kota Tidore Kepulauan,2020,4125.23
Kota Tidore Kepulauan,2021,4586.76
Kota Tidore Kepulauan,2022,5819.78
Kota Tidore Kepulauan,2023,5695.32
Kota Tidore Kepulauan,2024,4938.0
Kota Tomohon,2018,2931.68
Kota Tomohon,2019,2786.86
Kota Tomohon,2020,2915.75
Kota Tomohon,2021,3799.32
Kota Tomohon,2022,5901.71
Kota Tomohon,2023,5068.61
Kota Tomohon,2024,4858.0
Kota Tual,2018,3041.22
Kota Tual,2019,2785.31
Kota Tual,2020,3117.23
Kota Tual,2021,3078.27
Kota Tual,2022,3705.79
Kota Tual,2023,4161.27
Kota Tual,2024,4345.0
Kota Yogyakarta,2018,2183.64
Kota Yogyakarta,2019,2392.64
Kota Yogyakarta,2020,2323.71
Kota Yogyakarta,2021,2607.42
Kota Yogyakarta,2022,4172.71
Kota Yogyakarta,2023,3103.73
Kota Yogyakarta,2024,3060.0
Kotawaringin Barat,2018,4515.11
Kotawaringin Barat,2019,4016.94
Kotawaringin Barat,2020,4174.32
Kotawaringin Barat,2021,4799.64
Kotawaringin Barat,2022,6089.88
Kotawaringin Barat,2023,5465.21
Kotawaringin Barat,2024,5282.0
Kotawaringin Timur,2018,3542.0
Kotawaringin Timur,2019,3274.72
Kotawaringin Timur,2020,3454.57
Kotawaringin Timur,2021,3896.09
Kotawaringin Timur,2022,5645.97
Kotawaringin Timur,2023,4522.7
Kotawaringin Timur,2024,4811.0
Kuantan Singingi,2018,5459.74
Kuantan Singingi,2019,4925.88
Kuantan Singingi,2020,5213.42
Kuantan Singingi,2021,6373.34
Kuantan Singingi,2022,8381.84
Kuantan Singingi,2023,7453.27
Kuantan Singingi,2024,7207.0
Kubu Raya,2018,2922.56
Kubu Raya,2019,2632.14
Kubu Raya,2020,3091.31
Kubu Raya,2021,3301.95
Kubu Raya,2022,4968.32
Kubu Raya,2023,3883.81
Kubu Raya,2024,3549.0
Kudus,2018,2596.46
Kudus,2019,2646.41
Kudus,2020,2721.03
Kudus,2021,3283.8
Kudus,2022,4401.31
Kudus,2023,3367.86
Kudus,2024,3229.0
Kulon Progo,2018,2438.5
Kulon Progo,2019,2479.48
Kulon Progo,2020,2890.9
Kulon Progo,2021,3129.4
Kulon Progo,2022,4363.18
Kulon Progo,2023,3910.46
Kulon Progo,2024,3793.0
Kuningan,2018,2592.96
Kuningan,2019,2524.02
Kuningan,2020,3456.24
Kuningan,2021,3473.01
Kuningan,2022,4255.36
Kuningan,2023,3280.36
Kuningan,2024,3283.0
Kupang,2018,2074.8
Kupang,2019,2206.9
Kupang,2020,2450.69
Kupang,2021,2603.27
Kupang,2022,3235.7
Kupang,2023,2867.0
Kupang,2024,2813.0
Kutai Barat,2018,3819.74
Kutai Barat,2019,3783.8
Kutai Barat,2020,4096.48
Kutai Barat,2021,4217.08
Kutai Barat,2022,6254.49
Kutai Barat,2023,5376.68
Kutai Barat,2024,4609.0
Kutai Kartanegara,2018,3417.02
Kutai Kartanegara,2019,3388.51
Kutai Kartanegara,2020,3930.38
Kutai Kartanegara,2021,3688.04
Kutai Kartanegara,2022,6300.85
Kutai Kartanegara,2023,4777.75
Kutai Kartanegara,2024,4471.0
Kutai Timur,2018,4042.32
Kutai Timur,2019,4108.79
Kutai Timur,2020,4275.31
Kutai Timur,2021,4426.77
Kutai Timur,2022,6840.5
Kutai Timur,2023,5879.2
Kutai Timur,2024,4601.0
Labuhan Batu,2018,4249.73
Labuhan Batu,2019,3986.95
Labuhan Batu,2020,4270.6
Labuhan Batu,2021,4111.91
Labuhan Batu,2022,5959.62
Labuhan Batu,2023,5321.93
Labuhan Batu,2024,5092.0
Labuhan Batu Selatan,2018,4615.07
Labuhan Batu Selatan,2019,4125.6
Labuhan Batu Selatan,2020,4157.81
Labuhan Batu Selatan,2021,4634.55
Labuhan Batu Selatan,2022,6107.34
Labuhan Batu Selatan,2023,4948.13
Labuhan Batu Selatan,2024,5546.0
Labuhan Batu Utara,2018,3901.16
Labuhan Batu Utara,2019,3927.37
Labuhan Batu Utara,2020,4240.71
Labuhan Batu Utara,2021,4586.26
Labuhan Batu Utara,2022,5718.67
Labuhan Batu Utara,2023,5057.91
Labuhan Batu Utara,2024,4995.0
Lahat,2018,2983.71
Lahat,2019,2664.29
Lahat,2020,2835.98
Lahat,2021,2937.73
Lahat,2022,4420.71
Lahat,2023,4732.1
Lahat,2024,4040.0
Lamandau,2018,4818.92
Lamandau,2019,4197.67
Lamandau,2020,4649.25
Lamandau,2021,5335.5
Lamandau,2022,6428.37
Lamandau,2023,6440.3
Lamandau,2024,5529.0
Lamongan,2018,2870.81
Lamongan,2019,2882.79
Lamongan,2020,3176.04
Lamongan,2021,3494.85
Lamongan,2022,4753.09
Lamongan,2023,4526.78
Lamongan,2024,4055.0
Lampung Barat,2018,4000.25
Lampung Barat,2019,3896.82
Lampung Barat,2020,4071.87
Lampung Barat,2021,4319.76
Lampung Barat,2022,6864.73
Lampung Barat,2023,4835.13
Lampung Barat,2024,4631.0
Lampung Selatan,2018,3252.3
Lampung Selatan,2019,3314.14
Lampung Selatan,2020,3500.94
Lampung Selatan,2021,4444.95
Lampung Selatan,2022,5390.84
Lampung Selatan,2023,5022.44
Lampung Selatan,2024,4807.0
Lampung Tengah,2018,3985.14
Lampung Tengah,2019,3759.84
Lampung Tengah,2020,3967.76
Lampung Tengah,2021,4427.63
Lampung Tengah,2022,5436.99
Lampung Tengah,2023,5171.24
Lampung Tengah,2024,5101.0
Lampung Timur,2018,3506.24
Lampung Timur,2019,3009.02
Lampung Timur,2020,3652.81
Lampung Timur,2021,3963.36
Lampung Timur,2022,5897.55
Lampung Timur,2023,4433.62
Lampung Timur,2024,4174.0
Lampung Utara,2018,2954.59
Lampung Utara,2019,3041.72
Lampung Utara,2020,3250.63
Lampung Utara,2021,3977.93
Lampung Utara,2022,5329.66
Lampung Utara,2023,4392.75
Lampung Utara,2024,4455.0
Landak,2018,2638.81
Landak,2019,2635.73
Landak,2020,2749.51
Landak,2021,3226.41
Landak,2022,5282.43
Landak,2023,4225.81
Landak,2024,4014.0
Langkat,2018,3678.23
Langkat,2019,3752.88
Langkat,2020,4139.1
Langkat,2021,4873.49
Langkat,2022,6430.26
Langkat,2023,5592.69
Langkat,2024,5427.0
Lanny Jaya,2018,4648.4
Lanny Jaya,2019,7918.62
Lanny Jaya,2020,8276.46
Lanny Jaya,2021,8940.87
Lanny Jaya,2022,11482.01
Lanny Jaya,2023,11998.45
Lanny Jaya,2024,4539.0
Lebak,2018,3473.34
Lebak,2019,3106.92
Lebak,2020,3074.8
Lebak,2021,4147.14
Lebak,2022,5749.36
Lebak,2023,4525.24
Lebak,2024,3858.0
Lebong,2018,3553.28
Lebong,2019,3721.27
Lebong,2020,4136.36
Lebong,2021,3878.61
Lebong,2022,6232.5
Lebong,2023,5341.08
Lebong,2024,4728.0
Lembata,2018,2630.74
Lembata,2019,2827.64
Lembata,2020,2684.39
Lembata,2021,2701.91
Lembata,2022,3722.22
Lembata,2023,3950.84
Lembata,2024,3468.0
Lima Puluh Kota,2018,4805.82
Lima Puluh Kota,2019,4521.05
Lima Puluh Kota,2020,4846.57
Lima Puluh Kota,2021,5346.6
Lima Puluh Kota,2022,7666.99
Lima Puluh Kota,2023,6224.26
Lima Puluh Kota,2024,6863.0
Lingga,2018,4012.35
Lingga,2019,4156.7
Lingga,2020,4408.18
Lingga,2021,4347.15
Lingga,2022,5545.26
Lingga,2023,4835.28
Lingga,2024,4598.0
Lombok Barat,2018,3007.94
Lombok Barat,2019,2431.84
Lombok Barat,2020,2785.18
Lombok Barat,2021,2831.65
Lombok Barat,2022,4904.76
Lombok Barat,2023,3998.4
Lombok Barat,2024,3986.0
Lombok Tengah,2018,2949.86
Lombok Tengah,2019,2381.08
Lombok Tengah,2020,2736.11
Lombok Tengah,2021,3062.57
Lombok Tengah,2022,4059.8
Lombok Tengah,2023,3641.22
Lombok Tengah,2024,3522.0
Lombok Timur,2018,2867.38
Lombok Timur,2019,2383.61
Lombok Timur,2020,2877.38
Lombok Timur,2021,3949.7
Lombok Timur,2022,4641.8
Lombok Timur,2023,4678.83
Lombok Timur,2024,4080.0
Lombok Utara,2018,3262.8
Lombok Utara,2019,2818.04
Lombok Utara,2020,2991.27
Lombok Utara,2021,3190.13
Lombok Utara,2022,5369.12
Lombok Utara,2023,4008.75
Lombok Utara,2024,3388.0
Lumajang,2018,2686.52
Lumajang,2019,2710.99
Lumajang,2020,2918.92
Lumajang,2021,3701.36
Lumajang,2022,5547.64
Lumajang,2023,4727.62
Lumajang,2024,3933.0
Luwu,2018,2504.79
Luwu,2019,2063.95
Luwu,2020,2278.23
Luwu,2021,2388.46
Luwu,2022,3407.55
Luwu,2023,3240.5
Luwu,2024,2679.0
Luwu Timur,2018,2635.36
Luwu Timur,2019,2501.52
Luwu Timur,2020,2688.44
Luwu Timur,2021,2987.98
Luwu Timur,2022,3820.92
Luwu Timur,2023,3723.91
Luwu Timur,2024,3592.0
Luwu Utara,2018,2790.49
Luwu Utara,2019,2480.24
Luwu Utara,2020,2726.04
Luwu Utara,2021,2978.62
Luwu Utara,2022,3971.85
Luwu Utara,2023,4154.8
Luwu Utara,2024,4077.0
Madiun,2018,3708.57
Madiun,2019,3233.2
Madiun,2020,3383.94
Madiun,2021,3705.37
Madiun,2022,4477.57
Madiun,2023,4940.03
Madiun,2024,3924.0
Magelang,2018,2719.67
Magelang,2019,2763.64
Magelang,2020,2962.57
Magelang,2021,3628.74
Magelang,2022,4222.35
Magelang,2023,3559.73
Magelang,2024,3186.0
Magetan,2018,3103.89
Magetan,2019,3087.24
Magetan,2020,3629.71
Magetan,2021,4305.25
Magetan,2022,4749.31
Magetan,2023,4282.81
Magetan,2024,3984.0
Mahakam Ulu,2018,4071.23
Mahakam Ulu,2019,4279.05
Mahakam Ulu,2020,4500.57
Mahakam Ulu,2021,4315.69
Mahakam Ulu,2022,7800.72
Mahakam Ulu,2023,7174.58
Mahakam Ulu,2024,7337.0
Majalengka,2018,2231.53
Majalengka,2019,2146.5
Majalengka,2020,2980.09
Majalengka,2021,2599.85
Majalengka,2022,3180.62
Majalengka,2023,3109.74
Majalengka,2024,3349.0
Majene,2018,3156.22
Majene,2019,2381.14
Majene,2020,2525.19
Majene,2021,3202.54
Majene,2022,3394.61
Majene,2023,3926.55
Majene,2024,3646.0
Malaka,2018,2684.15
Malaka,2019,2816.67
Malaka,2020,2486.72
Malaka,2021,2540.68
Malaka,2022,3579.3
Malaka,2023,3294.18
Malaka,2024,2926.0
Malang,2018,2816.87
Malang,2019,2523.16
Malang,2020,3204.67
Malang,2021,3695.23
Malang,2022,4285.55
Malang,2023,4372.24
Malang,2024,4088.0
Malinau,2018,3741.46
Malinau,2019,3351.7
Malinau,2020,3805.64
Malinau,2021,3746.85
Malinau,2022,5633.15
Malinau,2023,4664.45
Malinau,2024,5039.0
Maluku Barat Daya,2018,3196.26
Maluku Barat Daya,2019,3421.71
Maluku Barat Daya,2020,3373.07
Maluku Barat Daya,2021,3374.38
Maluku Barat Daya,2022,4011.27
Maluku Barat Daya,2023,5402.79
Maluku Barat Daya,2024,5085.0
Maluku Tengah,2018,3988.39
Maluku Tengah,2019,3682.53
Maluku Tengah,2020,3740.8
Maluku Tengah,2021,4322.54
Maluku Tengah,2022,5019.73
Maluku Tengah,2023,5242.26
Maluku Tengah,2024,4638.0
Maluku Tenggara,2018,3112.89
Maluku Tenggara,2019,3367.53
Maluku Tenggara,2020,3581.11
Maluku Tenggara,2021,3772.86
Maluku Tenggara,2022,4041.08
Maluku Tenggara,2023,4849.6
Maluku Tenggara,2024,4755.0
Maluku Tenggara Barat,2018,3527.69
Maluku Tenggara Barat,2019,3230.46
Maluku Tenggara Barat,2020,3389.75
Maluku Tenggara Barat,2021,3509.11
Maluku Tenggara Barat,2022,4180.19
Maluku Tenggara Barat,2023,4556.62
Maluku Tenggara Barat,2024,4418.0
Mamasa,2018,2326.54
Mamasa,2019,2512.51
Mamasa,2020,2499.86
Mamasa,2021,2763.97
Mamasa,2022,3841.0
Mamasa,2023,3646.56
Mamasa,2024,3057.0
Mamberamo Raya,2018,1791.91
Mamberamo Raya,2019,2770.58
Mamberamo Raya,2020,2172.09
Mamberamo Raya,2021,3314.66
Mamberamo Raya,2022,2195.23
Mamberamo Raya,2023,2647.5
Mamberamo Raya,2024,19208.0
Mamberamo Tengah,2018,3719.16
Mamberamo Tengah,2019,3161.91
Mamberamo Tengah,2020,3066.45
Mamberamo Tengah,2021,2578.45
Mamberamo Tengah,2022,5774.06
Mamberamo Tengah,2023,6203.9
Mamberamo Tengah,2024,8990.0
Mamuju,2018,3279.01
Mamuju,2019,2617.07
Mamuju,2020,2826.26
Mamuju,2021,3041.08
Mamuju,2022,4225.87
Mamuju,2023,3456.07
Mamuju,2024,3303.0
Mamuju Tengah,2018,3355.75
Mamuju Tengah,2019,3002.16
Mamuju Tengah,2020,3159.37
Mamuju Tengah,2021,3307.29
Mamuju Tengah,2022,4646.61
Mamuju Tengah,2023,3413.47
Mamuju Tengah,2024,3807.0
Mamuju Utara,2018,4115.85
Mamuju Utara,2019,3629.38
Mamuju Utara,2020,3499.43
Mamuju Utara,2021,3833.83
Mamuju Utara,2022,5185.53
Mamuju Utara,2023,4581.01
Mamuju Utara,2024,3903.0
Mandailing Natal,2018,4435.35
Mandailing Natal,2019,4277.11
Mandailing Natal,2020,4746.29
Mandailing Natal,2021,5389.35
Mandailing Natal,2022,6526.2
Mandailing Natal,2023,6179.38
Mandailing Natal,2024,5954.0
Manggarai,2018,2157.25
Manggarai,2019,2404.88
Manggarai,2020,2471.23
Manggarai,2021,2696.85
Manggarai,2022,3279.24
Manggarai,2023,3522.66
Manggarai,2024,3343.0
Manggarai Barat,2018,2638.34
Manggarai Barat,2019,2511.4
Manggarai Barat,2020,2685.44
Manggarai Barat,2021,2745.86
Manggarai Barat,2022,3505.36
Manggarai Barat,2023,3438.97
Manggarai Barat,2024,2895.0
Manggarai Timur,2018,2005.36
Manggarai Timur,2019,2497.64
Manggarai Timur,2020,1769.73
Manggarai Timur,2021,2193.56
Manggarai Timur,2022,2484.28
Manggarai Timur,2023,2801.54
Manggarai Timur,2024,2752.0
Manokwari,2018,3886.36
Manokwari,2019,4201.2
Manokwari,2020,4140.58
Manokwari,2021,4387.8
Manokwari,2022,7639.76
Manokwari,2023,6203.65
Manokwari,2024,5952.0
Manokwari Selatan,2018,3267.17
Manokwari Selatan,2019,4522.21
Manokwari Selatan,2020,5447.19
Manokwari Selatan,2021,5355.21
Manokwari Selatan,2022,7277.74
Manokwari Selatan,2023,5475.19
Manokwari Selatan,2024,8393.0
Mappi,2018,3233.42
Mappi,2019,2502.14
Mappi,2020,2054.29
Mappi,2021,2847.92
Mappi,2022,3310.19
Mappi,2023,3035.64
Mappi,2024,5635.0
Maros,2018,2513.01
Maros,2019,2317.5
Maros,2020,2962.73
Maros,2021,3211.03
Maros,2022,4753.55
Maros,2023,4218.3
Maros,2024,3701.0
Maybrat,2018,3956.22
Maybrat,2019,4060.04
Maybrat,2020,4840.81
Maybrat,2021,5182.52
Maybrat,2022,4975.2
Maybrat,2023,5607.36
Maybrat,2024,3197.0
Melawi,2018,2842.7
Melawi,2019,2672.79
Melawi,2020,2885.89
Melawi,2021,3391.93
Melawi,2022,4892.16
Melawi,2023,4256.63
Melawi,2024,3707.0
Mempawah,2018,3214.67
Mempawah,2019,2871.76
Mempawah,2020,3159.89
Mempawah,2021,3072.39
Mempawah,2022,4585.69
Mempawah,2023,3537.8
Mempawah,2024,3596.0
Merangin,2018,3968.61
Merangin,2019,3626.92
Merangin,2020,3889.3
Merangin,2021,3901.28
Merangin,2022,6151.63
Merangin,2023,4859.2
Merangin,2024,5393.0
Merauke,2018,4247.8
Merauke,2019,4628.97
Merauke,2020,4934.97
Merauke,2021,5125.82
Merauke,2022,6463.76
Merauke,2023,4368.81
Merauke,2024,6128.0
Mesuji,2018,3944.16
Mesuji,2019,3296.82
Mesuji,2020,3279.53
Mesuji,2021,3934.14
Mesuji,2022,5868.97
Mesuji,2023,4902.89
Mesuji,2024,4332.0
Mimika,2018,4538.72
Mimika,2019,4478.74
Mimika,2020,4312.7
Mimika,2021,4936.64
Mimika,2022,5934.11
Mimika,2023,6047.97
Mimika,2024,5351.0
Minahasa,2018,3071.31
Minahasa,2019,2810.64
Minahasa,2020,3002.39
Minahasa,2021,3643.64
Minahasa,2022,5744.08
Minahasa,2023,5180.18
Minahasa,2024,4386.0
Minahasa Selatan,2018,2906.03
Minahasa Selatan,2019,3085.79
Minahasa Selatan,2020,3243.62
Minahasa Selatan,2021,4073.21
Minahasa Selatan,2022,5988.04
Minahasa Selatan,2023,4775.68
Minahasa Selatan,2024,4662.0
Minahasa Tenggara,2018,3535.18
Minahasa Tenggara,2019,2914.68
Minahasa Tenggara,2020,3249.91
Minahasa Tenggara,2021,3730.35
Minahasa Tenggara,2022,4860.58
Minahasa Tenggara,2023,5091.88
Minahasa Tenggara,2024,5110.0
Minahasa Utara,2018,3193.95
Minahasa Utara,2019,3654.4
Minahasa Utara,2020,3470.47
Minahasa Utara,2021,4236.4
Minahasa Utara,2022,6716.58
Minahasa Utara,2023,5422.96
Minahasa Utara,2024,4452.0
Mojokerto,2018,3004.52
Mojokerto,2019,3222.44
Mojokerto,2020,3261.68
Mojokerto,2021,3677.21
Mojokerto,2022,5321.0
Mojokerto,2023,4527.45
Mojokerto,2024,4568.0
Morowali,2018,3952.26
Morowali,2019,3602.95
Morowali,2020,4179.7
Morowali,2021,3995.73
Morowali,2022,6894.31
Morowali,2023,7509.06
Morowali,2024,5807.0
Morowali Utara,2018,3983.05
Morowali Utara,2019,3215.86
Morowali Utara,2020,3751.94
Morowali Utara,2021,4167.87
Morowali Utara,2022,6455.18
Morowali Utara,2023,5239.29
Morowali Utara,2024,5245.0
Muara Enim,2018,2342.3
Muara Enim,2019,2757.89
Muara Enim,2020,3114.21
Muara Enim,2021,2928.4
Muara Enim,2022,4217.58
Muara Enim,2023,3690.64
Muara Enim,2024,3802.0
Muaro Jambi,2018,4054.12
Muaro Jambi,2019,3586.44
Muaro Jambi,2020,3998.98
Muaro Jambi,2021,4348.42
Muaro Jambi,2022,5802.58
Muaro Jambi,2023,5076.28
Muaro Jambi,2024,5336.0
Mukomuko,2018,4603.0
Mukomuko,2019,4018.71
Mukomuko,2020,4616.66
Mukomuko,2021,4321.47
Mukomuko,2022,6587.43
Mukomuko,2023,5882.01
Mukomuko,2024,6217.0
Muna,2018,1671.88
Muna,2019,1580.63
Muna,2020,1668.55
Muna,2021,2169.2
Muna,2022,2761.63
Muna,2023,2174.47
Muna,2024,1694.0
Muna Barat,2018,1491.09
Muna Barat,2019,1560.33
Muna Barat,2020,2263.11
Muna Barat,2021,2757.88
Muna Barat,2022,3129.75
Muna Barat,2023,2332.89
Muna Barat,2024,2828.0
Murung Raya,2018,3915.48
Murung Raya,2019,3287.49
Murung Raya,2020,3564.64
Murung Raya,2021,3362.44
Murung Raya,2022,5418.69
Murung Raya,2023,4664.7
Murung Raya,2024,4749.0
Musi Banyuasin,2018,3315.42
Musi Banyuasin,2019,3072.86
Musi Banyuasin,2020,3449.71
Musi Banyuasin,2021,3993.7
Musi Banyuasin,2022,5023.93
Musi Banyuasin,2023,4392.01
Musi Banyuasin,2024,4507.0
Musi Rawas,2018,2969.42
Musi Rawas,2019,2964.05
Musi Rawas,2020,3250.35
Musi Rawas,2021,3539.13
Musi Rawas,2022,4711.41
Musi Rawas,2023,4063.76
Musi Rawas,2024,4824.0
Musi Rawas Utara,2018,2755.16
Musi Rawas Utara,2019,2860.11
Musi Rawas Utara,2020,3078.99
Musi Rawas Utara,2021,3386.87
Musi Rawas Utara,2022,4752.92
Musi Rawas Utara,2023,4013.83
Musi Rawas Utara,2024,4468.0
Nabire,2018,4404.6
Nabire,2019,4692.33
Nabire,2020,5451.28
Nabire,2021,6069.31
Nabire,2022,7621.48
Nabire,2023,5882.04
Nabire,2024,3456.0
Nagan Raya,2018,4223.67
Nagan Raya,2019,3568.5
Nagan Raya,2020,4036.4
Nagan Raya,2021,5014.33
Nagan Raya,2022,6208.22
Nagan Raya,2023,7316.52
Nagan Raya,2024,7038.0
Nagekeo,2018,2507.53
Nagekeo,2019,2211.7
Nagekeo,2020,2845.78
Nagekeo,2021,2959.67
Nagekeo,2022,3034.54
Nagekeo,2023,3613.74
Nagekeo,2024,3217.0
Natuna,2018,4601.53
Natuna,2019,3956.37
Natuna,2020,4113.23
Natuna,2021,4605.61
Natuna,2022,5808.69
Natuna,2023,5045.63
Natuna,2024,5527.0
Nduga,2018,4475.94
Nduga,2019,4977.52
Nduga,2020,4842.9
Nduga,2021,8694.49
Nduga,2022,7048.22
Nduga,2023,4958.23
Nduga,2024,23538.0
Ngada,2018,3018.9
Ngada,2019,3163.07
Ngada,2020,3106.82
Ngada,2021,3400.27
Ngada,2022,4028.82
Ngada,2023,4195.64
Ngada,2024,4278.0
Nganjuk,2018,3122.78
Nganjuk,2019,3266.87
Nganjuk,2020,3747.67
Nganjuk,2021,4375.63
Nganjuk,2022,5335.24
Nganjuk,2023,4964.86
Nganjuk,2024,5002.0
Ngawi,2018,2717.18
Ngawi,2019,2654.27
Ngawi,2020,2833.91
Ngawi,2021,3253.42
Ngawi,2022,3986.38
Ngawi,2023,3962.89
Ngawi,2024,4809.0
Nias,2018,3363.1
Nias,2019,3491.47
Nias,2020,3207.28
Nias,2021,3585.52
Nias,2022,4745.86
Nias,2023,4935.97
Nias,2024,4930.0
Nias Barat,2018,3084.83
Nias Barat,2019,3378.54
Nias Barat,2020,3084.61
Nias Barat,2021,3239.34
Nias Barat,2022,3940.58
Nias Barat,2023,3752.31
Nias Barat,2024,3430.0
Nias Selatan,2018,3950.44
Nias Selatan,2019,3832.34
Nias Selatan,2020,3847.03
Nias Selatan,2021,3862.31
Nias Selatan,2022,5189.18
Nias Selatan,2023,4611.44
Nias Selatan,2024,4894.0
Nias Utara,2018,3509.25
Nias Utara,2019,3827.53
Nias Utara,2020,3564.85
Nias Utara,2021,3654.2
Nias Utara,2022,4855.33
Nias Utara,2023,4168.25
Nias Utara,2024,4319.0
Nunukan,2018,3591.94
Nunukan,2019,3194.47
Nunukan,2020,3115.45
Nunukan,2021,3669.7
Nunukan,2022,5916.31
Nunukan,2023,4052.41
Nunukan,2024,4051.0
Ogan Ilir,2018,2511.49
Ogan Ilir,2019,2217.58
Ogan Ilir,2020,2631.58
Ogan Ilir,2021,2884.05
Ogan Ilir,2022,4237.57
Ogan Ilir,2023,3049.55
Ogan Ilir,2024,3097.0
Ogan Komering Ilir,2018,3076.64
Ogan Komering Ilir,2019,3021.7
Ogan Komering Ilir,2020,3558.12
Ogan Komering Ilir,2021,4007.23
Ogan Komering Ilir,2022,5896.5
Ogan Komering Ilir,2023,4261.81
Ogan Komering Ilir,2024,4625.0
Ogan Komering Ulu,2018,2898.67
Ogan Komering Ulu,2019,2648.66
Ogan Komering Ulu,2020,2618.13
Ogan Komering Ulu,2021,2943.78
Ogan Komering Ulu,2022,4213.55
Ogan Komering Ulu,2023,3684.08
Ogan Komering Ulu,2024,3765.0
Ogan Komering Ulu Selatan,2018,2527.44
Ogan Komering Ulu Selatan,2019,2571.96
