Kabupaten/Kota,Tahun,Pengeluaran Perkapita Bahan Minyak dan Kelapa
Toraja Utara,2018,1917.19
Toraja Utara,2019,1812.85
Toraja Utara,2020,1952.02
Toraja Utara,2021,2386.43
Toraja Utara,2022,2739.28
Toraja Utara,2023,3216.75
Toraja Utara,2024,2680.0
Trenggalek,2018,3957.13
Trenggalek,2019,3695.91
Trenggalek,2020,4081.65
Trenggalek,2021,4469.51
Trenggalek,2022,5197.5
Trenggalek,2023,5031.55
Trenggalek,2024,4842.0
Tuban,2018,2940.62
Tuban,2019,2757.29
Tuban,2020,3246.87
Tuban,2021,3842.96
Tuban,2022,5436.51
Tuban,2023,4468.54
Tuban,2024,3937.0
Tulang Bawang Barat,2018,2938.52
Tulang Bawang Barat,2019,3428.62
Tulang Bawang Barat,2020,3552.2
Tulang Bawang Barat,2021,3713.21
Tulang Bawang Barat,2022,4732.43
Tulang Bawang Barat,2023,4292.54
Tulang Bawang Barat,2024,4221.0
Tulangbawang,2018,3642.96
Tulangbawang,2019,3355.67
Tulangbawang,2020,2971.92
Tulangbawang,2021,3333.1
Tulangbawang,2022,5268.81
Tulangbawang,2023,4256.17
Tulangbawang,2024,4552.0
Tulungagung,2018,3437.72
Tulungagung,2019,3850.72
Tulungagung,2020,4253.87
Tulungagung,2021,4957.7
Tulungagung,2022,6455.47
Tulungagung,2023,4581.51
Tulungagung,2024,4282.0
Wajo,2018,2885.01
Wajo,2019,2711.92
Wajo,2020,3026.83
Wajo,2021,3604.78
Wajo,2022,4970.46
Wajo,2023,4636.8
Wajo,2024,3826.0
Wakatobi,2018,2583.35
Wakatobi,2019,2369.06
Wakatobi,2020,3086.68
Wakatobi,2021,2957.29
Wakatobi,2022,3613.57
Wakatobi,2023,3683.01
Wakatobi,2024,3589.0
Waropen,2018,8290.07
Waropen,2019,5129.64
Waropen,2020,6448.74
Waropen,2021,5945.5
Waropen,2022,5341.26
Waropen,2023,6348.79
Waropen,2024,7593.0
Way Kanan,2018,3615.75
Way Kanan,2019,3461.03
Way Kanan,2020,3867.69
Way Kanan,2021,4201.75
Way Kanan,2022,6186.07
Way Kanan,2023,5070.95
Way Kanan,2024,5193.0
Wonogiri,2018,3337.46
Wonogiri,2019,3228.84
Wonogiri,2020,3363.61
Wonogiri,2021,4541.42
Wonogiri,2022,5332.35
Wonogiri,2023,5044.47
Wonogiri,2024,5163.0
Wonosobo,2018,3066.34
Wonosobo,2019,2852.42
Wonosobo,2020,2838.15
Wonosobo,2021,3450.68
Wonosobo,2022,4568.46
Wonosobo,2023,3963.21
Wonosobo,2024,3486.0
Yahukimo,2018,3372.44
Yahukimo,2019,3736.2
Yahukimo,2020,3995.06
Yahukimo,2021,3238.79
Yahukimo,2022,4345.51
Yahukimo,2023,4294.47
Yahukimo,2024,3687.0
Yalimo,2018,4875.14
Yalimo,2019,6481.69
Yalimo,2020,5363.85
Yalimo,2021,8366.3
Yalimo,2022,7063.01
Yalimo,2023,9355.16
Yalimo,2024,14022.0
