Kabupaten/Kota,Tahun,Pengeluaran Perkapita Bahan Minuman
Kota Solok,2023,3767.78
Kota Solok,2024,3570.0
Kota Sorong,2018,4415.09
Kota Sorong,2019,3712.47
Kota Sorong,2020,4308.72
Kota Sorong,2021,4440.06
Kota Sorong,2022,4829.57
Kota Sorong,2023,4471.98
Kota Sorong,2024,4773.0
Kota Subulussalam,2018,3743.34
Kota Subulussalam,2019,3766.54
Kota Subulussalam,2020,3480.21
Kota Subulussalam,2021,4097.42
Kota Subulussalam,2022,4043.7
Kota Subulussalam,2023,5149.62
Kota Subulussalam,2024,3954.0
Kota Sukabumi,2018,3895.64
Kota Sukabumi,2019,4162.53
Kota Sukabumi,2020,4854.42
Kota Sukabumi,2021,4430.06
Kota Sukabumi,2022,4881.7
Kota Sukabumi,2023,5628.32
Kota Sukabumi,2024,5685.0
Kota Sungai Penuh,2018,3885.63
Kota Sungai Penuh,2019,3969.91
Kota Sungai Penuh,2020,3676.3
Kota Sungai Penuh,2021,3768.91
Kota Sungai Penuh,2022,3662.91
Kota Sungai Penuh,2023,3947.83
Kota Sungai Penuh,2024,3369.0
Kota Surabaya,2018,3954.87
Kota Surabaya,2019,3590.36
Kota Surabaya,2020,3782.56
Kota Surabaya,2021,4306.54
Kota Surabaya,2022,4383.45
Kota Surabaya,2023,5218.68
Kota Surabaya,2024,5335.0
Kota Surakarta,2018,3991.27
Kota Surakarta,2019,3457.69
Kota Surakarta,2020,3838.65
Kota Surakarta,2021,4135.67
Kota Surakarta,2022,5535.59
Kota Surakarta,2023,4705.11
Kota Surakarta,2024,5212.0
Kota Tangerang,2018,4611.48
Kota Tangerang,2019,4673.55
Kota Tangerang,2020,5379.37
Kota Tangerang,2021,5361.85
Kota Tangerang,2022,5855.32
Kota Tangerang,2023,6033.64
Kota Tangerang,2024,5625.0
Kota Tangerang Selatan,2018,4589.33
Kota Tangerang Selatan,2019,4415.66
Kota Tangerang Selatan,2020,4894.49
Kota Tangerang Selatan,2021,5296.89
Kota Tangerang Selatan,2022,5335.84
Kota Tangerang Selatan,2023,5003.25
Kota Tangerang Selatan,2024,5337.0
Kota Tanjung Balai,2018,3772.18
Kota Tanjung Balai,2019,4007.22
Kota Tanjung Balai,2020,4509.77
Kota Tanjung Balai,2021,4176.25
Kota Tanjung Balai,2022,4110.02
Kota Tanjung Balai,2023,4095.73
Kota Tanjung Balai,2024,4238.0
Kota Tanjung Pinang,2018,4331.62
Kota Tanjung Pinang,2019,3646.46
Kota Tanjung Pinang,2020,4022.45
Kota Tanjung Pinang,2021,4280.83
Kota Tanjung Pinang,2022,3329.23
Kota Tanjung Pinang,2023,4374.32
Kota Tanjung Pinang,2024,3832.0
Kota Tarakan,2018,4046.94
Kota Tarakan,2019,3972.42
Kota Tarakan,2020,3900.91
Kota Tarakan,2021,4961.6
Kota Tarakan,2022,4193.08
Kota Tarakan,2023,4201.1
Kota Tarakan,2024,4250.0
Kota Tasikmalaya,2018,3295.75
Kota Tasikmalaya,2019,3576.88
Kota Tasikmalaya,2020,3558.82
Kota Tasikmalaya,2021,3821.22
Kota Tasikmalaya,2022,4171.35
Kota Tasikmalaya,2023,5097.26
Kota Tasikmalaya,2024,4946.0
Kota Tebing Tinggi,2018,3392.81
Kota Tebing Tinggi,2019,3512.76
Kota Tebing Tinggi,2020,4173.93
Kota Tebing Tinggi,2021,3710.7
Kota Tebing Tinggi,2022,3609.16
Kota Tebing Tinggi,2023,3839.22
Kota Tebing Tinggi,2024,4497.0
Kota Tegal,2018,3488.02
Kota Tegal,2019,3575.22
Kota Tegal,2020,4626.15
Kota Tegal,2021,4657.16
Kota Tegal,2022,4484.88
Kota Tegal,2023,5262.6
Kota Tegal,2024,4808.0
Kota Ternate,2018,4563.58
Kota Ternate,2019,4273.88
Kota Ternate,2020,4265.98
Kota Ternate,2021,4591.44
Kota Ternate,2022,3994.38
Kota Ternate,2023,4439.41
Kota Ternate,2024,4556.0
Kota Tidore Kepulauan,2018,4183.92
Kota Tidore Kepulauan,2019,3967.79
Kota Tidore Kepulauan,2020,4537.04
Kota Tidore Kepulauan,2021,5280.05
Kota Tidore Kepulauan,2022,4901.59
Kota Tidore Kepulauan,2023,5512.13
Kota Tidore Kepulauan,2024,5139.0
Kota Tomohon,2018,4092.24
Kota Tomohon,2019,3502.9
Kota Tomohon,2020,3642.3
Kota Tomohon,2021,3990.71
Kota Tomohon,2022,4543.79
Kota Tomohon,2023,4670.94
Kota Tomohon,2024,4560.0
Kota Tual,2018,3700.67
Kota Tual,2019,2934.7
Kota Tual,2020,3209.13
Kota Tual,2021,3100.99
Kota Tual,2022,3720.38
Kota Tual,2023,4682.72
Kota Tual,2024,4642.0
Kota Yogyakarta,2018,3993.78
Kota Yogyakarta,2019,3926.81
Kota Yogyakarta,2020,4350.05
Kota Yogyakarta,2021,4004.53
Kota Yogyakarta,2022,4717.24
Kota Yogyakarta,2023,4177.12
Kota Yogyakarta,2024,4701.0
Kotawaringin Barat,2018,5581.87
Kotawaringin Barat,2019,5573.87
Kotawaringin Barat,2020,5537.3
Kotawaringin Barat,2021,7332.27
Kotawaringin Barat,2022,5625.56
Kotawaringin Barat,2023,6319.34
Kotawaringin Barat,2024,6261.0
Kotawaringin Timur,2018,5085.66
Kotawaringin Timur,2019,4441.13
Kotawaringin Timur,2020,5706.42
Kotawaringin Timur,2021,6547.73
Kotawaringin Timur,2022,6719.88
Kotawaringin Timur,2023,6607.4
Kotawaringin Timur,2024,7840.0
Kuantan Singingi,2018,4342.1
Kuantan Singingi,2019,3879.84
Kuantan Singingi,2020,4041.03
Kuantan Singingi,2021,4825.45
Kuantan Singingi,2022,4256.15
Kuantan Singingi,2023,4544.33
Kuantan Singingi,2024,4395.0
Kubu Raya,2018,4103.09
Kubu Raya,2019,4134.52
Kubu Raya,2020,4421.04
Kubu Raya,2021,4172.01
Kubu Raya,2022,4501.72
Kubu Raya,2023,5042.3
Kubu Raya,2024,4651.0
Kudus,2018,3680.48
Kudus,2019,3587.04
Kudus,2020,4214.84
Kudus,2021,4095.5
Kudus,2022,4569.66
Kudus,2023,4567.68
Kudus,2024,4805.0
Kulon Progo,2018,4058.41
Kulon Progo,2019,4001.21
Kulon Progo,2020,3949.36
Kulon Progo,2021,4400.62
Kulon Progo,2022,4603.92
Kulon Progo,2023,5029.31
Kulon Progo,2024,5150.0
Kuningan,2018,3831.27
Kuningan,2019,3317.79
Kuningan,2020,5112.34
Kuningan,2021,4928.0
Kuningan,2022,4305.09
Kuningan,2023,4695.88
Kuningan,2024,4824.0
Kupang,2018,3264.28
Kupang,2019,4139.35
Kupang,2020,3959.41
Kupang,2021,4286.2
Kupang,2022,4400.79
Kupang,2023,4057.13
Kupang,2024,3918.0
Kutai Barat,2018,5221.33
Kutai Barat,2019,5559.22
Kutai Barat,2020,5887.04
Kutai Barat,2021,5398.98
Kutai Barat,2022,5170.36
Kutai Barat,2023,5655.08
Kutai Barat,2024,5181.0
Kutai Kartanegara,2018,4616.37
Kutai Kartanegara,2019,4490.5
Kutai Kartanegara,2020,5424.75
Kutai Kartanegara,2021,5263.18
Kutai Kartanegara,2022,5265.97
Kutai Kartanegara,2023,5736.33
Kutai Kartanegara,2024,5563.0
Kutai Timur,2018,5503.94
Kutai Timur,2019,6042.16
Kutai Timur,2020,6252.98
Kutai Timur,2021,6018.79
Kutai Timur,2022,5810.4
Kutai Timur,2023,6528.04
Kutai Timur,2024,6530.0
Labuhan Batu,2018,4337.41
Labuhan Batu,2019,3741.35
Labuhan Batu,2020,4251.02
Labuhan Batu,2021,3936.64
Labuhan Batu,2022,4483.64
Labuhan Batu,2023,4113.61
Labuhan Batu,2024,4490.0
Labuhan Batu Selatan,2018,3879.7
Labuhan Batu Selatan,2019,3793.35
Labuhan Batu Selatan,2020,4304.88
Labuhan Batu Selatan,2021,3911.3
Labuhan Batu Selatan,2022,3951.15
Labuhan Batu Selatan,2023,3963.21
Labuhan Batu Selatan,2024,4058.0
Labuhan Batu Utara,2018,3615.86
Labuhan Batu Utara,2019,3859.94
Labuhan Batu Utara,2020,4020.49
Labuhan Batu Utara,2021,3965.24
Labuhan Batu Utara,2022,3485.86
Labuhan Batu Utara,2023,3877.23
Labuhan Batu Utara,2024,3678.0
Lahat,2018,4980.31
Lahat,2019,5403.57
Lahat,2020,5232.4
Lahat,2021,4981.76
Lahat,2022,5111.72
Lahat,2023,6360.15
Lahat,2024,6396.0
Lamandau,2018,6889.66
Lamandau,2019,6418.05
Lamandau,2020,6446.52
Lamandau,2021,7909.23
Lamandau,2022,7907.29
Lamandau,2023,8029.14
Lamandau,2024,7604.0
Lamongan,2018,3279.6
Lamongan,2019,3409.68
Lamongan,2020,3870.28
Lamongan,2021,3732.48
Lamongan,2022,4123.39
Lamongan,2023,4541.56
Lamongan,2024,4506.0
Lampung Barat,2018,5420.84
Lampung Barat,2019,5043.04
Lampung Barat,2020,5657.77
Lampung Barat,2021,6165.33
Lampung Barat,2022,6096.38
Lampung Barat,2023,6651.56
Lampung Barat,2024,7851.0
Lampung Selatan,2018,3887.67
Lampung Selatan,2019,4171.53
Lampung Selatan,2020,4153.45
Lampung Selatan,2021,4730.14
Lampung Selatan,2022,4449.02
Lampung Selatan,2023,4719.31
Lampung Selatan,2024,4773.0
Lampung Tengah,2018,3709.96
Lampung Tengah,2019,3956.85
Lampung Tengah,2020,4200.62
Lampung Tengah,2021,4443.02
Lampung Tengah,2022,4310.75
Lampung Tengah,2023,4536.28
Lampung Tengah,2024,5058.0
Lampung Timur,2018,3697.77
Lampung Timur,2019,3598.05
Lampung Timur,2020,3822.53
Lampung Timur,2021,3896.38
Lampung Timur,2022,4449.67
Lampung Timur,2023,4110.08
Lampung Timur,2024,4181.0
Lampung Utara,2018,3895.7
Lampung Utara,2019,3998.5
Lampung Utara,2020,4054.12
Lampung Utara,2021,4384.88
Lampung Utara,2022,4436.68
Lampung Utara,2023,4629.38
Lampung Utara,2024,4988.0
Landak,2018,4923.41
Landak,2019,4891.46
Landak,2020,5285.47
Landak,2021,6197.4
Landak,2022,6228.25
Landak,2023,6707.13
Landak,2024,6543.0
Langkat,2018,3430.96
Langkat,2019,3646.18
Langkat,2020,4194.84
Langkat,2021,4400.77
Langkat,2022,4472.79
Langkat,2023,4301.71
Langkat,2024,4242.0
Lanny Jaya,2018,7104.85
Lanny Jaya,2019,12842.56
Lanny Jaya,2020,13002.06
Lanny Jaya,2021,17914.75
Lanny Jaya,2022,22000.94
Lanny Jaya,2023,18440.63
Lanny Jaya,2024,9679.0
Lebak,2018,4734.05
Lebak,2019,4212.9
Lebak,2020,3938.36
Lebak,2021,5316.25
Lebak,2022,5101.38
Lebak,2023,4899.66
Lebak,2024,5071.0
Lebong,2018,4180.76
Lebong,2019,4577.07
Lebong,2020,4536.88
Lebong,2021,4917.59
Lebong,2022,4644.73
Lebong,2023,5566.08
Lebong,2024,5618.0
Lembata,2018,4508.15
Lembata,2019,3905.94
Lembata,2020,4625.32
Lembata,2021,4712.82
Lembata,2022,5108.29
Lembata,2023,5657.39
Lembata,2024,4773.0
Lima Puluh Kota,2018,3091.99
Lima Puluh Kota,2019,3114.12
Lima Puluh Kota,2020,3369.99
Lima Puluh Kota,2021,3396.23
Lima Puluh Kota,2022,4273.53
Lima Puluh Kota,2023,4072.73
Lima Puluh Kota,2024,4306.0
Lingga,2018,6117.91
Lingga,2019,6274.09
Lingga,2020,6045.63
Lingga,2021,6118.04
Lingga,2022,5727.39
Lingga,2023,6099.81
Lingga,2024,6566.0
Lombok Barat,2018,3527.67
Lombok Barat,2019,3143.52
Lombok Barat,2020,3689.24
Lombok Barat,2021,3953.36
Lombok Barat,2022,3956.36
Lombok Barat,2023,3879.88
Lombok Barat,2024,3740.0
Lombok Tengah,2018,4237.07
Lombok Tengah,2019,3222.83
Lombok Tengah,2020,3412.58
Lombok Tengah,2021,3525.48
Lombok Tengah,2022,3774.16
Lombok Tengah,2023,3732.43
Lombok Tengah,2024,3861.0
Lombok Timur,2018,3145.97
Lombok Timur,2019,2791.87
Lombok Timur,2020,3624.99
Lombok Timur,2021,4400.08
Lombok Timur,2022,4544.66
Lombok Timur,2023,4293.98
Lombok Timur,2024,4582.0
Lombok Utara,2018,3516.12
Lombok Utara,2019,3557.6
Lombok Utara,2020,3606.04
Lombok Utara,2021,3703.96
Lombok Utara,2022,5024.76
Lombok Utara,2023,3577.17
Lombok Utara,2024,3708.0
Lumajang,2018,3887.3
Lumajang,2019,3884.88
Lumajang,2020,4395.14
Lumajang,2021,5092.88
Lumajang,2022,5173.97
Lumajang,2023,5574.72
Lumajang,2024,5879.0
Luwu,2018,3740.28
Luwu,2019,3271.05
Luwu,2020,3701.8
Luwu,2021,4119.03
Luwu,2022,3767.61
Luwu,2023,3609.64
Luwu,2024,4249.0
Luwu Timur,2018,4427.99
Luwu Timur,2019,3679.75
Luwu Timur,2020,4553.5
Luwu Timur,2021,5004.86
Luwu Timur,2022,4788.78
Luwu Timur,2023,4666.4
Luwu Timur,2024,4901.0
Luwu Utara,2018,4044.53
Luwu Utara,2019,3499.1
Luwu Utara,2020,4511.96
Luwu Utara,2021,4891.21
Luwu Utara,2022,4401.96
Luwu Utara,2023,4586.71
Luwu Utara,2024,5080.0
Madiun,2018,4534.29
Madiun,2019,3912.71
Madiun,2020,4329.33
Madiun,2021,4286.88
Madiun,2022,4080.96
Madiun,2023,4863.46
Madiun,2024,4864.0
Magelang,2018,3980.83
Magelang,2019,4095.16
Magelang,2020,4401.31
Magelang,2021,4829.53
Magelang,2022,5049.03
Magelang,2023,5753.46
Magelang,2024,5414.0
Magetan,2018,4010.22
Magetan,2019,3848.01
Magetan,2020,4152.75
Magetan,2021,4534.39
Magetan,2022,4665.67
Magetan,2023,4960.89
Magetan,2024,5350.0
Mahakam Ulu,2018,5817.76
Mahakam Ulu,2019,6738.23
Mahakam Ulu,2020,7052.0
Mahakam Ulu,2021,6743.11
Mahakam Ulu,2022,7523.61
Mahakam Ulu,2023,8577.65
Mahakam Ulu,2024,8991.0
Majalengka,2018,3911.25
Majalengka,2019,4224.74
Majalengka,2020,4797.28
Majalengka,2021,5008.72
Majalengka,2022,4692.74
Majalengka,2023,4859.81
Majalengka,2024,5177.0
Majene,2018,3622.36
Majene,2019,3571.15
Majene,2020,3810.01
Majene,2021,4266.06
Majene,2022,3698.48
Majene,2023,3832.27
Majene,2024,4112.0
Malaka,2018,4134.9
Malaka,2019,4221.47
Malaka,2020,4166.23
Malaka,2021,4296.71
Malaka,2022,4218.53
Malaka,2023,4418.28
Malaka,2024,4043.0
Malang,2018,4107.53
Malang,2019,3854.15
Malang,2020,4281.42
Malang,2021,4492.45
Malang,2022,3982.83
Malang,2023,4863.52
Malang,2024,5311.0
Malinau,2018,6345.66
Malinau,2019,6169.99
Malinau,2020,6164.4
Malinau,2021,6373.45
Malinau,2022,7369.25
Malinau,2023,7605.8
Malinau,2024,7236.0
Maluku Barat Daya,2018,3516.2
Maluku Barat Daya,2019,4169.18
Maluku Barat Daya,2020,4281.43
Maluku Barat Daya,2021,4733.02
Maluku Barat Daya,2022,4829.23
Maluku Barat Daya,2023,5197.58
Maluku Barat Daya,2024,4602.0
Maluku Tengah,2018,4228.66
Maluku Tengah,2019,4118.97
Maluku Tengah,2020,4687.7
Maluku Tengah,2021,4841.93
Maluku Tengah,2022,5161.01
Maluku Tengah,2023,5889.34
Maluku Tengah,2024,5754.0
Maluku Tenggara,2018,3631.94
Maluku Tenggara,2019,3278.08
Maluku Tenggara,2020,3312.97
Maluku Tenggara,2021,3745.07
Maluku Tenggara,2022,3792.63
Maluku Tenggara,2023,4282.13
Maluku Tenggara,2024,4559.0
Maluku Tenggara Barat,2018,3625.57
Maluku Tenggara Barat,2019,4118.23
Maluku Tenggara Barat,2020,4254.01
Maluku Tenggara Barat,2021,4433.29
Maluku Tenggara Barat,2022,4729.77
Maluku Tenggara Barat,2023,4199.73
Maluku Tenggara Barat,2024,3745.0
Mamasa,2018,4183.71
Mamasa,2019,3916.77
Mamasa,2020,3935.99
Mamasa,2021,4300.99
Mamasa,2022,4610.22
Mamasa,2023,4303.88
Mamasa,2024,4484.0
Mamberamo Raya,2018,1429.83
Mamberamo Raya,2019,2006.03
Mamberamo Raya,2020,1521.85
Mamberamo Raya,2021,3087.64
Mamberamo Raya,2022,3440.5
Mamberamo Raya,2023,3888.49
Mamberamo Raya,2024,7667.0
Mamberamo Tengah,2018,8116.7
Mamberamo Tengah,2019,6264.23
Mamberamo Tengah,2020,8144.77
Mamberamo Tengah,2021,6883.76
Mamberamo Tengah,2022,8903.75
Mamberamo Tengah,2023,8864.54
Mamberamo Tengah,2024,10050.0
Mamuju,2018,4230.85
Mamuju,2019,3765.73
Mamuju,2020,4164.31
Mamuju,2021,4005.89
Mamuju,2022,4115.43
Mamuju,2023,4067.51
Mamuju,2024,3717.0
Mamuju Tengah,2018,4527.24
Mamuju Tengah,2019,4201.13
Mamuju Tengah,2020,4556.21
Mamuju Tengah,2021,5035.5
Mamuju Tengah,2022,4804.99
Mamuju Tengah,2023,4606.57
Mamuju Tengah,2024,5624.0
Mamuju Utara,2018,6076.76
Mamuju Utara,2019,4705.28
Mamuju Utara,2020,4869.03
Mamuju Utara,2021,5680.66
Mamuju Utara,2022,5359.59
Mamuju Utara,2023,5314.38
Mamuju Utara,2024,5111.0
Mandailing Natal,2018,2005.51
Mandailing Natal,2019,2080.46
Mandailing Natal,2020,2002.15
Mandailing Natal,2021,2015.8
Mandailing Natal,2022,2140.08
Mandailing Natal,2023,2174.47
Mandailing Natal,2024,2220.0
Manggarai,2018,5002.29
Manggarai,2019,5329.84
Manggarai,2020,4919.53
Manggarai,2021,5232.61
Manggarai,2022,6015.02
Manggarai,2023,5977.96
Manggarai,2024,6253.0
Manggarai Barat,2018,5362.31
Manggarai Barat,2019,4863.47
Manggarai Barat,2020,5145.51
Manggarai Barat,2021,5054.26
Manggarai Barat,2022,5469.41
Manggarai Barat,2023,5973.1
Manggarai Barat,2024,5958.0
Manggarai Timur,2018,4012.64
Manggarai Timur,2019,3586.09
Manggarai Timur,2020,3542.68
Manggarai Timur,2021,4125.78
Manggarai Timur,2022,4367.39
Manggarai Timur,2023,5028.88
Manggarai Timur,2024,5020.0
Manokwari,2018,4630.47
Manokwari,2019,4360.67
Manokwari,2020,4962.14
Manokwari,2021,5184.82
Manokwari,2022,5602.34
Manokwari,2023,5785.38
Manokwari,2024,6650.0
Manokwari Selatan,2018,4561.81
Manokwari Selatan,2019,4562.09
Manokwari Selatan,2020,5370.11
Manokwari Selatan,2021,5063.79
Manokwari Selatan,2022,5528.58
Manokwari Selatan,2023,6358.07
Manokwari Selatan,2024,7991.0
Mappi,2018,3343.8
Mappi,2019,3844.32
Mappi,2020,3326.07
Mappi,2021,3850.12
Mappi,2022,3720.49
Mappi,2023,4031.07
Mappi,2024,4415.0
Maros,2018,3438.64
Maros,2019,3334.37
Maros,2020,3930.4
Maros,2021,4067.69
Maros,2022,4498.47
Maros,2023,4422.31
Maros,2024,3946.0
Maybrat,2018,5281.47
Maybrat,2019,5473.68
Maybrat,2020,4897.65
Maybrat,2021,5428.03
Maybrat,2022,5150.0
Maybrat,2023,6102.84
Maybrat,2024,4720.0
Melawi,2018,5378.17
Melawi,2019,5661.58
Melawi,2020,5874.2
Melawi,2021,5994.13
Melawi,2022,6110.49
Melawi,2023,6123.99
Melawi,2024,5658.0
Mempawah,2018,4689.95
Mempawah,2019,3673.06
Mempawah,2020,4259.13
Mempawah,2021,3999.49
Mempawah,2022,4040.3
Mempawah,2023,4251.99
Mempawah,2024,4602.0
Merangin,2018,3382.1
Merangin,2019,3303.56
Merangin,2020,3921.25
Merangin,2021,3582.18
Merangin,2022,3740.42
Merangin,2023,3195.29
Merangin,2024,3675.0
Merauke,2018,4662.41
Merauke,2019,5462.35
Merauke,2020,5208.15
Merauke,2021,4874.52
Merauke,2022,5457.08
Merauke,2023,5024.85
Merauke,2024,6072.0
Mesuji,2018,4392.47
Mesuji,2019,3699.72
Mesuji,2020,3883.8
Mesuji,2021,4101.01
Mesuji,2022,4567.07
Mesuji,2023,4594.53
Mesuji,2024,4745.0
Mimika,2018,4812.54
Mimika,2019,4646.51
Mimika,2020,4445.79
Mimika,2021,4833.81
Mimika,2022,4125.68
Mimika,2023,4895.13
Mimika,2024,4256.0
Minahasa,2018,3762.34
Minahasa,2019,3556.01
Minahasa,2020,3859.86
Minahasa,2021,3967.38
Minahasa,2022,4352.57
Minahasa,2023,4600.36
Minahasa,2024,4820.0
Minahasa Selatan,2018,3459.31
Minahasa Selatan,2019,3640.97
Minahasa Selatan,2020,4079.07
Minahasa Selatan,2021,4246.58
Minahasa Selatan,2022,4079.89
Minahasa Selatan,2023,4352.17
Minahasa Selatan,2024,4398.0
Minahasa Tenggara,2018,4136.12
Minahasa Tenggara,2019,3471.78
Minahasa Tenggara,2020,3981.42
Minahasa Tenggara,2021,3912.86
Minahasa Tenggara,2022,3827.5
Minahasa Tenggara,2023,4041.91
Minahasa Tenggara,2024,4251.0
Minahasa Utara,2018,3505.55
Minahasa Utara,2019,3865.47
Minahasa Utara,2020,4246.58
Minahasa Utara,2021,4256.43
Minahasa Utara,2022,4192.26
Minahasa Utara,2023,4612.79
Minahasa Utara,2024,3900.0
Mojokerto,2018,3824.74
Mojokerto,2019,3932.2
Mojokerto,2020,4402.0
Mojokerto,2021,4504.94
Mojokerto,2022,4610.01
Mojokerto,2023,4927.9
Mojokerto,2024,4872.0
Morowali,2018,5123.04
Morowali,2019,4492.76
Morowali,2020,5250.7
Morowali,2021,4721.74
Morowali,2022,5927.18
Morowali,2023,6258.36
Morowali,2024,6407.0
Morowali Utara,2018,5541.08
Morowali Utara,2019,4412.43
Morowali Utara,2020,5689.94
Morowali Utara,2021,6080.63
Morowali Utara,2022,5564.77
Morowali Utara,2023,6045.96
Morowali Utara,2024,6724.0
Muara Enim,2018,4042.96
Muara Enim,2019,4649.14
Muara Enim,2020,4787.62
Muara Enim,2021,4708.17
Muara Enim,2022,4881.04
Muara Enim,2023,4574.96
Muara Enim,2024,6097.0
Muaro Jambi,2018,4498.49
Muaro Jambi,2019,4172.15
Muaro Jambi,2020,5112.19
Muaro Jambi,2021,5296.87
Muaro Jambi,2022,5216.06
Muaro Jambi,2023,5412.36
Muaro Jambi,2024,6481.0
Mukomuko,2018,4522.48
Mukomuko,2019,4069.83
Mukomuko,2020,4916.66
Mukomuko,2021,4121.09
Mukomuko,2022,4291.41
Mukomuko,2023,4226.95
Mukomuko,2024,4708.0
Muna,2018,2144.9
Muna,2019,2501.74
Muna,2020,2691.84
Muna,2021,3153.41
Muna,2022,3294.72
Muna,2023,2882.07
Muna,2024,2592.0
Muna Barat,2018,2319.36
Muna Barat,2019,2447.41
Muna Barat,2020,2811.71
Muna Barat,2021,3491.42
Muna Barat,2022,3259.36
Muna Barat,2023,3370.84
Muna Barat,2024,3386.0
Murung Raya,2018,7303.0
Murung Raya,2019,6676.78
Murung Raya,2020,7026.27
Murung Raya,2021,6398.73
Murung Raya,2022,6680.09
Murung Raya,2023,7338.37
Murung Raya,2024,7440.0
Musi Banyuasin,2018,5032.07
Musi Banyuasin,2019,4496.37
Musi Banyuasin,2020,5053.17
Musi Banyuasin,2021,5339.19
Musi Banyuasin,2022,5300.75
Musi Banyuasin,2023,5202.89
Musi Banyuasin,2024,5529.0
Musi Rawas,2018,4272.68
Musi Rawas,2019,4077.94
Musi Rawas,2020,4337.95
Musi Rawas,2021,4923.76
Musi Rawas,2022,4715.42
Musi Rawas,2023,4528.35
Musi Rawas,2024,5296.0
Musi Rawas Utara,2018,3773.4
Musi Rawas Utara,2019,4085.01
Musi Rawas Utara,2020,4329.14
Musi Rawas Utara,2021,4724.33
Musi Rawas Utara,2022,4570.05
Musi Rawas Utara,2023,4321.06
Musi Rawas Utara,2024,5272.0
Nabire,2018,4365.87
Nabire,2019,4732.41
Nabire,2020,5398.28
Nabire,2021,6219.73
Nabire,2022,5245.02
Nabire,2023,5216.85
Nabire,2024,2588.0
Nagan Raya,2018,3964.39
Nagan Raya,2019,3724.18
Nagan Raya,2020,4451.12
Nagan Raya,2021,5305.89
Nagan Raya,2022,5568.78
Nagan Raya,2023,6526.46
Nagan Raya,2024,6015.0
Nagekeo,2018,4190.77
Nagekeo,2019,3746.43
Nagekeo,2020,4280.35
Nagekeo,2021,4724.37
Nagekeo,2022,4445.7
Nagekeo,2023,4421.2
Nagekeo,2024,4147.0
Natuna,2018,6466.02
Natuna,2019,5664.64
Natuna,2020,5743.22
Natuna,2021,6354.03
Natuna,2022,5499.13
Natuna,2023,6574.5
Natuna,2024,6954.0
Nduga,2018,4225.21
Nduga,2019,5426.0
Nduga,2020,6451.21
Nduga,2021,19189.96
Nduga,2022,14507.46
Nduga,2023,10898.51
Nduga,2024,26318.0
Ngada,2018,5092.85
Ngada,2019,5910.44
Ngada,2020,4692.02
Ngada,2021,4996.49
Ngada,2022,5255.36
Ngada,2023,5050.62
Ngada,2024,5341.0
Nganjuk,2018,4127.58
Nganjuk,2019,3989.88
Nganjuk,2020,4760.87
Nganjuk,2021,4591.26
Nganjuk,2022,4450.37
Nganjuk,2023,4951.65
Nganjuk,2024,5204.0
Ngawi,2018,3639.04
Ngawi,2019,3282.88
Ngawi,2020,4111.83
Ngawi,2021,4499.42
Ngawi,2022,4120.03
Ngawi,2023,4679.7
Ngawi,2024,6779.0
Nias,2018,3273.46
Nias,2019,3305.53
Nias,2020,3338.54
Nias,2021,3450.12
Nias,2022,3289.41
Nias,2023,4073.85
Nias,2024,3907.0
Nias Barat,2018,3238.42
Nias Barat,2019,3335.11
Nias Barat,2020,3172.86
Nias Barat,2021,2953.0
Nias Barat,2022,3074.53
Nias Barat,2023,3567.96
Nias Barat,2024,3439.0
Nias Selatan,2018,3742.8
Nias Selatan,2019,3470.28
Nias Selatan,2020,3466.93
Nias Selatan,2021,4216.72
Nias Selatan,2022,3924.89
Nias Selatan,2023,4411.99
Nias Selatan,2024,4370.0
Nias Utara,2018,2815.28
Nias Utara,2019,2881.68
Nias Utara,2020,3396.79
Nias Utara,2021,3054.23
Nias Utara,2022,3083.9
Nias Utara,2023,3303.43
Nias Utara,2024,3438.0
Nunukan,2018,5122.36
Nunukan,2019,4919.53
Nunukan,2020,5173.11
Nunukan,2021,5620.47
Nunukan,2022,6069.8
Nunukan,2023,5876.49
Nunukan,2024,5929.0
Ogan Ilir,2018,4684.22
Ogan Ilir,2019,4103.87
Ogan Ilir,2020,5300.12
Ogan Ilir,2021,5249.07
Ogan Ilir,2022,5133.27
Ogan Ilir,2023,4589.76
Ogan Ilir,2024,5478.0
Ogan Komering Ilir,2018,5077.85
Ogan Komering Ilir,2019,4355.83
Ogan Komering Ilir,2020,5473.31
Ogan Komering Ilir,2021,5790.49
Ogan Komering Ilir,2022,5354.8
Ogan Komering Ilir,2023,5331.78
Ogan Komering Ilir,2024,5583.0
Ogan Komering Ulu,2018,4306.71
Ogan Komering Ulu,2019,3800.08
Ogan Komering Ulu,2020,4184.84
Ogan Komering Ulu,2021,4495.74
Ogan Komering Ulu,2022,4351.78
Ogan Komering Ulu,2023,4447.95
Ogan Komering Ulu,2024,4275.0
Ogan Komering Ulu Selatan,2018,5640.01
Ogan Komering Ulu Selatan,2019,5130.59
Ogan Komering Ulu Selatan,2020,5407.01
Ogan Komering Ulu Selatan,2021,5451.6
Ogan Komering Ulu Selatan,2022,5096.18
Ogan Komering Ulu Selatan,2023,6541.8
Ogan Komering Ulu Selatan,2024,5838.0
Ogan Komering Ulu Timur,2018,3531.05
Ogan Komering Ulu Timur,2019,3922.75
Ogan Komering Ulu Timur,2020,4349.89
Ogan Komering Ulu Timur,2021,4437.48
