Kabupaten/Kota,Tahun,Pengeluaran Perkapita Bahan Minuman
Tuban,2019,3051.31
Tuban,2020,3168.46
Tuban,2021,3576.36
Tuban,2022,3793.51
Tuban,2023,4126.73
Tuban,2024,3697.0
Tulang Bawang Barat,2018,3353.35
Tulang Bawang Barat,2019,2989.78
Tulang Bawang Barat,2020,3277.31
Tulang Bawang Barat,2021,3689.87
Tulang Bawang Barat,2022,3478.96
Tulang Bawang Barat,2023,3694.97
Tulang Bawang Barat,2024,4499.0
Tulangbawang,2018,3502.19
Tulangbawang,2019,3205.46
Tulangbawang,2020,3013.14
Tulangbawang,2021,3452.6
Tulangbawang,2022,3987.11
Tulangbawang,2023,3883.69
Tulangbawang,2024,4019.0
Tulungagung,2018,3657.79
Tulungagung,2019,3579.39
Tulungagung,2020,4028.41
Tulungagung,2021,4168.28
Tulungagung,2022,5047.83
Tulungagung,2023,4633.39
Tulungagung,2024,4833.0
Wajo,2018,4227.65
Wajo,2019,3752.0
Wajo,2020,4041.5
Wajo,2021,4437.95
Wajo,2022,3849.71
Wajo,2023,4767.77
Wajo,2024,4127.0
Wakatobi,2018,3659.24
Wakatobi,2019,3331.92
Wakatobi,2020,4290.37
Wakatobi,2021,3923.98
Wakatobi,2022,3430.77
Wakatobi,2023,4843.45
Wakatobi,2024,4278.0
Waropen,2018,6273.88
Waropen,2019,4234.44
Waropen,2020,7071.25
Waropen,2021,5842.11
Waropen,2022,4437.49
Waropen,2023,5347.77
Waropen,2024,4774.0
Way Kanan,2018,4792.37
Way Kanan,2019,4265.28
Way Kanan,2020,4867.52
Way Kanan,2021,5165.2
Way Kanan,2022,5506.72
Way Kanan,2023,5477.86
Way Kanan,2024,5943.0
Wonogiri,2018,4774.01
Wonogiri,2019,4660.81
Wonogiri,2020,4701.91
Wonogiri,2021,5454.17
Wonogiri,2022,5620.47
Wonogiri,2023,5765.46
Wonogiri,2024,6307.0
Wonosobo,2018,4201.88
Wonosobo,2019,4370.08
Wonosobo,2020,4271.61
Wonosobo,2021,4774.66
Wonosobo,2022,5096.57
Wonosobo,2023,5607.71
Wonosobo,2024,4888.0
Yahukimo,2018,4307.95
Yahukimo,2019,5167.04
Yahukimo,2020,8226.59
Yahukimo,2021,6004.14
Yahukimo,2022,6099.94
Yahukimo,2023,7168.97
Yahukimo,2024,5104.0
Yalimo,2018,8637.77
Yalimo,2019,7531.92
Yalimo,2020,6709.25
Yalimo,2021,10846.26
Yalimo,2022,9882.05
Yalimo,2023,19151.62
Yalimo,2024,28925.0
