Wilayah,Komposit,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Harapan Hidup (tahun),Stunting (%),IKP,IKP Ranking,
jawa timur - situbondo,5,0.51,11.82,51.53,0.00,39.57,6.11,1.51,68.73,30.66,75.34,207,
jawa timur - probolinggo,5,0.82,18.71,51.18,0.21,40.86,5.83,0.78,66.71,39.90,69.04,293,
jawa timur - pasuruan,6,0.69,9.45,42.71,0.00,36.83,7.07,0.73,70.01,39.70,76.57,186,
jawa timur - sidoarjo,6,1.68,5.69,14.03,0.09,13.59,9.93,0.09,73.82,27.05,82.05,66,
jawa timur - mojokerto,6,0.52,10.08,26.95,0.00,25.37,8.17,0.27,72.24,29.90,82.78,48,
jawa timur - jombang,6,0.45,9.56,35.80,0.00,28.23,8.18,0.32,72.04,29.78,82.18,64,
jawa timur - nganjuk,6,0.39,12.11,47.73,0.42,28.82,7.72,0.61,71.25,29.65,79.96,112,
jawa timur - madiun,6,0.27,11.42,40.58,0.09,19.81,7.51,0.73,70.97,32.43,82.45,58,
jawa timur - magetan,6,0.29,10.31,33.60,0.00,14.18,7.66,0.38,72.30,30.25,85.05,15,
jawa timur - ngawi,6,0.18,14.83,36.10,0.50,22.57,7.03,0.59,71.92,40.47,81.17,87,
jawa timur - bojonegoro,6,0.27,13.16,39.16,0.33,21.40,6.93,0.93,71.07,34.91,81.21,86,
jawa timur - tuban,6,0.27,15.31,37.56,0.00,16.93,6.71,0.95,71.01,30.76,81.45,80,
jawa timur - lamongan,6,0.21,13.80,26.72,0.15,11.31,7.88,0.51,72.04,35.49,84.80,18,
jawa timur - gresik,6,0.60,11.89,22.75,0.09,2.21,9.02,0.40,72.46,27.16,86.34,9,
jawa timur - bangkalan,5,0.59,19.59,53.76,0.56,40.25,5.64,0.45,69.94,41.87,71.12,268,
jawa timur - sampang,5,0.66,21.21,70.62,0.23,23.58,5.02,0.64,67.79,47.93,69.58,286,
jawa timur - pamekasan,5,1.08,14.47,48.62,0.00,30.02,6.45,0.31,67.22,44.12,71.10,269,
jawa timur - sumenep,5,0.57,20.16,51.55,0.28,21.93,5.26,0.97,70.94,34.33,74.90,218,
jawa timur - kota kediri,5,3.09,7.68,20.16,0.00,31.36,9.50,0.03,73.80,34.62,67.94,74,
jawa timur - kota blitar,6,3.68,7.44,15.41,0.00,27.59,9.49,0.02,73.36,25.59,72.18,62,
jawa timur - kota malang,6,13.60,4.10,8.05,0.00,15.04,10.23,0.03,72.93,23.42,82.36,29,
jawa timur - kota probolinggo,6,3.64,7.20,6.54,0.00,17.01,8.24,0.05,70.00,30.02,71.26,66,
jawa timur - kota pasuruan,5,2.65,6.77,41.49,0.00,11.07,8.69,0.04,71.18,34.88,65.71,81,
jawa timur - kota mojokerto,6,5.02,5.50,14.88,0.00,16.83,9.57,0.03,73.01,20.86,78.19,44,
jawa timur - kota madiun,6,3.86,4.49,10.73,0.00,5.85,10.14,0.02,72.59,29.06,82.53,28,
jawa timur - kota surabaya,6,37.65,4.88,16.17,0.16,0.15,9.40,0.03,73.98,28.57,81.67,31,
jawa timur - kota batu,6,4.35,3.89,16.42,0.41,11.89,9.16,0.22,72.37,28.33,74.30,55,
banten - pandeglang,5,0.48,9.61,50.44,0.16,58.50,6.84,2.53,64.24,39.47,71.14,266,
banten - lebak,5,0.60,8.41,54.26,1.53,54.88,6.05,1.52,66.79,40.19,71.67,261,
banten - tangerang,5,2.19,5.18,21.98,0.00,16.45,8.18,0.26,69.61,23.23,75.54,202,
banten - serang,6,0.64,4.30,42.56,0.49,29.69,7.26,1.50,64.22,32.04,77.95,153,
banten - kota tangerang,6,50.00,4.76,11.54,0.00,11.18,10.17,0.04,71.45,19.07,81.53,32,
banten - kota cilegon,6,8.16,3.25,17.44,0.00,11.75,9.70,0.19,66.43,23.32,73.78,57,
banten - kota serang,5,1.73,5.36,36.06,0.00,24.26,8.16,0.16,67.58,24.62,61.40,88,
banten - kota tangerang selatan,6,50.00,1.68,5.70,0.00,15.30,10.86,0.04,72.26,19.85,86.39,11,
bali - jembrana,6,0.86,5.20,23.02,0.00,33.49,7.66,0.75,71.91,29.07,81.22,85,
bali - tabanan,6,0.44,4.46,14.76,0.00,11.16,8.20,0.44,73.23,16.15,90.05,1,
bali - badung,6,1.12,1.98,6.62,0.00,5.44,9.62,0.17,74.71,25.24,89.01,3,
bali - gianyar,6,0.81,4.19,2.29,0.00,8.92,8.58,0.19,73.26,12.08,89.76,2,
bali - klungkung,6,1.32,5.86,29.38,0.29,16.12,7.54,0.26,70.70,21.39,80.33,101,
bali - bangli,5,1.84,4.89,20.02,0.93,18.66,6.98,0.38,70.05,43.14,75.49,204,
bali - karangasem,6,0.82,6.28,21.36,0.17,21.69,5.84,0.46,70.05,26.23,81.44,82,
bali - buleleng,6,1.43,5.36,32.89,0.29,20.49,6.69,0.78,71.36,20.47,78.77,139,
bali - kota denpasar,6,8.16,2.24,6.87,0.23,1.45,10.30,0.03,74.38,18.84,89.84,1,
nusa tenggara barat - lombok barat,5,1.00,15.20,57.01,0.37,31.09,6.36,0.71,66.16,33.61,70.75,274,
nusa tenggara barat - lombok tengah,5,0.44,13.87,53.89,0.22,27.31,6.04,0.73,65.59,31.05,75.26,209,
nusa tenggara barat - lombok timur,5,0.73,16.55,56.99,0.40,34.98,6.76,0.60,65.33,43.52,70.36,278,
nusa tenggara barat - sumbawa,6,0.20,14.08,37.25,0.80,21.60,7.90,2.70,66.90,31.53,80.23,105,
nusa tenggara barat - dompu,6,0.18,12.40,52.88,0.41,32.07,8.14,4.95,66.20,33.83,77.67,160,
nusa tenggara barat - bima,5,0.37,14.84,54.58,0.34,30.14,7.66,5.71,65.71,32.01,75.45,206,
nusa tenggara barat - sumbawa barat,6,0.33,14.17,40.03,0.00,12.23,8.20,2.64,67.34,18.32,82.17,65,
nusa tenggara barat - lombok utara,4,0.83,28.83,52.18,0.17,37.08,5.93,1.02,66.50,29.30,66.63,318,
nusa tenggara barat - kota mataram,6,5.70,8.96,22.92,0.00,6.08,9.21,0.01,71.24,24.49,73.44,59,
nusa tenggara barat - kota bima,5,1.53,8.79,33.12,0.00,18.26,10.28,0.46,69.84,28.75,63.52,85,
nusa tenggara timur - kupang,5,0.64,23.10,44.28,13.49,30.79,7.56,5.41,63.86,41.44,68.95,295,
nusa tenggara timur - timor tengah selatan,4,0.58,28.06,58.47,40.32,45.99,6.39,8.79,65.91,55.96,60.97,338,
nusa tenggara timur - timor tengah utara,5,0.50,22.31,62.31,22.40,14.55,7.52,2.65,66.45,56.76,70.49,277,
nusa tenggara timur - belu,5,0.65,15.70,44.21,16.46,39.82,6.91,1.65,63.81,46.78,69.31,290,
nusa tenggara timur - alor,4,0.96,21.63,62.30,24.37,40.82,7.82,2.61,60.80,45.51,62.30,331,
nusa tenggara timur - flores timur,5,0.97,11.05,39.92,8.11,11.04,7.40,2.14,64.70,46.53,75.11,213,
nusa tenggara timur - sikka,5,0.73,13.82,36.16,17.27,27.20,6.86,2.17,66.61,32.97,74.32,229,
nusa tenggara timur - ende,5,1.37,24.20,49.21,6.75,16.40,7.79,3.26,64.75,32.77,67.76,307,
nusa tenggara timur - ngada,6,0.38,12.94,30.77,8.42,33.10,8.60,2.01,67.59,34.70,78.24,148,
nusa tenggara timur - manggarai,5,0.58,20.83,47.00,9.40,20.37,7.51,1.42,66.23,43.27,72.88,247,
nusa tenggara timur - sumba timur,4,0.52,30.13,50.36,10.19,43.26,6.93,8.83,64.45,39.26,64.89,323,
nusa tenggara timur - sumba barat,4,0.38,28.51,54.45,27.55,46.45,6.67,2.40,66.58,47.77,64.67,325,
nusa tenggara timur - lembata,4,0.87,26.45,42.29,10.94,33.30,7.57,2.47,66.57,43.13,67.48,309,
nusa tenggara timur - rote ndao,5,0.58,28.08,37.40,13.15,21.41,7.55,2.72,63.80,44.04,69.40,289,
nusa tenggara timur - manggarai barat,5,0.32,18.14,37.30,12.93,26.59,7.18,6.62,66.58,44.32,74.61,226,
nusa tenggara timur - nagekeo,6,0.58,12.98,30.84,7.99,22.58,8.20,3.05,66.62,35.96,77.82,156,
nusa tenggara timur - sumba tengah,4,0.53,34.85,64.38,27.67,48.97,6.88,6.62,67.96,45.43,60.98,337,
nusa tenggara timur - sumba barat daya,3,0.60,28.88,68.70,40.85,86.32,6.11,2.89,68.02,39.98,55.89,360,
nusa tenggara timur - manggarai timur,4,0.48,26.50,73.92,34.03,52.10,6.90,1.86,67.62,48.45,62.44,330,
nusa tenggara timur - sabu raijua,2,2.23,30.83,69.03,20.27,42.47,7.11,1.39,59.53,46.50,49.80,377,
nusa tenggara timur - malaka,5,0.48,16.34,47.81,15.71,49.96,6.88,1.72,64.52,42.97,68.94,297,
nusa tenggara timur - kota kupang,6,23.15,9.61,15.94,0.25,7.37,11.03,0.18,68.90,23.31,73.24,60,
kalimantan barat - sambas,5,0.72,8.55,29.54,1.85,91.08,6.12,5.01,68.50,38.95,67.98,305,
kalimantan barat - mempawah,5,0.77,5.61,41.48,2.74,77.40,7.12,2.23,70.54,33.44,71.84,259,
kalimantan barat - sanggau,5,1.29,4.67,15.32,10.61,54.30,6.74,14.55,71.05,31.88,73.63,238,
kalimantan barat - ketapang,5,1.33,10.93,27.22,7.71,58.50,7.14,21.34,70.69,42.68,68.56,300,
kalimantan barat - sintang,4,2.88,10.35,19.44,16.21,50.93,6.75,28.08,71.29,33.15,60.93,339,
kalimantan barat - kapuas hulu,5,2.00,9.60,33.22,3.22,43.50,7.50,24.20,72.12,40.61,67.94,306,
kalimantan barat - bengkayang,5,0.54,7.17,36.32,12.46,62.70,6.59,5.00,73.28,31.92,75.52,203,
kalimantan barat - landak,5,0.61,11.77,40.46,16.04,65.88,6.81,10.40,72.34,42.04,70.99,270,
kalimantan barat - sekadau,5,1.34,6.17,43.89,17.85,57.47,6.16,8.45,71.24,28.67,69.78,284,
kalimantan barat - melawi,2,5.00,12.83,35.53,10.03,62.08,6.73,19.13,72.56,40.78,44.99,386,
kalimantan barat - kayong utara,5,0.47,10.08,35.22,3.21,70.10,5.77,13.98,67.71,33.42,71.13,267,
kalimantan barat - kubu raya,5,1.24,5.07,27.63,0.19,86.39,7.51,6.43,70.04,24.83,69.56,287,
kalimantan barat - kota pontianak,5,50.00,5.00,14.82,0.00,58.70,10.06,0.04,72.41,22.26,65.83,79,
kalimantan barat - kota singkawang,4,3.53,5.12,15.52,0.63,53.55,7.76,0.28,71.41,26.59,55.98,92,
kalimantan  tengah - kotawaringin barat,4,4.39,4.27,12.99,0.46,17.03,8.16,10.77,70.43,22.08,62.97,328,
kalimantan  tengah - kotawaringin timur,6,1.01,6.21,21.51,2.64,34.48,7.84,16.92,69.75,48.84,76.42,192,
kalimantan  tengah - kapuas,6,0.13,5.20,35.09,3.34,57.16,7.57,10.50,68.64,41.54,77.79,157,
kalimantan  tengah - barito selatan,5,2.12,4.55,30.52,2.48,42.11,8.54,11.78,66.89,40.19,68.46,302,
kalimantan  tengah - barito utara,6,0.67,5.00,24.00,4.53,25.21,8.51,14.91,71.28,34.58,82.31,61,
kalimantan  tengah - katingan,6,0.60,5.22,32.98,1.74,40.35,8.38,24.40,65.62,33.26,76.89,177,
kalimantan  tengah - seruyan,4,3.15,7.43,20.78,1.46,20.83,7.62,24.30,69.24,21.85,66.66,317,
kalimantan  tengah - sukamara,5,3.12,3.19,19.00,1.25,19.02,7.69,13.95,71.45,24.91,70.06,283,
kalimantan  tengah - lamandau,6,0.82,3.15,19.83,6.03,27.02,7.99,12.12,69.31,28.34,81.49,77,
kalimantan  tengah - gunung mas,3,5.00,5.10,32.81,10.28,37.93,8.82,20.33,70.24,38.21,51.93,370,
kalimantan  tengah - pulang pisau,6,0.24,4.51,34.70,0.67,44.21,7.87,14.87,67.92,32.07,80.02,110,
kalimantan  tengah - murung raya,2,5.00,6.28,28.24,13.97,57.30,7.59,29.84,69.43,30.81,47.73,382,
kalimantan  tengah - barito timur,6,0.92,6.56,21.27,4.87,42.44,8.77,7.33,68.06,42.06,76.23,196,
kalimantan  tengah - kota palangkaraya,6,50.00,3.47,11.52,0.00,8.72,11.09,1.00,73.16,22.91,78.16,45,
kalimantan selatan - tanah laut,6,0.39,4.40,23.24,0.69,42.52,7.37,3.84,69.08,33.23,81.00,90,
kalimantan selatan - kotabaru,6,0.82,4.52,24.77,0.74,32.67,7.21,10.80,68.89,28.55,79.56,118,
kalimantan selatan - banjar,6,0.54,2.70,23.48,0.44,40.23,7.05,2.38,66.66,33.45,79.85,115,
kalimantan selatan - barito kuala,6,0.21,4.56,31.36,0.99,42.80,7.60,3.16,65.59,34.12,79.87,114,
kalimantan selatan - tapin,6,0.23,3.70,29.62,0.79,35.30,7.62,2.84,69.98,36.04,83.16,42,
kalimantan selatan - hulu sungai selatan,6,0.39,5.21,42.30,1.21,45.37,7.74,1.86,65.59,35.05,77.33,169,
kalimantan selatan - hulu sungai tengah,6,0.34,6.01,41.79,0.29,38.94,7.83,2.05,65.54,32.44,78.66,141,
kalimantan selatan - hulu sungai utara,6,0.73,6.38,20.95,0.30,27.96,7.48,1.29,63.24,37.74,77.89,154,
kalimantan selatan - tabalong,6,0.73,5.95,29.66,0.28,30.40,8.48,5.44,70.12,39.61,80.20,107,
kalimantan selatan - tanah bumbu,6,0.95,4.88,14.95,0.58,26.17,7.74,3.82,69.74,28.55,81.45,81,
kalimantan selatan - balangan,6,0.82,5.59,31.62,1.15,28.65,7.02,2.40,67.37,36.22,78.27,146,
kalimantan selatan - kota banjarmasin,6,19.11,4.18,19.09,0.00,0.00,9.77,0.02,70.75,28.75,80.21,37,
kalimantan selatan - kota banjarbaru,5,7.63,4.19,18.52,0.84,20.47,10.63,0.40,71.67,39.73,67.06,75,
kalimantan timur - paser,5,2.36,9.03,18.15,1.46,25.45,8.21,11.32,72.28,27.54,72.25,253,
kalimantan timur - kutai kartanegara,6,0.78,7.41,14.87,0.65,9.29,8.57,14.04,71.93,35.66,84.51,22,
kalimantan timur - berau,6,0.99,5.04,9.72,1.10,12.03,8.99,19.67,71.68,31.66,84.19,27,
kalimantan timur - kutai barat,4,3.22,9.15,15.61,0.81,24.93,8.15,17.61,72.57,30.02,66.85,313,
kalimantan timur - kutai timur,3,5.00,9.22,12.15,0.84,19.13,8.94,18.36,72.76,30.45,57.58,354,
kalimantan timur - penajam paser utara,6,0.72,7.40,11.50,0.71,15.18,7.94,4.77,71.05,31.62,84.26,24,
kalimantan timur - mahakam ulu,3,3.61,11.62,25.51,0.49,24.87,7.68,81.03,71.56,32.84,58.73,350,
kalimantan timur - kota balikpapan,6,28.06,2.64,3.65,0.00,1.29,10.19,0.18,74.18,23.76,88.74,2,
kalimantan timur - kota samarinda,6,13.47,4.59,5.93,0.00,1.37,10.14,0.22,73.93,26.26,85.19,16,
kalimantan timur - kota bontang,6,50.00,4.67,3.01,0.15,2.90,10.35,0.18,73.94,26.63,85.34,15,
kalimantan utara - bulungan,6,0.86,9.44,10.87,1.89,33.11,8.33,15.43,72.55,31.22,80.28,103,
kalimantan utara - malinau,6,1.36,7.68,9.05,0.85,27.01,9.07,61.74,71.40,24.63,77.11,173,
kalimantan utara - nunukan,6,1.17,6.71,18.21,2.78,28.42,8.01,15.67,71.27,30.48,78.73,140,
kalimantan utara - tana tidung,5,1.99,5.08,8.61,1.79,38.17,8.07,17.48,71.35,37.57,73.11,243,
kalimantan utara - kota tarakan,6,21.69,6.15,6.97,0.00,7.55,9.89,0.41,73.88,22.02,80.44,36,
sulawesi utara - bolaang mongondow,6,0.15,7.67,22.62,0.00,32.17,7.94,5.01,68.86,28.86,83.48,37,
sulawesi utara - minahasa,6,0.60,7.30,21.11,0.23,23.74,9.93,1.34,70.67,20.13,85.03,16,
sulawesi utara - kepulauan sangihe,3,5.00,11.82,38.40,5.21,26.72,8.43,0.63,69.60,22.99,52.89,366,
sulawesi utara - kepulauan talaud,6,1.63,9.50,25.60,1.14,25.40,9.24,2.36,69.71,23.59,76.11,197,
sulawesi utara - minahasa selatan,6,0.39,9.34,43.98,0.23,33.12,9.10,2.11,69.47,26.12,80.78,92,
sulawesi utara - minahasa utara,6,0.60,6.99,26.57,0.77,23.41,10.21,1.30,71.03,35.44,83.76,32,
sulawesi utara - minahasa tenggara,6,0.64,13.29,42.82,0.23,18.88,9.43,2.38,69.77,27.96,80.29,102,
sulawesi utara - bolaang mongondow utara,6,0.26,8.64,37.99,0.40,41.02,8.73,4.45,67.21,22.24,80.12,109,
sulawesi utara - kep. siau tagulandang biaro,5,2.37,9.87,26.50,0.28,51.38,9.02,0.70,70.14,19.46,67.99,304,
sulawesi utara - bolaang mongondow timur,6,0.58,6.03,25.77,0.85,35.48,7.98,5.15,67.51,26.28,80.28,104,
sulawesi utara - bolaang mongondow selatan,5,0.83,13.60,38.89,0.64,20.55,8.03,5.98,64.19,33.27,75.19,211,
sulawesi utara - kota manado,6,27.57,5.38,10.39,0.01,5.08,10.63,0.06,71.52,19.80,83.68,22,
sulawesi utara - kota bitung,5,7.19,6.67,28.21,0.17,5.82,9.65,0.42,70.72,29.97,69.35,70,
sulawesi utara - kota tomohon,6,2.05,5.95,11.61,0.28,15.59,10.79,0.16,71.43,19.22,77.81,46,
sulawesi utara - kota kotamobagu,6,0.83,5.96,12.41,0.00,13.33,10.41,0.16,69.97,29.03,75.54,51,
sulawesi tengah - banggai,6,0.38,9.12,16.57,2.53,22.82,8.18,5.42,70.32,31.90,83.75,33,
sulawesi tengah - poso,6,0.37,16.71,23.44,1.47,16.35,9.16,8.49,70.51,26.21,82.56,55,
sulawesi tengah - donggala,5,0.55,18.03,30.85,9.77,43.65,7.51,6.88,66.37,36.02,72.14,255,
sulawesi tengah - tolitoli,6,0.45,13.66,25.48,5.82,29.09,8.52,3.28,64.71,31.67,77.63,162,
sulawesi tengah - buol,6,0.49,16.08,25.76,5.97,17.33,8.95,12.94,67.59,34.22,79.09,127,
sulawesi tengah - morowali,6,0.49,14.34,16.99,2.29,19.07,9.02,3.39,68.45,34.81,81.26,84,
sulawesi tengah - banggai kepulauan,3,3.25,15.65,34.26,9.96,28.75,8.27,4.47,65.12,40.48,58.17,351,
sulawesi tengah - parigi moutong,5,0.33,17.41,30.94,3.66,40.91,7.31,3.39,63.57,33.68,73.60,239,
sulawesi tengah - tojo una-una,5,0.85,18.27,32.85,5.98,17.78,8.43,5.89,64.61,26.15,74.87,221,
sulawesi tengah - sigi,6,0.26,12.60,31.51,7.93,47.56,8.48,5.69,69.15,43.00,76.56,187,
sulawesi tengah - banggai laut,2,5.00,16.32,34.82,9.42,13.20,8.85,0.93,64.21,34.15,50.24,376,
sulawesi tengah - morowali utara,6,0.43,15.53,36.96,5.26,23.06,8.61,18.34,68.77,28.47,78.47,144,
sulawesi tengah - kota palu,6,18.83,6.58,6.34,0.00,14.52,10.94,0.16,70.31,24.07,78.43,42,
sulawesi selatan - kepulauan selayar,4,2.97,13.13,35.44,3.20,18.03,7.94,2.40,68.03,46.01,63.60,327,
sulawesi selatan - bulukumba,6,0.26,7.48,31.07,1.02,21.42,7.96,0.57,67.27,36.23,82.73,50,
sulawesi selatan - bantaeng,6,0.19,9.23,19.78,0.71,14.33,7.12,0.77,70.11,21.03,86.53,6,
sulawesi selatan - jeneponto,6,0.16,15.48,30.86,0.08,10.35,6.91,1.74,65.89,41.29,80.59,99,
sulawesi selatan - takalar,6,0.33,9.00,16.25,0.00,18.63,7.41,0.87,66.64,40.57,82.49,57,
sulawesi selatan - gowa,6,0.24,7.83,17.29,0.65,22.78,7.85,2.50,70.11,44.45,84.04,29,
sulawesi selatan - sinjai,6,0.33,9.28,18.63,4.38,26.79,7.64,0.62,66.83,42.22,80.67,94,
sulawesi selatan - bone,6,0.12,10.55,16.21,1.43,24.87,7.38,1.58,66.50,37.31,82.29,63,
sulawesi selatan - maros,6,0.26,10.31,15.47,0.63,25.30,7.52,0.71,68.74,34.87,82.84,47,
sulawesi selatan - pangkajene dan kepulauan,5,0.44,15.10,22.27,0.39,36.39,7.74,1.77,66.12,50.46,75.49,205,
sulawesi selatan - barru,6,0.21,9.04,12.95,3.70,22.87,8.02,0.93,68.60,34.09,84.22,26,
sulawesi selatan - soppeng,6,0.13,7.50,25.44,1.40,29.34,7.87,2.43,69.02,35.54,83.39,38,
sulawesi selatan - wajo,6,0.08,7.50,20.71,1.59,25.35,6.87,3.59,66.79,32.19,83.37,39,
sulawesi selatan - sidenreng rappang,6,0.10,5.16,27.12,0.24,30.55,8.02,2.42,69.15,31.70,84.64,19,
sulawesi selatan - pinrang,6,0.11,8.81,26.15,0.00,32.65,7.95,1.04,68.98,43.59,82.03,67,
sulawesi selatan - enrekang,6,0.33,12.49,25.33,1.03,46.34,8.89,2.72,70.55,42.65,78.42,145,
sulawesi selatan - luwu,6,0.26,13.36,30.51,2.63,33.76,8.27,4.18,69.84,30.31,80.23,106,
sulawesi selatan - tana toraja,6,0.43,12.75,29.86,4.66,51.47,8.27,2.87,72.80,46.98,76.59,185,
sulawesi selatan - luwu utara,6,0.31,13.69,16.35,0.38,35.66,7.53,8.22,67.90,34.68,78.98,131,
sulawesi selatan - luwu timur,6,0.29,7.23,13.31,2.93,32.37,8.48,7.03,70.03,25.31,84.25,25,
sulawesi selatan - toraja utara,6,0.39,13.37,22.89,2.85,45.77,8.09,1.02,73.09,40.70,78.80,138,
sulawesi selatan - kota makassar,6,21.79,4.41,12.45,0.00,2.67,10.34,0.02,71.70,25.29,83.54,24,
sulawesi selatan - kota pare pare,6,3.03,5.59,10.39,0.06,9.03,10.13,0.10,70.88,23.29,79.40,40,
sulawesi selatan - kota palopo,6,1.49,7.94,11.23,0.36,7.88,10.62,0.29,70.49,36.01,72.14,63,
sulawesi  tenggara - kolaka,6,0.79,12.51,13.41,2.94,19.77,8.84,5.41,70.38,28.73,81.38,83,
sulawesi  tenggara - konawe,6,0.27,13.48,18.59,0.89,22.68,8.86,6.12,69.76,29.42,83.16,43,
sulawesi  tenggara - muna,6,1.44,13.19,18.80,2.03,22.62,8.12,3.29,69.97,26.84,76.07,198,
sulawesi  tenggara - buton,6,0.80,13.67,22.35,0.90,21.48,8.23,2.18,67.60,34.91,78.20,149,
sulawesi  tenggara - konawe selatan,6,0.51,10.95,19.89,0.39,26.38,7.69,8.29,70.24,28.02,81.53,75,
sulawesi  tenggara - bombana,6,0.47,11.05,16.59,2.52,22.85,7.49,5.58,68.17,33.87,81.02,89,
sulawesi  tenggara - wakatobi,6,0.44,14.85,16.56,1.59,32.91,7.57,0.92,69.85,29.07,79.76,117,
sulawesi  tenggara - kolaka utara,5,1.68,14.30,17.47,3.07,27.24,8.10,7.04,69.94,30.62,72.98,246,
sulawesi  tenggara - konawe utara,5,0.84,14.22,17.64,3.87,39.25,8.86,21.12,68.95,37.69,74.92,217,
sulawesi  tenggara - buton utara,5,2.27,14.93,20.41,2.53,19.98,8.68,2.78,70.56,37.12,70.34,279,
sulawesi  tenggara - kolaka timur,6,0.27,13.82,9.02,3.92,16.78,8.81,4.41,71.99,17.58,86.47,8,
sulawesi  tenggara - konawe kepulauan,3,3.73,17.48,7.90,1.42,41.88,9.47,7.90,68.06,38.89,57.20,357,
sulawesi  tenggara - muna barat,6,0.73,14.17,16.15,0.00,23.15,6.62,1.81,69.97,31.30,79.20,125,
sulawesi  tenggara - buton tengah,6,1.75,14.88,19.89,0.19,4.84,9.00,1.44,67.33,19.19,76.35,193,
sulawesi  tenggara - buton selatan,5,1.33,14.82,14.60,3.45,59.96,6.59,0.94,67.33,34.81,68.12,303,
sulawesi  tenggara - kota kendari,6,14.68,4.69,6.57,0.18,6.50,11.01,0.12,73.26,22.66,85.11,17,
sulawesi  tenggara - kota bau bau,6,3.33,7.57,11.61,0.30,7.26,10.21,0.43,70.72,37.21,70.90,68,
gorontalo - gorontalo,6,0.29,16.81,14.01,4.75,28.64,7.26,1.38,67.45,34.59,78.89,135,
gorontalo - boalemo,6,0.25,20.33,21.31,6.23,30.02,7.37,3.57,68.25,44.82,76.43,190,
gorontalo - bone bolango,6,0.90,17.40,15.49,0.67,22.37,8.93,2.57,67.95,29.11,77.63,161,
gorontalo - pahuwato,6,0.19,19.40,17.64,1.51,8.14,7.64,6.62,63.25,23.62,80.65,96,
gorontalo - gorontalo utara,6,0.24,18.54,20.86,3.03,25.45,7.30,3.77,65.36,33.34,77.73,158,
gorontalo - kota gorontalo,6,4.78,5.57,5.51,0.00,6.22,10.45,0.08,72.02,27.41,82.62,27,
sulawesi barat - mamuju utara,6,0.41,4.53,19.64,6.48,18.92,7.91,8.75,65.62,34.80,82.68,51,
sulawesi barat - mamuju,6,0.42,7.18,31.07,3.45,37.15,7.74,3.61,66.94,46.46,77.97,152,
sulawesi barat - mamasa,5,0.39,13.38,38.09,1.77,76.10,7.99,7.51,70.62,43.16,71.38,264,
sulawesi barat - polewali mandar,5,0.41,15.97,39.59,4.17,34.00,7.66,2.79,61.97,38.23,73.11,242,
sulawesi barat - majene,3,3.01,13.79,39.20,0.53,31.59,8.52,3.21,61.05,45.89,58.14,352,
sulawesi barat - mamuju tengah,6,0.29,7.14,14.34,4.11,48.21,7.43,3.74,67.79,41.59,78.97,132,
maluku - maluku tengah,4,1.96,20.11,24.59,2.83,36.61,9.36,10.09,66.19,42.79,65.12,322,
maluku - maluku tenggara,4,2.64,23.27,8.01,9.13,32.14,9.68,8.76,64.77,31.06,61.91,334,
maluku - maluku tenggara barat,3,3.45,28.08,39.39,10.53,24.46,9.71,21.01,63.19,28.80,52.68,367,
maluku - buru,6,0.43,17.03,18.49,3.90,23.14,8.89,11.50,66.16,27.05,78.97,133,
maluku - seram bagian timur,3,2.78,23.62,36.69,16.88,43.98,8.14,6.12,58.84,40.56,52.16,368,
maluku - seram bagian barat,4,2.06,25.62,22.21,10.04,38.30,9.14,6.67,61.20,33.60,60.50,341,
maluku - kepulauan aru,1,5.00,27.12,16.64,41.51,35.96,8.70,17.08,62.52,36.02,40.10,395,
maluku - maluku barat daya,3,1.55,30.20,28.79,14.46,48.75,8.19,12.42,61.87,31.09,59.18,348,
maluku - buru selatan,3,3.04,16.31,27.49,16.15,34.44,7.88,11.83,65.92,26.80,59.28,346,
maluku - kota ambon,6,32.07,4.72,8.63,0.85,11.41,11.22,0.25,70.12,31.25,74.53,53,
maluku - kota tual,3,17.05,23.42,6.22,1.75,15.66,10.21,0.63,64.89,30.98,42.72,95,
maluku utara - halmahera barat,5,1.79,8.74,19.29,2.20,47.36,8.03,3.84,65.78,35.26,69.10,292,
maluku utara - halmahera tengah,5,1.36,13.94,15.38,6.21,25.42,8.54,9.49,63.16,41.37,71.52,262,
maluku utara - halmahera utara,6,0.67,4.51,23.12,0.63,29.37,8.41,6.61,69.15,25.09,82.42,60,
maluku utara - halmahera selatan,5,1.72,4.80,22.66,7.96,47.60,7.72,9.64,65.42,34.54,69.64,285,
maluku utara - kepulauan sula,3,3.61,8.89,27.74,11.29,49.65,8.94,7.95,62.83,38.61,54.96,362,
maluku utara - halmahera timur,5,0.47,15.02,19.99,2.48,47.32,7.85,16.85,68.19,38.41,74.84,222,
maluku utara - pulau morotai,6,0.31,7.16,30.50,1.15,42.32,7.24,9.57,66.58,36.84,78.17,150,
maluku utara - pulau taliabu,2,5.00,7.35,20.18,34.48,51.62,7.57,13.63,61.58,36.98,44.16,388,
maluku utara - kota ternate,6,50.00,3.00,3.31,0.26,8.05,11.02,0.12,70.50,19.64,84.89,18,
maluku utara - kota tidore kepulauan,4,17.72,5.95,6.53,0.21,36.84,9.75,1.00,68.87,28.19,59.95,89,
papua - merauke,6,0.35,10.54,19.49,4.46,29.99,8.56,66.56,66.71,22.80,78.25,147,
