Wilayah,Komposit,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Harapan Hidup (tahun),Stunting (%),IKP,IKP Ranking,
jawa timur - situbondo,6,0.42,11.20,44.23,0.00,35.33,6.03,1.64,68.97,0.00,77.89,180,
jawa timur - probolinggo,5,0.74,17.76,47.64,1.26,36.36,5.93,0.83,67.00,54.75,69.72,294,
jawa timur - pasuruan,6,0.75,8.68,33.20,0.00,37.49,7.42,0.66,70.17,29.27,78.26,174,
jawa timur - sidoarjo,6,1.77,5.32,14.23,0.00,9.97,9.58,0.12,73.98,8.96,83.42,63,
jawa timur - mojokerto,6,0.47,9.75,23.63,0.00,14.44,8.54,0.31,72.43,0.00,85.92,22,
jawa timur - jombang,6,0.51,9.22,31.66,0.00,25.93,8.62,0.33,72.27,0.00,83.43,62,
jawa timur - nganjuk,6,0.36,11.24,42.30,0.14,23.74,7.76,0.58,71.44,26.61,81.98,92,
jawa timur - madiun,6,0.27,10.54,31.25,0.05,15.48,7.92,0.75,71.22,0.00,85.00,33,
jawa timur - magetan,6,0.35,9.61,25.70,0.00,9.08,7.65,0.45,72.49,0.00,86.87,11,
jawa timur - ngawi,6,0.17,14.39,35.58,0.00,19.69,7.13,0.59,72.16,28.70,83.00,73,
jawa timur - bojonegoro,6,0.27,12.38,34.47,0.12,14.91,7.28,0.83,71.36,0.00,83.73,55,
jawa timur - tuban,6,0.25,14.58,32.46,0.00,13.11,7.03,1.11,71.26,0.00,83.57,59,
jawa timur - lamongan,6,0.22,13.21,28.04,0.10,11.64,8.12,0.56,72.27,27.70,85.62,23,
jawa timur - gresik,6,0.56,11.35,16.37,0.00,1.22,9.32,0.44,72.61,0.00,88.02,6,
jawa timur - bangkalan,5,0.51,18.90,49.08,0.09,38.94,5.77,0.44,70.11,22.37,74.21,236,
jawa timur - sampang,5,0.55,20.71,65.25,0.00,23.52,5.22,0.65,67.96,34.39,72.08,269,
jawa timur - pamekasan,5,0.86,13.95,52.20,0.00,25.79,6.62,0.38,67.45,27.13,74.48,231,
jawa timur - sumenep,5,0.37,19.48,54.57,1.14,36.88,5.60,0.85,71.22,30.48,74.35,233,
jawa timur - kota kediri,6,5.43,7.16,17.31,0.00,24.74,9.06,0.03,73.96,0.00,71.16,65,
jawa timur - kota blitar,6,2.43,7.13,15.00,0.00,29.98,10.29,0.03,73.60,0.00,73.38,58,
jawa timur - kota malang,6,10.73,4.07,8.68,0.00,8.48,9.96,0.03,73.15,0.00,84.12,14,
jawa timur - kota probolinggo,6,2.24,6.91,6.86,0.00,13.97,8.62,0.06,70.19,0.00,73.69,57,
jawa timur - kota pasuruan,5,3.43,6.46,34.77,0.00,13.22,9.07,0.04,71.40,0.00,68.71,72,
jawa timur - kota mojokerto,6,6.73,5.15,9.94,0.18,11.92,10.57,0.01,73.21,0.00,82.77,23,
jawa timur - kota madiun,6,3.96,4.35,9.47,0.00,5.13,10.85,0.02,72.75,0.00,85.23,5,
jawa timur - kota surabaya,6,50.00,4.51,13.27,0.00,0.12,9.60,0.03,74.13,16.87,84.71,9,
jawa timur - kota batu,6,6.76,3.81,11.38,0.00,18.04,9.41,0.18,72.54,0.00,77.06,47,
banten - pandeglang,5,0.48,9.42,47.52,0.00,54.95,7.05,2.27,64.49,34.01,72.59,263,
banten - lebak,5,0.64,8.30,57.73,1.18,62.59,6.27,1.40,67.04,32.96,70.78,279,
banten - tangerang,5,2.54,5.14,32.25,0.00,19.53,8.05,0.24,69.79,18.42,72.47,266,
banten - serang,6,0.79,4.08,43.67,0.00,26.96,7.49,0.78,64.47,39.43,77.07,201,
banten - kota tangerang,6,50.00,4.43,15.52,0.00,10.48,10.65,0.03,71.57,0.00,80.37,37,
banten - kota cilegon,5,7.45,3.03,24.82,0.00,11.41,9.49,0.17,66.60,0.00,70.23,69,
banten - kota serang,5,1.88,5.28,37.74,0.30,16.37,8.47,0.17,67.83,0.00,61.22,88,
banten - kota tangerang selatan,6,50.00,1.68,6.84,0.00,21.75,11.32,0.05,72.41,0.00,83.14,19,
bali - jembrana,6,0.84,4.88,36.23,0.00,24.40,7.83,0.98,72.21,0.00,82.56,81,
bali - tabanan,6,0.50,4.21,14.72,0.14,12.74,8.41,0.53,73.53,0.00,90.05,1,
bali - badung,6,1.37,1.78,4.11,0.00,1.98,10.29,0.16,74.99,0.00,89.29,3,
bali - gianyar,6,0.93,3.88,2.62,0.00,5.67,8.16,0.22,73.56,6.42,89.96,2,
bali - klungkung,6,0.81,5.40,19.28,0.24,14.60,7.69,0.26,71.06,0.00,85.35,27,
bali - bangli,5,2.25,4.44,20.35,0.32,24.36,6.66,0.44,70.37,23.01,73.89,243,
bali - karangasem,6,1.63,6.25,19.28,0.00,16.11,5.78,0.70,70.35,0.00,78.25,175,
bali - buleleng,6,1.51,5.19,26.19,0.57,24.90,6.58,0.69,71.68,22.05,78.16,177,
bali - kota denpasar,6,9.51,2.10,2.97,0.00,1.46,10.95,0.02,74.68,0.00,93.32,1,
nusa tenggara barat - lombok barat,6,0.78,15.17,27.92,0.00,23.15,6.89,0.84,66.64,36.30,75.92,214,
nusa tenggara barat - lombok tengah,6,0.43,13.63,27.74,0.06,24.43,6.29,0.73,65.99,45.25,77.10,200,
nusa tenggara barat - lombok timur,5,0.64,16.15,38.09,0.10,32.91,6.97,0.63,65.74,39.57,73.50,249,
nusa tenggara barat - sumbawa,6,0.13,13.90,22.94,0.45,21.75,8.08,2.72,67.31,28.99,82.31,85,
nusa tenggara barat - dompu,6,0.13,12.25,16.10,1.60,29.33,8.57,3.70,66.60,41.49,81.16,107,
nusa tenggara barat - bima,6,0.20,14.76,21.77,0.86,29.05,8.05,4.24,66.11,33.56,79.54,146,
nusa tenggara barat - sumbawa barat,6,0.23,13.85,22.89,0.00,14.44,8.68,2.33,67.80,42.73,82.33,84,
nusa tenggara barat - lombok utara,4,0.61,29.03,47.43,0.00,44.24,5.89,1.30,66.92,41.36,66.37,321,
nusa tenggara barat - kota mataram,6,5.55,8.92,17.30,0.00,5.38,9.13,0.02,71.59,0.00,71.86,62,
nusa tenggara barat - kota bima,5,0.80,8.60,14.18,0.00,16.32,10.48,0.45,70.20,0.00,65.90,81,
nusa tenggara timur - kupang,4,0.69,23.03,57.85,10.17,37.33,7.71,10.49,64.39,50.35,66.11,323,
nusa tenggara timur - timor tengah selatan,4,0.57,27.87,66.10,36.48,49.31,6.89,4.73,66.32,58.65,60.59,344,
nusa tenggara timur - timor tengah utara,5,0.57,22.45,70.24,14.52,27.84,7.91,3.44,66.86,50.80,68.61,300,
nusa tenggara timur - belu,5,0.68,15.54,45.25,11.51,33.88,7.69,1.59,64.35,46.09,71.06,277,
nusa tenggara timur - alor,4,1.06,21.59,62.20,12.48,42.92,8.27,2.55,61.29,37.77,63.30,336,
nusa tenggara timur - flores timur,5,1.45,10.90,56.90,3.73,28.84,7.77,2.40,65.10,36.28,69.56,295,
nusa tenggara timur - sikka,5,0.84,13.53,51.32,9.41,30.49,7.11,2.07,67.07,34.42,72.81,260,
nusa tenggara timur - ende,5,1.32,23.18,51.55,1.98,13.53,7.46,3.10,65.17,35.76,68.70,299,
nusa tenggara timur - ngada,6,0.37,12.48,44.03,6.95,20.17,8.90,19.09,67.96,17.06,80.24,125,
nusa tenggara timur - manggarai,5,0.62,20.55,54.69,8.39,23.30,7.45,1.42,66.77,45.46,71.70,272,
nusa tenggara timur - sumba timur,4,0.46,30.02,47.05,4.43,42.49,7.77,14.11,64.94,37.02,66.68,316,
nusa tenggara timur - sumba barat,4,0.51,28.29,66.12,24.84,45.33,7.18,1.59,66.98,48.39,63.76,335,
nusa tenggara timur - lembata,4,1.00,26.30,47.61,8.58,41.88,8.00,3.39,66.97,34.60,66.18,322,
nusa tenggara timur - rote ndao,5,0.69,27.95,48.43,13.69,16.75,7.70,3.01,64.34,51.59,68.21,304,
nusa tenggara timur - manggarai barat,5,0.36,18.01,47.92,21.65,34.36,7.18,3.69,67.12,56.80,71.05,278,
nusa tenggara timur - nagekeo,5,0.54,12.85,45.96,11.98,36.50,8.09,2.49,67.03,34.60,74.64,228,
nusa tenggara timur - sumba tengah,4,0.36,34.62,62.48,18.80,62.87,7.39,5.08,68.32,41.06,61.62,340,
nusa tenggara timur - sumba barat daya,3,0.62,28.06,82.71,31.02,77.51,6.04,4.97,68.43,46.42,56.49,357,
nusa tenggara timur - manggarai timur,4,0.50,26.49,78.26,24.53,36.74,7.17,2.86,67.98,42.73,65.58,329,
nusa tenggara timur - sabu raijua,2,2.96,30.52,72.30,28.69,57.28,7.50,1.20,60.23,46.66,42.74,390,
nusa tenggara timur - malaka,5,0.48,16.12,58.73,9.86,45.59,7.17,1.61,64.89,51.00,68.89,298,
nusa tenggara timur - kota kupang,6,29.66,9.22,9.71,0.07,6.62,10.96,0.20,69.37,0.00,73.71,56,
kalimantan barat - sambas,5,0.55,8.19,27.98,0.37,89.46,6.56,5.53,68.83,39.45,70.04,289,
kalimantan barat - mempawah,5,0.67,5.32,40.13,1.33,73.77,7.24,2.23,70.90,0.00,74.08,239,
kalimantan barat - sanggau,6,0.65,4.57,23.05,9.43,50.67,6.63,13.32,71.35,0.00,78.20,176,
kalimantan barat - ketapang,5,0.76,10.54,24.59,8.91,57.30,7.25,23.76,71.01,21.79,74.24,234,
kalimantan barat - sintang,5,1.43,9.65,23.06,3.99,44.70,7.08,20.91,71.62,26.07,72.89,259,
kalimantan barat - kapuas hulu,5,1.40,9.62,34.89,3.98,48.58,7.43,34.49,72.44,34.65,70.70,281,
kalimantan barat - bengkayang,6,0.35,6.96,33.97,5.71,44.08,7.04,5.27,73.67,0.00,81.17,106,
kalimantan barat - landak,5,0.43,11.47,40.21,16.64,68.54,6.70,10.22,72.70,0.00,72.50,265,
kalimantan barat - sekadau,6,0.59,6.11,35.91,11.37,57.17,6.45,10.28,71.65,0.00,76.22,207,
kalimantan barat - melawi,4,2.42,12.38,39.59,16.09,59.38,6.63,20.43,72.88,36.90,60.88,343,
kalimantan barat - kayong utara,5,0.49,9.98,32.17,0.70,59.21,6.23,12.77,68.11,0.00,74.12,237,
kalimantan barat - kubu raya,5,0.85,4.74,24.77,0.47,88.79,7.37,8.39,70.43,0.00,72.36,268,
kalimantan barat - kota pontianak,5,50.00,4.88,16.91,0.30,55.79,10.31,0.07,72.80,0.00,63.18,85,
kalimantan barat - kota singkawang,4,2.74,4.91,12.11,1.25,48.75,8.04,0.35,71.85,0.00,55.30,91,
kalimantan  tengah - kotawaringin barat,4,5.00,4.11,12.15,0.17,16.42,8.24,11.80,70.51,0.00,59.76,350,
kalimantan  tengah - kotawaringin timur,6,1.15,5.90,15.67,3.67,29.45,8.01,13.89,69.80,39.87,77.80,185,
kalimantan  tengah - kapuas,6,0.32,5.09,36.40,1.26,50.92,7.91,10.16,68.69,42.37,77.83,184,
kalimantan  tengah - barito selatan,5,2.38,4.39,31.94,2.97,39.47,8.76,12.10,66.99,33.90,67.78,309,
kalimantan  tengah - barito utara,6,0.66,4.95,18.86,4.36,26.60,8.65,11.57,71.29,0.00,83.10,69,
kalimantan  tengah - katingan,6,0.68,5.02,30.26,1.75,27.18,8.32,23.51,65.70,0.00,78.94,160,
kalimantan  tengah - seruyan,4,3.41,7.19,18.76,0.81,22.72,7.86,22.34,69.25,0.00,65.52,331,
kalimantan  tengah - sukamara,5,2.44,3.16,15.17,2.52,27.94,7.78,11.09,71.49,0.00,73.52,248,
kalimantan  tengah - lamandau,6,0.69,3.01,23.40,2.94,24.48,8.36,11.63,69.34,0.00,83.10,68,
kalimantan  tengah - gunung mas,3,4.29,4.91,29.22,4.79,35.15,9.07,17.81,70.32,32.83,58.18,353,
kalimantan  tengah - pulang pisau,6,0.35,4.24,28.10,0.93,46.46,8.38,16.84,67.98,0.00,80.03,133,
kalimantan  tengah - murung raya,4,3.01,6.00,34.41,8.10,55.74,7.44,31.79,69.47,0.00,60.27,347,
kalimantan  tengah - barito timur,5,1.23,6.32,22.67,0.90,44.05,9.22,6.63,68.14,38.53,74.96,222,
kalimantan  tengah - kota palangkaraya,6,50.00,3.35,18.41,0.00,7.77,11.35,1.00,73.19,0.00,75.34,54,
kalimantan selatan - tanah laut,6,0.30,4.51,17.66,0.27,46.18,7.68,3.13,69.31,0.00,81.85,93,
kalimantan selatan - kotabaru,6,0.74,4.49,32.93,0.75,31.54,7.50,10.42,69.10,0.00,79.96,136,
kalimantan selatan - banjar,6,0.44,2.72,26.18,1.11,43.36,7.29,2.74,66.97,0.00,80.09,130,
kalimantan selatan - barito kuala,6,0.20,4.63,31.39,0.61,42.40,7.38,4.03,65.88,0.00,80.08,131,
kalimantan selatan - tapin,6,0.21,3.41,32.82,0.00,34.04,7.79,4.25,70.23,29.57,83.98,49,
kalimantan selatan - hulu sungai selatan,6,0.34,5.33,36.25,0.35,42.72,7.67,1.87,65.82,0.00,78.68,162,
kalimantan selatan - hulu sungai tengah,6,0.34,5.93,39.97,0.52,37.61,8.38,1.65,65.82,0.00,79.50,147,
kalimantan selatan - hulu sungai utara,6,0.45,6.50,17.95,0.00,26.06,7.63,1.05,63.58,36.61,80.40,119,
kalimantan selatan - tabalong,6,0.73,6.01,32.17,0.06,26.70,8.75,4.15,70.33,44.51,80.44,116,
kalimantan selatan - tanah bumbu,6,0.61,4.85,13.72,0.00,10.85,7.79,3.74,70.08,24.68,86.50,17,
kalimantan selatan - balangan,6,0.32,5.55,32.57,2.55,24.90,7.33,2.65,67.59,0.00,82.06,90,
kalimantan selatan - kota banjarmasin,6,6.67,4.20,19.02,0.00,0.00,9.64,0.03,70.98,0.00,78.02,46,
kalimantan selatan - kota banjarbaru,5,7.30,4.30,11.51,0.00,25.15,10.67,0.37,71.87,0.00,68.92,70,
kalimantan timur - paser,6,1.00,8.95,16.47,1.50,16.10,8.62,10.26,72.52,0.00,82.26,87,
kalimantan timur - kutai kartanegara,6,0.96,7.20,8.95,0.58,9.55,9.17,13.21,72.21,36.51,84.28,42,
kalimantan timur - berau,6,0.93,5.04,11.14,0.21,6.55,9.32,19.77,71.94,0.00,85.34,28,
kalimantan timur - kutai barat,3,5.00,9.09,23.41,3.76,24.67,8.31,18.10,72.79,35.66,54.98,363,
kalimantan timur - kutai timur,5,2.57,9.48,13.32,0.32,7.91,9.09,25.02,73.03,39.35,73.13,255,
kalimantan timur - penajam paser utara,6,0.65,7.18,14.70,0.00,8.27,8.21,5.47,71.30,26.98,86.20,19,
kalimantan timur - mahakam ulu,4,2.93,11.25,31.44,3.31,23.82,8.26,71.90,71.90,0.00,63.17,337,
kalimantan timur - kota balikpapan,6,28.96,2.42,3.66,0.00,1.22,10.46,0.20,74.41,0.00,87.66,3,
kalimantan timur - kota samarinda,6,17.23,4.59,6.36,0.38,0.15,10.16,0.44,74.17,0.00,80.75,35,
kalimantan timur - kota bontang,6,50.00,4.22,7.85,0.00,0.29,10.57,0.19,74.18,0.00,84.59,11,
kalimantan utara - bulungan,6,1.59,8.78,12.85,0.27,25.85,9.05,17.37,72.60,29.23,77.63,188,
kalimantan utara - malinau,5,2.18,6.96,13.24,0.15,29.17,8.05,61.41,71.42,31.01,70.78,280,
kalimantan utara - nunukan,6,1.44,6.11,27.63,0.72,24.97,8.01,15.60,71.30,27.71,77.45,195,
kalimantan utara - tana tidung,3,5.00,4.72,13.94,0.34,43.38,8.48,21.89,71.38,0.00,53.76,367,
kalimantan utara - kota tarakan,6,19.34,6.00,7.18,0.00,5.86,10.00,0.32,73.92,0.00,79.91,38,
sulawesi utara - bolaang mongondow,6,0.13,7.47,22.18,0.00,29.46,8.20,5.65,69.22,16.71,85.32,29,
sulawesi utara - minahasa,6,0.54,7.18,26.21,0.00,17.92,9.61,1.35,70.98,0.00,86.64,14,
sulawesi utara - kepulauan sangihe,3,5.00,11.15,41.23,2.87,24.47,8.55,0.63,69.96,0.00,54.61,365,
sulawesi utara - kepulauan talaud,6,0.80,9.86,31.14,0.00,30.69,9.62,2.96,70.04,0.00,81.17,105,
sulawesi utara - minahasa selatan,6,0.47,9.26,37.47,0.14,19.36,9.16,2.03,69.80,0.00,84.17,44,
sulawesi utara - minahasa utara,6,0.55,6.93,32.80,0.78,16.88,10.10,1.37,71.31,16.16,86.06,21,
sulawesi utara - minahasa tenggara,6,0.36,12.78,32.49,0.33,27.97,9.15,2.92,70.07,0.00,82.66,79,
sulawesi utara - bolaang mongondow utara,6,0.25,8.45,46.76,0.79,35.62,8.86,3.73,67.54,13.68,81.11,108,
sulawesi utara - kep. siau tagulandang biaro,3,5.00,9.56,22.36,1.18,37.25,9.13,0.63,70.54,0.00,55.61,361,
sulawesi utara - bolaang mongondow timur,6,0.26,6.10,20.23,0.28,32.65,7.80,3.85,67.81,0.00,84.31,40,
sulawesi utara - bolaang mongondow selatan,6,0.37,13.27,27.12,0.99,31.20,8.39,4.40,64.45,6.34,79.88,139,
sulawesi utara - kota manado,6,12.04,5.51,14.34,0.50,4.54,11.38,0.07,71.80,0.00,81.39,32,
sulawesi utara - kota bitung,5,3.50,6.49,25.04,0.27,7.05,9.96,0.51,71.00,0.00,68.56,73,
sulawesi utara - kota tomohon,6,0.91,5.62,9.94,0.00,14.26,10.91,0.15,71.79,0.00,79.44,40,
sulawesi utara - kota kotamobagu,6,0.86,5.71,10.97,0.00,9.24,10.19,0.15,70.33,0.00,75.90,53,
sulawesi tengah - banggai,6,0.31,7.80,16.25,1.75,19.97,8.06,5.34,70.61,29.96,85.38,25,
sulawesi tengah - poso,6,0.33,15.65,16.06,0.49,16.81,9.39,5.59,70.85,0.00,84.22,43,
sulawesi tengah - donggala,5,0.74,18.40,41.68,4.99,51.02,7.93,4.73,66.85,0.00,69.83,291,
sulawesi tengah - tolitoli,6,0.52,13.09,25.80,3.78,24.54,8.77,3.18,65.30,0.00,78.66,164,
sulawesi tengah - buol,6,0.62,15.19,39.72,4.48,21.73,8.98,6.07,68.17,0.00,77.56,192,
sulawesi tengah - morowali,6,0.46,13.75,15.34,2.72,19.85,9.24,5.15,68.82,26.79,82.44,82,
sulawesi tengah - banggai kepulauan,4,2.49,14.84,43.82,13.57,19.35,8.49,3.92,65.71,0.00,63.98,333,
sulawesi tengah - parigi moutong,5,0.32,16.64,33.64,5.85,34.24,7.69,3.03,63.94,31.54,75.05,219,
sulawesi tengah - tojo una-una,6,0.59,17.16,41.88,5.74,10.89,8.60,6.07,65.14,0.00,77.52,194,
sulawesi tengah - sigi,5,0.49,12.91,39.33,1.22,46.69,8.80,7.61,69.57,50.53,74.75,225,
sulawesi tengah - banggai laut,2,4.95,15.34,36.25,8.71,26.92,8.61,1.21,64.79,0.00,48.94,378,
sulawesi tengah - morowali utara,6,0.61,15.08,29.03,5.50,24.43,8.67,16.10,69.19,0.00,78.31,172,
sulawesi tengah - kota palu,6,37.09,6.83,6.40,0.00,5.24,11.51,0.23,70.68,0.00,79.63,39,
sulawesi selatan - kepulauan selayar,4,3.72,12.83,24.14,1.17,9.54,8.40,1.25,68.34,32.71,62.97,338,
sulawesi selatan - bulukumba,6,0.28,7.26,21.72,0.00,25.74,8.07,0.99,67.69,0.00,83.61,58,
sulawesi selatan - bantaeng,6,0.27,9.03,24.88,0.77,4.94,6.76,0.42,70.42,0.00,87.38,7,
sulawesi selatan - jeneponto,6,0.21,14.88,23.77,0.00,10.33,7.50,1.21,66.24,41.11,81.55,96,
sulawesi selatan - takalar,6,0.37,8.70,18.82,0.19,23.94,7.77,0.77,67.01,25.54,82.85,75,
sulawesi selatan - gowa,6,0.33,7.53,17.18,0.38,19.61,8.26,2.10,70.37,36.94,85.05,31,
sulawesi selatan - sinjai,6,0.35,9.14,9.93,2.59,19.33,8.05,1.19,67.17,34.28,83.56,60,
sulawesi selatan - bone,6,0.14,10.06,14.98,1.30,25.47,7.30,1.60,66.88,33.02,82.79,78,
sulawesi selatan - maros,6,0.27,9.89,16.37,2.66,28.82,7.96,0.94,68.98,0.00,83.11,67,
sulawesi selatan - pangkajene dan kepulauan,6,0.50,14.06,24.72,2.62,20.18,7.99,1.56,66.49,34.51,79.16,157,
sulawesi selatan - barru,6,0.23,8.57,9.99,1.78,15.07,8.25,1.42,68.91,0.00,86.61,15,
sulawesi selatan - soppeng,6,0.12,7.25,18.24,1.50,21.76,8.18,2.05,69.43,0.00,86.16,20,
sulawesi selatan - wajo,6,0.11,6.91,22.57,1.55,27.50,6.73,3.22,67.17,0.00,83.52,61,
sulawesi selatan - sidenreng rappang,6,0.10,4.79,22.01,0.24,22.46,8.19,2.22,69.59,0.00,87.17,9,
sulawesi selatan - pinrang,6,0.11,8.46,30.62,0.27,34.01,8.11,1.93,69.39,27.60,83.01,72,
sulawesi selatan - enrekang,6,0.31,12.33,28.54,0.89,34.84,8.77,3.48,70.83,43.71,80.06,132,
sulawesi selatan - luwu,6,0.19,12.78,21.85,1.26,29.92,8.89,3.72,70.19,0.00,83.20,65,
sulawesi selatan - tana toraja,6,0.68,12.35,32.21,2.83,51.24,8.68,2.38,73.15,31.42,76.88,203,
sulawesi selatan - luwu utara,6,0.20,13.60,20.18,0.34,36.29,8.26,7.40,68.31,0.00,80.47,115,
sulawesi selatan - luwu timur,6,0.24,6.98,10.30,0.19,25.33,8.64,8.92,70.38,0.00,86.70,12,
sulawesi selatan - toraja utara,6,0.44,12.41,31.36,1.00,43.05,8.53,1.12,73.35,34.35,79.59,144,
sulawesi selatan - kota makassar,6,23.29,4.28,9.71,0.00,1.96,10.86,0.03,72.00,0.00,84.32,13,
sulawesi selatan - kota pare pare,6,3.36,5.26,10.22,0.22,8.65,10.33,0.10,71.18,0.00,78.56,44,
sulawesi selatan - kota palopo,6,1.48,7.82,9.01,0.03,3.84,10.79,0.23,70.79,0.00,75.24,55,
sulawesi  tenggara - kolaka,6,0.74,11.92,15.05,1.13,21.49,9.11,4.80,70.72,36.01,81.35,100,
sulawesi  tenggara - konawe,6,0.25,12.34,11.38,0.86,26.98,8.95,3.93,70.02,0.00,83.18,66,
sulawesi  tenggara - muna,6,1.18,12.85,15.67,2.37,27.37,8.20,2.15,70.18,27.36,77.43,196,
sulawesi  tenggara - buton,5,1.30,13.65,19.34,1.01,31.14,7.64,2.78,67.92,38.30,73.43,251,
sulawesi  tenggara - konawe selatan,6,0.47,10.81,12.45,0.58,27.35,7.72,8.36,70.52,0.00,81.82,94,
sulawesi  tenggara - bombana,6,0.47,10.56,19.00,2.68,8.75,8.13,3.39,68.54,0.00,83.03,71,
sulawesi  tenggara - wakatobi,5,1.38,14.75,14.35,0.78,34.07,7.98,0.74,70.13,23.86,74.93,223,
sulawesi  tenggara - kolaka utara,6,0.67,13.19,24.50,3.11,19.60,8.67,6.00,70.15,0.00,79.93,137,
sulawesi  tenggara - konawe utara,5,0.91,13.66,27.01,0.67,39.98,9.25,13.15,69.23,0.00,73.99,241,
sulawesi  tenggara - buton utara,5,2.06,14.38,15.53,2.46,25.11,8.58,3.58,70.75,0.00,70.66,283,
sulawesi  tenggara - kolaka timur,6,0.22,13.71,15.24,1.59,16.20,8.68,7.62,72.33,37.36,84.90,34,
sulawesi  tenggara - konawe kepulauan,4,2.27,17.18,10.83,0.91,27.10,8.90,3.76,68.25,0.00,67.45,313,
sulawesi  tenggara - muna barat,6,0.75,13.84,14.12,2.62,27.11,7.16,1.93,70.16,0.00,78.28,173,
sulawesi  tenggara - buton tengah,5,1.91,15.77,9.40,0.21,13.25,7.55,1.34,67.50,0.00,73.49,250,
sulawesi  tenggara - buton selatan,5,1.19,14.66,12.18,4.57,52.47,7.88,1.45,67.50,46.08,70.19,286,
sulawesi  tenggara - kota kendari,6,11.12,4.44,7.52,0.00,5.67,11.71,0.12,73.52,0.00,84.91,8,
sulawesi  tenggara - kota bau bau,6,2.77,7.27,8.67,0.15,6.54,10.87,0.38,70.95,0.00,71.11,66,
gorontalo - gorontalo,6,0.26,18.06,10.83,0.70,22.67,7.91,1.58,67.45,37.25,80.26,124,
gorontalo - boalemo,6,0.06,18.87,22.30,2.88,24.34,7.17,2.60,68.83,37.15,79.99,135,
gorontalo - bone bolango,6,0.69,16.12,10.29,0.38,24.02,9.12,2.54,68.38,25.34,80.12,129,
gorontalo - pahuwato,6,0.11,18.16,16.33,0.64,8.43,8.05,7.04,63.83,33.28,81.34,101,
gorontalo - gorontalo utara,6,0.16,16.95,20.30,4.83,22.65,7.65,2.86,65.79,0.00,79.41,151,
gorontalo - kota gorontalo,6,3.92,5.45,1.87,0.00,4.97,10.35,0.07,72.42,0.00,81.30,33,
sulawesi barat - mamuju utara,6,0.80,4.28,23.96,2.29,26.03,8.60,7.71,65.91,0.00,79.89,138,
sulawesi barat - mamuju,6,0.37,7.06,37.56,3.39,34.60,7.98,4.54,67.23,43.68,78.56,167,
sulawesi barat - mamasa,5,0.35,13.42,57.07,1.08,79.08,8.33,7.41,70.75,45.02,69.75,293,
sulawesi barat - polewali mandar,5,0.35,15.60,43.69,1.97,34.52,7.59,2.13,62.18,39.45,73.27,254,
sulawesi barat - majene,5,0.82,13.72,46.97,0.00,16.80,9.12,2.33,61.30,43.70,73.71,246,
sulawesi barat - mamuju tengah,6,0.21,6.87,17.16,1.92,30.26,7.77,11.41,68.06,32.14,82.95,74,
maluku - maluku tengah,5,1.16,20.04,34.91,1.57,27.68,9.90,6.65,66.34,31.43,72.00,270,
maluku - maluku tenggara,2,5.00,22.75,13.21,4.88,24.27,9.35,1.60,64.95,35.21,48.80,379,
maluku - maluku tenggara barat,2,5.00,27.25,41.51,7.15,27.78,9.76,14.58,63.34,0.00,43.52,387,
maluku - buru,6,0.52,16.74,32.61,3.85,27.18,8.80,7.06,66.32,0.00,76.92,202,
maluku - seram bagian timur,4,1.18,23.13,37.95,14.11,33.22,8.49,9.65,59.16,40.54,63.94,334,
maluku - seram bagian barat,3,2.54,25.16,26.80,2.60,51.38,9.15,8.21,61.48,0.00,56.02,359,
maluku - kepulauan aru,1,5.00,26.73,20.52,25.02,33.17,8.86,15.77,62.73,42.12,41.37,391,
maluku - maluku barat daya,4,0.89,29.43,21.51,12.70,36.40,8.46,11.51,62.16,29.16,66.55,320,
maluku - buru selatan,3,3.00,16.13,39.37,11.90,38.21,8.30,7.67,66.13,0.00,58.88,351,
maluku - kota ambon,6,50.00,4.57,5.62,0.38,14.27,11.74,0.22,70.35,0.00,76.85,50,
maluku - kota tual,2,20.03,22.68,6.12,3.92,17.21,10.28,0.86,65.21,0.00,34.80,97,
maluku utara - halmahera barat,3,4.61,8.59,16.56,1.03,42.66,8.80,3.47,66.13,0.00,54.15,366,
maluku utara - halmahera tengah,4,2.60,14.12,24.81,3.79,25.23,8.94,9.01,63.65,27.87,64.92,332,
maluku utara - halmahera utara,6,1.12,4.55,21.13,2.31,40.64,8.42,6.21,69.47,0.00,78.44,169,
maluku utara - halmahera selatan,2,5.00,5.03,21.34,11.26,41.17,7.90,8.99,65.75,37.79,50.46,374,
maluku utara - kepulauan sula,2,5.00,8.98,31.91,7.13,36.65,8.88,11.78,63.18,27.30,49.23,377,
maluku utara - halmahera timur,5,0.48,15.39,24.63,4.31,52.02,8.23,19.11,68.64,30.38,74.38,232,
maluku utara - pulau morotai,6,0.79,7.27,30.37,1.76,42.00,7.55,9.22,66.99,0.00,76.07,212,
maluku utara - pulau taliabu,2,5.00,7.53,30.27,19.67,58.31,7.86,9.26,61.95,0.00,44.45,386,
maluku utara - kota ternate,6,32.86,3.14,4.81,0.07,8.98,11.48,0.12,70.85,0.00,84.43,12,
maluku utara - kota tidore kepulauan,4,1.10,6.10,9.32,0.73,39.43,9.70,1.00,69.22,0.00,54.66,92,
papua - merauke,6,0.19,10.35,24.20,5.01,28.12,8.51,100.00,66.93,21.19,77.60,189,
