Wilayah,Komposit,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Harapan Hidup (tahun),Stunting (%),IKP,IKP Ranking,
maluku utara - kota tidore kepulauan,3,50.00,5.45,55.88,0.00,50.30,9.57,1.00,68.64,17.50,51.15,92,
papua - merauke,6,0.28,10.81,22.54,5.30,32.97,7.72,65.52,66.56,17.60,78.53,82,
papua - jayawijaya,3,0.66,38.62,30.76,42.07,42.70,5.60,4.34,58.67,39.00,57.05,347,
papua - jayapura,4,3.28,13.01,36.13,2.93,36.75,8.74,7.79,66.47,27.90,60.04,334,
papua - nabire,5,0.55,25.38,30.34,7.36,25.36,8.89,6.49,67.55,31.40,74.41,178,
papua - kepulauan yapen,3,2.94,26.82,58.67,29.60,39.92,8.12,10.04,68.71,41.90,51.60,369,
papua - biak numfor,2,5.00,25.44,56.00,1.36,30.18,8.85,38.77,67.87,34.20,42.87,390,
papua - puncak jaya,1,5.00,36.01,60.55,85.09,72.22,4.25,11.18,64.41,27.80,23.81,409,
papua - paniai,2,0.66,37.40,54.53,68.03,58.51,3.14,65.26,65.70,42.30,49.35,377,
papua - mimika,3,5.00,14.89,36.46,1.85,6.35,8.89,2.36,71.93,32.20,55.78,353,
papua - sarmi,1,5.00,13.75,37.88,18.15,44.49,8.47,100.00,65.82,35.70,40.76,391,
papua - keerom,3,3.31,16.69,20.18,4.46,34.36,7.32,26.02,66.18,26.60,58.44,337,
papua - pegunungan bintang,1,5.00,30.60,69.10,65.78,44.15,4.88,49.48,63.90,39.30,27.71,406,
papua - yahukimo,1,3.36,39.33,52.10,97.09,81.44,2.78,41.85,65.32,34.40,28.31,404,
papua - tolikara,1,3.14,32.73,75.48,88.93,86.42,2.62,24.68,65.10,41.00,29.83,402,
papua - waropen,2,2.98,30.82,39.16,6.97,55.81,7.89,27.12,65.82,28.10,50.18,375,
papua - boven digoel,2,3.21,19.90,37.86,8.37,39.28,8.08,50.55,58.77,31.80,50.69,373,
papua - mappi,1,5.00,25.75,67.23,73.14,62.36,5.83,40.43,64.30,31.40,28.34,403,
papua - asmat,1,5.00,27.16,74.20,18.71,48.54,4.31,79.77,56.32,25.90,27.91,405,
papua - supiori,1,5.00,37.40,45.35,25.79,40.95,7.83,3.17,65.33,38.10,35.55,397,
papua - mamberamo raya,1,5.00,29.88,71.73,56.12,60.32,5.42,100.00,56.90,29.00,21.94,411,
papua - mamberamo tengah,1,5.00,36.38,22.34,61.08,100.00,2.10,34.97,62.92,26.00,21.63,412,
papua - yalimo,1,5.00,34.97,23.33,14.18,73.28,2.58,22.60,64.94,33.20,30.71,400,
papua - lanny jaya,1,5.00,39.60,42.77,96.91,98.23,3.71,14.39,65.65,28.60,19.08,414,
papua - nduga,1,5.00,37.29,77.33,93.51,98.75,1.57,69.14,54.60,37.80,7.38,416,
papua - puncak,1,5.00,37.46,89.55,84.85,33.55,2.25,42.62,65.13,29.80,24.21,408,
papua - dogiyai,1,5.00,30.36,60.68,96.40,88.03,4.47,26.24,65.12,43.90,20.33,413,
papua - intan jaya,1,5.00,42.23,91.10,88.94,96.98,1.40,86.18,65.09,45.50,7.81,415,
papua - deiyai,1,5.00,43.63,55.44,55.35,59.74,1.95,12.45,64.63,37.70,23.29,410,
papua - kota jayapura,5,50.00,11.46,44.63,0.12,12.50,9.55,0.91,70.00,31.60,61.47,81,
papua barat - sorong,3,2.67,32.86,26.02,9.97,27.85,8.78,64.13,65.52,28.40,55.02,355,
papua barat - manokwari,4,2.22,24.32,19.20,6.69,51.57,9.42,5.88,68.00,36.80,61.41,330,
papua barat - fakfak,1,5.00,25.96,57.36,4.68,34.79,9.53,100.00,67.95,31.30,39.29,392,
papua barat - sorong selatan,2,5.00,19.66,41.67,13.24,34.52,8.17,16.46,65.63,36.80,44.02,389,
papua barat - raja ampat,3,3.19,20.00,20.22,11.10,42.63,8.64,24.26,64.26,36.90,54.99,356,
papua barat - teluk bintuni,1,5.00,34.32,26.26,6.30,34.26,8.72,67.05,59.83,24.90,37.23,394,
papua barat - teluk wondama,1,5.00,36.37,25.82,16.58,57.80,9.36,15.33,59.26,38.60,33.22,398,
papua barat - kaimana,2,5.00,17.22,13.61,25.48,36.33,9.37,38.53,63.99,31.10,45.54,384,
papua barat - tambrauw,1,5.00,35.99,42.91,7.18,65.65,6.95,100.00,59.29,37.30,26.03,407,
papua barat - maybrat,1,5.00,34.87,21.68,6.02,73.60,8.95,100.00,64.80,20.50,32.55,399,
papua barat - manokwari selatan,3,1.19,34.02,39.12,10.97,60.30,7.42,100.00,66.96,39.50,54.30,362,
papua barat - pegunungan arfak,1,4.00,39.23,50.27,72.79,56.07,4.68,55.55,66.72,43.50,30.25,401,
papua barat - kota sorong,4,50.00,17.78,42.23,0.43,9.89,10.96,1.00,69.67,32.70,58.40,86,
