Wilayah,Komposit,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Harapan Hidup (tahun),Stunting (%),IKP,IKP Ranking,
papua - jayawijaya,1,5.00,35.80,43.56,5.35,79.07,10.86,0.01,60.26,18.00,27.68,404,
papua - jayapura,5,1.93,11.94,17.39,5.28,35.31,9.33,0.05,67.45,23.30,72.14,278,
papua - nabire,6,0.92,23.90,15.10,3.35,17.26,9.48,0.04,68.41,21.10,78.07,188,
papua - kepulauan yapen,5,1.18,26.15,23.94,16.85,39.04,11.12,0.01,69.39,8.40,69.70,300,
papua - biak numfor,2,5.00,24.48,12.94,0.01,35.91,11.58,0.02,68.50,9.70,49.81,383,
papua - puncak jaya,1,5.00,36.30,26.25,55.17,87.99,10.42,0.01,65.66,4.80,25.14,405,
papua - paniai,1,5.00,36.63,69.33,32.23,100.00,10.09,0.19,66.94,25.20,21.52,412,
papua - mimika,6,0.67,14.28,20.30,6.66,19.74,10.56,0.02,72.57,11.80,81.83,122,
papua - sarmi,4,3.05,13.76,33.53,4.27,36.02,10.30,0.07,66.74,19.10,61.25,343,
papua - keerom,5,1.29,15.77,27.98,10.91,31.77,8.63,0.10,67.04,23.80,71.92,279,
papua - pegunungan bintang,3,0.05,30.32,74.40,67.48,71.70,11.34,0.02,64.79,9.00,51.99,377,
papua - yahukimo,1,5.00,36.21,86.25,40.16,68.34,11.22,0.01,66.31,5.50,21.95,409,
papua - tolikara,1,5.00,31.31,85.96,0.87,97.19,9.23,0.01,66.08,25.80,23.00,407,
papua - waropen,4,1.68,30.22,11.91,10.54,57.07,10.92,0.21,66.68,31.20,61.63,341,
papua - boven digoel,1,5.00,20.04,27.69,15.30,47.06,11.44,0.05,60.64,35.30,40.55,397,
papua - mappi,2,2.97,26.04,35.30,11.97,75.22,10.42,0.03,65.66,19.70,47.85,387,
papua - asmat,1,2.52,24.87,65.27,58.56,88.08,8.54,0.30,58.90,23.50,36.69,398,
papua - supiori,1,5.00,37.70,61.51,26.68,75.14,11.45,1.26,66.36,27.80,30.41,403,
papua - mamberamo raya,1,5.00,30.73,73.64,9.08,95.48,9.81,0.02,58.29,22.40,22.51,408,
papua - mamberamo tengah,1,5.00,35.92,88.59,17.51,100.00,11.01,0.20,64.05,22.10,20.06,414,
papua - yalimo,1,5.00,31.68,71.76,33.36,100.00,10.67,0.12,65.72,19.60,23.95,406,
papua - lanny jaya,1,5.00,37.76,89.27,19.87,99.69,11.19,0.16,66.31,25.30,21.60,411,
papua - nduga,1,5.00,36.73,47.36,36.43,96.27,10.88,0.13,55.70,21.00,17.63,415,
papua - puncak,1,5.00,36.25,91.43,0.79,96.41,10.15,0.17,66.13,15.40,20.10,413,
papua - dogiyai,1,5.00,29.48,10.79,61.94,76.03,10.87,0.03,66.13,18.40,31.23,402,
papua - intan jaya,1,5.00,42.03,72.69,72.30,100.00,10.17,0.35,65.93,23.50,14.54,416,
papua - deiyai,1,5.00,40.31,77.43,23.48,99.34,11.01,0.18,65.66,13.70,21.93,410,
papua - kota jayapura,6,0.00,11.12,9.92,0.37,13.46,10.13,0.12,70.76,22.90,76.01,79,
papua barat - sorong,2,4.53,27.58,23.45,1.54,50.89,11.17,0.10,66.55,24.70,46.99,391,
papua barat - manokwari,4,2.20,19.90,12.35,2.14,37.27,11.43,0.01,69.18,18.40,66.85,318,
papua barat - fakfak,2,5.00,22.06,18.81,0.66,51.17,10.49,0.07,68.75,27.10,47.32,388,
papua barat - sorong selatan,2,3.94,18.48,17.23,20.80,66.49,11.39,0.14,66.72,23.80,48.46,385,
papua barat - raja ampat,2,5.00,17.32,32.47,4.18,56.28,12.21,0.09,65.12,19.50,44.12,393,
papua barat - teluk bintuni,1,5.00,29.73,29.20,0.15,44.93,11.00,0.25,61.37,26.00,40.88,396,
papua barat - teluk wondama,1,5.00,30.06,40.73,14.56,78.13,10.69,0.04,60.57,19.10,32.93,399,
papua barat - kaimana,2,5.00,15.29,22.37,12.46,44.43,12.06,0.09,65.27,21.10,47.12,389,
papua barat - tambrauw,1,5.00,32.45,47.33,0.16,53.36,10.60,0.49,60.68,24.90,32.88,400,
papua barat - maybrat,2,5.00,31.14,4.13,0.17,65.54,11.83,0.09,65.53,17.70,41.60,395,
papua barat - manokwari selatan,4,1.42,28.55,30.73,3.45,34.88,9.90,1.52,67.84,19.10,67.12,316,
papua barat - pegunungan arfak,1,5.00,33.71,16.75,35.95,60.80,11.62,0.18,67.50,27.20,32.87,401,
papua barat - kota sorong,6,0.00,14.96,7.07,0.14,10.26,11.81,0.34,71.40,20.60,74.18,84,
